year,racines_NOUN égales_ADJ,racines_NOUN egales_ADJ,racines_NOUN légales_ADJ
1800,4.904896400148573e-07,0.0,0.0
1801,1.4048977448055666e-07,0.0,0.0
1802,4.408545066780789e-07,0.0,0.0
1803,5.851017803593095e-08,0.0,0.0
1804,1.4831105943358125e-07,0.0,0.0
1805,5.401467717547348e-08,0.0,0.0
1806,2.4782355012575863e-07,0.0,0.0
1807,3.644102548605588e-07,2.8469551160981155e-09,0.0
1808,1.529599899185996e-06,0.0,0.0
1809,4.743964154840796e-08,0.0,0.0
1810,3.7910052697043284e-07,2.3401267590372754e-09,0.0
1811,6.117267048466601e-07,2.5070767684098882e-09,0.0
1812,1.4136203674297576e-07,0.0,0.0
1813,2.0992914073758584e-07,1.4378708002027452e-08,0.0
1814,1.6992056828257773e-07,0.0,0.0
1815,1.4214367638487602e-06,0.0,0.0
1816,5.0987285504788815e-08,2.3176038865813098e-09,0.0
1817,1.1053801074467628e-07,1.556873407970727e-09,0.0
1818,1.0133000927226021e-07,0.0,0.0
1819,1.552657522552181e-07,2.070210003424222e-09,0.0
1820,1.281579926626364e-07,0.0,0.0
1821,1.8145138369618508e-07,0.0,0.0
1822,7.318699601910339e-08,0.0,0.0
1823,1.2649839220557624e-07,0.0,0.0
1824,4.463189640091514e-08,0.0,0.0
1825,6.692136622632461e-08,0.0,0.0
1826,5.901349595660577e-07,0.0,0.0
1827,9.493790997794349e-08,9.217273055917019e-10,0.0
1828,2.302247565921789e-07,9.172301251858528e-10,0.0
1829,1.3974276669159735e-07,0.0,0.0
1830,2.421346039227501e-07,0.0,0.0
1831,3.6015686077917053e-07,0.0,0.0
1832,1.0688675899928057e-07,0.0,0.0
1833,1.5985406776053424e-07,0.0,0.0
1834,9.427876079826092e-08,0.0,0.0
1835,2.4050621050264454e-07,1.5126175867408165e-09,0.0
1836,2.7353453901923785e-07,0.0,0.0
1837,2.2473987826288067e-07,0.0,0.0
1838,1.956770177002909e-07,0.0,0.0
1839,9.019002789045771e-08,0.0,0.0
1840,1.1401742483485577e-07,0.0,6.369688665408546e-10
1841,1.9004824025614653e-07,0.0,0.0
1842,2.0393125055306882e-07,6.708265054555795e-10,0.0
1843,2.4868094783414563e-07,0.0,0.0
1844,2.700372192521172e-07,0.0,0.0
1845,2.2041899683244992e-07,0.0,0.0
1846,9.367202125076801e-08,0.0,0.0
1847,2.2705471280914935e-07,0.0,0.0
1848,2.7514658995642094e-07,4.82713291560799e-09,0.0
1849,1.9272654583346593e-07,0.0,0.0
1850,3.1704610137239797e-07,0.0,0.0
1851,1.7220001780060556e-07,0.0,0.0
1852,3.059956199535918e-08,0.0,0.0
1853,6.748282999069488e-08,5.971931837933653e-10,0.0
1854,2.3848099317547167e-07,0.0,5.195664454227256e-10
1855,1.369189703837037e-07,0.0,0.0
1856,3.2253888093691785e-07,5.177189232874468e-10,0.0
1857,1.0983395526409367e-07,0.0,3.4170564155999728e-09
1858,8.514996352460003e-08,0.0,0.0
1859,1.9401180395561823e-07,5.092173349652285e-10,0.0
1860,1.0024032803812588e-07,0.0,0.0
1861,1.4336529829961364e-07,0.0,0.0
1862,7.590217165898139e-08,4.517986262886353e-10,0.0
1863,8.9903174682604e-08,0.0,4.994620828036034e-10
1864,1.635002178090872e-07,0.0,0.0
1865,7.342676866528564e-08,0.0,0.0
1866,1.9754388347337226e-07,1.4596839292835284e-09,0.0
1867,1.5383412232949922e-07,0.0,0.0
1868,3.2701967711545876e-07,0.0,0.0
1869,3.2231227464762924e-07,4.883519144627257e-10,0.0
1870,2.2649493303106283e-07,0.0,5.734048791339319e-10
1871,1.8480848495983082e-07,0.0,0.0
1872,1.0824737017856023e-07,0.0,0.0
1873,1.3288929778809688e-07,1.1972008939764578e-09,0.0
1874,1.0634803970788198e-07,0.0,0.0
1875,1.2701789842139988e-07,1.1443054281912168e-09,0.0
1876,9.794543842644998e-08,6.04601479992084e-10,0.0
1877,1.873999195822762e-07,0.0,0.0
1878,8.515115013096874e-08,0.0,0.0
1879,3.946624076434091e-07,0.0,0.0
1880,1.2386443870582298e-07,1.2835692508872398e-09,0.0
1881,9.203709794292081e-08,1.3945015142624584e-09,0.0
1882,8.785108462916469e-08,0.0,0.0
1883,1.131161653233903e-07,6.319338941018771e-10,0.0
1884,2.7331026331012254e-07,0.0,0.0
1885,3.190589552559686e-07,0.0,0.0
1886,1.342320530284269e-07,0.0,0.0
1887,1.82156995265359e-07,0.0,0.0
1888,1.0081577528353591e-07,0.0,0.0
1889,1.4033906836630194e-07,0.0,0.0
1890,3.8670879121127655e-07,1.3108772956016423e-09,0.0
1891,1.5808065256806003e-07,0.0,0.0
1892,1.1596748095143994e-07,0.0,0.0
1893,1.2255249259851553e-07,0.0,0.0
1894,2.2496494977986004e-07,0.0,4.411077725308132e-09
1895,8.907549187142649e-08,0.0,0.0
1896,8.019959096827733e-08,0.0,0.0
1897,1.7072271418783203e-07,0.0,0.0
1898,8.487532454637403e-08,0.0,0.0
1899,1.1552639023193478e-07,0.0,0.0
1900,1.012255381738214e-07,0.0,0.0
1901,6.594711976504186e-08,0.0,0.0
1902,4.468358127951433e-08,0.0,1.9641135384773634e-09
1903,1.0638434133625196e-07,5.400220270956879e-10,0.0
1904,9.56683265940228e-08,0.0,0.0
1905,1.7701403010050853e-07,0.0,0.0
1906,5.65860283074926e-08,0.0,0.0
1907,6.994267209847749e-08,2.057137349353866e-09,0.0
1908,9.970119663194055e-08,0.0,0.0
1909,7.371318133664317e-08,5.500983557560346e-10,0.0
1910,6.19921465272455e-08,0.0,0.0
1911,3.8838731342139e-08,0.0,0.0
1912,4.844761747335724e-08,0.0,0.0
1913,5.409049563809276e-08,0.0,0.0
1914,1.1853236259184996e-07,0.0,0.0
1915,9.188994454234489e-08,1.1780761921542648e-09,0.0
1916,7.031975712834537e-08,0.0,0.0
1917,5.04455535121906e-08,0.0,0.0
1918,2.986458014220261e-08,0.0,0.0
1919,5.064316610514652e-08,0.0,0.0
1920,4.921950491620919e-08,0.0,0.0
1921,2.0446417892117097e-08,0.0,0.0
1922,1.9920426197472807e-08,0.0,0.0
1923,1.1677543199084539e-07,2.1231896241147297e-09,0.0
1924,2.4494086758863887e-08,0.0,0.0
1925,2.74954441437103e-08,0.0,0.0
1926,3.1209186346359274e-08,0.0,0.0
1927,3.0102906833917586e-08,0.0,0.0
1928,1.0054916543822401e-07,0.0,0.0
1929,4.790374674712439e-08,0.0,0.0
1930,2.10072066408884e-08,0.0,0.0
1931,3.5356606531422585e-08,0.0,0.0
1932,6.575722188983946e-09,1.0959536611565568e-09,0.0
1933,2.867665571670841e-08,0.0,0.0
1934,3.2350264689284813e-08,0.0,0.0
1935,2.0346082152400413e-08,0.0,0.0
1936,1.576212937948185e-08,1.2124714565686645e-09,0.0
1937,2.392312481447334e-08,1.2591118148108649e-09,0.0
1938,2.074434313215079e-08,1.2965214457594243e-09,0.0
1939,1.070583532936098e-08,0.0,0.0
1940,7.607348528892999e-09,0.0,0.0
1941,1.1806010391524069e-08,0.0,0.0
1942,3.034211770724937e-09,0.0,0.0
1943,8.709705845433291e-09,0.0,0.0
1944,3.2131861615880553e-09,0.0,0.0
1945,8.714016175304096e-09,0.0,0.0
1946,4.733175273941015e-08,0.0,0.0
1947,6.318061451793255e-08,1.1920870957027319e-09,0.0
1948,9.784699273041042e-09,0.0,0.0
1949,1.3743811422273211e-08,0.0,0.0
1950,7.444753258312176e-09,0.0,0.0
1951,9.595261474260042e-09,0.0,0.0
1952,6.959570697517847e-08,0.0,0.0
1953,4.3095309543161875e-09,0.0,0.0
1954,9.772536557761669e-09,0.0,0.0
1955,1.5016972554349195e-08,2.815682353940474e-09,0.0
1956,4.360570571293465e-09,0.0,0.0
1957,1.236905244894615e-08,8.835037701437898e-10,0.0
1958,4.218844296133284e-08,0.0,0.0
1959,6.975672928177801e-09,0.0,0.0
1960,4.498541628095154e-08,0.0,0.0
1961,1.250668635321972e-08,0.0,0.0
1962,2.0928455413127267e-08,1.2683912808952869e-09,6.341956404476434e-10
1963,1.0992290633282664e-08,0.0,0.0
1964,1.8251904876365188e-08,1.2167936658258327e-09,6.083968329129164e-10
1965,1.2038495533772675e-08,0.0,0.0
1966,1.2185964237687585e-08,0.0,0.0
1967,5.916402479044791e-09,0.0,0.0
1968,3.09907690621003e-08,0.0,0.0
1969,1.589615195030092e-08,0.0,0.0
1970,4.1388523719376735e-09,0.0,0.0
1971,2.209510974182649e-08,1.0276794970565106e-09,5.138397485282553e-10
1972,1.7442499000708267e-08,0.0,0.0
1973,3.859242525550144e-08,0.0,0.0
1974,5.40054898579001e-08,0.0,0.0
1975,5.140332159925265e-09,0.0,0.0
1976,1.142705374768127e-09,0.0,5.713526873840635e-10
1977,2.3507127355770763e-09,0.0,0.0
1978,1.1881182704343018e-09,0.0,0.0
1979,5.851973350345929e-10,0.0,0.0
1980,1.819248218737357e-08,2.8425752862659692e-09,5.685150683554241e-10
1981,6.325549528618524e-10,0.0,0.0
1982,3.7245013739806154e-09,0.0,2.483000915987077e-09
1983,6.315316047889041e-10,0.0,0.0
1984,8.69851302098823e-09,0.0,0.0
1985,3.0077789148208467e-09,0.0,0.0
1986,3.5966913891627428e-09,0.0,0.0
1987,1.2832715334809564e-08,0.0,0.0
1988,5.996553809062277e-10,0.0,0.0
1989,1.7561990972581043e-08,0.0,0.0
1990,1.089730194969718e-09,0.0,0.0
1991,9.96449056600568e-09,0.0,0.0
1992,1.322386644631024e-08,0.0,1.1019888335184191e-09
1993,1.0524494165053966e-08,0.0,0.0
1994,4.747434001473039e-09,0.0,0.0
1995,6.506940763983948e-09,0.0,0.0
1996,1.067618438099771e-09,0.0,0.0
1997,4.79489448146353e-10,0.0,4.79489448146353e-10
1998,1.9072516899143466e-09,0.0,0.0
1999,9.140402323914998e-10,0.0,0.0
2000,2.2090156370779823e-09,0.0,0.0
2001,4.3812117822561447e-10,0.0,4.3812117822561447e-10
2002,4.81934359086722e-09,0.0,1.3143663935011318e-09
2003,1.6667691671301554e-09,0.0,1.2500769308587678e-09
2004,2.7309706496225772e-08,0.0,4.404791253964646e-10
2005,2.702249757291497e-09,0.0,0.0
2006,4.941467679486777e-09,0.0,0.0
2007,0.0,0.0,0.0
2008,4.257439678578834e-10,0.0,0.0
2009,6.198650481792356e-09,0.0,0.0
2010,0.0,0.0,0.0
2011,1.1471915639660324e-09,0.0,0.0
2012,3.063827413996023e-09,0.0,0.0
2013,1.9523875849358774e-09,0.0,0.0
2014,2.1654451842767486e-10,0.0,0.0
2015,4.654808538617772e-09,0.0,0.0
2016,1.2428040818690533e-09,0.0,0.0
2017,0.0,0.0,0.0
2018,5.162933414126769e-10,0.0,0.0
2019,1.02039510174734e-09,0.0,2.55098775436835e-10
