year,êtes_VERB en_ADP,etes_VERB en_ADP
1800,6.225445758900605e-07,0.0
1801,9.477106459598872e-07,0.0
1802,5.818384352096473e-07,0.0
1803,6.007044817124552e-07,0.0
1804,1.273003249480098e-06,0.0
1805,7.192480779849575e-07,0.0
1806,9.682407835498452e-07,0.0
1807,5.067579991191451e-07,2.8469551160981155e-09
1808,4.826737836083339e-07,4.5321479902327155e-09
1809,5.602395845016872e-07,0.0
1810,1.1724034720828058e-06,2.3401267590372754e-09
1811,5.214719749346841e-07,2.5070767684098882e-09
1812,8.081640885393426e-07,0.0
1813,6.757992991879291e-07,2.8757416448144113e-09
1814,5.821352715429384e-07,0.0
1815,6.284531082201283e-07,0.0
1816,8.273846106021665e-07,2.3176038865813098e-09
1817,7.364011480603949e-07,0.0
1818,8.642853686069429e-07,2.384235475716423e-09
1819,7.276788096532982e-07,1.035105001712111e-09
1820,8.10480685231596e-07,4.746592452420373e-09
1821,1.0709576372391894e-06,0.0
1822,1.052689640346216e-06,1.0025615893027862e-09
1823,1.0090222986036679e-06,1.9765373782121287e-09
1824,7.705318125772465e-07,0.0
1825,9.421823961019982e-07,8.805443041381977e-10
1826,7.856722277210793e-07,1.7615968683770689e-09
1827,6.664088232355425e-07,0.0
1828,7.934040695545264e-07,1.8344602503717056e-09
1829,7.244333914968593e-07,8.57317605795771e-10
1830,8.161605364875868e-07,2.0873671680021744e-09
1831,7.468187845915963e-07,3.1182412207897414e-09
1832,8.388581136387074e-07,1.3529969367098715e-09
1833,7.251351235026959e-07,1.1583628500844156e-09
1834,8.121041901176795e-07,0.0
1835,9.96814947029634e-07,9.832014313815307e-09
1836,9.845898603089154e-07,3.36037508930076e-09
1837,7.813711704329762e-07,1.3915781860163179e-09
1838,7.965948043420212e-07,6.312161904276081e-10
1839,7.90036722264631e-07,6.292327547896548e-09
1840,8.146831760313944e-07,2.5478754661634184e-09
1841,6.831463679191074e-07,3.852329122366882e-09
1842,7.265051067406603e-07,2.0124795163667386e-09
1843,7.655356739633135e-07,5.31621990873532e-09
1844,1.0406312185295974e-06,5.488561272137815e-10
1845,7.153852266128524e-07,2.2320911785556063e-09
1846,8.617826097179204e-07,0.0
1847,5.813894858874846e-07,2.6966118227278457e-09
1848,7.256790013343561e-07,3.218088684420195e-09
1849,6.393493663381378e-07,2.513824481908955e-09
1850,6.103307441662764e-07,0.0
1851,6.29465205292945e-07,3.8696632564949596e-09
1852,7.129047503440233e-07,5.859490670445666e-09
1853,6.88563716266799e-07,2.9859659189668264e-09
1854,7.606452641084616e-07,0.0
1855,7.477474355255254e-07,3.714855978387277e-09
1856,8.392223662667675e-07,6.212626857404757e-09
1857,6.614444600927527e-07,9.763018171682347e-10
1858,7.668390367143729e-07,8.808616946964776e-09
1859,7.271623303495289e-07,1.5276520048956854e-09
1860,7.94599145592656e-07,2.746310290291376e-09
1861,8.531178536941297e-07,0.0
1862,9.04049045402644e-07,1.3553959066214816e-09
1863,7.666743044865143e-07,9.989241656072068e-10
1864,7.700332957938372e-07,6.233146443435089e-09
1865,9.079502660824801e-07,4.706844247692743e-09
1866,8.582941291024326e-07,2.919367858567057e-09
1867,7.507299528697331e-07,5.338092634588065e-09
1868,7.068960030665039e-07,3.457911734727759e-09
1869,7.881999977144005e-07,1.4162205630441349e-08
1870,7.867114959481114e-07,1.1468097582678638e-08
1871,7.5835203006136e-07,5.3105884134652115e-09
1872,8.067150361057429e-07,7.256807155187062e-09
1873,7.584267791571619e-07,8.380406590902112e-09
1874,6.643765573244309e-07,4.182226565063729e-09
1875,8.530797117600741e-07,3.432916173551348e-09
1876,7.654254545741423e-07,6.04601479992084e-10
1877,6.815667461523844e-07,1.2369631985365004e-09
1878,5.622391654469538e-07,1.8117265465633636e-09
1879,6.714148526043573e-07,3.665595160740054e-09
1880,6.443517577281455e-07,3.8507077526617195e-09
1881,7.586088486277731e-07,2.091752326904839e-09
1882,7.866665328037925e-07,2.6621540527571597e-09
1883,6.67322183289798e-07,2.5277355764075082e-09
1884,5.717069484489912e-07,1.9805090900604227e-09
1885,5.304758019519795e-07,2.5782542767416317e-09
1886,5.195038284000475e-07,6.453463874400711e-10
1887,5.960908424640365e-07,0.0
1888,5.465610115606978e-07,6.340614699951175e-10
1889,5.588502176578913e-07,1.8795409673089125e-09
1890,5.204182684792613e-07,1.9663159989136147e-09
1891,5.09300207340857e-07,1.9122659011827636e-09
1892,5.622855496767443e-07,1.2537024751679837e-09
1893,5.234654167907138e-07,1.847525021858587e-09
1894,5.665083904204948e-07,3.780923574225881e-09
1895,5.723702543036779e-07,2.4074457982692365e-09
1896,6.203674729476916e-07,1.179405795248556e-09
1897,5.354749532671121e-07,1.7480140668268973e-09
1898,4.979352183909214e-07,1.13167097914868e-09
1899,5.383861321206496e-07,0.0
1900,5.331211809789238e-07,0.0
1901,6.449404850172868e-07,2.235495566438317e-09
1902,4.041163492729538e-07,1.4730852093691738e-09
1903,5.205812385611353e-07,2.1600881083827517e-09
1904,4.7457939444939257e-07,0.0
1905,5.754246217293257e-07,1.0321518084666081e-09
1906,5.463123784466006e-07,5.144184522798412e-10
1907,5.302271688378823e-07,1.028568674676933e-09
1908,5.947692329755228e-07,0.0
1909,5.423970037554682e-07,3.850688656825696e-09
1910,5.889253884561185e-07,5.344150677544235e-10
1911,5.405499905464239e-07,2.6601871816467337e-09
1912,4.9229032583753e-07,3.646594803896619e-09
1913,5.287080853122461e-07,2.6514948014977335e-09
1914,5.45784587302478e-07,1.3393487430235496e-09
1915,4.606278025676147e-07,3.534228465440492e-09
1916,4.186223065971717e-07,7.69122365795738e-09
1917,5.066488029115135e-07,4.386569774084137e-09
1918,5.306706043484155e-07,2.2972752589112133e-09
1919,5.377383445193118e-07,3.6831393490643904e-09
1920,5.747323825744388e-07,0.0
1921,4.869276608587825e-07,0.0
1922,5.79905702124961e-07,7.377935484775833e-10
1923,5.90246713727538e-07,0.0
1924,5.775447675659962e-07,1.289162443462999e-09
1925,6.169977950776229e-07,7.698724324711748e-09
1926,5.049200808571186e-07,2.229227691330493e-09
1927,6.054029313418141e-07,3.3447675740205796e-09
1928,5.781577101515722e-07,0.0
1929,6.182925744724344e-07,6.684243825105796e-09
1930,5.304319756760378e-07,5.2518016602221e-09
1931,5.554408630814578e-07,2.2810713318222042e-09
1932,4.767398422700353e-07,0.0
1933,5.207680828789307e-07,5.735331320977366e-09
1934,5.247932222118834e-07,0.0
1935,5.313918336469214e-07,0.0
1936,4.231525281284121e-07,6.0623572828433225e-09
1937,4.5579847096632875e-07,0.0
1938,5.108294658384693e-07,1.2965214457594243e-09
1939,4.66468549120691e-07,0.0
1940,3.778316681746219e-07,7.607348528892999e-09
1941,4.0140434975910466e-07,0.0
1942,4.672686202411569e-07,3.034211770724937e-09
1943,4.006464564554335e-07,8.709705845433291e-09
1944,6.329976827146311e-07,6.4263723231761105e-09
1945,6.491941917374788e-07,0.0
1946,6.208812237673556e-07,5.568441707737293e-09
1947,8.535343454241229e-07,1.1920870957027319e-09
1948,7.186317816376686e-07,0.0
1949,6.017826308379881e-07,9.817008317369869e-10
1950,7.040609375508211e-07,3.190608444114673e-09
1951,6.929911364750296e-07,0.0
1952,6.284703317760432e-07,3.1634410646574906e-09
1953,6.798285312470398e-07,0.0
1954,6.596461616936722e-07,9.772536113672459e-10
1955,6.232043574527779e-07,4.6928039232341234e-09
1956,6.567019568137766e-07,1.744228317335228e-09
