year,êtes_VERB en_ADP,etes_VERB en_ADP
1957,5.857630185346352e-07,1.7670075402875796e-09
1958,6.129732241788588e-07,8.272243445794913e-10
1959,6.200598363648169e-07,2.325224457422337e-09
1960,6.249512694012083e-07,6.920833350854139e-10
1961,6.420099225579179e-07,0.0
1962,6.779551426916441e-07,1.2683912808952869e-09
1963,6.931609277671669e-07,7.1126584622049904e-09
1964,7.428525350405835e-07,2.4335873316516654e-09
1965,5.964527076685044e-07,1.586892572902343e-08
1966,6.525029903059476e-07,1.6617224263271169e-09
1967,6.720047167618759e-07,2.465167847631733e-09
1968,6.737123499078734e-07,3.1439910674890825e-09
1969,6.149539899524825e-07,1.8167031212712459e-09
1970,5.95074993725575e-07,1.8394900047624674e-09
1971,6.243153052309935e-07,1.541519245584766e-09
1972,5.781675440630352e-07,4.104117490300041e-09
1973,5.843996291332587e-07,3.3079223804577396e-09
1974,5.940603955423285e-07,3.3753431161187564e-09
1975,5.808575451737852e-07,3.998036124386317e-09
1976,6.273452299865312e-07,1.1427053969725876e-08
1977,5.876781870028935e-07,2.938390863960194e-09
1978,5.673264809047396e-07,3.5643548113029055e-09
1979,5.682265964424005e-07,8.192762912528906e-09
1980,6.583404683624394e-07,2.8425752862659692e-09
1981,6.793640068281093e-07,3.1627747087981106e-09
1982,6.704102588628302e-07,1.0552754226011984e-08
1983,6.624766797358461e-07,3.157658134966823e-09
1984,6.802237066949601e-07,4.059305780401701e-09
1985,6.358444579745992e-07,2.4062232206745193e-09
1986,7.69691951063578e-07,2.3977941854269602e-09
1987,7.754626381029084e-07,6.110816852533674e-10
1988,7.105916211003205e-07,2.398621523624911e-09
1989,8.912710427466664e-07,3.841685636274406e-09
1990,7.132284167710168e-07,5.44865097484859e-10
1991,7.772302978992229e-07,7.033758464558559e-09
1992,6.419085138986702e-07,4.4079553340736766e-09
1993,6.984940341681067e-07,2.7696036575264316e-09
1994,8.51373158639035e-07,2.637463358823311e-09
1995,7.748682264718809e-07,3.253470381991974e-09
1996,7.307848477466905e-07,2.6690460952494277e-09
1997,7.350573127951066e-07,2.3974471297094624e-09
1998,7.028222626104252e-07,2.86087753487152e-09
1999,6.992407861616812e-07,2.285100553223174e-09
2000,7.002579991421953e-07,3.092622158362701e-09
2001,7.342911203522817e-07,2.190605918883648e-09
2002,7.684662364226824e-07,1.3143663935011318e-09
2003,7.692139547543775e-07,3.7502307925763034e-09
2004,9.553991731081624e-07,3.9643119897903034e-09
2005,1.0007331638917094e-06,4.053374524914943e-09
2006,1.1134774240417755e-06,4.941467679486777e-09
2007,1.4212357655196683e-06,4.7933754743212376e-09
2008,1.5322525541705545e-06,3.405951742863067e-09
2009,1.8753300992102595e-06,1.192048149079028e-08
2010,2.4993589704536134e-06,1.0864724231396394e-08
2011,3.472931439318927e-06,5.353560705856353e-09
2012,3.7344652810133994e-06,1.0212758416727752e-09
2013,3.595182079152437e-06,8.367375126105969e-10
2014,3.670429578050971e-06,8.661780737106994e-10
2015,3.5513971852196846e-06,1.7732603163622684e-09
2016,3.7706674902437953e-06,1.86420612280358e-09
2017,4.007620191259775e-06,2.7671724911471074e-09
2018,3.999724413006334e-06,1.8070267504555204e-09
2019,4.026479018648388e-06,1.2754939326953263e-09
