year,avons_VERB assez_ADV,avons_VERB lassé_VERB
1910,4.815079819309176e-07,1.068830135508847e-09
1911,5.341655651136534e-07,0.0
1912,5.454264169202361e-07,0.0
1913,5.186324187889113e-07,1.060597942803554e-09
1914,6.013675601934665e-07,1.3393487430235496e-09
1915,5.478054276863986e-07,3.534228465440492e-09
1916,6.614451990571979e-07,1.0987462051303964e-09
1917,5.132286560183275e-07,0.0
1918,6.39791153389524e-07,1.1486376294556067e-09
1919,5.966685989733378e-07,0.0
1920,6.057785526536463e-07,3.786115865267448e-09
1921,5.687133466381056e-07,0.0
1922,5.349003231458482e-07,7.377935484775833e-10
1923,5.382285621635674e-07,4.246379248229459e-09
1924,5.98171368437761e-07,2.578324886925998e-09
1925,5.38910740033316e-07,0.0
1926,4.893154823548684e-07,0.0
1927,5.273583383313962e-07,0.0
1928,4.85606733491295e-07,2.2852082448565625e-09
1929,5.737309152209491e-07,0.0
1930,5.08374398577871e-07,0.0
1931,4.584953501307609e-07,0.0
1932,5.238658218331693e-07,0.0
1933,4.4391461528903164e-07,0.0
1934,5.619361331810069e-07,0.0
1935,5.074552404948918e-07,0.0
1936,4.971133193976129e-07,0.0
1937,4.797216206497978e-07,0.0
1938,4.576720584736904e-07,0.0
1939,4.7564498117935727e-07,0.0
1940,3.930463492451963e-07,0.0
1941,4.397738848638255e-07,0.0
1942,4.885080784333695e-07,0.0
1943,5.25485575053608e-07,0.0
1944,4.884042823505297e-07,0.0
1945,5.337334982868924e-07,2.178504043826024e-09
1946,5.902548423364351e-07,0.0
1947,5.793543209620111e-07,1.1920870957027319e-09
1948,5.979538286737807e-07,0.0
1949,4.58454280760634e-07,0.0
1950,5.253868380350468e-07,0.0
1951,5.160118234925903e-07,2.1322803522849654e-09
1952,4.2284662526981265e-07,0.0
1953,4.438816745278018e-07,0.0
1954,4.387868841604359e-07,2.9317608341017376e-09
1955,4.270451654520002e-07,2.815682353940474e-09
1956,4.848954517910897e-07,0.0
1957,4.3645087544064154e-07,8.835037701437898e-10
1958,3.6894206800752727e-07,0.0
1959,4.1156471297654207e-07,0.0
1960,4.4846999003311794e-07,0.0
1961,5.190274805499939e-07,0.0
1962,4.724757616259012e-07,1.2683912808952869e-09
1963,4.6749565285608696e-07,6.466053248388448e-10
1964,4.6055640723352553e-07,0.0
1965,4.377634752472659e-07,5.472043373977442e-10
1966,4.4811113752984966e-07,0.0
1967,4.609863708537887e-07,1.4791006197611978e-09
1968,5.048351567893405e-07,8.982831700699023e-10
1969,4.2374600184302835e-07,2.7250546263957176e-09
1970,4.566533959859953e-07,9.197450023812337e-10
1971,3.828106116543495e-07,5.138397485282553e-10
1972,3.8219593534449814e-07,1.5390440033513642e-09
1973,4.0907971765591356e-07,0.0
1974,3.3472150562374736e-07,0.0
1975,3.786711317843583e-07,0.0
1976,3.2567103858127666e-07,0.0
1977,3.6083440591028193e-07,0.0
1978,4.02772087682024e-07,0.0
1979,3.815486593339301e-07,0.0
1980,3.769254988128523e-07,0.0
1981,3.409471105442208e-07,6.325549528618524e-10
1982,3.7803690133841883e-07,0.0
1983,3.069243632580765e-07,0.0
1984,3.224248814603925e-07,0.0
1985,2.887467758228013e-07,6.015558051686298e-10
1986,3.464812721176713e-07,0.0
1987,2.6582054601931304e-07,1.2221633705067347e-09
1988,2.782400940759544e-07,5.996553809062277e-10
1989,3.5014218724427337e-07,0.0
1990,2.9204770157775783e-07,1.089730194969718e-09
1991,3.1476068329538975e-07,5.861465202094962e-10
1992,2.6668129748941283e-07,1.65298330578878e-09
1993,2.514800030439801e-07,1.661762283333701e-09
1994,2.89593458546733e-07,0.0
1995,2.624466333145392e-07,5.422450821690461e-10
1996,2.615665266603173e-07,1.067618438099771e-09
1997,2.3399084625452815e-07,4.79489448146353e-10
1998,2.574789732534555e-07,0.0
1999,2.705559154492221e-07,0.0
2000,2.531532174998574e-07,0.0
2001,2.6550142706582847e-07,4.3812117822561447e-10
2002,2.7119762080474175e-07,1.3143663935011318e-09
2003,2.3584783548358246e-07,0.0
2004,2.6869227554016106e-07,8.809582507929292e-10
2005,2.2653860298760264e-07,4.5037495954858286e-10
2006,2.915465984187904e-07,0.0
2007,2.959909295441321e-07,3.994479469415779e-10
2008,2.856741900814086e-07,0.0
2009,2.827538025940157e-07,0.0
2010,3.420026075673377e-07,0.0
2011,3.1547767775919056e-07,1.1471915639660324e-09
2012,4.1804221950769715e-07,6.808505426114664e-10
2013,4.5239607970870566e-07,2.789125042035323e-10
2014,4.683857923737378e-07,0.0
2015,4.716872581411735e-07,0.0
2016,5.165921947991592e-07,6.214020409345267e-10
2017,4.180946007181774e-07,0.0
2018,4.7679691306257155e-07,0.0
2019,4.425963879839401e-07,2.55098775436835e-10
