year,premières_ADJ âmes_NOUN,premières_ADJ ames_NOUN,premières_ADJ lames_NOUN
1800,0.0,0.0,7.231578535993322e-08
1801,0.0,0.0,7.619784270218588e-08
1802,0.0,0.0,3.3567602031325805e-08
1803,0.0,0.0,4.095712213825209e-08
1804,0.0,4.943701892301533e-09,1.9774807569206132e-08
1805,0.0,0.0,9.381496113292087e-08
1806,0.0,2.881669125542885e-09,1.3832011802605848e-07
1807,0.0,5.693910232196231e-09,8.540865792383556e-09
1808,0.0,4.5321479902327155e-09,9.064295980465431e-09
1809,0.0,2.259030518203531e-09,4.743964154840796e-08
1810,0.0,0.0,2.106114038724627e-08
1811,2.5070767684098882e-09,0.0,0.0
1812,0.0,0.0,6.401299401659344e-08
1813,0.0,2.5881675469463516e-08,5.751483289628823e-09
1814,3.1466771410748606e-09,0.0,1.0698702368472368e-07
1815,0.0,0.0,8.091670444798638e-09
1816,0.0,0.0,9.270415546325239e-09
1817,0.0,0.0,2.1796227045456362e-08
1818,0.0,0.0,4.768470951432846e-09
1819,0.0,0.0,3.1053151161586356e-09
1820,0.0,3.5599443393152796e-09,1.1866481131050932e-09
1821,9.86148829262845e-10,0.0,1.0847637454958203e-08
1822,0.0,0.0,5.3135764233047666e-08
1823,9.882686891060644e-10,0.0,1.3835761869529506e-08
1824,8.421112696055388e-10,0.0,1.9368560089105813e-08
1825,0.0,0.0,2.641632912414593e-09
1826,0.0,0.0,1.6735169694470642e-08
1827,0.0,0.0,1.6591091167583727e-08
1828,0.0,0.0,1.2841221419535032e-08
1829,0.0,0.0,2.0575622983187714e-08
1830,0.0,1.0436835840010872e-09,1.461157062010443e-08
1831,3.1182412207897414e-09,0.0,6.236482441579483e-09
1832,0.0,0.0,4.058990921151917e-09
1833,0.0,0.0,5.791814139399776e-09
1834,3.733812370398937e-09,0.0,1.8669061851994684e-09
1835,1.5126175867408165e-09,0.0,4.0840674842002045e-08
1836,0.0,0.0,1.1425274948351216e-08
1837,0.0,0.0,6.957891152126194e-09
1838,3.1560809521380406e-09,0.0,8.837027110075724e-09
1839,6.9914751765765e-10,1.3982950353153e-09,1.957613093850341e-08
1840,9.554533164646273e-09,0.0,2.293087852933695e-08
1841,5.1364388298225094e-09,3.2102742686390684e-09,7.126809009605495e-08
1842,0.0,0.0,8.049918065466954e-09
1843,5.906911071384968e-10,0.0,1.0041748765843295e-08
1844,3.841992946007622e-09,0.0,5.488561272137815e-10
1845,0.0,0.0,8.37034175305007e-09
1846,7.610851504580296e-09,0.0,1.9319854160926297e-08
1847,3.235934187273415e-09,4.853901280910122e-09,9.168480197274675e-09
1848,0.0,0.0,1.850401076808339e-08
1849,0.0,0.0,1.0893239199560867e-08
1850,0.0,0.0,2.7834882843080777e-08
1851,4.514607354622058e-09,0.0,2.1283147688677673e-08
1852,1.3021090872200602e-09,0.0,3.6459056218518526e-08
1853,5.971931837933653e-10,0.0,1.1943863675867306e-08
1854,3.117398783558656e-09,0.0,5.195664343204953e-09
1855,4.776243400783642e-09,0.0,9.021793090369101e-09
1856,5.177189232874468e-10,0.0,2.0708757375587084e-08
1857,1.4644527812635033e-09,0.0,8.298565390418844e-09
1858,3.9149408159744326e-09,0.0,1.3212924976357954e-08
1859,3.5645213447565993e-09,0.0,1.476730293603623e-08
1860,2.746310290291376e-09,0.0,1.4189270203246451e-08
1861,6.13075279431996e-09,0.0,1.6034276129062164e-08
1862,9.035972525772706e-10,0.0,2.0782737308877586e-08
1863,4.994620828036034e-10,0.0,8.490855130105501e-09
1864,6.233146443435089e-09,0.0,7.1920918109924514e-09
1865,0.0,0.0,1.4591217123438582e-08
1866,3.4059290943133647e-09,4.865612912574591e-10,9.244664589402873e-09
1867,3.396968040192405e-09,0.0,1.5043715606566366e-08
1868,3.457911734727759e-09,0.0,5.1374691167893616e-08
