year,sans_ADP imiter_VERB,sans_ADP limiter_VERB
1800,6.602745106221164e-08,3.144164484325529e-09
1801,1.4525213742899723e-07,4.7623651688866175e-09
1802,5.147032311469957e-08,6.713520406265161e-09
1803,7.411289004721766e-08,1.950339267864365e-08
1804,5.438072037122765e-08,1.9774807569206132e-08
1805,7.675769975179492e-08,1.7057265822018053e-08
1806,2.0171683878800195e-08,2.5935023018064385e-08
1807,7.6867792131452e-08,3.701041606518629e-08
1808,5.6651847657462895e-08,6.118399653587403e-08
1809,5.421673421324158e-08,1.129515236897305e-08
1810,5.3822913681500495e-08,1.6380887757350138e-08
1811,1.504245972228091e-08,2.0056614147279106e-08
1812,8.535066475801045e-08,5.3344164641089264e-09
1813,8.627224890034313e-08,2.0130190847567064e-08
1814,5.349351184236184e-08,3.4613449884091096e-08
1815,3.776112933451259e-08,4.315557688983063e-08
1816,8.343374346964083e-08,4.6352077731626196e-09
1817,9.963990077466178e-08,1.5568733857662664e-08
1818,1.299408314281436e-07,1.7881765401739358e-08
1819,6.314140676977331e-08,1.9666995143552413e-08
1820,1.0086508783757608e-07,4.034603762193001e-08
1821,4.6348996196599046e-08,2.1695274909916407e-08
1822,9.724847416237026e-08,1.303330066093622e-08
1823,5.929612179045307e-08,1.7788836181864554e-08
1824,5.726356722135506e-08,1.51580028528997e-08
1825,6.868245350233337e-08,2.993850500843109e-08
1826,5.0205510859768765e-08,2.4662355713189754e-08
1827,7.18947319455765e-08,1.8434546944501307e-08
1828,3.302028278584501e-08,1.9261833017480967e-08
1829,4.972441980388709e-08,3.429270423183084e-09
1830,7.305785354461136e-08,9.39315203396518e-09
1831,2.494593065449635e-08,3.274153215215847e-08
1832,7.306183658073451e-08,7.576782934393123e-08
1833,7.645194521899157e-08,1.853380560135065e-08
1834,6.814207509364678e-08,1.9602515166639023e-08
1835,3.857174846189082e-08,1.2100940693926532e-08
1836,7.191202389122964e-08,1.1425274948351216e-08
1837,3.965997841248736e-08,1.3219993100221927e-08
1838,6.564648380447125e-08,1.2624323808552163e-08
1839,4.334714809317575e-08,9.788065469251706e-09
1840,5.3505385677610207e-08,1.7198159341091923e-08
1841,5.200644404013133e-08,3.017657945747487e-08
1842,4.8970335786435726e-08,3.152884531232303e-08
1843,8.092468295473054e-08,2.008349753168659e-08
1844,8.836583509364004e-08,4.720162860571975e-08
1845,7.700714821368138e-08,3.180729923890624e-08
1846,6.73267646078557e-08,3.6297909122851024e-08
1847,5.9325459211834186e-08,5.662884827728476e-08
1848,7.56250848610307e-08,3.298540768303937e-08
1849,3.686942506853086e-08,5.698002270015934e-08
1850,6.245876615906809e-08,2.5798184921654865e-08
1851,3.998651920689156e-08,5.5465174009228235e-08
1852,5.33864739082901e-08,4.362065553209504e-08
1853,4.896984151514516e-08,3.58315901394235e-08
1854,6.650450679046571e-08,3.16935526711859e-08
1855,6.633671745248648e-08,4.0332722051061864e-08
1856,9.42248474800067e-08,4.089979444010794e-08
1857,5.027954325109718e-08,2.5871998821092035e-08
1858,6.312842026900967e-08,4.404308384664546e-08
1859,7.536416646303223e-08,1.7313389832906978e-08
1860,6.224970139356856e-08,2.9751696217772405e-08
1861,5.94211435611669e-08,5.046081241744105e-08
1862,5.1505044673660905e-08,5.0149647989883306e-08
1863,7.591823703023692e-08,2.946826249683454e-08
1864,7.959248282674025e-08,3.5001515463761734e-08
1865,5.695281757311932e-08,2.8241066374334878e-08
1866,7.687668457379004e-08,2.724743153326159e-08
1867,4.852811308353466e-08,3.736664666575962e-08
1868,7.261614864972898e-08,2.9639243948054173e-08
1869,4.44400223287289e-08,5.6648823409943816e-08
1870,5.045963069605364e-08,2.695003020747322e-08
1871,6.797553808723933e-08,3.611200227737754e-08
1872,4.475031101236482e-08,3.930770520188531e-08
1873,5.92614437522343e-08,2.2746817762708815e-08
1874,5.855116835817853e-08,5.257655999457711e-08
1875,5.492666055317841e-08,3.4901314727164845e-08
1876,5.501873445723504e-08,2.539326260375674e-08
1877,4.0201305395726195e-08,3.21610427178598e-08
1878,7.971596893696642e-08,2.4760263839240793e-08
1879,5.926045543169778e-08,2.1993571408529533e-08
1880,3.5939939913021135e-08,3.0163877839939346e-08
1881,4.811030063223143e-08,4.741305048572286e-08
1882,3.660461933563397e-08,3.2611387146275206e-08
1883,4.739504211315193e-08,3.2228627433461554e-08
1884,4.4891540262881335e-08,4.4891539374702916e-08
1885,4.189663194154036e-08,2.7716232864349877e-08
1886,6.130790541902797e-08,3.291266537086557e-08
1887,3.852065511011915e-08,4.8966935006777845e-08
1888,4.311617818331115e-08,2.4728397107764977e-08
1889,3.9470362089844e-08,3.633779233069845e-08
1890,3.4082809019508886e-08,4.5880703680722945e-08
1891,3.56956322278279e-08,3.3783366770734347e-08
1892,4.450643764641882e-08,5.140180125984273e-08
1893,2.7097032395673182e-08,3.510297480469049e-08
1894,3.780923596430341e-08,2.0795079658242344e-08
1895,2.7083765452573516e-08,4.3935887594770406e-08
1896,2.7126334067872904e-08,3.4202766840962795e-08
1897,6.059781965106481e-08,3.554295135987928e-08
1898,4.979352463685416e-08,3.281845928349014e-08
1899,4.9748205555033564e-08,4.311511325738593e-08
1900,4.049021473662151e-08,6.281174447231308e-08
1901,2.9061441697564305e-08,4.359216276839106e-08
1902,4.4192553616539954e-08,4.8611811909182734e-08
1903,3.186129982069019e-08,4.6981915247101824e-08
1904,2.741058846567057e-08,3.3860138692887176e-08
1905,3.4061009568375766e-08,5.263974112157399e-08
1906,3.137952520049225e-08,4.578324341864004e-08
1907,3.7028472732458795e-08,3.39427668194503e-08
1908,4.2237946473733246e-08,2.9959473124563374e-08
1909,4.4007868793549676e-08,5.996072083291892e-08
1910,4.916618667749617e-08,3.099607304157814e-08
1911,3.351835697884553e-08,4.5223181643905264e-08
1912,3.8028774795861864e-08,5.938740166300249e-08
1913,3.075733978619155e-08,3.446943441787198e-08
1914,4.955590426902745e-08,6.227971827144074e-08
1915,3.534228509849413e-08,3.652036184575991e-08
1916,5.603605801596245e-08,7.141850133507432e-08
1917,3.3995915416085154e-08,3.28992719733634e-08
1918,6.202643287878118e-08,4.020231880730307e-08
1919,3.498982398264516e-08,5.893022958503025e-08
1920,4.316171953178127e-08,5.830618343694027e-08
1921,5.073740805272564e-08,6.966927618146102e-08
1922,5.3858927984151705e-08,5.681010328828506e-08
1923,3.503262835380383e-08,6.263409613183057e-08
1924,4.383152241160815e-08,5.9301473065431765e-08
1925,4.9491799547496385e-08,5.719052609265418e-08
1926,3.566764172902026e-08,4.458455227229763e-08
1927,7.581472694084823e-08,5.574612549352764e-08
1928,3.7705935707066374e-08,5.0274582275022794e-08
1929,4.233354378158083e-08,3.5649299512385824e-08
1930,3.676261250973312e-08,5.8820181281227235e-08
1931,4.790249708008787e-08,5.5886247629644004e-08
1932,3.507051760109903e-08,6.246935990716906e-08
1933,1.6058926410877916e-08,4.817678300739203e-08
1934,4.073737258636356e-08,4.4331846638101524e-08
1935,4.188899360713094e-08,4.787313567788942e-08
1936,4.849885826274658e-08,5.2136273520630994e-08
1937,2.266401277761787e-08,3.52551301485704e-08
1938,4.92678138286351e-08,4.6674770715071645e-08
1939,2.2941076593951948e-08,3.5176316970364496e-08
1940,2.282204625281281e-08,3.803674530900025e-08
1941,3.836953510472085e-08,3.24665290207804e-08
1942,4.8547389663866625e-08,4.551317678291866e-08
1943,2.322588166236983e-08,4.645176332473966e-08
1944,9.639558484764166e-09,3.855823393905666e-08
1945,4.1391577276783664e-08,1.1546071476686848e-07
1946,3.480276067335808e-08,3.897909284233947e-08
1947,3.695469930065087e-08,6.437270316794752e-08
1948,3.6964420191409886e-08,5.870819363984481e-08
1949,2.3560819850665382e-08,5.4975247465449684e-08
1950,3.722376540338246e-08,5.1049734439700956e-08
1951,2.452122438434401e-08,5.97038485317114e-08
1952,2.1089608281954497e-08,4.74516177462192e-08
1953,1.6160741300730308e-08,5.8178667217134716e-08
1954,4.495366789925015e-08,4.886268212267453e-08
1955,2.1586898490966178e-08,4.6928037900073605e-08
1956,3.488456634670456e-08,5.407107828148128e-08
1957,2.2971098134760837e-08,4.3291683571311523e-08
1958,3.4743423249494754e-08,5.790570478669821e-08
1959,2.402731746897757e-08,6.200598168248916e-08
1960,2.9759583464183947e-08,4.9829998571837564e-08
1961,3.335116316449671e-08,3.265634829219266e-08
1962,2.980719449041658e-08,4.566208611223033e-08
1963,4.332255620909109e-08,5.6254662261778776e-08
1964,2.494427059351878e-08,4.9280142189189746e-08
1965,2.4076991622656863e-08,4.9795595202795084e-08
1966,1.9940668227746983e-08,5.760637744600672e-08
1967,3.500538259260111e-08,5.2261556859889424e-08
1968,4.985471435681177e-08,5.6591840991160325e-08
1969,3.3609008021073805e-08,6.085955472912019e-08
1970,2.7132476931868155e-08,6.116304351877488e-08
1971,3.339958309922508e-08,4.727325553233186e-08
1972,3.1293895030870544e-08,5.0788453442862647e-08
1973,3.9695065900957616e-08,6.836372845597793e-08
1974,3.037808693484578e-08,6.694430343401336e-08
1975,2.9128548018064748e-08,5.3687912782152125e-08
1976,2.171140200957211e-08,7.027638115886248e-08
1977,2.8208553271014125e-08,8.109959281910051e-08
1978,3.2079192635592335e-08,7.425739045885393e-08
1979,2.223749828722532e-08,7.139407509626494e-08
1980,2.6720209156394503e-08,5.742002207043129e-08
1981,2.466964255098958e-08,6.641826910680493e-08
1982,2.1105507230778642e-08,9.559553504345786e-08
1983,1.4525227021167098e-08,6.946847452837801e-08
1984,2.203623239438457e-08,6.088958803829314e-08
1985,2.6468455538442015e-08,6.19602493756588e-08
1986,2.757463257729853e-08,5.5149267597087714e-08
1987,2.0776778075770608e-08,5.866384267250169e-08
1988,3.058242459275107e-08,6.77610589860933e-08
1989,2.0854864946073803e-08,4.719785007267774e-08
1990,3.2691904294779306e-08,6.048002720859813e-08
1991,2.989347258619546e-08,6.388996975914552e-08
1992,2.4794748032519465e-08,6.942529573450429e-08
1993,4.154405575107489e-08,6.979401234730176e-08
1994,2.9012095392744186e-08,4.9584311545558535e-08
1995,2.440102847556247e-08,4.9886549113864476e-08
1996,3.4163788242835835e-08,6.565853460926974e-08
1997,1.8220598363427598e-08,5.8018224446954036e-08
1998,2.813196331441503e-08,7.629006670839544e-08
1999,2.285100544896501e-08,5.4385392189715276e-08
2000,2.1648354664449698e-08,5.3016376178049995e-08
2001,3.1982845705158525e-08,4.2935874855487555e-08
2002,2.3220473877039183e-08,5.082216958385288e-08
2003,2.541822929913451e-08,4.2085919638168434e-08
2004,2.7309706163158864e-08,4.6250307583761696e-08
2005,3.3327748116818157e-08,4.819011945045304e-08
2006,2.5530917824312382e-08,5.353257037654657e-08
2007,2.5964116856513897e-08,5.312657869183113e-08
2008,2.256442965808958e-08,5.4069483113039496e-08
2009,2.813233557219519e-08,5.3403756528069835e-08
2010,1.3226620909634335e-08,3.3066550386706695e-08
2011,1.5678285225639854e-08,3.9769306736658905e-08
2012,2.5531896152841682e-08,3.404252657546181e-08
2013,2.2313000336282585e-08,3.570079987191832e-08
2014,2.0571730097174168e-08,3.529675618452188e-08
2015,1.795426118889054e-08,3.125371295098489e-08
2016,2.547748345627099e-08,3.1277235246207624e-08
2017,2.1885818157763026e-08,2.5910797507577854e-08
2018,2.271690724420239e-08,2.7621693821089366e-08
2019,1.964260493148018e-08,2.908125984468768e-08
