year,vastes_ADJ eaux_NOUN,vastes_ADJ lots_NOUN
1905,2.580379465655369e-09,0.0
1906,9.259531807970234e-09,1.5432553013283723e-09
1907,3.0857059130084963e-09,0.0
1908,1.5716445034286153e-08,4.911389073214423e-10
1909,1.0451868703853506e-08,4.950885035270858e-09
1910,5.878565634276356e-09,1.068830135508847e-09
1911,5.852411444351446e-09,5.852411444351446e-09
1912,1.7712032729377825e-08,1.5628263128064646e-09
1913,1.4318072061314524e-08,0.0
1914,6.027069510139427e-09,0.0
1915,2.0027295377644805e-08,3.534228465440492e-09
1916,2.197492410260793e-09,1.2086208478478966e-08
1917,8.773139548168274e-09,3.289927441585405e-09
1918,5.743188147278033e-09,4.594550517822427e-09
1919,7.366278698128781e-09,1.1049418269237776e-08
1920,6.057785384427916e-09,1.514446346106979e-09
1921,9.844571380313027e-09,7.572747429129834e-10
1922,1.2542490601674672e-08,7.377935484775833e-10
1923,9.554353752605493e-09,0.0
1924,4.2542360745301266e-08,0.0
1925,3.8493624288094e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,5.570202965543558e-09,0.0
1930,4.201441416995522e-09,2.100720708497761e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,8.02946331646126e-09,3.4411986593596566e-09
1934,5.990790086229936e-09,2.3963160344919743e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,1.5558256905023882e-08,3.8895642262559704e-09
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,0.0,6.068423541449874e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,2.0265479960812627e-08,0.0
1948,3.2615663503321457e-09,2.174377566888097e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,1.595304155443955e-08,1.0635361480382244e-09
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,3.1634410646574906e-09,4.2179215675730575e-09
1953,4.3095309543161875e-09,3.232148326759443e-09
1954,7.818028890937967e-09,2.9317608341017376e-09
1955,8.447047505910632e-09,3.754243138587299e-09
1956,5.232684952005684e-09,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,6.617794756635931e-09,3.3088973783179654e-09
1959,6.975672928177801e-09,0.0
1960,3.460416619915918e-09,2.076250060767393e-09
1961,1.111705483225478e-08,2.08444772553662e-09
1962,2.0928455413127267e-08,1.2683912808952869e-09
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,1.0951143103454797e-08,2.4335873316516654e-09
1965,4.377634699181954e-09,4.377634699181954e-09
1966,6.092982118843793e-09,2.769537488234164e-09
1967,8.381570104631919e-09,1.4791006197611978e-09
1968,1.3025106326836067e-08,4.042274071025531e-09
1969,1.0446043141598693e-08,9.083515606356229e-10
1970,5.518470125309705e-09,2.7592350626548523e-09
1971,6.679916619845017e-09,1.0276794970565106e-09
1972,8.721249500354133e-09,5.130146862875051e-10
1973,7.718485406371656e-09,3.859242703185828e-09
1974,3.3753431161187564e-09,5.625571675160757e-10
1975,4.569184142155791e-09,3.998036124386317e-09
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,2.938390863960194e-09,3.526069214387917e-09
1978,5.940591130126904e-09,1.1881182704343018e-09
1979,6.437170796402825e-09,3.5111840102075575e-09
1980,3.411090521154847e-09,2.2740602734216964e-09
1981,5.060439622894819e-09,3.1627747087981106e-09
1982,2.483000915987077e-09,4.966001831974154e-09
1983,9.47297440490047e-09,3.78918940668882e-09
1984,8.69851302098823e-09,6.378909400694965e-09
1985,1.0226449020933615e-08,1.8046674155058895e-09
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,8.555143260480236e-09,4.277571630240118e-09
1988,6.596209356501959e-09,4.197587610832443e-09
1989,3.841685636274406e-09,1.0976244357863152e-09
1990,2.724325431913144e-09,2.179460389939436e-09
1991,3.5168792322792797e-09,2.344586080837985e-09
1992,4.958949695321735e-09,2.7549720282848966e-09
1993,4.985286850001103e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,5.802419433820205e-09
1995,4.880205572987961e-09,2.1689803286761844e-09
1996,5.3380921904988554e-09,2.135236876199542e-09
1997,2.3974471297094624e-09,0.0
1998,9.059445638115449e-09,9.536258449571733e-10
1999,3.656160929565999e-09,1.3710603763428253e-09
2000,7.95245647111642e-09,3.5344251969604557e-09
2001,4.8193329327261836e-09,3.943090742808408e-09
2002,1.0953053575235572e-08,8.76244299341522e-10
2003,6.250384210204629e-09,8.333845835650777e-10
2004,4.404791198453495e-09,4.404791253964646e-10
2005,7.205999352777326e-09,9.007499190971657e-10
2006,5.7650457740976435e-09,8.235779835885637e-10
2007,7.988958827809256e-09,7.988958938831558e-10
2008,4.257439734089985e-09,4.257439678578834e-10
2009,3.814554005998616e-09,1.430457752249481e-09
2010,5.668551850135373e-09,4.723793023408973e-10
2011,6.118355155848576e-09,0.0
2012,7.489355802192676e-09,1.0212758416727752e-09
2013,1.0040849929282558e-08,5.578250084070646e-10
2014,9.094869746206768e-09,2.5985342766432495e-09
2015,8.422986752520956e-09,4.433150790905671e-10
2016,8.699628573083373e-09,0.0
2017,1.2326495379966218e-08,5.031222660711876e-10
2018,1.9360999914397325e-08,1.290733298020541e-09
2019,1.2499840273960672e-08,7.65296326310505e-10
