year,plusieurs_DET oies_NOUN,plusieurs_DET lois_NOUN
1846,0.0,5.403704896878025e-07
1847,0.0,6.790068525219795e-07
1848,8.045221711050488e-10,4.867359102433966e-07
1849,2.513824481908955e-09,4.474607528948127e-07
1850,0.0,5.607710704680358e-07
1851,6.449438760824933e-10,7.971506263970696e-07
1852,0.0,5.586047748806777e-07
1853,1.0152284346531815e-08,5.332935231194824e-07
1854,0.0,5.47623031366129e-07
1855,0.0,5.020362650043353e-07
1856,0.0,5.53441537931576e-07
1857,0.0,4.6911303641650193e-07
1858,4.893676019968041e-10,4.5511187352076377e-07
1859,1.5276520048956854e-09,4.4149143718641426e-07
1860,0.0,3.8127943113863694e-07
1861,4.715963730639317e-10,4.6876679959950707e-07
1862,9.035972525772706e-10,4.82972744464405e-07
1863,6.99246927027275e-09,4.2004760558711496e-07
1864,4.794727948009836e-10,5.000901381890799e-07
1865,2.3534221238463715e-09,4.570345844001622e-07
1866,4.865612912574591e-10,4.6612571935611413e-07
1867,0.0,4.7606079789375144e-07
1868,4.44588676984381e-09,4.2779310760465705e-07
1869,0.0,4.512371702958262e-07
1870,0.0,4.506962447692331e-07
1871,0.0,3.4837462337122815e-07
1872,6.047339295989218e-10,3.6465456787482253e-07
1873,5.387403856360606e-09,3.0887781932165126e-07
1874,0.0,4.1882011458937995e-07
1875,1.1443054281912168e-09,4.136664237819332e-07
1876,6.04601479992084e-10,4.123381991405495e-07
1877,6.184815992682502e-10,3.290322112547983e-07
1878,1.8117265465633636e-09,3.4060460762930234e-07
1879,0.0,4.362058270146463e-07
1880,1.2835692508872398e-09,4.466820975324026e-07
1881,3.4862537301449947e-09,3.9534116780259865e-07
1882,3.3276925659464496e-09,4.865086467020774e-07
1883,5.687405213450347e-09,3.9179902699970626e-07
1884,0.0,3.3734670523699606e-07
1885,0.0,4.42815181855849e-07
1886,6.453463874400711e-10,3.9495199999350916e-07
1887,0.0,3.754131618904921e-07
1888,6.340614699951175e-10,4.197486944690354e-07
1889,3.132568426877924e-09,3.9157105113929447e-07
1890,0.0,4.7650390655462616e-07
1891,6.374220040683554e-10,3.7034217825748783e-07
1892,6.268512375839919e-10,3.842598026437827e-07
1893,0.0,3.88596085088011e-07
1894,6.301539290376468e-10,3.7620189630160894e-07
1895,1.8055843487019274e-09,3.4847777286017845e-07
1896,1.179405795248556e-09,3.82127481657335e-07
1897,0.0,3.2629595025923663e-07
1898,5.6583548957434e-10,3.655297362570309e-07
1899,0.0,3.2115231718421455e-07
1900,1.038210628578895e-09,3.6804567571380176e-07
1901,0.0,2.6881833647962594e-07
1902,6.874397495693074e-09,2.5435270245566244e-07
1903,0.0,3.5479446580666263e-07
1904,0.0,3.128031806909348e-07
1905,5.160759042333041e-10,3.184188344107497e-07
1906,0.0,3.1791060450814257e-07
1907,0.0,3.687418654862995e-07
1908,0.0,3.585313912424226e-07
1909,1.1001967115120692e-09,3.1300597314043443e-07
1910,0.0,3.131672272616015e-07
1911,1.0640748282497725e-09,3.128379901795597e-07
1912,2.0837684910901544e-09,3.099605621059709e-07
1913,1.590896969716482e-09,2.863614501080747e-07
1914,0.0,2.9130834988677634e-07
1915,0.0,2.2265639998408915e-07
1916,2.197492410260793e-09,2.6589657764475305e-07
1917,0.0,2.8841696497750036e-07
1918,0.0,2.986457872111714e-07
1919,0.0,2.2098836183204185e-07
1920,7.572231730534895e-10,2.3928252090854585e-07
1921,0.0,3.3320088022037453e-07
1922,1.4755870969551665e-09,2.4568524636947586e-07
1923,0.0,3.131704762182608e-07
1924,0.0,3.1584480453261676e-07
1925,0.0,3.4314314234507037e-07
1926,0.0,2.7196576368737624e-07
1927,1.1149224876660924e-09,3.3782152186745407e-07
1928,1.1426041224282812e-09,3.9648364236199996e-07
1929,0.0,3.3532623788801175e-07
1930,0.0,2.8569802879019335e-07
1931,0.0,3.079446457832091e-07
1932,0.0,2.5974102157988455e-07
1933,4.588264879146209e-09,2.7529589807784305e-07
1934,3.5944740517379614e-09,2.9354871422526685e-07
1935,0.0,2.6808955766455256e-07
1936,1.2124714565686645e-09,2.8493079540226063e-07
1937,0.0,2.2286279488525906e-07
1938,0.0,2.437460278059689e-07
1939,0.0,2.3399897486342525e-07
1940,0.0,3.575453924042904e-07
1941,2.9515025978810172e-09,2.0955668134092775e-07
1942,3.034211770724937e-09,2.0936061240206527e-07
1943,0.0,1.422585294008627e-07
1944,0.0,2.1207028666481165e-07
1945,0.0,3.006335589361697e-07
1946,1.3921104269343232e-09,1.6705325833754614e-07
1947,1.1920870957027319e-09,2.1338359346145808e-07
1948,1.0871887834440486e-09,2.043914939520164e-07
1949,0.0,3.357416744620423e-07
1950,0.0,2.573757527102316e-07
1951,4.264560704569931e-09,2.3028628604038204e-07
1952,0.0,2.2987672920748992e-07
1953,0.0,2.143991633118958e-07
1954,9.772536113672459e-10,2.0522325527849716e-07
1955,0.0,2.515342849562785e-07
1956,0.0,2.1192374255463164e-07
1957,8.835037701437898e-10,1.7493375104038478e-07
1958,8.272243445794913e-10,1.9191605105106646e-07
1959,7.750747821333448e-10,2.3407257998542264e-07
1960,1.3841666701708277e-09,1.8755457986685542e-07
1961,6.948159270159238e-10,1.8065214746343372e-07
1962,6.341956404476434e-10,1.7376960315118595e-07
1963,0.0,2.0691370394843034e-07
1964,6.083968329129164e-10,2.360579642868288e-07
1965,1.0944086747954884e-09,2.2599539839518457e-07
1966,0.0,2.165778241192129e-07
1967,4.930335584241163e-10,1.942552163569644e-07
1968,0.0,2.447821607631795e-07
1969,1.3625273131978588e-09,2.2527118126447476e-07
1970,1.3796175313274261e-09,2.1108147585380266e-07
1971,1.0276794970565106e-09,2.111881354238676e-07
1972,3.0780880067027283e-09,2.0469285466617748e-07
1973,5.513203782392395e-10,1.9847534105110753e-07
1974,5.625571675160757e-10,2.2389775899966935e-07
1975,0.0,1.9990180177842376e-07
1976,5.713526873840635e-10,2.0625832242160413e-07
1977,0.0,1.8982004768020033e-07
1978,1.7821774056514528e-09,1.6396032620491496e-07
1979,1.1703946700691858e-09,2.2296019075440654e-07
1980,0.0,1.9045255328364874e-07
1981,6.325549528618524e-10,1.847060424609026e-07
1982,0.0,1.9491556813022726e-07
1983,0.0,1.8630182907486414e-07
1984,0.0,2.1108390235724528e-07
1985,0.0,2.1956786611099233e-07
1986,5.994485463567401e-10,2.080086431988093e-07
1987,0.0,2.1998940091805252e-07
1988,1.1993107618124554e-09,2.2906835894787037e-07
1989,1.0976244357863152e-09,2.1458557242226561e-07
1990,1.6345953479657283e-09,2.8714391930861893e-07
1991,5.861465202094962e-10,2.4618153204869486e-07
1992,0.0,2.1213284995269532e-07
1993,5.539207426075166e-10,2.2655358478118615e-07
1994,1.5824779264761446e-09,2.5266897907272323e-07
1995,5.422450821690461e-10,2.190670080892687e-07
1996,0.0,2.418155702343938e-07
1997,4.79489448146353e-10,2.4166267564851296e-07
1998,0.0,2.3888327049803593e-07
1999,1.3710603763428253e-09,2.225687936174836e-07
2000,0.0,2.588966516725577e-07
2001,0.0,2.396522873482354e-07
2002,2.6287327870022636e-09,2.830269067999325e-07
2003,8.333845835650777e-10,2.2834738189203563e-07
2004,4.404791253964646e-10,2.290491494250091e-07
2005,4.5037495954858286e-10,2.3779797686529491e-07
2006,8.235779835885637e-10,2.236014182699364e-07
2007,1.1983438685803094e-09,2.0851182469527885e-07
2008,8.514879357157668e-10,2.2436706714756838e-07
2009,4.76819250749827e-10,2.1075411282822643e-07
2010,2.3618964561933353e-09,1.9556502550699406e-07
2011,1.529588788962144e-09,1.6404840330608295e-07
2012,6.808505426114664e-10,1.409360628201739e-07
2013,1.6734750252211938e-09,2.161571863723566e-07
2014,1.0827225782605865e-09,1.639241968831584e-07
2015,2.21657536769726e-09,1.8796559686506953e-07
2016,2.4856081637381067e-09,1.8372786492193427e-07
2017,2.0124890642847504e-09,2.072863694024818e-07
2018,1.5488800242380307e-09,1.8715633842703028e-07
2019,2.806086474294034e-09,1.9259957539929928e-07
