year,jeunes_ADJ âmes_NOUN,jeunes_ADJ ames_NOUN,jeunes_ADJ lames_NOUN
1879,1.9244374982463341e-07,5.498392852132383e-09,0.0
1880,1.5402831365918246e-07,6.417846254436199e-10,0.0
1881,1.5688142696035356e-07,1.3945015142624584e-09,0.0
1882,1.783643170938376e-07,6.655385131892899e-10,6.655385131892899e-10
1883,1.7883729697132367e-07,2.5277355764075082e-09,0.0
1884,1.670229323735839e-07,1.3203393933736152e-09,0.0
1885,1.5662894270462857e-07,2.5782542767416317e-09,0.0
1886,1.639179885160047e-07,0.0,0.0
1887,1.573470882476613e-07,1.3057849246322917e-09,0.0
1888,1.4329789621569944e-07,6.340614699951175e-10,0.0
1889,1.6352007037312433e-07,6.265136742733546e-10,0.0
1890,1.4485193844393507e-07,1.3108772956016423e-09,0.0
1891,1.5871808045631042e-07,6.374220040683554e-10,0.0
1892,1.849211201943035e-07,1.8805537127519756e-09,0.0
1893,1.3918021579684137e-07,0.0,0.0
1894,1.3989416913773312e-07,1.0082462864602348e-08,0.0
1895,1.474560491487864e-07,9.629783193076946e-09,0.0
1896,1.2678611938099493e-07,0.0,0.0
1897,1.410064669471467e-07,5.2440420894583895e-09,0.0
1898,2.0370077891129768e-07,1.7540900287826844e-08,0.0
1899,1.74118724771688e-07,0.0,0.0
1900,1.8583969563223945e-07,5.191053142894475e-10,0.0
1901,1.810751371067454e-07,1.676621730339889e-09,0.0
1902,1.4387131841431255e-07,4.910283846193408e-10,0.0
1903,1.7226702198058774e-07,5.400220270956879e-10,0.0
1904,1.268411580213069e-07,5.374625189347171e-10,0.0
1905,1.295350529062489e-07,1.0321518084666081e-09,0.0
1906,1.568976273347289e-07,2.0576738091193647e-09,0.0
1907,1.53771011923709e-07,0.0,0.0
1908,1.434125636023964e-07,0.0,0.0
1909,1.7603147739464475e-07,0.0,0.0
1910,1.9345824853189697e-07,5.344150677544235e-10,0.0
1911,1.7291216636294848e-07,5.320374141248863e-10,0.0
1912,2.0004176803922746e-07,0.0,0.0
1913,1.543170071727218e-07,0.0,0.0
1914,1.3393487563462259e-07,6.696743715117748e-10,0.0
1915,1.1073916539316997e-07,1.1780761921542648e-09,2.3561523843085297e-09
1916,1.6591067719673447e-07,0.0,2.197492410260793e-09
1917,1.7436614996313438e-07,0.0,0.0
1918,1.6540381864160736e-07,0.0,1.1486376294556067e-09
1919,1.6666206192894606e-07,0.0,3.6831393490643904e-09
1920,1.393290602891284e-07,0.0,0.0
1921,1.628140751108731e-07,2.2718242842501013e-09,7.572747429129834e-10
1922,1.2247373604168388e-07,7.377935484775833e-10,2.951174193910333e-09
1923,1.0509788950230359e-07,0.0,2.1231896241147297e-09
1924,1.2633792323413218e-07,5.156649773851996e-09,2.578324886925998e-09
1925,1.2757885770042776e-07,0.0,2.1996355847875293e-09
1926,1.092321539886143e-07,2.229227691330493e-09,0.0
1927,1.0145794959726118e-07,3.3447675740205796e-09,1.1149224876660924e-09
1928,6.741364444451392e-08,0.0,0.0
1929,1.0026365515614089e-07,0.0,0.0
1930,1.039856769580183e-07,1.0503603542488804e-09,0.0
1931,9.352392282835353e-08,0.0,0.0
1932,9.753987484373283e-08,0.0,0.0
1933,7.226517340086502e-08,0.0,0.0
1934,7.308764082836205e-08,1.1981580172459871e-09,0.0
1935,9.335261808018913e-08,0.0,0.0
1936,4.243650053581405e-08,0.0,0.0
1937,1.0198805711070236e-07,0.0,0.0
1938,9.723910920911294e-08,0.0,0.0
1939,6.882322622914216e-08,0.0,0.0
1940,8.621661606866837e-08,0.0,0.0
1941,7.67390702094417e-08,0.0,0.0
1942,1.0012898599143227e-07,1.8205270180260413e-08,0.0
1943,7.83873517207212e-08,0.0,0.0
1944,8.032965581605822e-08,0.0,0.0
1945,9.803267886354661e-08,0.0,0.0
1946,1.0023195073927127e-07,0.0,0.0
1947,9.65590558621443e-08,0.0,0.0
1948,9.34982367084558e-08,0.0,0.0
1949,9.522498345404529e-08,0.0,0.0
1950,6.38121662177582e-08,0.0,1.0635361480382244e-09
1951,9.488647378930182e-08,2.1322803522849654e-09,3.1984206394497505e-09
1952,3.9015773722894664e-08,0.0,0.0
1953,7.433941107137798e-08,0.0,0.0
1954,4.49536656788041e-08,1.9545072227344917e-09,0.0
1955,5.255940394022218e-08,0.0,9.385607846468247e-10
1956,5.755953580433015e-08,8.72114158667614e-10,8.72114158667614e-10
1957,3.3573144264664734e-08,0.0,8.835037701437898e-10
1958,5.21151335419745e-08,8.272243445794913e-10,2.4816730892496253e-09
1959,3.4878365084978213e-08,0.0,7.750747821333448e-10
1960,5.1214165353030694e-08,0.0,3.460416619915918e-09
1961,4.029932298976746e-08,1.3896318540318475e-09,1.3896318540318475e-09
1962,4.122271590745186e-08,6.341956404476434e-10,0.0
1963,4.2029345337368795e-08,3.2330267352165265e-09,0.0
1964,3.711220841751128e-08,6.083968329129164e-10,0.0
1965,4.9248392031131516e-08,5.472043373977442e-10,0.0
1966,4.542041409649755e-08,5.539074754423723e-10,0.0
1967,3.5991448044114804e-08,2.9582012395223956e-09,4.930335584241163e-10
1968,3.503304313312583e-08,8.982831700699023e-10,1.3474247273492779e-09
1969,3.315483354526805e-08,1.3625273131978588e-09,1.8167031212712459e-09
1970,4.414776100247764e-08,9.197450023812337e-10,9.197450023812337e-10
1971,3.596878173084406e-08,2.569198631618974e-09,1.541519245584766e-09
1972,2.7702792948502974e-08,1.1799337507056862e-08,5.130146862875051e-10
1973,3.473318344049403e-08,1.102640756478479e-09,0.0
1974,3.206575982517279e-08,0.0,0.0
1975,1.8276736568623164e-08,0.0,0.0
1976,3.25671045686704e-08,0.0,0.0
1977,3.2322301279918975e-08,0.0,0.0
1978,4.3366316759829715e-08,0.0,0.0
1979,4.330460257051527e-08,2.3407893401383717e-09,0.0
1980,2.785723829390463e-08,0.0,0.0
1981,3.1627749308427155e-08,1.2651099057237047e-09,0.0
1982,3.47620137119975e-08,0.0,0.0
1983,3.031351525351056e-08,0.0,6.315316047889041e-10
1984,3.479405208395292e-08,0.0,5.799008495621649e-10
1985,3.308556983938615e-08,0.0,0.0
1986,2.6375735373562748e-08,0.0,5.994485463567401e-10
1987,2.749867533680117e-08,0.0,0.0
1988,1.9788627625416666e-08,0.0,0.0
1989,3.786804469996241e-08,2.7440609784434855e-09,1.6464366536794728e-09
1990,3.105731138930423e-08,0.0,0.0
1991,2.5204300868608698e-08,0.0,0.0
1992,3.0855687782604946e-08,5.509944167592096e-10,5.509944167592096e-10
1993,2.8249957040316076e-08,1.661762283333701e-09,5.539207426075166e-10
1994,4.0616935592652226e-08,0.0,5.274926606624319e-10
1995,2.982347879765257e-08,1.0844901643380922e-09,5.422450821690461e-10
1996,2.5089033073300016e-08,5.338092190498855e-10,0.0
1997,3.260528202986279e-08,4.79489448146353e-10,1.438468344439059e-09
1998,3.099284029417504e-08,0.0,4.768129224785866e-10
1999,2.6507166239753133e-08,4.570201161957499e-10,0.0
2000,2.076474814316498e-08,0.0,0.0
2001,3.855466346180947e-08,1.3143635069212678e-09,4.3812117822561447e-10
2002,2.6725450297249154e-08,0.0,0.0
2003,2.9585152105937595e-08,0.0,4.1669229178253886e-10
2004,3.611928889313276e-08,4.404791253964646e-10,0.0
2005,3.1976622238971686e-08,4.5037495954858286e-10,0.0
2006,2.9648807853277503e-08,4.1178899179428186e-10,4.1178899179428186e-10
2007,2.915970043204652e-08,7.988958938831558e-10,0.0
2008,3.2356542334355254e-08,4.257439678578834e-10,0.0
2009,3.003961168701608e-08,0.0,0.0
2010,2.5036102968556406e-08,9.447586046817946e-10,0.0
2011,2.9062187323347644e-08,0.0,0.0
2012,3.608507981311959e-08,1.7021263287730903e-09,3.404252713057332e-10
2013,4.155796418103819e-08,5.578250084070646e-10,2.789125042035323e-10
2014,7.167623294890291e-08,0.0,4.330890368553497e-10
2015,6.073416614071903e-08,2.2165753954528356e-10,0.0
2016,7.953946123961941e-08,4.1426800878596737e-10,4.1426800878596737e-10
2017,3.7985731893286356e-08,2.515611330355938e-10,0.0
2018,7.615327035637165e-08,5.162933414126769e-10,0.0
2019,2.428540426535619e-07,2.55098775436835e-10,2.55098775436835e-10
