year,bornes_NOUN égales_ADJ,bornes_NOUN légales_ADJ
1800,0.0,6.288328968651058e-09
1801,0.0,7.143547975374531e-09
1802,0.0,1.1189200677108602e-08
1803,0.0,3.90067853572873e-08
1804,0.0,1.4831105232815389e-08
1805,0.0,1.9900143755080535e-08
1806,0.0,5.76333825108577e-09
1807,0.0,1.1387820464392462e-08
1808,0.0,2.7192887941396293e-08
1809,0.0,0.0
1810,0.0,7.020380277111826e-09
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,8.627225156487839e-09
1814,0.0,1.2586708564299443e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,6.489290882427667e-08
1817,0.0,1.556873407970727e-09
1818,0.0,2.741870730460505e-08
1819,0.0,1.7596784473994376e-08
1820,0.0,4.50926265216367e-08
1821,0.0,7.494730880353018e-08
1822,0.0,2.3058916553964082e-08
1823,0.0,1.087095569118901e-08
1824,0.0,4.5474010335055937e-08
1825,0.0,1.2327619813845558e-08
1826,0.0,2.2019960965735663e-08
1827,0.0,2.6730091917670507e-08
1828,0.0,2.2930752408001354e-08
1829,0.0,3.0006116702452346e-08
1830,0.0,2.7135772739939057e-08
1831,0.0,3.897801548191637e-08
1832,0.0,2.570694235259907e-08
1833,0.0,5.444305273272221e-08
1834,0.0,3.173740381612333e-08
1835,0.0,2.117664621437143e-08
1836,0.0,1.68018754465038e-08
1837,0.0,1.7394727436226276e-08
1838,0.0,3.3454458758797045e-08
1839,0.0,1.957613093850341e-08
1840,0.0,2.293087852933695e-08
1841,0.0,1.9903700021473014e-08
1842,0.0,8.049918065466954e-09
1843,0.0,2.3627643841450663e-08
1844,0.0,2.7442807137845193e-08
1845,0.0,1.8414752389617206e-08
1846,0.0,4.390875929516369e-08
1847,0.0,2.588747349818732e-08
1848,8.045221711050488e-10,2.735375304041554e-08
1849,0.0,1.8434713311421547e-08
1850,0.0,2.1045888587423178e-08
1851,0.0,1.483370937194195e-08
1852,0.0,1.6276363368206148e-08
1853,0.0,1.970737528722566e-08
1854,0.0,1.506742641765868e-08
1855,4.2455496895854594e-09,1.326734277995456e-08
1856,0.0,2.847454005916461e-08
1857,0.0,1.4156376515472857e-08
1858,0.0,7.829881631948865e-09
1859,0.0,2.1387128512628806e-08
1860,0.0,9.612086238064421e-09
1861,0.0,1.226150558863992e-08
1862,0.0,7.680577063240435e-09
1863,0.0,1.2486552236623538e-08
1864,0.0,2.0617330065419992e-08
1865,0.0,2.3063536858103362e-08
1866,0.0,1.216403244796993e-08
1867,0.0,1.0190904120577216e-08
1868,0.0,2.1241458370013788e-08
1869,0.0,3.369628132077196e-08
1870,0.0,6.307453670473251e-09
1871,0.0,3.18635318130589e-09
1872,0.0,1.7537283625301825e-08
1873,0.0,2.573981916498269e-08
1874,0.0,2.8080663128093875e-08
1875,0.0,6.293679799540541e-09
1876,6.04601479992084e-10,1.3301232115736639e-08
1877,0.0,3.710889595609501e-09
1878,0.0,4.831270938865373e-09
1879,0.0,9.774920428640144e-09
1880,0.0,1.8611753915820373e-08
1881,0.0,5.5780060570498335e-09
1882,3.9932310791357395e-09,1.0648616211028639e-08
1883,0.0,3.159669414998234e-09
1884,0.0,5.281357573494461e-09
1885,0.0,8.379326565943757e-09
1886,0.0,7.744156427236248e-09
1887,0.0,3.264462256069578e-09
1888,0.0,1.6485598663962264e-08
1889,6.265136742733546e-10,1.0650732740202784e-08
1890,0.0,5.243509182406569e-09
1891,0.0,7.649063604731055e-09
1892,0.0,9.402768341715273e-09
1893,0.0,7.390100087434348e-09
1894,0.0,1.764431090123253e-08
1895,0.0,9.629783193076946e-09
1896,5.89702897624278e-10,1.0024948871034667e-08
1897,0.0,6.409385022720926e-09
1898,0.0,5.092519295146758e-09
1899,0.0,3.8693048765026106e-09
1900,0.0,9.34389543516545e-09
1901,5.588738916095792e-10,3.912117296778206e-09
1902,0.0,2.9461704187383475e-09
1903,0.0,9.720396931811592e-09
1904,0.0,3.7622376325430196e-09
1905,0.0,6.192911072844254e-09
1906,0.0,8.745113966313056e-09
1907,0.0,9.257117739025489e-09
1908,0.0,8.840499887696751e-09
1909,0.0,6.0510818578052294e-09
1910,0.0,1.0153886620400954e-08
1911,0.0,2.6601871816467337e-09
1912,0.0,5.2094213387476884e-09
1913,0.0,8.484783542428431e-09
1914,0.0,1.5402511266415786e-08
1915,0.0,1.767114277129167e-08
1916,0.0,1.3184954461564757e-08
1917,1.0966424435210342e-09,6.57985488317081e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,0.0,2.762354567309444e-09
1920,0.0,3.786115865267448e-09
1921,0.0,2.2718242842501013e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,5.307974060286824e-09
1924,0.0,6.445812328337297e-09
1925,0.0,3.299453377181294e-09
1926,0.0,3.343841648018042e-09
1927,0.0,1.1149224876660924e-09
1928,0.0,1.1426041224282812e-09
1929,0.0,4.4561625500705304e-09
1930,0.0,4.201441416995522e-09
1931,0.0,1.1405356659111021e-08
1932,0.0,3.287861094491973e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,2.393656828303392e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,3.777335333410292e-09
1938,0.0,7.779128452511941e-09
1939,0.0,9.176430282309411e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,0.0,5.568441707737293e-09
1947,0.0,1.1920870957027319e-09
1948,0.0,0.0
1949,0.0,9.817008317369869e-10
1950,0.0,5.317680518146517e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,2.1089608281954497e-08
1953,0.0,0.0
1954,0.0,5.863521668203475e-09
1955,0.0,0.0
1956,0.0,1.744228317335228e-09
1957,0.0,1.7670075402875796e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,2.325224457422337e-09
1960,0.0,0.0
1961,0.0,0.0
1962,0.0,2.5367825617905737e-09
1963,0.0,2.5864212993553792e-09
1964,0.0,0.0
1965,0.0,3.830430195250756e-09
1966,0.0,4.985167390003653e-09
1967,9.860671168482327e-10,4.930335584241163e-10
1968,4.4914158503495116e-10,4.042274071025531e-09
1969,4.5417578031781147e-10,1.8167031212712459e-09
1970,0.0,1.2876429700270364e-08
1971,1.0276794970565106e-09,1.541519245584766e-09
1972,0.0,4.6171320100540925e-09
1973,0.0,3.859242703185828e-09
1974,5.625571675160757e-10,3.3753431161187564e-09
1975,0.0,2.2845920710778955e-09
1976,0.0,3.9994687561772935e-09
1977,0.0,1.057820764316375e-08
1978,5.940591352171509e-10,5.940591352171509e-10
1979,5.851973350345929e-10,5.266775904289034e-09
1980,0.0,1.1370301367108482e-09
1981,0.0,1.8976649140967083e-09
1982,0.0,4.345251713999687e-09
1983,1.2630632095778083e-09,6.315316047889041e-10
1984,0.0,1.739702604197646e-09
1985,0.0,3.0077789148208467e-09
1986,0.0,2.997242676272549e-09
1987,0.0,4.277571630240118e-09
1988,0.0,4.797243047249822e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,2.179460389939436e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,2.2039776670368383e-09
1993,0.0,3.323524566667402e-09
1994,0.0,2.1099706426497278e-09
1995,0.0,5.422450821690461e-10
1996,0.0,3.2028553142993132e-09
1997,0.0,3.3564262480467733e-09
1998,0.0,2.86087753487152e-09
1999,0.0,5.484241505371301e-09
2000,0.0,1.7672125984802278e-09
2001,0.0,2.6287270138425356e-09
2002,0.0,1.752488598683044e-09
2003,0.0,8.750538071922165e-09
2004,0.0,1.7619165015858584e-09
2005,9.007499190971657e-10,1.8014998381943315e-09
2006,0.0,3.294311934354255e-09
2007,0.0,1.997239706952314e-09
2008,0.0,7.663391698997657e-09
2009,0.0,9.53638501499654e-10
