year,bornes_NOUN égales_ADJ,bornes_NOUN légales_ADJ
2010,0.0,1.8895172093635892e-09
2011,0.0,3.4415748029203996e-09
2012,0.0,1.7021263287730903e-09
2013,0.0,1.6734750252211938e-09
2014,0.0,1.0827225782605865e-09
2015,0.0,3.768178213903184e-09
2016,2.0713400439298368e-10,2.4856081637381067e-09
2017,0.0,1.7609279590047322e-09
2018,0.0,1.290733298020541e-09
2019,0.0,1.2754939326953263e-09
