year,aurions_VERB eu_VERB,aurions_VERB lu_VERB
1800,3.018398047061055e-07,0.0
1801,3.405091035801888e-07,0.0
1802,3.0210841828193225e-07,0.0
1803,1.794312112224361e-07,0.0
1804,2.84262853256223e-07,0.0
1805,1.5635826855486812e-07,2.842877711017877e-09
1806,2.1900684998854558e-07,0.0
1807,1.6512339584551228e-07,0.0
1808,1.7222161829977267e-07,0.0
1809,2.0783080856290326e-07,0.0
1810,2.667744638529257e-07,0.0
1811,1.7298829391165782e-07,0.0
1812,1.440292436427626e-07,0.0
1813,4.112310421078291e-07,0.0
1814,3.681612383843458e-07,0.0
1815,2.3196122356239357e-07,0.0
1816,3.3605255111979204e-07,0.0
1817,3.1293154734157724e-07,3.113746815941454e-09
1818,2.6345801984462014e-07,0.0
1819,2.598113439944427e-07,1.035105001712111e-09
1820,2.7411570613367076e-07,1.1866481131050932e-09
1821,2.98803087162014e-07,0.0
1822,2.2858404236103524e-07,0.0
1823,3.9036612520249037e-07,0.0
1824,3.772658487832814e-07,0.0
1825,1.9283920948964806e-07,5.283265824829186e-09
1826,1.3388135755576513e-07,8.807984341885344e-10
1827,2.037017310385636e-07,0.0
1828,3.191960900039703e-07,0.0
1829,2.417635585061362e-07,0.0
1830,2.776198471110547e-07,0.0
1831,3.9289838582590164e-07,0.0
1832,2.489514372427948e-07,0.0
1833,3.822597420821694e-07,0.0
1834,2.959046412343014e-07,0.0
1835,3.6680975767922064e-07,0.0
1836,2.795831903767976e-07,0.0
1837,2.574419681877771e-07,6.957890930081589e-10
1838,2.4112458163472184e-07,0.0
1839,3.334933751375502e-07,1.3982950353153e-09
1840,2.6497903604649764e-07,6.369688665408546e-10
1841,3.171751075115026e-07,6.420548537278137e-10
1842,3.038844056391099e-07,6.708265054555795e-10
1843,2.386392168318707e-07,6.497602011990011e-09
1844,2.0911419085223315e-07,1.6465684371524958e-09
1845,3.0077427481955965e-07,0.0
1846,2.640380216689664e-07,5.269050973311096e-09
1847,2.9932391498732613e-07,1.6179670936367074e-09
1848,2.9204153406681144e-07,0.0
1849,3.1590394655722775e-07,2.513824481908955e-09
1850,2.980369231408986e-07,5.431196825611551e-09
1851,2.6313711032344145e-07,7.739326512989919e-09
1852,2.4023913169912703e-07,1.3021090872200602e-09
1853,2.645565757575241e-07,2.388772735173461e-09
1854,3.579812926091108e-07,4.1565315633818045e-09
1855,2.695924194995314e-07,6.368324534378189e-09
1856,2.72320164640405e-07,2.0708756931497874e-09
1857,3.050943178095622e-07,9.763017949637742e-09
1858,3.1221654239743657e-07,4.404308473482388e-09
1859,3.2182535392166756e-07,2.036869339860914e-09
1860,3.3001495580720075e-07,5.492620580582752e-09
1861,3.414357649944577e-07,1.4147891747029462e-09
1862,2.909583258769999e-07,4.9697850279528666e-09
1863,2.6970951694238465e-07,6.493007020935693e-09
1864,3.893319160397368e-07,2.3973640850272204e-09
1865,3.4454100727998593e-07,3.294791106611683e-09
1866,2.559312406447134e-07,2.919367858567057e-09
1867,3.2028555096985656e-07,1.94112459439566e-09
1868,2.855247203115141e-07,1.975949626142892e-09
1869,3.594270197027072e-07,6.348574999037737e-09
1870,2.568853858520015e-07,8.601073631098188e-09
1871,4.142259228956391e-07,9.559059321873065e-09
1872,4.6987827317934716e-07,6.047339295989218e-10
1873,3.465896725174389e-07,1.2570609442263958e-08
1874,4.110531222067948e-07,3.5847653734322193e-09
1875,3.513017645673244e-07,6.865832347102696e-09
1876,3.403906418952829e-07,7.255217759905008e-09
1877,2.4430022449450917e-07,0.0
1878,2.7296681537336553e-07,0.0
1879,3.48842462472021e-07,3.665595160740054e-09
1880,3.324444435293117e-07,1.9253538763308597e-09
1881,2.8657007078436436e-07,1.3945015142624584e-09
1882,2.9882679086767894e-07,4.6587693702804245e-09
1883,2.7362736432223755e-07,6.319338829996468e-09
1884,3.347060442138172e-07,8.582206056928499e-09
1885,2.7265039648227685e-07,2.5782542767416317e-09
1886,2.5491181077086367e-07,1.2906927748801422e-09
1887,3.0228920877561904e-07,1.3057849246322917e-09
1888,2.808892247685435e-07,1.268122939990235e-09
1889,2.875697759918694e-07,6.265136742733546e-10
1890,3.0084635227467516e-07,3.2771931834929546e-09
1891,2.849276370398002e-07,0.0
1892,2.990080361087166e-07,1.8805537127519756e-09
1893,3.023782539912645e-07,4.310891643655168e-09
1894,2.734868189691042e-07,6.301539290376468e-10
1895,3.4306103202652594e-07,6.018614495673091e-10
1896,3.2787480108709133e-07,1.179405795248556e-09
1897,3.1930389354783983e-07,0.0
1898,3.072486833843868e-07,3.960848538042683e-09
1899,2.957254423563427e-07,2.2110313580014918e-09
1900,2.553998115217837e-07,5.191053142894475e-10
1901,3.0402739525925426e-07,3.912117296778206e-09
1902,2.798861657993257e-07,2.455141867585553e-09
1903,2.4300990730807825e-07,0.0
1904,2.5959440108636045e-07,2.6873125946735854e-09
1905,2.4874859150259e-07,8.773290538499623e-09
1906,3.168817670484714e-07,4.115347618238729e-09
1907,2.658850064563012e-07,2.5714217422034835e-09
1908,3.108909254478931e-07,2.4556945366072114e-09
1909,2.75599262522519e-07,3.850688656825696e-09
1910,2.6026015120805823e-07,1.6032452032632705e-09
1911,2.9102446319484443e-07,1.0108711201439746e-08
1912,2.464056194639852e-07,8.856016364688912e-09
1913,2.8424025799722585e-07,3.181793939432964e-09
1914,3.107289217041398e-07,4.68772043404897e-09
1915,4.217512810100743e-07,3.534228465440492e-09
1916,4.3620224232654436e-07,1.0987462051303964e-09
1917,3.5969873124486185e-07,3.289927441585405e-09
1918,3.549290283899609e-07,9.189101035644853e-09
1919,3.80284149059662e-07,0.0
1920,3.369643195583194e-07,7.572231730534895e-10
1921,3.241135857479094e-07,5.300923255902035e-09
1922,3.430739923260262e-07,2.951174193910333e-09
1923,3.1104727327146975e-07,1.0615948120573648e-09
1924,2.977965323225362e-07,3.867487219366694e-09
1925,2.8925208539476444e-07,9.898360353588487e-09
1926,2.5859040420073143e-07,3.343841648018042e-09
1927,2.8542015684251965e-07,2.2298449753321847e-09
1928,2.4794508135528304e-07,4.570416489713125e-09
1929,2.9856289529561764e-07,4.4561625500705304e-09
1930,2.762447763871023e-07,8.402882833991043e-09
1931,2.600421282750176e-07,1.1405356659111021e-09
1932,2.32342173944744e-07,2.1919073223131136e-09
1933,2.1564845553712075e-07,1.8353059516584835e-08
1934,2.576039719315304e-07,8.38710612072191e-09
1935,2.14232287021332e-07,2.393656828303392e-09
1936,2.2794463916397945e-07,6.0623572828433225e-09
1937,2.1530811977754638e-07,2.5182236296217297e-09
1938,2.6578689471534744e-07,1.2965214457594243e-09
1939,2.4011660570977256e-07,4.588215141154706e-09
1940,2.4850672275533725e-07,5.0715658339584024e-09
1941,2.0660517918713595e-07,0.0
1942,2.0936060707299475e-07,6.068423541449874e-09
1943,2.52581457971246e-07,2.9032352077962287e-09
1944,2.9239993182272883e-07,0.0
1945,2.9191954808993614e-07,4.357008087652048e-09
1946,2.7006942104890186e-07,1.3921104269343232e-09
1947,2.9206134399828443e-07,5.960435700558264e-09
1948,2.3918153146951227e-07,3.2615663503321457e-09
1949,2.1793758264720964e-07,2.945102384188658e-09
1950,2.605663667054614e-07,3.190608444114673e-09
1951,2.6866732127928117e-07,0.0
1952,2.3409464233736799e-07,1.0544803918932644e-09
1953,1.960836613079664e-07,1.0773827385790469e-09
1954,2.091322670594309e-07,2.9317608341017376e-09
1955,2.1493042368092574e-07,5.631364707880948e-09
1956,2.258775708696703e-07,8.72114158667614e-10
1957,1.7846775790530955e-07,3.534015080575159e-09
1958,1.9687939811774413e-07,4.9633461784992505e-09
1959,1.8911825350187428e-07,3.100299128533379e-09
1960,2.2285082934558886e-07,2.076250060767393e-09
1961,2.0288625535158644e-07,3.47407969059077e-09
1962,2.4162852696463233e-07,1.9025869768540815e-09
1963,1.907485653873664e-07,6.466053248388448e-10
1964,1.782602652156129e-07,1.2167936658258327e-09
1965,1.9371033488368994e-07,3.830430195250756e-09
1966,2.2100908836364397e-07,1.1078149508847446e-09
1967,1.888318479359441e-07,8.381570104631919e-09
1968,2.519684301205416e-07,3.5931326802796093e-09
1969,2.525217439597327e-07,1.3625273131978588e-09
1970,1.8624835718128452e-07,1.3796175313274261e-09
1971,2.0604973371973756e-07,2.0553589941130213e-09
1972,1.5903455619081797e-07,1.5390440033513642e-09
1973,1.615368745433443e-07,1.102640756478479e-09
1974,1.7270505736632913e-07,2.2502286700643026e-09
1975,1.4792733793456136e-07,3.4268881066168433e-09
1976,1.794047506109564e-07,1.142705374768127e-09
1977,1.604361443696689e-07,1.7630346071939584e-09
1978,1.615840830027082e-07,2.970295565063452e-09
1979,1.7087762671508244e-07,2.3407893401383717e-09
1980,1.381491614438346e-07,1.7055452605774235e-09
1981,1.6256662149771728e-07,1.2651099057237047e-09
1982,1.421518049937731e-07,2.483000915987077e-09
1983,1.4651533319920418e-07,3.157658134966823e-09
1984,1.7107075223066204e-07,1.1598016991243298e-09
1985,1.3595160908153048e-07,1.2031116103372597e-09
