year,aurions_VERB eu_VERB,aurions_VERB lu_VERB
1986,1.6185110496280686e-07,2.3977941854269602e-09
1987,1.2588282061187783e-07,4.888653482026939e-09
1988,1.217300393818732e-07,1.798966087207532e-09
1989,1.426911779844886e-07,4.939309850016116e-09
1990,1.4220978528101114e-07,1.089730194969718e-09
1991,1.365721402635245e-07,2.344586080837985e-09
1992,1.2232075619067473e-07,2.2039776670368383e-09
1993,1.4512723112147796e-07,1.1078414852150331e-09
1994,1.566653224926995e-07,2.637463358823311e-09
1995,1.480329103742406e-07,5.422450821690461e-10
1996,1.2651278780140274e-07,0.0
1997,1.3713398061554471e-07,1.438468344439059e-09
1998,1.2444817798495933e-07,2.3840645013706308e-09
1999,1.2293841678001627e-07,0.0
2000,1.418188162460865e-07,1.3254094488601709e-09
2001,1.3713193425246573e-07,2.190605918883648e-09
2002,1.2705542928870273e-07,8.76244299341522e-10
2003,1.2125745740831917e-07,8.333845835650777e-10
2004,1.6077487430266046e-07,8.809582507929292e-10
2005,1.1889898843264746e-07,9.007499190971657e-10
2006,1.325960568010487e-07,1.6471559671771274e-09
2007,1.3061948322956596e-07,7.988958938831558e-10
2008,1.6348568010471354e-07,2.554463751636149e-09
2009,1.4209213361482398e-07,9.53638501499654e-10
2010,1.573023098444537e-07,9.447586046817946e-10
2011,1.62901201861132e-07,2.2943831279320648e-09
2012,1.9336155787641474e-07,2.382976926895708e-09
2013,2.069530751214188e-07,1.1156500168141292e-09
2014,2.1870995681183558e-07,1.7323561474213989e-09
2015,2.2431743218476186e-07,1.994917786518613e-09
2016,2.638887224293285e-07,2.278474076078396e-09
2017,1.7986620548526844e-07,1.2578056374223934e-09
2018,2.3155756423420826e-07,1.5488800242380307e-09
2019,2.066300055503234e-07,1.53059265262101e-09
