year,textes_NOUN égaux_ADJ,textes_NOUN légaux_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.9928686256776018e-08
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,1.0351049795076506e-08
1820,0.0,0.0
1821,0.0,1.972297702934611e-08
1822,0.0,8.02049271442229e-09
1823,0.0,0.0
1824,0.0,3.3684450784221553e-09
1825,0.0,1.3208164340028361e-08
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,2.571952872898464e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,1.4032085715598441e-08
1832,0.0,1.0823975493678972e-08
1833,0.0,2.3167257001688313e-09
1834,0.0,9.334530925997342e-10
1835,0.0,1.5126175867408165e-09
1836,0.0,0.0
1837,0.0,2.7831563720326358e-09
1838,0.0,1.8936485712828244e-09
1839,0.0,6.9914751765765e-10
1840,0.0,2.5478754661634184e-09
1841,0.0,3.2102742686390684e-09
1842,0.0,2.683306021822318e-09
1843,0.0,7.088293507706567e-09
1844,0.0,1.1525978393933656e-08
1845,0.0,1.1160455892778032e-09
1846,0.0,4.0981511517657054e-09
1847,0.0,6.47186837454683e-09
1848,0.0,7.24069959545659e-09
1849,0.0,6.703531951757213e-09
1850,0.0,6.1100964288129944e-09
1851,0.0,1.870337307252612e-08
1852,0.0,7.812654523320361e-09
1853,0.0,7.166318205520383e-09
1854,0.0,3.63696517347023e-09
1855,0.0,5.837630823180007e-09
1856,0.0,2.5885946719483854e-09
1857,0.0,2.4407544874094356e-09
1858,0.0,5.872411001917044e-09
1859,0.0,2.036869339860914e-08
1860,1.373155145145688e-09,1.5104706818647173e-08
1861,0.0,1.131831339762357e-08
1862,0.0,9.939570055905733e-09
1863,3.496234635136375e-09,1.4484400567837952e-08
1864,9.589455896019672e-10,5.2742007428108195e-09
1865,0.0,6.118897832863013e-09
1866,0.0,9.244664589402873e-09
1867,0.0,2.717574432153924e-08
1868,0.0,2.0253484223076157e-08
1869,0.0,2.24641887314192e-08
1870,0.0,1.0321287824410774e-08
1871,0.0,1.911811864374613e-08
1872,0.0,1.9956219787786722e-08
1873,0.0,1.7958013742713774e-08
1874,0.0,1.2546679417635431e-08
1875,0.0,3.089624556196213e-08
1876,0.0,9.069021977836655e-09
1877,0.0,1.793596560162314e-08
1878,0.0,2.0532901601200138e-08
1879,0.0,6.536978247595471e-08
1880,1.9253538763308597e-09,2.759673911612026e-08
1881,0.0,1.045876096839038e-08
1882,0.0,3.1280309675807416e-08
1883,0.0,3.4756364897248204e-08
1884,0.0,3.1027977520636796e-08
1885,0.0,2.6427105837001363e-08
1886,0.0,2.5813855941692054e-08
1887,0.0,4.4396688214654034e-08
1888,0.0,2.4728397107764977e-08
1889,0.0,1.7542383545787743e-08
1890,0.0,3.015017802088238e-08
1891,0.0,3.1233678754460925e-08
1892,0.0,4.325273650351846e-08
1893,0.0,4.434059874824925e-08
1894,0.0,4.663139208105349e-08
1895,0.0,6.740848235153862e-08
1896,0.0,4.245860985019334e-08
1897,0.0,5.7684463428131494e-08
1898,2.8291773368493978e-09,7.695362747028867e-08
1899,1.1055156790007459e-09,9.39688327150634e-08
1900,0.0,6.177353384373419e-08
1901,0.0,7.824234238285044e-08
1902,0.0,8.936716611174234e-08
1903,0.0,8.532347717249422e-08
1904,0.0,1.300659278058447e-07
1905,0.0,1.305672050477824e-07
1906,0.0,8.385021033063822e-08
1907,1.5428529565042481e-09,1.1108541531079652e-07
1908,9.822778146428846e-10,1.0854169585350348e-07
1909,0.0,7.701377313651392e-08
1910,3.206490406526541e-09,9.085056429380955e-08
1911,0.0,1.0268322370166061e-07
1912,0.0,9.42905273859651e-08
1913,0.0,7.795394907361697e-08
1914,0.0,1.1920204112669808e-07
1915,0.0,1.4490337063577385e-07
1916,0.0,5.0542325880087446e-08
1917,0.0,6.579854527899442e-08
1918,0.0,7.236416799116796e-08
1919,0.0,1.3811772703320457e-07
1920,0.0,1.0904013469925644e-07
1921,0.0,1.128339377487464e-07
1922,0.0,1.3427843165159103e-07
1923,0.0,1.0934426608599779e-07
1924,0.0,1.0442215603312377e-07
1925,0.0,1.5067504310906088e-07
1926,0.0,1.7165053023404653e-07
1927,0.0,1.3490561479034824e-07
1928,0.0,1.4282551052957615e-07
1929,0.0,1.9161498587827452e-07
1930,1.0503603542488804e-09,1.2079144084964355e-07
1931,0.0,1.6081553511071434e-07
1932,0.0,1.4576183104964002e-07
1933,0.0,1.8582473249040277e-07
1934,0.0,1.9170527920664426e-07
1935,0.0,2.2979105995801774e-07
1936,0.0,1.9884532065361782e-07
1937,0.0,2.7070905328496764e-07
1938,1.2965214457594243e-09,2.891242960600948e-07
1939,0.0,2.2788135733975423e-07
1940,0.0,2.1300576236171764e-07
1941,0.0,2.2136268995609498e-07
1942,0.0,2.3666851234338537e-07
1943,0.0,2.090329367376853e-07
1944,0.0,2.3777577951022977e-07
1945,0.0,2.8320553724370257e-07
1946,0.0,2.72853647231841e-07
1947,0.0,3.147109888246291e-07
1948,3.2615663503321457e-09,3.3267976728978965e-07
1949,0.0,4.260581700776811e-07
1950,0.0,4.275415186327791e-07
1951,1.0661401761424827e-09,4.2432379565582323e-07
1952,0.0,4.934968051983901e-07
1953,0.0,4.5142335913794795e-07
1954,0.0,4.11423766166763e-07
1955,9.385607846468247e-10,4.2892227725133125e-07
1956,0.0,3.9681195485030685e-07
1957,0.0,4.497034211681239e-07
1958,0.0,3.937587802482767e-07
1959,7.750747821333448e-10,4.3636709889938174e-07
1960,0.0,4.0625290687046345e-07
1961,1.3896318540318475e-09,4.0716212179603417e-07
1962,1.2683912808952869e-09,3.2153719420335847e-07
1963,6.466053248388448e-10,2.8838596843883124e-07
1964,6.083968329129164e-10,3.376602490945402e-07
1965,1.0944086747954884e-09,3.1190647442613795e-07
1966,0.0,3.151733425355019e-07
1967,0.0,3.2737428767859456e-07
1968,0.0,2.8295920984078293e-07
1969,0.0,3.165605164667795e-07
1970,0.0,2.920190298461023e-07
1971,0.0,3.1241455822339503e-07
1972,0.0,2.6266352470827314e-07
1973,1.102640756478479e-09,3.219711111057677e-07
1974,0.0,3.397845196317917e-07
1975,0.0,2.3074380317567034e-07
1976,0.0,2.4968111267398285e-07
1977,0.0,2.5270162140600405e-07
1978,1.1881182704343018e-09,2.3049494046745167e-07
1979,0.0,2.405160955953889e-07
1980,0.0,2.3763929402065287e-07
1981,0.0,2.5681732473969987e-07
1982,6.207502289967692e-10,2.1726258214727068e-07
1983,2.5261264191556165e-09,1.926171409039057e-07
1984,1.739702604197646e-09,2.5167696726668964e-07
1985,0.0,2.4242698559717724e-07
1986,0.0,2.2479320027635197e-07
1987,0.0,2.4687701127845685e-07
1988,0.0,2.3086732792165776e-07
1989,0.0,2.39282121228257e-07
1990,5.44865097484859e-10,2.0922820231916717e-07
1991,0.0,1.9049762078893195e-07
1992,0.0,2.1378582970577042e-07
1993,0.0,2.0384283416774451e-07
1994,5.274926606624319e-10,2.373716934123138e-07
1995,1.0844901643380922e-09,2.440102937484312e-07
1996,0.0,2.1192226107302758e-07
1997,4.79489448146353e-10,1.6973926819652263e-07
1998,1.43043876743576e-09,1.9406285578504878e-07
1999,0.0,2.1617051482181182e-07
2000,0.0,2.376900924971892e-07
2001,0.0,1.870777468493401e-07
2002,0.0,1.8269693002892495e-07
2003,8.333845835650777e-10,2.52515526044661e-07
2004,0.0,2.0834662795010672e-07
2005,0.0,1.9411160456783705e-07
2006,2.0589450144825605e-09,1.7212779468422923e-07
2007,0.0,1.7975158206340325e-07
2008,0.0,1.9286201347057386e-07
2009,0.0,1.2588028663884643e-07
2010,0.0,1.7808700275567801e-07
2011,0.0,1.1089518808793386e-07
2012,0.0,1.3855308766963503e-07
2013,0.0,1.5172839828991869e-07
2014,0.0,1.8103122201296173e-07
2015,0.0,1.63583264267686e-07
2016,0.0,1.6902135335783441e-07
2017,0.0,2.1659413285135543e-07
2018,0.0,1.2881518340890352e-07
2019,0.0,1.4489610222767624e-07
