year,trois_DET âmes_NOUN,trois_DET ames_NOUN,trois_DET lames_NOUN
1852,4.9480144648228475e-08,3.2552727180501506e-09,1.3281513311369508e-07
1853,3.58315901394235e-08,1.1943863675867306e-09,9.674529910519425e-08
1854,6.130883889454708e-08,4.156531618892956e-09,8.780673221853164e-08
1855,4.617035287424187e-08,3.1841622671890946e-09,8.4380300080511e-08
1856,6.005539504583268e-08,9.3189408967298e-09,6.93743325008711e-08
1857,7.712784461100242e-08,2.9289055625270066e-09,1.562082929673636e-07
1858,7.193703766006365e-08,4.404308417971237e-09,8.514996613362413e-08
1859,7.485494535330872e-08,2.5460866748261424e-09,9.82789456482891e-08
1860,7.00309130685639e-08,1.373155145145688e-09,1.048175103102178e-07
1861,1.669451110686282e-07,2.357981809808507e-09,1.7118948802963274e-07
1862,1.8704463400354143e-07,1.8071945051545413e-09,1.5541873232827186e-07
1863,1.6781925293862798e-07,1.4983863039219614e-09,6.742738056786379e-08
1864,8.486668434670719e-08,3.835782358407869e-09,1.0500453972994706e-07
1865,7.719224459634688e-08,1.882737743486018e-09,8.519388217109736e-08
1866,4.670988573707291e-08,1.9462451650298362e-09,5.206205833108157e-08
1867,5.871901720411188e-08,5.338092634588065e-09,1.1452635106934395e-07
1868,7.16281718382561e-08,4.939874287401835e-09,1.0423134200188144e-07
1869,6.446245492952585e-08,2.9301114867763545e-09,8.155477271287737e-08
1870,5.6193677266946906e-08,1.7202146374017957e-09,1.2442886099250927e-07
1871,5.8416475212652585e-08,1.0621177271019633e-09,1.9967813447152594e-07
1872,6.833493415570047e-08,0.0,7.377754185355911e-08
1873,5.8662843471779524e-08,1.1972008939764578e-09,2.0232695197019979e-07
1874,3.7042575229406793e-08,4.779687201583727e-09,1.1471249616867851e-07
1875,5.778742462325681e-08,5.721527140956084e-10,1.1957991574718108e-07
1876,6.650616257708464e-08,0.0,1.2333870813563408e-07
1877,3.958282235316801e-08,2.4739263970730008e-09,6.617753278703731e-08
1878,5.918306911212312e-08,0.0,1.11119232482082e-07
1879,2.6270098985037293e-08,6.10932526790009e-10,6.048232015221089e-08
1880,4.6208491255583795e-08,0.0,6.738738544953549e-08
1881,6.135806757123774e-08,0.0,1.17835378787845e-07
1882,4.6587697255517924e-08,0.0,9.983077653430428e-08
1883,3.6652167523243406e-08,6.319338941018771e-10,1.1058842819267056e-07
1884,1.7164411225678577e-08,0.0,1.2741275590144596e-07
1885,3.867381448419138e-08,1.2891271383708158e-09,1.1731057281139101e-07
1886,5.2918402104751294e-08,0.0,1.4778432788631335e-07
1887,3.395040826248419e-08,0.0,1.0838015174208238e-07
1888,3.7409627395845746e-08,2.53624587998047e-09,1.0588826881985369e-07
1889,3.696430539434914e-08,0.0,1.5474887327115994e-07
1890,2.0318597915292003e-08,2.6217545912032847e-09,1.6385966361553983e-07
1891,2.2309770031370135e-08,0.0,9.816298662812528e-08
1892,5.014809767445172e-08,2.5074049503359674e-09,1.1596747562236942e-07
1893,5.48099060027063e-08,6.158416554491453e-10,1.5334456904270155e-07
1894,2.142523314319078e-08,6.301539290376468e-10,1.4808617265771318e-07
1895,5.115822254708746e-08,0.0,8.365874393234662e-08
1896,4.2458607296680384e-08,5.89702897624278e-10,1.026083056299143e-07
1897,2.6802883135168543e-08,2.913356778044829e-09,7.80779609854676e-08
1898,3.39501293744604e-08,2.26334195829736e-09,7.921697098289826e-08
1899,3.4823743888523495e-08,0.0,1.033657142102129e-07
1900,4.049021562479993e-08,1.5573159428683425e-09,1.0485927315340149e-07
1901,5.42107657652835e-08,5.588738916095792e-10,1.1121590764995304e-07
1902,7.610939656288451e-08,1.4730851538580225e-09,1.5762011518205554e-07
1903,5.238213662828173e-08,1.6200660812870638e-09,7.614310781889344e-08
1904,3.869730225147805e-08,1.0749250378694342e-09,1.1340459415976056e-07
1905,3.251278357652154e-08,1.0321518084666081e-09,5.780050182924157e-08
1906,4.1153477514654924e-08,1.0288369045596824e-09,1.0134043737508591e-07
1907,3.8571323912606204e-08,0.0,6.994267331972281e-08
1908,4.37113645279652e-08,0.0,9.086069630015459e-08
1909,6.051082124258755e-08,0.0,6.931239554530677e-08
1910,4.382203711017496e-08,5.344150677544235e-10,8.390316263984232e-08
1911,4.415910637156628e-08,2.128149656499545e-09,1.0321525589773728e-07
1912,4.844761747335724e-08,2.0837684910901544e-09,8.178791155444287e-08
1913,4.1363318104004065e-08,2.121195885607108e-09,7.318125994082436e-08
1914,2.343860350251248e-08,0.0,8.437897092150592e-08
1915,4.358881877664089e-08,0.0,8.128725736966658e-08
1916,3.84561182897869e-08,1.0987462051303964e-09,4.944358011904626e-08
1917,4.6058983849128765e-08,1.4256351654751143e-08,6.689519072011763e-08
1918,3.560776473676697e-08,0.0,5.743188236095875e-08
1919,4.235610107095056e-08,1.8415696745321952e-09,5.064316432878968e-08
1920,6.057785206792232e-08,0.0,7.34506486743669e-08
1921,3.937828552125211e-08,0.0,7.042655059130709e-08
1922,3.467629627884605e-08,0.0,4.721878799074375e-08
1923,3.927900982247934e-08,3.1847844361720945e-09,5.4141335414925607e-08
1924,3.351822286390416e-08,2.578324886925998e-09,6.187979884053618e-08
1925,4.9491799103407175e-08,0.0,9.348451457391604e-08
1926,3.901148293294909e-08,0.0,6.01891469997895e-08
1927,3.790736458064714e-08,2.2298449753321847e-09,6.466550517281178e-08
1928,2.170947865920425e-08,4.570416489713125e-09,6.398583163313987e-08
1929,1.3368487650211591e-08,0.0,7.352668074389612e-08
1930,4.3064774857271004e-08,0.0,4.621585714126297e-08
1931,3.307553431142196e-08,0.0,7.299427995377528e-08
1932,2.082311922890767e-08,0.0,6.466126700743757e-08
1933,2.7529588830788043e-08,3.4411986593596566e-09,9.520649513206081e-08
1934,4.313368862085554e-08,0.0,4.073737258636356e-08
1935,2.0346082152400413e-08,0.0,6.462873347601317e-08
1936,4.243650053581405e-08,1.2124714565686645e-09,4.607391579369846e-08
1937,5.9178255185088346e-08,2.5182236296217297e-09,5.9178254740999137e-08
1938,1.6854778905894818e-08,0.0,8.038432985912891e-08
1939,3.364691281149135e-08,0.0,5.352917753498332e-08
1940,2.7893612308815818e-08,2.5357829169792012e-09,6.339457225834622e-08
1941,3.836953510472085e-08,0.0,7.969057280732272e-08
1942,3.9444752131245764e-08,0.0,9.406056555860687e-08
1943,3.774205836748479e-08,8.709705845433291e-09,6.967764409893107e-08
1944,5.7837350908584995e-08,0.0,5.46241629706401e-08
1945,3.0499055725385915e-08,0.0,1.0674669814747517e-07
1946,3.341064935824534e-08,1.3921104269343232e-09,5.4292307538617024e-08
1947,6.556479181796249e-08,2.3841741914054637e-09,5.245183154478639e-08
1948,3.370285384107774e-08,1.0871887834440486e-09,5.327224994466917e-08
1949,2.5524220959027843e-08,0.0,5.988375217924613e-08
1950,4.785912821603233e-08,0.0,6.48757056964655e-08
1951,5.437314876122201e-08,1.0661401761424827e-09,7.03652491829132e-08
1952,4.428817490520487e-08,0.0,5.166953798152463e-08
1953,2.8011951869189033e-08,0.0,3.770839596128894e-08
1954,4.202190595492539e-08,6.840775279570721e-09,4.9839935734041774e-08
1955,4.5050916774869165e-08,2.815682353940474e-09,5.349796383669059e-08
1956,2.8779767902165077e-08,3.488456634670456e-09,4.8838393329475593e-08
1957,2.9155624137189307e-08,8.835037701437898e-10,6.272876762469792e-08
1958,2.150783356968944e-08,2.4816730892496253e-09,6.617794889862694e-08
1959,3.797866554577922e-08,1.5501495642666896e-09,4.340418691128889e-08
1960,3.183583308086213e-08,1.3841666701708277e-09,4.775375161969464e-08
1961,3.6825242577531725e-08,1.3896318540318475e-09,4.099414052660677e-08
1962,2.853880404218856e-08,6.341956404476434e-10,2.536782484074962e-08
1963,2.3924396463925746e-08,1.2932106496776896e-09,4.138273901332923e-08
1964,3.04198408684897e-08,1.825190498738749e-09,3.10282390891814e-08
1965,2.845462471201543e-08,5.472043373977442e-10,6.073968084052694e-08
1966,3.4896172285137084e-08,2.215629901769489e-09,6.037591315788404e-08
1967,2.7116844991681432e-08,1.9721342336964653e-09,4.930335562036703e-08
1968,2.6499354238707085e-08,2.6948494546985557e-09,3.548218630022859e-08
1969,1.9983733778872192e-08,0.0,3.8150763770339324e-08
1970,3.0811457163437694e-08,9.197450023812337e-10,2.5292987260172595e-08
1971,3.237190426830239e-08,5.138397485282553e-10,2.98027051925942e-08
1972,3.231992451446786e-08,2.0520586896388693e-09,3.8989114603538155e-08
1973,2.1501494917863795e-08,3.3079223804577396e-09,4.465695147004567e-08
1974,1.800182936051442e-08,5.625571675160757e-10,5.119270163334022e-08
1975,2.3988216302228693e-08,1.1422960355389478e-09,3.712462026683738e-08
1976,2.799628251448638e-08,1.142705374768127e-09,4.399415542977181e-08
1977,2.762087519814216e-08,5.876781838942691e-10,3.4673014237540656e-08
1978,1.544553818177974e-08,0.0,3.326731246033887e-08
1979,2.2237499397448346e-08,1.1703946700691858e-09,4.213420989884753e-08
1980,2.6151693477416416e-08,5.685150683554241e-10,3.354238953257038e-08
1981,3.099519318983113e-08,0.0,4.427884725544118e-08
1982,2.855451075589599e-08,1.2415004579935385e-09,3.6624264398987805e-08
1983,3.34711742766558e-08,1.2630632095778083e-09,3.789189673142346e-08
1984,2.203623239438457e-08,2.3196033982486597e-09,3.189454700347483e-08
1985,2.0452897042666507e-08,0.0,2.707001112156604e-08
1986,1.558566253834215e-08,5.994485463567401e-10,3.356912015028968e-08
1987,3.1165165392810223e-08,0.0,3.11651664475221e-08
1988,2.4585871116755698e-08,1.7989661427186832e-09,3.597932352050748e-08
1989,8.232183490441969e-09,5.488122178931576e-10,2.140367705294466e-08
1990,1.3076762395147767e-08,5.44865097484859e-10,3.4871367127209396e-08
1991,2.4032006884500134e-08,1.7584396161396398e-09,2.8721180378443734e-08
1992,2.589673719910479e-08,1.1019888335184191e-09,3.195767717123488e-08
1993,2.1602909072715448e-08,2.2156829704300662e-09,2.991171976773899e-08
1994,3.006708104713596e-08,1.0549853213248639e-09,1.8462243067673967e-08
1995,2.1147558093570495e-08,0.0,3.633041956163652e-08
1996,2.1886177981045307e-08,3.736664533349199e-09,2.0284750990029465e-08
1997,2.5412941528912825e-08,0.0,2.0138556711124522e-08
1998,2.622471095836687e-08,0.0,2.431745904640792e-08
1999,1.9651864940906094e-08,0.0,3.1077368456422505e-08
2000,1.7672125429690766e-08,1.3254094488601709e-09,2.2531960963689812e-08
2001,2.2782301822843465e-08,1.7524847129024579e-09,2.803975518439472e-08
2002,2.1029863794819192e-08,1.7524885431718928e-09,2.5411084514370685e-08
2003,2.416815325645416e-08,0.0,4.291930544297884e-08
2004,3.2595453669514995e-08,4.404791253964646e-10,2.5547788773394586e-08
2005,1.8915747634906666e-08,0.0,2.0717247917190207e-08
2006,2.841343960113818e-08,8.235779835885637e-10,2.2648395159308166e-08
2007,2.476577309895589e-08,3.994479469415779e-10,2.6363564442632992e-08
2008,3.065356590781221e-08,0.0,3.2356541446176834e-08
2009,2.527141984565162e-08,4.76819250749827e-10,2.3364143508786128e-08
2010,2.5508483103564572e-08,0.0,2.1257068327784623e-08
2011,2.829739281784427e-08,3.82397197240536e-10,2.141424360058153e-08
2012,2.2808492483594733e-08,1.0212758416727752e-09,3.506380452655833e-08
2013,2.593886311297311e-08,2.789125042035323e-10,2.9564726222730542e-08
2014,2.4902618744881977e-08,0.0,4.071036885378021e-08
2015,3.258365821601217e-08,4.433150790905671e-10,3.169702789129758e-08
2016,3.252003932807668e-08,8.285360175719347e-10,3.604131570966729e-08
2017,3.245138557872451e-08,2.515611330355938e-10,2.616235805774636e-08
2018,3.484980037882224e-08,2.5814667070633845e-10,3.6656825574965524e-08
2019,3.418323579751359e-08,5.1019755087367e-10,3.7244419548443375e-08
