year,chers_ADJ yeux_NOUN,chers_ADJ lieux_NOUN
1912,4.3238195857053796e-08,5.730363294986773e-09
1913,4.931780495098792e-08,4.242391771214216e-09
1914,1.808120764223986e-08,5.357394972094198e-09
1915,4.594497204912784e-08,0.0
1916,3.29623865980011e-08,2.197492410260793e-09
1917,5.592876561877347e-08,0.0
1918,7.121553213806919e-08,5.743188147278033e-09
1919,4.9722380490724305e-08,4.603924352863942e-09
1920,6.512119021806484e-08,3.028892692213958e-09
1921,7.118382328030748e-08,3.7863738810983705e-09
1922,5.459672125507353e-08,4.426761179843197e-09
1923,4.352538596208433e-08,7.431163684401554e-09
1924,4.2542360301212057e-08,5.156649773851996e-09
1925,5.609070674594818e-08,4.399271169575059e-09
1926,4.681378307225259e-08,0.0
1927,4.125213159955621e-08,6.689535148041159e-09
1928,5.0274580942755165e-08,5.713020723163709e-09
1929,3.899142186902793e-08,2.2280812750352652e-09
1930,3.7812974529316534e-08,2.100720708497761e-09
1931,2.0529641986399838e-08,7.983749661377715e-09
1932,2.520693342944469e-08,2.1919073223131136e-09
1933,1.7205992852709073e-08,1.1470662197865522e-09
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,3.2314366293917374e-08,3.590485242455088e-09
1936,2.182448666232517e-08,3.6374143697059935e-09
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,1.6854778350783306e-08,1.2965214457594243e-09
1939,3.211750687626136e-08,0.0
1940,1.2678914584896006e-08,2.5357829169792012e-09
1941,2.066051907334554e-08,0.0
1942,3.337632992206352e-08,3.034211770724937e-09
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,5.1410978585408884e-08,9.639558484764166e-09
1945,2.6142048525912287e-08,2.178504043826024e-09
1946,3.6194869323935563e-08,4.1763312808029696e-09
1947,2.0265480182857232e-08,1.1920870957027319e-09
1948,3.4790041070209554e-08,5.435944139264848e-09
1949,2.0615717133409817e-08,9.817008317369869e-10
1950,1.595304199852876e-08,3.190608444114673e-09
1951,2.8785784422780125e-08,0.0
1952,1.1599284199803606e-08,5.272402070488624e-09
1953,1.6160740301529586e-08,6.464296653518886e-09
1954,2.247683372758047e-08,2.9317608341017376e-09
1955,4.6928039232341234e-09,4.6928039232341234e-09
1956,1.2209598665435806e-08,8.72114158667614e-10
1957,1.4136060322300636e-08,2.6505113659425206e-09
1958,1.1581140491045971e-08,2.4816730892496253e-09
1959,1.7051645984089703e-08,3.8753737996444215e-09
1960,3.598833281381886e-08,6.920833350854139e-10
1961,1.528595028332802e-08,3.47407969059077e-09
1962,1.77574772664002e-08,1.9025869768540815e-09
1963,1.3578711488548834e-08,1.2932106496776896e-09
1964,1.1559539991878864e-08,1.2167936658258327e-09
1965,2.188817305182056e-08,2.188817349590977e-09
1966,1.329377963266154e-08,5.539074754423723e-10
1967,9.860671390526932e-09,1.4791006197611978e-09
1968,3.2338194566605694e-08,4.042274071025531e-09
1969,1.8621206132607426e-08,2.7250546263957176e-09
1970,1.4715920482188949e-08,4.5987250119061684e-10
1971,2.5691987426412766e-08,1.541519245584766e-09
1972,6.6691908662264154e-09,5.130146862875051e-10
1973,4.410563025913916e-09,2.205281512956958e-09
1974,4.500457340128605e-09,2.2502286700643026e-09
1975,6.8537762132336866e-09,2.2845920710778955e-09
1976,7.998937512354587e-09,5.713526873840635e-10
1977,8.22749424145286e-09,2.3507127355770763e-09
1978,1.128712323605896e-08,2.970295565063452e-09
1979,9.363157360553487e-09,0.0
1980,1.762396639737318e-08,5.685150683554241e-10
1981,6.958104314946922e-09,6.325549528618524e-10
1982,1.4277255488970297e-08,1.8622506869903077e-09
1983,8.209910973278056e-09,3.157658134966823e-09
1984,5.799008384599347e-09,1.1598016991243298e-09
1985,4.812446441349039e-09,0.0
1986,1.7983456501724504e-08,1.1988970927134801e-09
1987,1.0999470334560613e-08,6.110816852533674e-10
1988,4.7972429917386705e-09,0.0
1989,1.0427432250992297e-08,0.0
1990,8.172976628806339e-09,0.0
1991,8.7921980806982e-09,0.0
1992,4.958949695321735e-09,5.509944167592096e-10
1993,8.308810806045841e-09,2.7696036575264316e-09
1994,1.0549853435293244e-08,0.0
1995,7.0491861237087505e-09,4.337960657352369e-09
1996,8.007138507792888e-09,0.0
1997,2.876936688878118e-09,9.58978896292706e-10
1998,4.29131630230728e-09,0.0
1999,5.0272213059088244e-09,3.1991407301035224e-09
2000,4.418031274155965e-09,0.0
2001,4.8193329327261836e-09,0.0
2002,6.571832411594869e-09,1.3143663935011318e-09
2003,7.91715315529018e-09,1.2500769308587678e-09
2004,8.809582507929292e-09,4.404791253964646e-10
2005,1.1259373877692269e-08,4.5037495954858286e-10
2006,7.412201963319376e-09,8.235779835885637e-10
2007,1.1983438685803094e-09,1.5977917877663117e-09
2008,6.811903485726134e-09,4.257439678578834e-10
2009,1.1443662240040453e-08,0.0
2010,1.1337102812092326e-08,4.723793023408973e-10
2011,8.412738394802943e-09,1.1471915639660324e-09
2012,9.19148274158843e-09,6.808505426114664e-10
2013,1.7850400491070673e-08,5.578250084070646e-10
2014,1.4291938077448663e-08,1.9489005964601347e-09
2015,2.8372165505885505e-08,8.866301581811342e-10
2016,2.4856081193291857e-08,6.214020409345267e-10
2017,1.106868996458843e-08,5.031222660711876e-10
2018,1.2649186809099433e-08,0.0
2019,1.734671584152636e-08,5.1019755087367e-10
