year,actions_NOUN égales_ADJ,actions_NOUN légales_ADJ
1800,2.5153315874604232e-08,0.0
1801,0.0,0.0
1802,4.923248297927785e-08,2.2378401354217203e-09
1803,5.851017448321727e-09,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,4.8988376022407465e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,1.2535384286138651e-08,0.0
1812,0.0,1.3336041604361526e-08
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,0.0
1815,5.394447111228828e-09,5.394447111228828e-09
1816,3.244645441213834e-08,2.5493642752394408e-08
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,2.070210003424222e-09,0.0
1820,7.119888678630559e-09,0.0
1821,5.9168929311681495e-08,0.0
1822,2.90742860897808e-08,0.0
1823,3.261286707356703e-08,9.882686669016039e-09
1824,3.536867154707579e-08,0.0
1825,1.8491430608946757e-08,0.0
1826,2.8185549894033102e-08,0.0
1827,4.147772969531616e-08,4.608636583469661e-09
1828,0.0,0.0
1829,2.743416338546467e-08,2.3147574523818548e-08
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,2.3386808933878456e-08,0.0
1832,3.5177919244233635e-08,8.117981842303834e-09
1833,5.791814139399776e-09,1.0425265983826648e-08
1834,2.0535967593104942e-08,9.334530925997342e-10
1835,5.672315950278062e-08,0.0
1836,2.083432448785061e-08,0.0
1837,2.7831564608504777e-08,1.461157062010443e-08
1838,6.312161904276081e-09,3.1560809521380406e-09
1839,1.2584655095793096e-08,0.0
1840,2.93005673057678e-08,1.2739377330817092e-09
1841,2.0545755319290038e-08,8.346713542550788e-09
1842,8.720745015011744e-09,1.341653010911159e-09
1843,4.134837805480629e-09,1.0632439872981791e-08
1844,1.5367971784030487e-08,2.195424508855126e-09
1845,1.5066614622583074e-08,6.138250796539069e-09
1846,1.2879903366069811e-08,2.9272506640865004e-09
1847,6.47186837454683e-09,7.550513103637968e-09
1848,1.609044275596716e-08,8.045221711050488e-10
1849,1.6758829879393033e-09,0.0
1850,1.0862393651223101e-08,0.0
1851,1.2253933867611977e-08,9.029214709244116e-09
1852,1.6927417689771573e-08,3.2552727180501506e-09
1853,2.388772735173461e-08,0.0
1854,3.948704829781491e-08,0.0
1855,4.776243400783642e-09,5.306937111981824e-10
1856,4.814786080942213e-08,5.177189232874468e-10
1857,3.026535466688074e-08,9.763018171682347e-10
1858,3.327699715782728e-08,0.0
1859,6.619825576592575e-09,1.3748868488150379e-08
1860,1.327383358784573e-08,4.57718396518203e-09
1861,1.9807048445841247e-08,3.3011746669586728e-09
1862,1.1294965851504912e-08,2.710791813242963e-09
1863,2.996772607843923e-08,4.994620828036034e-10
1864,2.1096802527154068e-08,3.3563094525845827e-09
1865,3.7654753981541944e-08,1.882737743486018e-09
1866,1.5083399418358567e-08,1.4596838737723772e-09
1867,2.6690463172940326e-08,3.396968040192405e-09
1868,4.742279102742941e-08,3.951899252285784e-09
1869,2.9789466893248573e-08,1.4650557433881772e-09
1870,4.013834242755365e-08,8.601073187008978e-09
1871,1.6993883633631413e-08,2.1242354542039266e-09
1872,4.535504416480762e-08,0.0
1873,4.2500630570430076e-08,0.0
1874,4.421210775262807e-08,1.792382742227261e-09
1875,3.032409523484603e-08,2.2886108008712824e-09
1876,3.869449471949338e-08,1.813804439976252e-09
1877,1.793596560162314e-08,1.8554447978047506e-09
1878,1.268208649207736e-08,0.0
1879,3.665595116331133e-08,2.443730107160036e-09
1880,1.2835692508872398e-08,3.8507077526617195e-09
1881,2.649552932609822e-08,2.091752326904839e-09
1882,2.861815673327328e-08,3.9932310791357395e-09
1883,2.0221884611260066e-08,6.3193389410187706e-09
1884,1.386356363042296e-08,0.0
1885,3.222817923642651e-08,1.2891271383708158e-09
1886,9.034849313138693e-09,6.453463874400711e-10
1887,1.566941953967671e-08,1.3057849246322917e-09
1888,1.8387781963724592e-08,2.53624587998047e-09
1889,1.50363277384713e-08,2.506054641582267e-09
1890,2.4906668727453507e-08,6.554386478008212e-10
1891,1.4023283867459213e-08,6.374220040683554e-10
1892,4.387958441043338e-09,1.2537024751679837e-09
1893,3.1407925149551374e-08,1.2316833108982905e-09
1894,1.0082462864602348e-08,1.3863386882917439e-08
1895,1.1435367319734269e-08,1.6250259582406557e-08
1896,2.5357223876198987e-08,4.127920172347643e-09
1897,6.992056267307589e-09,5.244042200480692e-09
1898,8.487532454637403e-09,2.8291773368493978e-09
1899,2.432134493801641e-08,1.6582735185011188e-09
1900,8.824790675987515e-09,5.191053142894475e-10
1901,1.1736351446245408e-08,5.58873880507349e-09
1902,2.1114219705964388e-08,4.419255628107521e-09
1903,1.6200660812870638e-09,3.7801539676252105e-09
1904,5.912087708281888e-09,2.6873125946735854e-09
1905,1.1353670004154992e-08,5.160759042333041e-10
1906,7.716276506641861e-09,9.773950537805831e-09
1907,6.1714118260169926e-09,9.257118349648152e-09
1908,1.1296195090437777e-08,4.4202499438483756e-09
1909,3.245580160182726e-08,2.2003934230241384e-09
1910,1.336037680488289e-08,2.67207544979442e-09
1911,6.916486494645824e-09,3.1922244847493175e-09
1912,1.510732161591477e-08,3.6465947483854677e-09
1913,3.181793939432964e-09,0.0
1914,4.018046340092951e-09,4.018046340092951e-09
1915,5.890381071793627e-09,1.4136913861761968e-08
1916,0.0,9.888715624128963e-09
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,2.1824114071478107e-08,1.378365155346728e-08
1919,1.1970202606903513e-08,8.287063479883727e-09
1920,1.665890891899835e-08,7.572231730534895e-10
1921,9.087297137000405e-09,7.572747429129834e-10
1922,1.3280283539529592e-08,5.902348387820666e-09
1923,6.369568872344189e-09,6.369568872344189e-09
1924,6.445812328337297e-09,7.734974438733389e-09
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,5.57306911730393e-09,0.0
1927,8.919379901328739e-09,0.0
1928,7.998228745975666e-09,2.2852082448565625e-09
1929,8.912325100141061e-09,4.4561625500705304e-09
1930,8.402882833991043e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,0.0,0.0
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,4.787313656606784e-09
1936,1.091224355320719e-08,9.699771652549316e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,1.3112957830685446e-08
1948,0.0,9.784699273041042e-09
1949,1.9634016634739737e-09,1.3743811200228606e-08
1950,5.317680518146517e-09,5.317680518146517e-09
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,0.0,5.272402070488624e-09
1953,7.54167928107563e-09,1.0773827385790469e-09
1954,1.3681550115052232e-08,2.9317608341017376e-09
1955,9.385607846468247e-10,6.569925492527773e-09
1956,0.0,0.0
1957,0.0,3.534015080575159e-09
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,7.750747821333448e-10,3.875373910666724e-09
1960,4.844583401109048e-09,3.4604166754270693e-09
1961,0.0,1.111705483225478e-08
1962,1.9025869768540815e-09,5.0735651235811474e-09
1963,0.0,4.526237051827309e-09
1964,6.083968329129164e-10,6.083968329129164e-10
1965,4.377634699181954e-09,4.924839203113152e-09
1966,5.539074754423723e-10,3.3234448526542337e-09
1967,1.4791006197611978e-09,7.395503320850594e-09
1968,5.838840522187638e-09,1.3025106326836067e-08
1969,1.3625273131978588e-09,3.6334062425424918e-09
1970,3.219107425067591e-09,5.978342709767048e-09
1971,5.138397485282553e-10,8.735275613958038e-09
1972,5.130146862875051e-10,8.208234980600082e-09
1973,0.0,7.718485406371656e-09
1974,5.625571675160757e-10,2.418995848074701e-08
1975,3.4268881066168433e-09,7.4249242310031605e-09
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,5.876781838942691e-10,1.5867311742301382e-08
1978,1.7821774056514528e-09,1.4257419245211622e-08
1979,2.3407893401383717e-09,9.948355028654987e-09
1980,2.8425752862659692e-09,9.664756106531058e-09
1981,1.2651099057237047e-09,8.855769451088236e-09
1982,3.1037510339615437e-09,6.828252629986764e-09
1983,0.0,1.0736036948344463e-08
1984,0.0,8.69851302098823e-09
1985,2.4062232206745193e-09,1.142956040922627e-08
1986,0.0,1.3187867908825979e-08
1987,1.8332451112712533e-09,1.3443797186596385e-08
1988,1.798966087207532e-09,1.1993107784658008e-08
1989,1.0976244357863152e-09,9.878619700032232e-09
1990,1.6345953479657283e-09,1.3621627381610324e-08
1991,8.20605094986604e-09,1.6998249918742658e-08
1992,1.1019888335184191e-09,8.264916362410446e-09
1993,2.2156829704300662e-09,1.717154241021035e-08
1994,0.0,2.2154692302933654e-08
1995,1.626735190995987e-09,1.138714633697191e-08
1996,0.0,1.1209993822092201e-08
1997,0.0,2.4453962410575514e-08
1998,1.43043876743576e-09,1.0966696883940585e-08
1999,3.1991407301035224e-09,1.690974471557638e-08
2000,4.4180314962005696e-10,1.4137700787841823e-08
2001,3.5049694258049158e-09,1.533424121014093e-08
2002,8.76244299341522e-10,2.5411084514370685e-08
2003,2.083461403401543e-09,2.333476767368836e-08
2004,8.809582507929292e-10,2.59882689812585e-08
2005,9.007499190971657e-10,2.0717248805368627e-08
2006,8.235779835885637e-10,2.2648395159308166e-08
2007,1.1983438685803094e-09,1.997239706952314e-08
2008,1.2772318758180745e-09,1.9584223215352026e-08
2009,4.76819250749827e-10,2.4317781122107363e-08
2010,0.0,6.613310343794865e-09
2011,3.82397197240536e-10,1.1089518636708817e-08
2012,1.0212758416727752e-09,1.1234034147378225e-08
2013,2.2313000336282585e-09,1.4782362889320666e-08
2014,2.1654451842767486e-10,7.57905826986871e-09
2015,1.5516027351836215e-09,9.752931795503628e-09
2016,1.86420612280358e-09,1.0770968117412849e-08
2017,1.0062445321423752e-09,9.810884549210641e-09
2018,2.5814667070633845e-10,8.002546736385341e-09
2019,2.55098775436835e-10,1.020395146156261e-08
