year,hommes_NOUN égaux_ADJ,hommes_NOUN egaux_ADJ,hommes_NOUN légaux_ADJ
1800,1.3834323908668011e-07,0.0,3.144164484325529e-09
1801,8.096020565062645e-08,0.0,0.0
1802,1.096541666356643e-07,0.0,2.2378401354217203e-09
1803,1.6382848855300836e-07,0.0,0.0
1804,1.8538882784469024e-07,0.0,0.0
1805,1.4782963830839435e-07,8.528632911009026e-09,5.685755422035754e-09
1806,8.645007198992971e-08,0.0,0.0
1807,1.3095993267597805e-07,0.0,0.0
1808,9.744118045773575e-08,6.798221985349073e-09,0.0
1809,3.840352036377226e-08,0.0,0.0
1810,2.3401266702194334e-08,0.0,0.0
1811,9.526891631139733e-08,0.0,0.0
1812,8.001624962616916e-08,0.0,0.0
1813,7.189353823378042e-08,0.0,0.0
1814,1.2901375612273114e-07,0.0,0.0
1815,1.8880564311984926e-07,0.0,0.0
1816,7.648093003354006e-08,0.0,6.952811659743929e-09
1817,8.718490818182545e-08,1.556873407970727e-09,0.0
1818,1.3709353652302525e-07,1.1921177378582115e-09,0.0
1819,1.9356463099029497e-07,1.035105001712111e-09,8.280840013696888e-09
1820,1.091716228529549e-07,1.1866481131050932e-09,0.0
1821,1.518669137112738e-07,0.0,0.0
1822,1.7645083971729036e-07,0.0,0.0
1823,1.1167436042569534e-07,0.0,3.9530747564242574e-09
1824,1.3726413783388125e-07,8.421112696055388e-10,0.0
1825,1.0830694918695372e-07,0.0,0.0
1826,9.424542923852641e-08,0.0,0.0
1827,7.650336897313537e-08,0.0,0.0
1828,1.2841221064263664e-07,0.0,0.0
1829,1.0116347937128012e-07,0.0,8.57317605795771e-10
1830,9.497520636614354e-08,1.0436835840010872e-09,0.0
1831,1.683850285871813e-07,1.5591206103948707e-09,0.0
1832,1.4477066656581883e-07,0.0,0.0
1833,6.602667923516492e-08,0.0,0.0
1834,2.0535968303647678e-07,1.8669061851994684e-09,0.0
1835,1.2176570862720837e-07,0.0,3.781543966852041e-09
1836,1.4785649682380608e-07,0.0,0.0
1837,1.1758835682940116e-07,6.957890930081589e-10,0.0
1838,1.1046283532323287e-07,6.312161904276081e-10,0.0
1839,1.0766871838541192e-07,0.0,1.3982950353153e-09
1840,1.3949617994057917e-07,0.0,8.917564464638872e-09
1841,8.924562422407689e-08,6.420548537278137e-10,0.0
1842,1.0263645577879288e-07,0.0,6.708265054555795e-10
1843,1.222730645622505e-07,0.0,0.0
1844,7.848642269436823e-08,0.0,3.2931368743049916e-09
1845,8.760957825870719e-08,0.0,8.928364714222425e-09
1846,9.777016884982004e-08,5.854501328173001e-10,0.0
1847,1.423811113454576e-07,1.0786447290911383e-09,3.775256551818984e-09
1848,1.6251347290108242e-07,0.0,2.413566457803995e-09
1849,1.3909829021940823e-07,0.0,3.267971848686102e-08
1850,2.0366988451314683e-07,0.0,1.3577992064028876e-09
1851,1.6704046856830246e-07,0.0,0.0
1852,7.747549091163819e-08,0.0,1.3021090872200602e-09
1853,8.83845885368828e-08,0.0,0.0
1854,8.313062949127925e-08,1.0391328908454511e-09,0.0
1855,6.792879503336735e-08,0.0,0.0
1856,9.422484481547144e-08,0.0,0.0
1857,1.1032210522898822e-07,0.0,0.0
1858,1.0863961108498188e-07,0.0,0.0
1859,1.0540799166847137e-07,0.0,1.5276520048956854e-09
1860,9.154367575092692e-08,0.0,4.57718396518203e-09
1861,9.950683477200073e-08,0.0,0.0
1862,7.319138006778303e-08,0.0,4.9697850279528666e-09
1863,1.1787304998733816e-07,0.0,6.99246927027275e-09
1864,9.397666644872515e-08,0.0,4.794727948009836e-10
1865,1.0307989128932604e-07,0.0,0.0
1866,8.222885838904403e-08,0.0,9.731225825149181e-10
1867,8.929173134220036e-08,0.0,4.85281148598915e-10
1868,9.33636172817387e-08,0.0,4.93987406535723e-10
1869,8.790334504737984e-08,0.0,0.0
1870,7.454263339923273e-08,0.0,8.027668307875047e-09
1871,6.266494523288202e-08,1.0621177271019633e-09,6.37270636261178e-09
1872,8.103434367967566e-08,0.0,0.0
1873,7.961386216948085e-08,5.986004469882289e-10,4.190203295451056e-09
1874,6.811054475974743e-08,0.0,5.377148060148329e-09
1875,8.467860368455149e-08,0.0,1.1443054281912168e-09
1876,7.980739269441983e-08,0.0,4.232210137899983e-09
1877,3.5253449937044934e-08,0.0,0.0
1878,6.6429976186555e-08,0.0,0.0
1879,9.530547373515219e-08,6.10932526790009e-10,0.0
1880,8.086486502634216e-08,0.0,0.0
1881,5.996356833293248e-08,0.0,1.3945015142624584e-09
1882,4.991538915533056e-08,0.0,5.324308105514319e-09
1883,5.308244865886991e-08,0.0,0.0
1884,6.337629088193353e-08,0.0,0.0
1885,6.316722789279083e-08,0.0,0.0
1886,7.356948827919041e-08,0.0,0.0
1887,6.985949596582941e-08,0.0,0.0
1888,6.594239465584906e-08,0.0,0.0
1889,6.390439466485986e-08,0.0,0.0
1890,7.013193226157455e-08,0.0,0.0
1891,8.860165934265751e-08,0.0,0.0
1892,7.647584965297938e-08,0.0,0.0
1893,5.9120800699474785e-08,0.0,1.847525021858587e-09
1894,4.0960006941759275e-08,0.0,0.0
1895,5.5973114143625935e-08,0.0,0.0
1896,5.071444775239797e-08,0.0,0.0
1897,6.23458333848248e-08,0.0,2.9133566670225264e-09
1898,6.111023509447477e-08,0.0,0.0
1899,8.014988850391092e-08,0.0,0.0
1900,5.969710770159509e-08,0.0,0.0
1901,7.2653605798223e-08,0.0,0.0
1902,7.021706238674597e-08,0.0,0.0
1903,7.830319503909777e-08,0.0,0.0
1904,8.545654139879844e-08,0.0,0.0
1905,4.489860216949637e-08,5.160759042333041e-10,0.0
1906,7.047533046034005e-08,0.0,0.0
1907,6.325697654574469e-08,0.0,5.142843373384665e-10
1908,4.174680867663483e-08,0.0,4.911389073214423e-10
1909,5.3909637642846064e-08,0.0,1.1001967115120692e-09
1910,5.557916793463846e-08,0.0,5.344150677544235e-10
1911,4.5223181643905264e-08,0.0,0.0
1912,5.990834495150921e-08,0.0,0.0
1913,4.9848104310967756e-08,0.0,0.0
1914,2.6117300322425763e-08,0.0,0.0
1915,2.238344798399794e-08,0.0,0.0
1916,5.383856560570166e-08,0.0,0.0
1917,3.3995917192441993e-08,0.0,0.0
1918,4.479686666059024e-08,0.0,0.0
1919,3.591060959706738e-08,0.0,0.0
1920,4.921950491620919e-08,0.0,0.0
1921,4.240738604721628e-08,0.0,0.0
1922,4.205423209668879e-08,0.0,0.0
1923,4.883336046646036e-08,0.0,0.0
1924,5.285566118118368e-08,0.0,0.0
1925,5.829034321891413e-08,0.0,0.0
1926,4.56991671171636e-08,0.0,0.0
1927,5.4631200896437804e-08,0.0,0.0
1928,5.0274582719112004e-08,0.0,0.0
1929,3.230717737778832e-08,0.0,0.0
1930,2.8359728787563654e-08,0.0,1.0503603542488804e-09
1931,5.930785462737731e-08,0.0,0.0
1932,3.835837958376942e-08,0.0,0.0
1933,4.817677989876756e-08,1.1470662197865522e-09,0.0
1934,3.4746584276490466e-08,0.0,0.0
1935,4.787313656606784e-08,0.0,0.0
1936,3.6374142808881516e-08,0.0,0.0
1937,4.0291578073947676e-08,0.0,1.2591118148108649e-09
1938,3.630260181353151e-08,0.0,0.0
1939,3.6705721129237645e-08,0.0,0.0
1940,3.0429394115571995e-08,0.0,0.0
1941,2.6563522936839945e-08,0.0,0.0
1942,6.675266206457309e-08,0.0,0.0
1943,5.8064703267746154e-08,0.0,1.3645205854118103e-07
1944,2.5705489292704442e-08,0.0,3.2131861615880553e-09
1945,3.267756198965799e-08,0.0,0.0
1946,5.568441707737293e-08,0.0,0.0
1947,4.52993091926146e-08,0.0,0.0
