year,faveurs_NOUN égales_ADJ,faveurs_NOUN légales_ADJ
1996,0.0,2.6690460952494277e-09
1997,0.0,0.0
1998,0.0,4.768129224785866e-10
1999,0.0,4.570201161957499e-10
2000,0.0,1.7672125984802278e-09
2001,0.0,0.0
2002,0.0,1.3143663935011318e-09
2003,4.1669229178253886e-10,2.5001538617175356e-09
2004,8.809582507929292e-10,3.0833537945085254e-09
2005,0.0,4.5037495954858286e-10
2006,4.1178899179428186e-10,0.0
2007,0.0,1.1983438685803094e-09
2008,0.0,4.257439678578834e-10
2009,4.76819250749827e-10,0.0
2010,0.0,0.0
2011,0.0,0.0
2012,3.404252713057332e-10,0.0
2013,0.0,5.578250084070646e-10
2014,0.0,8.661780737106994e-10
2015,2.2165753954528356e-10,1.7732603163622684e-09
2016,1.0356699942093428e-09,1.6570720351438695e-09
2017,0.0,1.0062445321423752e-09
2018,0.0,5.162933414126769e-10
2019,5.1019755087367e-10,0.0
