year,veux_VERB imiter_VERB,veux_VERB limiter_VERB
1896,8.255840455717589e-09,1.7691086373616827e-09
1897,2.0393496669157685e-08,1.7480140668268973e-09
1898,1.1882545614128048e-08,3.3950129374460403e-09
1899,2.1004797901014172e-08,2.7637891975018647e-09
1900,9.34389543516545e-09,1.038210628578895e-09
1901,5.029864968975062e-09,4.470991132876634e-09
1902,9.329538919189417e-09,2.9461704187383475e-09
1903,5.940242076007962e-09,0.0
1904,1.0211787859759625e-08,2.6873125946735854e-09
1905,1.0837593933388234e-08,2.580379465655369e-09
1906,3.0865106026567446e-09,2.0576738091193647e-09
1907,1.7485668024619372e-08,3.599990305858114e-09
1908,8.349361202419914e-09,1.4734167219643268e-09
1909,6.0510818578052294e-09,2.7504918342913243e-09
1910,2.8858414324872683e-08,2.137660271017694e-09
1911,1.4897047151407605e-08,2.128149656499545e-09
1912,2.1879568379290504e-08,1.5628263128064646e-09
1913,1.5378670781274195e-08,1.060597942803554e-09
1914,4.018046340092951e-09,0.0
1915,8.246533234057551e-09,7.068456930880984e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,5.483212106582869e-09,4.386569774084137e-09
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,1.1049418269237776e-08,9.207848372660976e-10
1920,1.1358347151713133e-08,2.2716695191604686e-09
1921,1.1359120755116692e-08,6.815472630705699e-09
1922,7.377935595798135e-09,7.377935595798135e-09
1923,1.2739137744688378e-08,5.307974060286824e-09
1924,2.4494086758863887e-08,1.289162443462999e-09
1925,7.698724324711748e-09,4.399271169575059e-09
1926,7.802296586589819e-09,3.343841648018042e-09
1927,5.574612327308159e-09,0.0
1928,1.5996457491951332e-08,2.2852082448565625e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,7.352522590764465e-09,4.201441416995522e-09
1931,2.5091784650044247e-08,5.7026783295555106e-09
1932,1.753525857850491e-08,0.0
1933,8.02946331646126e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,0.0
1935,1.196828414151696e-08,0.0
1936,4.849885826274658e-09,4.849885826274658e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,1.5214697057785997e-08,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,6.535512131478072e-09,6.535512131478072e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,8.344609447874518e-09,0.0
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,7.853606653895895e-09,3.9268033269479474e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,8.529121409139861e-09,4.264560704569931e-09
1952,1.2653764258629963e-08,1.0544803918932644e-09
1953,6.464296653518886e-09,4.3095309543161875e-09
1954,4.886268278880834e-09,0.0
1955,2.815682353940474e-09,5.631364707880948e-09
1956,7.849027205963921e-09,1.744228317335228e-09
1957,1.3252556385623393e-08,4.417518795207798e-09
1958,6.617794756635931e-09,0.0
1959,1.007597205671118e-08,7.750747821333448e-10
1960,1.2457499920515147e-08,2.7683333403416555e-09
1961,5.55852741612739e-09,2.08444772553662e-09
1962,1.3952304200870458e-08,6.341956404476434e-10
1963,3.879631726988464e-09,5.1728425987107585e-09
1964,1.0951143103454797e-08,7.909158661334459e-09
1965,8.755269398363907e-09,4.377634699181954e-09
1966,1.1078149952936656e-08,0.0
1967,6.902469706915326e-09,2.9582012395223956e-09
1968,9.88111459321317e-09,2.245707841908029e-09
1969,9.083515273289322e-09,3.6334062425424918e-09
1970,4.1388523719376735e-09,9.197450023812337e-10
1971,9.762954888969944e-09,1.0276794970565106e-09
1972,6.669190977248718e-09,3.5911027485013847e-09
1973,1.1026407342740185e-08,1.102640756478479e-09
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,5.713526873840635e-10
1977,9.990529292736028e-09,5.289103821581875e-09
1978,4.158414057542359e-09,0.0
1979,5.851973128301324e-09,0.0
1980,3.411090521154847e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,3.1037510339615437e-09,3.1037510339615437e-09
1983,7.57837881337764e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,6.617113967877231e-09,6.015558051686298e-10
1986,8.991728250862252e-09,1.1988970927134801e-09
1987,9.777306964053878e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,3.814055737905164e-09,3.814055737905164e-09
1991,4.68917216167597e-09,2.9307325455363298e-09
1992,5.509944056569793e-09,2.2039776670368383e-09
1993,8.308811416668505e-09,0.0
1994,6.329911705904578e-09,0.0
1995,5.964695848348356e-09,1.0844901643380922e-09
1996,4.804283193493575e-09,1.6014276571496566e-09
1997,7.192341833217597e-09,9.58978896292706e-10
1998,2.3840645013706308e-09,4.768129224785866e-10
1999,6.8553016596695215e-09,0.0
2000,6.627047355323157e-09,8.836062992401139e-10
2001,8.324302136486494e-09,8.762423564512289e-10
2002,7.009954394732176e-09,1.3143663935011318e-09
2003,2.5001538617175356e-09,8.333845835650777e-10
2004,8.80958239690699e-09,8.809582507929292e-10
2005,4.503749373441224e-09,4.5037495954858286e-10
2006,5.7650457740976435e-09,2.0589450144825605e-09
2007,4.7933754743212376e-09,3.595031605740928e-09
2008,6.811903485726134e-09,3.405951742863067e-09
2009,6.198650481792356e-09,1.430457752249481e-09
2010,8.502827775203059e-09,4.723792912386671e-09
2011,5.353560705856353e-09,1.911985902935953e-09
2012,8.170206733382201e-09,2.7234021704458655e-09
2013,8.646287241731443e-09,8.367375126105969e-10
2014,9.961047986450922e-09,6.496335691608124e-10
2015,7.75801378694041e-09,8.866301581811342e-10
2016,1.0770968117412849e-08,3.935546111222266e-09
2017,6.289028409156572e-09,2.7671724911471074e-09
2018,1.858655984676716e-08,2.8396134332808742e-09
2019,1.224474122096808e-08,3.826481798085979e-09
