year,vraies_ADJ oies_NOUN,vraies_ADJ lois_NOUN
1934,0.0,1.677421224144382e-08
1935,0.0,2.393656828303392e-08
1936,0.0,2.424942913137329e-08
1937,0.0,2.895957251780601e-08
1938,0.0,1.8151300906765755e-08
1939,0.0,1.5294050470515685e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,2.066051862925633e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,2.322588166236983e-08
1944,3.2131861615880553e-09,3.213186161588055e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,1.6689218895749036e-08
1948,1.0871887834440486e-09,1.6307831529616124e-08
1949,0.0,2.1597418964347526e-08
1950,0.0,2.3397795700930146e-08
1951,0.0,3.1984203729962246e-08
1952,0.0,2.003512733494972e-08
1953,0.0,2.1547654327491728e-08
1954,0.0,2.052232517257835e-08
1955,0.0,3.9419553843345057e-08
1956,1.744228317335228e-09,2.0930739808022736e-08
1957,0.0,2.3854601849393475e-08
1958,1.6544486891589827e-09,2.6471179026543723e-08
1959,0.0,1.7826719656000023e-08
1960,1.3841666701708277e-09,1.2457499920515147e-08
1961,0.0,2.709782087606527e-08
1962,0.0,3.614915300431676e-08
1963,0.0,1.8751554975438012e-08
1964,1.2167936658258327e-09,1.2776333768727e-08
1965,0.0,2.954903344232207e-08
1966,0.0,1.8832853498906843e-08
1967,0.0,1.1832804958089582e-08
1968,4.4914158503495116e-10,2.515192853991266e-08
1969,0.0,2.1346261647181564e-08
1970,0.0,2.851209579546321e-08
1971,5.138397485282553e-10,1.284599360218408e-08
1972,0.0,1.3851396474251487e-08
1973,5.513203782392395e-10,1.598829157956061e-08
1974,5.625571675160757e-10,1.0688586016271984e-08
1975,0.0,1.7134439644905797e-08
1976,0.0,8.570290255249802e-09
1977,0.0,9.990529292736028e-09
1978,0.0,1.0693064211864112e-08
1979,5.851973350345929e-10,1.6970723493159312e-08
1980,5.685150683554241e-10,2.21720881654619e-08
1981,0.0,1.5813874654213578e-08
1982,6.207502289967692e-10,1.4277254933858785e-08
1983,0.0,1.515675762675528e-08
1984,0.0,1.8556827185989277e-08
1985,6.015558051686298e-10,1.2031115659283387e-08
1986,1.1988970927134801e-09,1.3187867686781374e-08
1987,1.2221633705067347e-09,1.2221633483022742e-08
1988,0.0,1.3192418713003917e-08
1989,5.488122178931576e-10,1.8110803523541108e-08
1990,1.089730194969718e-09,1.0352437129768077e-08
1991,0.0,1.1722930182145319e-08
1992,0.0,1.5427843891302473e-08
1993,0.0,1.4401939196773128e-08
1994,0.0,1.318731612798274e-08
1995,0.0,9.760411145975922e-09
1996,0.0,1.6548085568501847e-08
1997,0.0,1.1987236092636522e-08
1998,9.536258449571733e-10,1.4781200263769279e-08
1999,0.0,2.0108885223635298e-08
2000,0.0,7.95245647111642e-09
2001,2.6287270138425356e-09,1.270551397425379e-08
2002,0.0,2.4972962364699924e-08
2003,8.333845835650777e-10,2.0001230893740285e-08
2004,0.0,1.5857247959161214e-08
2005,1.8014998381943315e-09,2.296912349208924e-08
2006,0.0,2.800165077587735e-08
2007,7.988958938831558e-10,1.5179022483380322e-08
2008,4.257439678578834e-10,2.3841662866175284e-08
2009,0.0,1.907277002999308e-08
2010,0.0,1.5588517143783065e-08
2011,7.64794394481072e-10,1.7972668686638826e-08
2012,0.0,1.838296448397614e-08
2013,5.578250084070646e-10,1.1435412616833673e-08
2014,4.330890368553497e-10,1.9922095972901843e-08
2015,4.433150790905671e-10,2.770719298439417e-08
2016,1.0356699942093428e-09,2.651315256230191e-08
2017,1.0062445321423752e-09,1.2326495379966218e-08
2018,0.0,1.1100306451794495e-08
2019,0.0,2.244869179435227e-08
