year,bons_ADJ yeux_NOUN,bons_ADJ lieux_NOUN
1876,2.5453721264057094e-07,2.7207066821688386e-08
1877,2.554328943915607e-07,3.030559980743419e-08
1878,2.6149254495067e-07,2.1740719446938783e-08
1879,2.1565918473243073e-07,3.421222061206208e-08
1880,2.27833538701816e-07,2.3104245627791897e-08
1881,2.551937825501227e-07,9.064259565150223e-09
1882,3.4208679267067055e-07,9.983077475794744e-09
1883,3.1533500077784993e-07,3.4756364897248204e-08
1884,2.442627931031893e-07,1.2543224237049344e-08
1885,2.803851657517953e-07,1.353583467533781e-08
1886,2.9298726644810813e-07,2.3877817056927597e-08
1887,2.8009085895064345e-07,1.7628096316002484e-08
1888,2.567948911291751e-07,2.3460273723685532e-08
1889,2.6564180188870523e-07,2.5060547415023393e-08
1890,2.529993139432918e-07,3.080561583601593e-08
1891,2.5815592152866884e-07,2.6134301833735663e-08
1892,2.4572568690928165e-07,2.3193495124473884e-08
1893,2.6419607479510887e-07,2.0322774574310642e-08
1894,3.150769600779313e-07,8.192000855444803e-09
1895,2.6722648271970684e-07,2.1065151400989635e-08
1896,2.5298254513472784e-07,1.592197840238896e-08
1897,2.6278479481334216e-07,1.5732126712464378e-08
1898,2.534943064347317e-07,4.52668391659472e-09
1899,3.001475192832004e-07,2.5426860617017155e-08
1900,2.7616403031061054e-07,1.142031713641245e-08
1901,2.4590451630501775e-07,5.58873880507349e-09
1902,2.2047174752515275e-07,8.347482705062248e-09
1903,2.1708885356019891e-07,1.0260418292773466e-08
1904,2.079979992686276e-07,1.289910045443321e-08
1905,2.864221357867791e-07,9.28936660926638e-09
1906,3.143096876101481e-07,6.6874399351490865e-09
1907,2.9159920700294606e-07,5.65712765521198e-09
1908,2.956656146579917e-07,2.4556945366072114e-09
1909,2.563458281201747e-07,6.60118004702781e-09
1910,3.0568543252229574e-07,8.550641084070776e-09
1911,3.3784374409151496e-07,4.25629931299909e-09
1912,3.0266735961959057e-07,6.251305251225858e-09
1913,3.0227042202568555e-07,5.302989602995467e-09
1914,2.337163493848493e-07,8.705766774141921e-09
1915,3.180805663305364e-07,1.1780761921542648e-09
1916,3.6917873558195424e-07,7.69122365795738e-09
1917,3.399591435027105e-07,2.1932848870420685e-09
1918,3.388481104593666e-07,1.2635013924011673e-08
1919,3.1214605655804917e-07,1.5653341733923298e-08
1920,2.9607426199618203e-07,1.0601124422748853e-08
1921,3.521327585076506e-07,4.543648568500203e-09
1922,3.5487869354255963e-07,1.1804696775641332e-08
1923,3.5988063018521643e-07,2.1231896241147297e-09
1924,3.7256793916640163e-07,1.289162443462999e-09
1925,2.881522505049361e-07,1.7597084678300234e-08
1926,3.6670795111604093e-07,8.916910765321973e-09
1927,3.08833534745645e-07,5.574612327308159e-09
1928,3.0850310395180713e-07,6.8556245125250825e-09
1929,2.9633480380653054e-07,6.684243825105796e-09
1930,2.2792819720507396e-07,2.10072066408884e-08
1931,2.121396391885355e-07,1.3686427990933225e-08
1932,2.1480691714259592e-07,3.287861094491973e-09
1933,2.385897630574618e-07,9.176529758292418e-09
1934,2.1207397082889656e-07,4.7926320689839486e-09
1935,2.609085925087129e-07,2.0346082152400413e-08
1936,1.9035802267808322e-07,8.487299751891442e-09
1937,1.825712132585977e-07,3.777335333410292e-09
1938,2.411529749224428e-07,1.0372171566075394e-08
1939,2.4623420813441044e-07,6.117620188206274e-09
1940,1.4453962648985907e-07,5.0715658339584024e-09
1941,2.3612020072505402e-07,1.1806010391524069e-08
1942,2.3666851234338537e-07,2.1239483061208375e-08
1943,2.2645234309948137e-07,2.0322646676618206e-08
1944,2.4098895323731995e-07,0.0
1945,3.659886829154857e-07,2.178504043826024e-09
1946,3.2157751661543443e-07,4.1763312808029696e-09
1947,2.861009136267967e-07,3.5762614203349585e-08
1948,2.337455953238532e-07,5.435944139264848e-09
1949,1.6492573706727853e-07,2.945102384188658e-09
1950,2.3185087627553003e-07,1.0635361480382244e-09
1951,2.30286275382241e-07,1.1727541604500402e-08
1952,1.8242511146127072e-07,1.2653764258629963e-08
1953,2.2086345552452258e-07,6.464296653518886e-09
1954,2.716764981869346e-07,3.9090144454689835e-09
1955,1.7175662492263655e-07,1.8771215692936494e-09
1956,2.625063757477619e-07,3.488456634670456e-09
1957,1.9613783308614074e-07,3.534015080575159e-09
1958,1.9770661197071604e-07,0.0
1959,1.759419774316484e-07,3.100299128533379e-09
1960,2.0624082708309288e-07,7.612916519406099e-09
1961,1.7578842914645065e-07,6.25334317660986e-09
1962,2.3021301842618414e-07,1.2683912808952869e-09
1963,2.295448950917489e-07,3.2330267352165265e-09
1964,2.04421340299632e-07,9.734349326606662e-09
1965,2.3146743899360445e-07,1.4227312661319047e-08
1966,1.8001992430072278e-07,2.215629901769489e-09
1967,2.174277966560112e-07,9.367637332502454e-09
1968,2.2052851988973998e-07,1.3025106326836067e-08
1969,1.671366902655791e-07,1.2262746373892242e-08
1970,1.6371461697417544e-07,3.219107425067591e-09
1971,1.8857919314996252e-07,6.679916619845017e-09
1972,1.3748793037393625e-07,1.128632298730281e-08
1973,1.2790633263648488e-07,8.269805285010534e-09
1974,1.1532421950732896e-07,2.2502286700643026e-09
1975,1.2736600751850347e-07,6.282628195464213e-09
1976,1.0055807564413044e-07,4.570821499072508e-09
1977,1.0225600277635749e-07,1.1753563455840776e-08
1978,1.4435636330745183e-07,1.6633656230169436e-08
1979,1.3927696329574246e-07,4.681578680276743e-09
1980,1.3018994593494426e-07,1.2507331170752423e-08
1981,1.1892033313642969e-07,5.060439622894819e-09
1982,1.2911604585497116e-07,4.345251713999687e-09
1983,1.25674787909702e-07,1.0736036948344463e-08
1984,1.281580921386194e-07,9.858314165001048e-09
1985,1.2331894083672523e-07,4.210890747202711e-09
1986,1.4806379056153673e-07,4.196139880008332e-09
1987,1.0510604653291011e-07,9.166225112267057e-09
1988,1.1273521494103989e-07,1.4391728697660255e-08
1989,1.1086007134508691e-07,5.488121956886971e-09
1990,9.589625449279993e-08,2.724325431913144e-09
1991,1.307106742842734e-07,9.37834432335194e-09
1992,1.1681081701908624e-07,1.1019888113139586e-08
1993,1.0469101852095264e-07,6.093128224193833e-09
1994,9.600366723816478e-08,8.967375286772494e-09
1995,8.621697134003625e-08,8.133675954979935e-09
1996,9.661946620553863e-08,8.007138063703678e-09
1997,8.966452469394426e-08,6.7128524960935465e-09
1998,9.631621367134358e-08,4.291316191284977e-09
1999,9.825932778539936e-08,5.941261704833778e-09
2000,8.703521814368287e-08,2.2090156370779823e-09
2001,9.419605362381844e-08,4.8193329327261836e-09
2002,1.1172114966484514e-07,3.066854992184176e-09
2003,1.1167353619612186e-07,6.667076668520622e-09
2004,9.602445061318576e-08,1.7619165015858584e-09
2005,1.225019872208577e-07,8.557123898356167e-09
2006,1.2230132995227905e-07,3.706100981659688e-09
2007,9.70658504684252e-08,6.391167151065247e-09
2008,1.1622810092148939e-07,7.663391698997657e-09
2009,1.087147865064253e-07,9.059565542202108e-09
2010,1.5494040894736827e-07,9.919965293647692e-09
2011,1.7169634247693466e-07,7.647943611743813e-09
2012,2.1174452058403403e-07,1.4978711604385353e-08
2013,2.666403418061236e-07,1.1714325509615264e-08
2014,3.111744604211708e-07,8.445236510112863e-09
2015,3.4290420103388897e-07,9.531274436369586e-09
2016,3.237504415665171e-07,7.871092222444531e-09
2017,1.8841929261270707e-07,8.301517695485927e-09
2018,2.5375817358508357e-07,6.9699601645822895e-09
2019,2.9157789072087326e-07,6.632568272380013e-09
