year,degrés_NOUN égaux_ADJ,degrés_NOUN légaux_ADJ
1800,2.3581233676850388e-07,0.0
1801,6.191074675143682e-08,0.0
1802,2.7077865638602816e-07,0.0
1803,3.003522408562276e-07,0.0
1804,1.878606781247072e-07,0.0
1805,3.553597025529598e-07,0.0
1806,2.939302419235901e-07,0.0
1807,2.0213381901612593e-07,0.0
1808,1.246340701754889e-07,0.0
1809,1.784634093837667e-07,0.0
1810,1.4976811257838563e-07,0.0
1811,3.434695088344597e-07,0.0
1812,3.6274030890126596e-07,0.0
1813,2.2718359105056152e-07,0.0
1814,9.125363931161701e-08,0.0
1815,1.1328339155625144e-07,0.0
1816,3.8472225583063846e-07,6.952811659743929e-09
1817,1.0742426326260102e-07,0.0
1818,9.656153565629211e-08,0.0
1819,9.419455437864599e-08,0.0
1820,9.255855104584043e-08,0.0
1821,1.0551792684054817e-07,0.0
1822,4.411270992932259e-08,0.0
1823,9.190898708766326e-08,0.0
1824,1.8779081756292726e-07,0.0
1825,7.04435478837695e-08,0.0
1826,9.600702810530493e-08,0.0
1827,1.2812009231311094e-07,1.2904182611350734e-08
1828,2.1554907903009735e-07,0.0
1829,8.573176302206775e-08,0.0
1830,8.871310797076148e-08,0.0
1831,2.6505050598757407e-08,0.0
1832,5.817886972181441e-08,0.0
1833,3.938433579264711e-08,9.266902800675325e-09
1834,1.278830694673161e-07,9.334531370086552e-09
1835,5.672315950278062e-08,7.563087933704082e-10
1836,6.653542783396915e-08,2.688300027031687e-09
1837,9.671468603755784e-08,0.0
1838,6.94337813911261e-08,0.0
1839,1.5940563002914132e-07,0.0
1840,7.261444778805526e-08,0.0
1841,7.961480008589206e-08,0.0
1842,2.3478927246856074e-08,1.341653010911159e-09
1843,3.839492279666956e-08,5.906911071384968e-10
1844,8.013299179765454e-08,0.0
1845,8.481946167648857e-08,0.0
1846,2.517435504501009e-08,0.0
1847,5.824681537092147e-08,0.0
1848,4.907585093860689e-08,0.0
1849,4.022119171054328e-08,0.0
1850,3.93761752093269e-08,0.0
1851,1.2253933867611977e-08,1.9348316282474798e-09
1852,1.3021090872200602e-08,1.3021090872200602e-09
1853,4.837264810930719e-08,5.971931837933653e-10
1854,1.9223959313308114e-08,0.0
1855,4.404757802944914e-08,0.0
1856,8.179959110066193e-08,0.0
1857,5.4672902649599564e-08,0.0
1858,4.4532452392331834e-08,0.0
1859,8.045633848041689e-08,0.0
1860,8.010071894659632e-08,0.0
1861,4.33868656557479e-08,0.0
1862,3.34330998441601e-08,0.0
1863,6.393114659886123e-08,0.0
1864,8.198984602358905e-08,1.9178911792039344e-09
1865,4.330296832222302e-08,0.0
1866,7.93094869777633e-08,4.865612912574591e-10
1867,3.88224918879132e-08,1.94112459439566e-09
1868,3.655506830568811e-08,0.0
1869,4.8835190114004945e-08,0.0
1870,4.759260363584872e-08,0.0
1871,3.186353225714811e-08,0.0
1872,5.019291648977742e-08,0.0
1873,2.095101514498765e-08,0.0
1874,2.8678122987457755e-08,0.0
1875,5.149374260327022e-08,1.1443054281912168e-09
1876,2.7811667635546655e-08,6.04601479992084e-10
1877,3.401648740464225e-08,0.0
1878,3.01954443671093e-08,6.039088673581716e-10
1879,3.665595116331133e-08,0.0
1880,4.4924924225142604e-08,0.0
1881,3.6257038260600893e-08,3.4862537301449947e-09
1882,2.0631693686823382e-08,0.0
1883,2.7173157945981075e-08,0.0
1884,4.621188054443337e-08,6.601696966868076e-10
1885,3.480643329112354e-08,0.0
1886,1.8069698626277386e-08,6.453463874400711e-10
1887,1.2404957061562527e-08,0.0
1888,3.360525724360741e-08,0.0
1889,2.5060547415023393e-08,0.0
1890,2.8839300725280737e-08,0.0
1891,1.4023283867459213e-08,0.0
1892,2.7581453565517222e-08,0.0
1893,1.7243566574620672e-08,1.847525021858587e-09
1894,5.356308463433379e-08,6.301539290376468e-10
1895,4.393588426410133e-08,0.0
1896,2.1229304536518612e-08,0.0
1897,1.1070755867592652e-08,0.0
1898,1.584339415217073e-08,5.6583548957434e-10
1899,1.2713430308508578e-08,5.527578395003729e-10
1900,1.7130474816440255e-08,0.0
1901,1.7883964531506535e-08,0.0
1902,8.347482705062248e-09,9.820567692386817e-10
1903,1.5660639007819555e-08,2.1600881083827517e-09
1904,8.061937784020756e-09,2.1498500757388683e-09
1905,2.37394921498435e-08,5.160759042333041e-10
1906,1.3374879870298173e-08,0.0
1907,1.491424583832668e-08,0.0
1908,1.7189861978295085e-08,1.4734167219643268e-09
1909,9.901770070541716e-09,5.500983557560346e-10
1910,6.412980813053082e-09,0.0
1911,1.8089272302290738e-08,0.0
1912,1.8753915753677575e-08,0.0
1913,2.3863453435524207e-08,0.0
1914,2.1429579888376793e-08,0.0
1915,1.6493066468115103e-08,0.0
1916,1.0987461607214755e-08,0.0
1917,0.0,0.0
1918,4.594550517822427e-09,0.0
1919,1.8415697411455767e-08,0.0
1920,1.2872794385998532e-08,3.028892692213958e-09
1921,1.1359120755116692e-08,0.0
1922,7.377935595798135e-09,0.0
1923,1.8047112249064412e-08,0.0
1924,1.675911143195208e-08,0.0
1925,1.0998178368026856e-08,0.0
1926,4.458455382660986e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,1.4853853258500749e-08,1.1426041224282812e-09
1929,1.5596569369336066e-08,0.0
1930,2.2057568216382606e-08,0.0
1931,6.843213995466613e-09,0.0
1932,1.2055489939655217e-08,0.0
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,2.3963160344919743e-09,0.0
1935,8.377798899061872e-09,0.0
1936,7.274828739411987e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,2.2040865133021725e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,2.028626333583361e-08,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,1.9606536838523425e-08,0.0
1946,1.8097434661967782e-08,2.7842208538686464e-09
1947,1.4305045148432782e-08,0.0
1948,1.522064252412747e-08,3.2615663503321457e-09
1949,6.8719057111366055e-09,0.0
1950,1.0635361036293034e-08,0.0
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,1.1599284199803606e-08,0.0
1953,8.619061908632375e-09,0.0
1954,1.07497895029951e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.0465369904011368e-08,0.0
1957,7.068030161150318e-09,0.0
1958,7.445019267748876e-09,0.0
1959,1.5501495642666896e-09,0.0
