year,degrés_NOUN égaux_ADJ,degrés_NOUN légaux_ADJ
1960,4.152500121534786e-09,6.920833350854139e-10
1961,6.94815938118154e-09,1.3896318540318475e-09
1962,1.0781326054143392e-08,0.0
1963,1.4225316924409981e-08,0.0
1964,4.867174663303331e-09,6.083968329129164e-10
1965,1.4774516721161035e-08,0.0
1966,1.2185964237687585e-08,0.0
1967,7.395503320850594e-09,9.860671168482327e-10
1968,1.976222918642634e-08,0.0
1969,9.083515273289322e-09,0.0
1970,6.898087434592526e-09,1.3796175313274261e-09
1971,1.1818314327172175e-08,0.0
1972,3.0780880067027283e-09,0.0
1973,9.37244681864513e-09,5.513203782392395e-10
1974,6.750686232237513e-09,0.0
1975,6.282628195464213e-09,0.0
1976,1.085570122683066e-08,0.0
1977,8.815172591880582e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,1.6385525825057812e-08,0.0
1980,2.2740602290127754e-08,0.0
1981,5.060439622894819e-09,0.0
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,2.5261264191556165e-09,0.0
1984,1.0438215625185876e-08,5.799008495621649e-10
1985,5.414002135495366e-09,0.0
1986,4.196139880008332e-09,5.994485463567401e-10
1987,5.49973533381376e-09,0.0
1988,3.597932174415064e-09,0.0
1989,3.2928733073589456e-09,0.0
1990,8.172976073694826e-09,0.0
1991,2.9307325455363298e-09,0.0
1992,7.713921945651236e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,3.164955852952289e-09,0.0
1995,4.880205572987961e-09,0.0
1996,3.736664311304594e-09,0.0
1997,8.151320507465698e-09,0.0
1998,1.1920323395031573e-08,4.768129224785866e-10
1999,1.1425503210205079e-08,0.0
2000,3.5344251969604557e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,0.0
2002,3.504977197366088e-09,0.0
2003,1.6667691227212345e-08,0.0
2004,1.3214374039449694e-09,0.0
2005,1.8014998381943315e-09,0.0
2006,1.317724773741702e-08,0.0
2007,4.7933754743212376e-09,0.0
2008,4.6831836186811415e-09,0.0
2009,4.76819250749827e-09,0.0
2010,9.447586046817946e-10,0.0
2011,2.6767803529281764e-09,0.0
2012,1.7021263287730903e-09,0.0
2013,7.80955033974351e-09,0.0
2014,5.197068553286499e-09,0.0
2015,1.6402658786773827e-08,0.0
2016,5.59261792432153e-09,0.0
2017,5.0312225496895735e-09,0.0
2018,5.937373259712331e-09,0.0
2019,4.591778068885333e-09,0.0
