year,raisons_NOUN égales_ADJ,raisons_NOUN légales_ADJ
1855,1.326734277995456e-08,2.5473298137512757e-08
1856,1.0354378687793542e-08,1.9155599773057475e-08
1857,2.4407544874094356e-09,1.9526036343364694e-09
1858,1.9574704079872163e-09,2.0064071293290908e-08
1859,6.110608019582742e-09,2.5460866748261424e-09
1860,5.034902272882391e-09,8.696649622663699e-09
1861,1.4147891747029462e-09,3.772770984511453e-09
1862,1.3553959066214816e-09,2.710791813242963e-09
1863,7.991393324857654e-09,2.9967726078439227e-09
1864,7.671564716815737e-09,1.3904711160250827e-08
1865,7.530950973944073e-09,8.001635798393636e-09
1866,1.1677471434268227e-08,1.897589108068587e-08
1867,5.338092634588065e-09,8.249779526181555e-09
1868,6.421836395986702e-09,1.1361710683388537e-08
1869,2.441759683335931e-09,4.883519366671862e-09
1870,1.0321287824410774e-08,4.587239033071455e-09
1871,1.805600113868877e-08,1.0621177271019633e-09
1872,1.8142017887967654e-09,7.861540751719076e-09
1873,2.9930022904522957e-09,1.0176207432266438e-08
1874,0.0,1.3741600746186577e-08
1875,0.0,6.293679799540541e-09
1876,2.1161051577678336e-08,8.464420275799966e-09
1877,5.566334504436554e-09,4.329371083855449e-09
1878,4.831270938865373e-09,4.831270938865373e-09
1879,8.55305515301552e-09,9.163987790827832e-09
1880,3.8507077526617195e-09,3.2089231272180996e-09
1881,1.3945015142624584e-09,6.2752567586699115e-09
1882,1.3310770263785798e-09,9.983077475794744e-09
1883,1.0110942305630033e-08,5.687405213450347e-09
1884,6.601696966868076e-09,9.902545450302114e-09
1885,7.090199094506033e-09,1.933690763067375e-09
1886,3.2267319927115068e-09,1.936039106809062e-09
1887,3.9173548849191775e-09,5.876032105334161e-09
1888,6.340614699951175e-10,3.804368819970705e-09
1889,1.8795409673089125e-09,2.5060546970934183e-09
1890,4.5880703680722945e-09,1.1797895993481688e-08
1891,4.461953917456185e-09,4.461953917456185e-09
1892,0.0,3.1342561879199593e-09
1893,1.2316833108982905e-09,1.2316833108982905e-09
1894,6.301539290376468e-10,8.192000855444803e-09
1895,3.0093072478365457e-09,1.6852119699706236e-08
1896,2.358811590497112e-09,2.358811590497112e-09
1897,0.0,7.574727511894253e-09
1898,0.0,1.3014216371232123e-08
1899,1.0281296169978305e-07,5.527578395003729e-09
1900,1.5573159428683425e-09,4.15284251431558e-09
1901,5.029864968975062e-09,2.794369402536745e-09
1902,6.874397495693074e-09,4.910283735171106e-09
1903,3.2401321625741275e-09,5.400220270956879e-09
1904,4.299700151477737e-09,6.987012746151322e-09
1905,1.0321518084666081e-09,4.1286072338664326e-09
1906,3.0865106026567446e-09,7.716276506641861e-09
1907,1.028568674676933e-09,1.6457098794830927e-08
1908,1.4734167219643268e-09,1.5716445034286153e-08
1909,4.400786846048277e-09,1.5952851484257735e-08
1910,3.740905363258662e-09,8.01622590529405e-09
1911,5.852411444351446e-09,7.980561100850991e-09
1912,4.167536982180309e-09,2.0837684910901544e-09
1913,3.181793939432964e-09,2.6514948014977335e-09
1914,8.036092680185902e-09,5.357394972094198e-09
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,4.594550517822427e-09,0.0
1919,4.603924352863942e-09,1.012863304339362e-08
1920,8.329454459499175e-09,7.572231730534895e-10
1921,3.0290989716519334e-09,3.0290989716519334e-09
1922,1.4755870969551665e-09,3.6889677978990676e-09
1923,6.369568872344189e-09,1.2739137744688378e-08
1924,0.0,1.675911143195208e-08
1925,6.598906754362588e-09,6.598906754362588e-09
1926,8.916910765321973e-09,7.802296586589819e-09
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,0.0,3.4278122562625413e-09
1929,4.4561625500705304e-09,0.0
1930,4.201441416995522e-09,1.05036033204442e-08
1931,3.4216069977333063e-09,5.7026783295555106e-09
1932,0.0,3.287861094491973e-09
1933,0.0,9.176529758292418e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,2.393656828303392e-09,1.196828414151696e-09
1936,0.0,8.487299751891442e-09
1937,0.0,1.6368453259474336e-08
1938,3.8895642262559704e-09,9.075650453382877e-09
1939,0.0,4.588215141154706e-09
1940,0.0,2.5357829613881222e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,5.960435700558264e-09,0.0
1948,7.610321262063735e-09,1.0871888278529696e-08
1949,9.817008317369869e-10,6.8719057111366055e-09
1950,1.1698897850465073e-08,5.317680518146517e-09
1951,4.264560704569931e-09,1.1727541604500402e-08
1952,5.272402070488624e-09,3.1634410646574906e-09
1953,2.1547654771580937e-09,1.723812381726475e-08
1954,3.9090144454689835e-09,1.4658803948464083e-08
1955,0.0,9.385607846468247e-09
1956,0.0,3.488456634670456e-09
1957,1.7670075402875796e-09,1.5903067307476704e-08
1958,1.6544486891589827e-09,9.099467845885556e-09
1959,1.5501495642666896e-09,7.750747599288843e-09
1960,2.7683333403416555e-09,1.591791587429725e-08
1961,1.3896318540318475e-09,9.72742331128984e-09
1962,3.805173953708163e-09,6.976152100435229e-09
1963,5.819448034571906e-09,9.69907976156037e-09
1964,2.007709554163739e-08,4.258777774879263e-09
1965,5.47204326295514e-09,8.20806533852192e-09
1966,3.3234448526542337e-09,7.200797291773142e-09
1967,1.3804939413830652e-08,9.860671390526932e-09
1968,1.7965663401398047e-09,7.186265360559219e-09
1969,4.087581828571274e-09,1.725867981861029e-08
1970,1.3796175313274261e-09,1.1496812390987543e-08
1971,2.569198631618974e-09,7.707596338946132e-09
1972,3.0780880067027283e-09,9.234264020108185e-09
1973,1.6539611902288698e-09,8.821126051827832e-09
1974,5.625571675160757e-10,9.563471792262135e-09
1975,3.4268881066168433e-09,1.3707552426467373e-08
1976,1.7140580066410394e-09,1.7140580510499603e-08
1977,0.0,1.5279633558407113e-08
1978,1.1881182704343018e-09,1.4257419245211622e-08
1979,6.437170796402825e-09,1.462993370893173e-08
1980,0.0,1.591842213599648e-08
1981,1.8976649140967083e-09,2.0241758491579276e-08
1982,2.483000915987077e-09,2.669225906970496e-08
1983,3.157658134966823e-09,1.7682884490000106e-08
1984,5.799008495621649e-10,2.145633182237816e-08
1985,0.0,1.3234227935754461e-08
1986,0.0,3.476801424540099e-08
1987,2.4443267410134695e-09,2.8720839040374813e-08
1988,4.797243047249822e-09,1.4991384134077634e-08
1989,0.0,2.908704743731505e-08
1990,1.6345953479657283e-09,1.5256222951620657e-08
1991,1.1722930404189924e-09,2.6376593353916178e-08
1992,1.1019888335184191e-09,2.4243753671271406e-08
1993,2.2156829704300662e-09,1.994114740000441e-08
1994,5.274926606624319e-10,2.7429617688312646e-08
1995,5.422450821690461e-10,4.446409818115171e-08
1996,2.135236876199542e-09,2.2419987644184403e-08
1997,9.58978896292706e-10,1.8700088588730068e-08
1998,0.0,1.859570453177639e-08
1999,0.0,2.4679085441903226e-08
2000,4.4180314962005696e-10,2.6508189421292627e-08
2001,4.3812117822561447e-10,2.2344179839706158e-08
2002,8.76244299341522e-10,2.3220474432150695e-08
2003,3.7502307925763034e-09,2.9585152105937595e-08
2004,2.2023955992267474e-09,3.4357370282123156e-08
2005,4.5037495954858286e-10,4.1884870682906694e-08
2006,8.235779835885637e-10,2.2236605445868918e-08
2007,7.988958938831558e-10,2.8760252845927425e-08
2008,1.2772318758180745e-09,2.5118893631770334e-08
2009,4.76819250749827e-10,3.337734710839868e-08
2010,4.723793023408973e-10,3.8262722767967716e-08
2011,1.1471915639660324e-09,3.594533737327765e-08
2012,1.3617010852229328e-09,3.063827591631707e-08
2013,2.789125042035323e-10,3.235384937738672e-08
2014,2.1654451842767486e-10,2.9666599843380936e-08
2015,2.2165753954528356e-10,2.4825643762937943e-08
2016,4.1426800878596737e-10,2.9620162322885335e-08
2017,1.0062445321423752e-09,3.069045817483129e-08
2018,1.0325866828253538e-09,2.7363547872027993e-08
2019,5.1019755087367e-10,2.5509876877549686e-08
