year,êtes_VERB également_ADV,êtes_VERB légalement_ADV
1914,2.4108278040557707e-08,0.0
1915,1.8849219074468238e-08,0.0
1916,1.8678685265172135e-08,1.0987462051303964e-09
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,2.067547733020092e-08,0.0
1919,1.9336480860943084e-08,9.207848372660976e-10
1920,1.514446346106979e-08,0.0
1921,1.6660044011018726e-08,7.572747762196741e-09
1922,2.6560567079059183e-08,1.4755870969551665e-09
1923,2.653987074552333e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.8696901804560184e-08,0.0
1926,1.89484357093761e-08,2.229227691330493e-09
1927,1.7838759802657478e-08,0.0
1928,2.0566874425753667e-08,1.1426041224282812e-09
1929,2.785101571589621e-08,0.0
1930,1.995684684175103e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,2.995395220750652e-08,0.0
1935,1.795242710045386e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.888667711114067e-08,0.0
1938,1.8151300906765755e-08,1.2965214457594243e-09
1939,3.8235125288110794e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,3.836953510472085e-08,0.0
1942,3.3376331032286544e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,1.5313215584455975e-08,2.7842208538686464e-09
1947,3.099426493236024e-08,2.3841741914054637e-09
1948,2.9354097819123126e-08,3.2615663503321457e-09
1949,2.5524220959027843e-08,2.945102384188658e-09
1950,3.084254984742074e-08,0.0
1951,2.4521224162299404e-08,0.0
1952,2.1089608281954497e-08,0.0
1953,1.723812381726475e-08,0.0
1954,2.052232517257835e-08,0.0
1955,1.6894095011821264e-08,9.385607846468247e-10
1956,3.488456457034772e-08,1.744228317335228e-09
1957,2.738861759610245e-08,0.0
1958,3.887954491688106e-08,8.272243445794913e-10
1959,2.015194411342236e-08,7.750747821333448e-10
1960,2.422291700554524e-08,1.3841666701708277e-09
1961,1.876002997391879e-08,0.0
1962,3.7417542841922113e-08,0.0
1963,2.0691370394843034e-08,1.2932106496776896e-09
1964,3.528701597588224e-08,0.0
1965,2.954903344232207e-08,5.472043373977442e-10
1966,2.1048483844765542e-08,5.539074754423723e-10
1967,2.8102911997507363e-08,1.4791006197611978e-09
1968,2.245707975134792e-08,0.0
1969,2.0892086283197386e-08,1.3625273131978588e-09
1970,3.2650948611490094e-08,1.3796175313274261e-09
1971,2.5178147566862208e-08,3.083038491169532e-09
1972,3.1806909106535386e-08,1.0260293725750103e-09
1973,2.6463379043661917e-08,0.0
1974,4.219178606490459e-08,1.1251143350321513e-09
1975,3.3126585918807905e-08,0.0
1976,3.313845553520878e-08,1.7140580066410394e-09
1977,2.6445517775641747e-08,1.7630346071939584e-09
1978,2.673266052966028e-08,0.0
1979,2.3407892513205297e-08,1.1703946700691858e-09
1980,3.638496437474714e-08,5.685150683554241e-10
1981,3.479052068655619e-08,6.325549528618524e-10
1982,5.710901973543514e-08,6.207502289967692e-10
1983,3.34711742766558e-08,6.315316047889041e-10
1984,4.871167291753409e-08,5.799008495621649e-10
1985,3.849957153079231e-08,1.2031116103372597e-09
1986,4.555808885697843e-08,0.0
1987,4.460896363411848e-08,6.110816852533674e-10
1988,4.3175187869337606e-08,1.798966087207532e-09
1989,5.3234785468703194e-08,0.0
1990,3.923028657482064e-08,5.44865097484859e-10
1991,3.458264430378222e-08,5.861465202094962e-10
1992,3.4161654838271716e-08,1.1019888335184191e-09
1993,2.5480353826878854e-08,0.0
1994,3.481451571474281e-08,5.274926606624319e-10
1995,4.175286960617086e-08,0.0
1996,3.5231408901381656e-08,0.0
1997,3.212579358091716e-08,1.917957792585412e-09
1998,2.9085589048349902e-08,9.536258449571733e-10
1999,3.97607493596297e-08,9.140402323914998e-10
2000,4.683113274950301e-08,8.836062992401139e-10
2001,4.030714961800186e-08,4.3812117822561447e-10
2002,4.468845915539532e-08,8.76244299341522e-10
2003,4.2502612984662846e-08,4.1669229178253886e-10
2004,3.920264290968589e-08,4.404791253964646e-10
2005,4.3686370077011816e-08,1.3511248786457486e-09
2006,4.076710879985512e-08,0.0
2007,5.6322161157140727e-08,1.5977917877663117e-09
2008,6.897052173826523e-08,1.7029758714315335e-09
2009,6.532423668659249e-08,2.860915504498962e-09
2010,8.644541082958312e-08,4.723792912386671e-09
2011,1.0324724541987962e-07,9.55992973672437e-09
2012,1.2902117418889247e-07,3.063827413996023e-09
2013,1.0933370475640913e-07,2.7891249310130206e-09
2014,1.1585131431957052e-07,2.5985342766432495e-09
2015,1.1060711102572895e-07,3.768178213903184e-09
2016,1.1102382302397018e-07,2.4856081637381067e-09
2017,1.142087526773139e-07,4.024978128569501e-09
2018,1.1771488317435796e-07,3.614053500911041e-09
2019,1.1300875968345281e-07,4.846876677788714e-09
