year,éléments_NOUN égaux_ADJ,éléments_NOUN légaux_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,1.7902721083373763e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,4.555128185756985e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,5.0141535368197765e-09,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,1.6183340889597275e-08,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,1.5038423839541792e-08,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,8.805443041381977e-10,0.0
1826,1.76159691278599e-08,0.0
1827,7.373818444733615e-09,9.217273166939322e-09
1828,0.0,0.0
1829,0.0,8.57317605795771e-10
1830,0.0,0.0
1831,0.0,4.677361609140007e-09
1832,0.0,0.0
1833,0.0,1.1583628500844156e-09
1834,0.0,1.8669061851994684e-09
1835,0.0,0.0
1836,5.376600054063374e-09,2.688300027031687e-09
1837,4.174734336004349e-09,3.478945576063097e-09
1838,1.3255539776935166e-08,1.009945904684173e-08
1839,3.2859933440931854e-08,4.194885327990505e-09
1840,2.0383003729307347e-08,1.2102408852854296e-08
1841,6.484754067059839e-08,3.852329122366882e-09
1842,3.890793820460203e-08,4.024959032733477e-09
1843,8.269675610961258e-09,4.7255288571079745e-09
1844,3.2931367854871496e-08,1.0977122322231025e-08
1845,1.4508592549589139e-08,1.6182660544927785e-08
1846,1.5221703009160592e-08,1.4050803187615202e-08
1847,2.1033571329098777e-08,1.4561703842730367e-08
1848,4.666228647920434e-08,1.206783295515379e-08
1849,6.703531951757213e-09,1.9272654583346593e-08
1850,1.6972489191857676e-08,1.5614691761811628e-08
1851,3.0957306051959677e-08,4.063146263888484e-08
1852,2.8646400807019745e-08,8.463708844885787e-09
1853,1.970737528722566e-08,1.2541057081705276e-08
1854,1.8184826089395756e-08,3.16935526711859e-08
1855,1.9104973603134567e-08,1.4859423913549108e-08
1856,3.520488789376941e-08,3.7793480345271746e-08
1857,2.2943092758964667e-08,3.124165814938351e-08
1858,2.202154192332273e-08,2.0064071293290908e-08
1859,3.564521477983362e-08,1.3748867822016564e-08
1860,1.5104706818647173e-08,4.211009141386057e-08
1861,1.5562680033553988e-08,2.7352589526685733e-08
1862,4.472806480748659e-08,1.8523744316212287e-08
1863,3.995696573610985e-08,1.6981710260211003e-08
1864,1.1507347075223606e-08,3.3563097190381086e-08
1865,7.530950973944073e-09,2.871175119878444e-08
1866,2.092213513549268e-08,3.308616669528419e-08
1867,2.523461972714358e-08,2.3778776281346836e-08
1868,1.0027944341572947e-07,1.2349684830326169e-08
1869,3.90681549333749e-08,1.1720445947105418e-08
1870,6.020751186497364e-08,2.9243649279919737e-08
1871,5.523012092112367e-08,1.274541272522356e-08
1872,4.9588180672799353e-08,2.4189358072135292e-08
1873,7.42264560926742e-08,1.1373408881354408e-08
1874,3.4652732239237594e-08,2.9275584623178474e-08
1875,3.2612703648737806e-08,2.803548326824057e-08
1876,1.269663130187837e-08,4.292670396921494e-08
1877,4.143826615177204e-08,3.3398006138440905e-08
1878,2.8383716710322915e-08,2.0532901601200138e-08
1879,3.4823152361695975e-08,3.0546626561545054e-08
1880,2.2462462112571302e-08,1.4119262203848848e-08
1881,3.6257038260600893e-08,1.324776466304911e-08
1882,2.7952617998039386e-08,2.1962771157291172e-08
1883,3.791603475633565e-08,3.2860562271253e-08
1884,5.8755102116947455e-08,1.7164412113856997e-08
1885,4.5119449509911647e-08,2.0626034213933053e-08
1886,2.3232470169887165e-08,2.2587123282846733e-08
1887,3.0685946228459215e-08,3.721487118468758e-08
1888,2.9800888867725916e-08,3.7409627395845746e-08
1889,2.4434033463194282e-08,3.4458253139746375e-08
1890,2.6872983838188702e-08,1.0487018364813139e-08
1891,4.398211927991724e-08,1.8485238229004608e-08
1892,3.322311670217459e-08,2.0686091062316336e-08
1893,2.6481190573690583e-08,2.278614097406262e-08
1894,5.1042469806361623e-08,3.3398158905129094e-08
1895,1.8055843042930064e-08,2.7083764564395096e-08
1896,1.4152869098893461e-08,1.2383760683576384e-08
1897,2.2724183423861177e-08,2.9716238358901137e-08
1898,2.8291774256672397e-08,3.508180057565369e-08
1899,3.814029270188257e-08,4.8089930260175606e-08
1900,2.3359739032002835e-08,3.633737222230593e-08
1901,2.235495522029396e-08,4.750427962108006e-08
1902,2.356936334990678e-08,4.075535642300565e-08
1903,3.67214987306852e-08,3.0241231741001684e-08
1904,5.213386344848914e-08,6.987012746151322e-09
1905,2.580379465655369e-08,3.715746643706552e-08
1906,4.166789580040131e-08,2.572092228092515e-08
1907,2.108565766434367e-08,2.5714216533856415e-08
1908,3.094175227147389e-08,6.532147267535038e-08
1909,2.585462333115629e-08,4.34577707153494e-08
1910,3.580580809625644e-08,2.4583092894658876e-08
1911,3.8838731342139e-08,2.3409645777405785e-08
1912,4.219631222213138e-08,1.6670147928721235e-08
1913,4.560571298384275e-08,2.2802856491921375e-08
1914,2.8126324380650658e-08,2.209925398233281e-08
1915,2.0027295377644805e-08,2.0027295377644805e-08
1916,9.668966782783173e-08,2.0876177231343718e-08
1917,1.7546279096336548e-08,2.3029491202919417e-08
1918,1.8378202071289707e-08,2.756730310693456e-08
1919,1.1970202606903513e-08,2.2098836538475553e-08
1920,2.6502810612782923e-08,1.741613253614105e-08
1921,2.499006690470651e-08,2.877644078580488e-08
1922,3.32007097370024e-08,2.2133805899215986e-08
1923,2.866305948145964e-08,2.9724654737606215e-08
1924,2.0626599095407983e-08,1.933743654092268e-08
1925,2.4195990988573612e-08,1.2097995494286806e-08
1926,6.799144358637932e-08,1.114613823460786e-08
1927,2.4528294062520217e-08,1.8953683067479687e-08
1928,1.82816659588525e-08,1.7139061725401916e-08
1929,1.0026365515614089e-08,5.570202965543558e-09
1930,4.20144132817768e-08,2.6259009189288918e-08
1931,1.1405356659111021e-08,3.4216069977333063e-09
1932,1.9727165678773417e-08,1.4247397928102146e-08
1933,2.7529589274877253e-08,1.261772819560747e-08
1934,1.1981580172459871e-08,9.585264137967897e-09
1935,1.4361940969820353e-08,3.351119559624749e-08
1936,1.2124714565686645e-08,2.5461901032031165e-08
1937,1.888667711114067e-08,1.510934133364117e-08
1938,3.630260181353151e-08,1.9447821131279852e-08
1939,1.3764645423464117e-08,3.058810094103137e-08
1940,2.2822046474857416e-08,3.550096039361961e-08
1941,2.9515025090631752e-08,6.788455664263893e-08
1942,3.6410540360520827e-08,5.158160121254696e-08
1943,2.6129116648121453e-08,5.8064703267746154e-08
1944,4.177142187700156e-08,1.6065930807940276e-08
1945,2.832055301382752e-08,3.0499055725385915e-08
1946,2.3665876369705074e-08,3.3410650246423756e-08
1947,3.695469885656166e-08,2.3841742802233057e-08
1948,3.587722829934137e-08,1.9569398546082084e-08
1949,1.3743811422273211e-08,2.0615717133409817e-08
1950,2.6588404367089424e-08,1.4889506516624351e-08
1951,1.4925962688039363e-08,3.944718685033877e-08
1952,2.741649041126948e-08,3.585233443459401e-08
1953,1.723812381726475e-08,3.878577814475648e-08
1954,2.5408594339637602e-08,2.443134050622575e-08
1955,1.783265446420046e-08,2.815682265122632e-08
1956,1.657016923672927e-08,4.360570926564833e-08
1957,3.799066305987253e-08,1.236905244894615e-08
1958,2.4816730004317833e-08,2.4816730004317833e-08
1959,3.720359131875739e-08,2.40273188012452e-08
1960,1.7302083321624195e-08,1.1073333361366622e-08
1961,3.543561177821175e-08,3.335116360858592e-08
1962,1.5220695814832652e-08,1.2683912586908264e-08
1963,2.2631185814248056e-08,2.198458126656533e-08
1964,2.7377858202726202e-08,1.7035111099517053e-08
1965,2.5718604135249734e-08,1.3132904541635071e-08
1966,2.9357096309468034e-08,1.4401594583546284e-08
1967,3.3526280418527676e-08,2.6130779318123132e-08
1968,2.0660513300185812e-08,2.245707841908029e-09
1969,1.4987801222332564e-08,7.2668124850849836e-09
1970,2.115413444414571e-08,4.1388523719376735e-09
1971,2.569198720436816e-08,1.0790635052160269e-08
1972,1.6416469961200164e-08,9.234264020108185e-09
1973,2.4809416743210022e-08,8.269805285010534e-09
1974,1.9689501584707614e-08,1.1813700240281833e-08
1975,1.0851811893530794e-08,6.8537762132336866e-09
1976,1.314111219841152e-08,5.142174241967723e-09
1977,1.23412418062685e-08,6.464460078348111e-09
1978,8.910887139279566e-09,1.7821774278559133e-08
1979,1.462993370893173e-08,3.5111840102075575e-09
1980,6.253665585376211e-09,1.4212877097463661e-08
1981,1.0753434587229549e-08,6.958104314946922e-09
1982,8.690503427999374e-09,3.1037510339615437e-09
1983,1.136756910824488e-08,7.57837881337764e-09
1984,4.059305780401701e-09,6.378909400694965e-09
1985,1.142956040922627e-08,4.812446441349039e-09
1986,1.6784559520033326e-08,1.1389522214244607e-08
1987,9.777306964053878e-09,9.166225112267057e-09
1988,7.195864348830128e-09,1.139345240375178e-08
1989,1.3720305780395847e-08,6.036934507847036e-09
1990,7.628111475810329e-09,4.90378582185258e-09
1991,5.8614650910726596e-09,6.4476117778156095e-09
1992,9.366905473484621e-09,5.509944056569793e-09
1993,9.416652346772025e-09,7.200969598386564e-09
1994,8.967375286772494e-09,1.6879765141197822e-08
1995,1.2471637056421514e-08,1.1929391696696712e-08
1996,5.871901187504136e-09,3.736664311304594e-09
1997,1.6782131240233866e-08,1.2946214766884623e-08
1998,1.4781200263769279e-08,1.0013071261028017e-08
1999,5.484241505371301e-09,5.0272213059088244e-09
2000,4.859834756842929e-09,8.83606254831193e-09
2001,5.257454027685071e-09,4.381211837767296e-09
2002,9.63868718173444e-09,2.6287327870022636e-09
2003,8.750538071922165e-09,1.12506919336397e-08
2004,6.166707589017051e-09,8.369103632333008e-09
2005,7.656374201303606e-09,5.404499514582994e-09
2006,4.529678854225949e-09,3.706100981659688e-09
2007,1.3980677948666198e-08,7.190063211481856e-09
2008,2.554463751636149e-09,3.405951742863067e-09
2009,6.675469510497578e-09,4.76819250749827e-09
2010,7.085689368580006e-09,8.030448306328708e-09
2011,1.911985947344874e-08,6.118355155848576e-09
2012,5.446804340891731e-09,6.127654827992046e-09
2013,1.9523875849358774e-09,8.925200134513034e-09
2014,8.445236510112863e-09,8.87832563023494e-09
2015,7.314698624583116e-09,1.10828768384863e-08
2016,4.142679976837371e-09,1.0770968117412849e-08
2017,7.2952728302766445e-09,9.30776167251679e-09
2018,3.0977600484760615e-09,1.0067719991013746e-08
2019,1.020395146156261e-08,1.0714148679369373e-08
