year,trois_DET eaux_NOUN,trois_DET lots_NOUN
1800,9.432493897065797e-09,9.432493897065797e-09
1801,8.096020565062645e-08,7.619784270218588e-08
1802,1.1189200677108602e-08,4.2518962573012686e-08
1803,2.3404069793286908e-08,1.0921899473714802e-07
1804,1.730295728918918e-08,6.179627121127851e-08
1805,2.842877755426798e-08,1.421438877713399e-08
1806,5.76333825108577e-09,9.509508203109363e-08
1807,1.9928686256776018e-08,1.3095993267597805e-07
1808,2.2660739062985158e-08,1.7675377250725433e-07
1809,5.421673421324158e-08,4.969867006821005e-08
1810,9.594519667643908e-08,7.254392642153107e-08
1811,7.019814773912003e-08,8.022645658911642e-08
1812,1.600324850414836e-08,1.1202274663446588e-07
1813,3.738464116054274e-08,1.5241430162404868e-07
1814,4.090680150170556e-08,4.090680150170556e-08
1815,3.506390555685357e-08,5.1247248222807684e-08
1816,2.3176038865813098e-09,5.7940098940889584e-08
1817,2.1796227045456362e-08,5.4490570278176165e-08
1818,2.6226590676969863e-08,8.583247534943439e-08
1819,1.2421260464634543e-08,4.5544620519422097e-08
1820,3.5599443393152796e-09,4.746592452420373e-08
1821,5.9168927535324656e-09,6.311352507282209e-08
1822,2.7069162911175226e-08,3.308453244699194e-08
1823,7.609668595254249e-08,6.522573026135348e-08
1824,5.221090049190025e-08,4.6316120716483056e-08
1825,3.874394849390228e-08,6.163810439829831e-08
1826,2.906634755106552e-08,7.662946188702335e-08
1827,2.949527377893446e-08,1.2996355280847638e-07
1828,4.219258542548232e-08,9.539193257523948e-08
1829,2.8291481157793896e-08,8.916103411138465e-08
1830,5.844628248041772e-08,7.931995327226105e-08
1831,4.053713453799901e-08,1.1849316705614399e-07
1832,3.111892965534935e-08,1.7318360789886356e-07
1833,5.21263281427764e-08,2.0966366887087418e-07
1834,3.733812370398937e-09,7.374279564764663e-08
1835,6.806779140333674e-09,6.958040899007756e-08
1836,1.6129799718100912e-08,6.653542783396915e-08
1837,5.5663127440652715e-09,8.906100390504434e-08
1838,1.2624323364462953e-08,9.341999573919679e-08
1839,1.8876983531868063e-08,1.2374910718371268e-07
1840,5.732719632334238e-09,1.394961856027166e-07
1841,0.0,1.3932591036436293e-07
1842,1.8783142152756227e-08,1.1806546718062805e-07
1843,4.843666989717832e-08,1.4058448383202915e-07
1844,1.8112252364588244e-08,1.410560201975386e-07
1845,1.5066614622583074e-08,1.0435026159827387e-07
1846,1.6978054517835517e-08,1.1416277345688286e-07
1847,2.9662729161827883e-08,1.208082061054938e-07
1848,2.333114323960217e-08,2.1158933449783035e-07
1849,4.189707314417035e-08,1.1396003962715895e-07
1850,2.2403686017469226e-08,1.2831201878782394e-07
1851,1.096404567135778e-08,1.2834382800974709e-07
1852,4.427170807730363e-08,1.0416872697760482e-07
1853,5.971931837933653e-09,9.973125969509056e-08
1854,4.208488119106235e-08,7.014146741202154e-08
1855,5.837630823180007e-08,1.4859423913549108e-07
1856,5.3842768188427925e-08,1.71882684973923e-07
1857,2.0502338549110988e-08,1.1666806853938283e-07
1858,2.6425849952715907e-08,1.375123008795498e-07
1859,4.226503946824778e-08,1.0642642656044643e-07
1860,5.0806741119791e-08,1.0710610087727446e-07
1861,5.234719679947375e-08,9.290448499399417e-08
1862,5.737842562192341e-08,1.246964276280238e-07
1863,4.9946207170137313e-08,1.5083755044997815e-07
1864,3.068625842317374e-08,1.692539006725724e-07
1865,2.729969672543575e-08,1.7603598578830315e-07
1866,1.0217787504984699e-08,1.6786364520626762e-07
1867,4.610170911689693e-08,1.8003930968291115e-07
1868,5.532658775564414e-08,1.4276236015575705e-07
1869,4.2974966696363026e-08,1.201345734003212e-07
1870,3.268407855472333e-08,1.6743423136844626e-07
1871,1.3807530230280918e-08,1.5719342805198266e-07
1872,4.898344840853497e-08,1.4211247512108116e-07
1873,8.021245889722195e-08,1.8496753817487388e-07
1874,3.823749850084823e-08,1.248693330957451e-07
1875,3.833423067867159e-08,1.2530144744005156e-07
1876,7.37613781165436e-08,1.7956664510876408e-07
1877,8.844287080478352e-08,1.7503029559051697e-07
1878,6.03908887342186e-08,1.3950295096876175e-07
1879,5.742765785132775e-08,1.0935692085212168e-07
1880,4.941741771347097e-08,9.049163041119357e-08
1881,4.3229546664580454e-08,1.289913924562569e-07
1882,5.856738738430067e-08,1.2245908620478474e-07
1883,4.170763850952497e-08,1.2701871643372442e-07
1884,4.68720466884065e-08,1.333542813952704e-07
1885,6.896829862768072e-08,1.5018330601357377e-07
1886,4.711028545045792e-08,1.4455759300702198e-07
1887,3.003305382165422e-08,1.7432229348912642e-07
1888,2.346027505595316e-08,1.984612456595869e-07
1889,7.2675589102289e-08,1.622670371403956e-07
1890,5.636772321127026e-08,1.5468352421166287e-07
1891,7.585322059355804e-08,1.517064376344024e-07
1892,6.017771747579559e-08,2.1877107769796567e-07
1893,4.310891554837326e-08,1.5580793943925642e-07
1894,4.348062221382065e-08,2.514314099144599e-07
1895,2.1667012850556944e-08,2.064384716504719e-07
1896,3.3613064720494634e-08,1.7219324632833377e-07
1897,4.078699333831537e-08,1.9927360184190945e-07
1898,1.4711722839955144e-08,1.9691074815142429e-07
1899,2.7085134135518274e-08,1.9346524915420105e-07
1900,4.204752979131143e-08,1.8324417871973253e-07
1901,1.676621691482083e-08,2.157253273793458e-07
1902,3.830021244599635e-08,1.600752477237677e-07
1903,1.836074892125339e-08,2.4787010532989484e-07
1904,3.117282698639201e-08,2.0154844282416207e-07
1905,2.4255568054076804e-08,1.8578732507990026e-07
1906,1.4403717052413612e-08,2.3354597900038243e-07
1907,1.7999951751335175e-08,2.555993172670412e-07
1908,2.2592390180875555e-08,2.038226449840863e-07
1909,2.6954820153690662e-08,2.1508845549078615e-07
1910,1.6566866989364826e-08,2.025433065711013e-07
1911,1.1704823332792103e-08,2.692109291047018e-07
1912,2.7609931674277277e-08,2.33903014290604e-07
1913,1.3787773367468503e-08,1.8719554351065426e-07
1914,1.004511551716547e-08,1.7880305325235213e-07
1915,5.890381071793627e-09,1.1191723792158825e-07
1916,8.789969641043172e-09,1.8678685620443503e-07
1917,1.7546279096336548e-08,1.491433657685448e-07
1918,1.9526838812566893e-08,1.5391743701798077e-07
1919,1.6574126959767455e-08,1.4456322361411367e-07
1920,2.4231140649533245e-08,2.006641439677992e-07
1921,1.8931869016913794e-08,2.0900782526922512e-07
1922,3.3938504784281065e-08,1.4682091276085885e-07
1923,1.3800732556745743e-08,1.8896387121714042e-07
1924,1.2891624545652292e-08,1.7532608920234338e-07
1925,1.3197813952814386e-08,1.7377120897776877e-07
1926,2.452150482668003e-08,1.8948434998833363e-07
1927,1.3379070296082318e-08,1.6054884177663098e-07
1928,9.14083297942625e-09,1.9538530615648142e-07
1929,3.119313873867213e-08,2.495451028039497e-07
1930,2.520864939015155e-08,2.1217279311258608e-07
1931,2.3951248984133144e-08,2.4635570738951174e-07
1932,1.8631212128639163e-08,2.082311958417904e-07
1933,2.0647192178202545e-08,2.0647192222611466e-07
1934,1.4377896206951846e-08,2.0129055045003952e-07
1935,1.6755597798123745e-08,2.525307962741863e-07
1936,2.182448710641438e-08,2.87355721440008e-07
1937,1.1332006222275481e-08,2.8078192926273005e-07
1938,6.482607339819424e-09,2.3337385890442874e-07
1939,1.6823456405745674e-08,2.4776361939871094e-07
1940,1.0143131667916805e-08,2.5357828903338486e-07
1941,1.7709016475464523e-08,2.1841119668408737e-07
1942,6.068423541449874e-09,1.4260795921927638e-07
1943,1.7419411690866582e-08,1.9741999501832197e-07
1944,3.2131861615880553e-09,2.2492302953480703e-07
1945,8.714016175304096e-09,1.0456819099502468e-07
1946,1.3921104269343232e-08,1.0023194985109285e-07
1947,2.8610090296865565e-08,1.2874540367135978e-07
1948,1.0871888278529696e-08,1.9678117268995265e-07
1949,1.3743811422273211e-08,2.1891928980721787e-07
1950,1.70165788127008e-08,2.0951662449419928e-07
1951,1.0661401539380222e-08,1.5032575895190803e-07
1952,1.7926167217297007e-08,2.077326293203896e-07
1953,1.185120990232491e-08,1.799229201182584e-07
1954,1.2704296725729591e-08,1.6417860848605415e-07
1955,4.6928039232341234e-09,1.548625263581016e-07
1956,2.8779767013986657e-08,2.0320259253026052e-07
1957,2.47381048978923e-08,1.9702133968735325e-07
1958,1.8198935247681902e-08,2.0184273452628076e-07
1959,1.705164498488898e-08,1.7904227433973574e-07
1960,9.689166802218097e-09,1.73712916051727e-07
1961,8.33779090214648e-09,1.7578843269916433e-07
1962,1.268391242037481e-08,2.086503680942542e-07
1963,2.392439713005956e-08,2.1079333833995406e-07
1964,1.0951143103454797e-08,1.6974271410674646e-07
1965,1.860494691641179e-08,1.7565259824436907e-07
1966,1.1632056873267516e-08,1.794660260401315e-07
1967,1.4791006530678885e-08,1.8192939066352665e-07
1968,1.7067379731727783e-08,1.5675041531437728e-07
1969,1.0446042669753908e-08,1.5351141158248538e-07
1970,1.655541059797372e-08,1.5037831246900168e-07
1971,2.6719667811647696e-08,2.240341299142301e-07
1972,1.8468529372484e-08,1.9391955241587766e-07
1973,1.0475087075523248e-08,1.4665122627377514e-07
1974,1.2938814686336286e-08,1.5864111446717288e-07
1975,2.1703624231150798e-08,1.365043740264582e-07
1976,1.142705374768127e-08,1.4512358781360035e-07
1977,2.8796231177352638e-08,1.686636448283707e-07
1978,1.8415833413776284e-08,1.5564348920804605e-07
1979,2.0481905949054635e-08,1.6092926991007062e-07
1980,1.8192481354706302e-08,1.3132698306606017e-07
1981,3.09951919685858e-08,1.1639010821795637e-07
1982,1.8622506647858472e-08,1.0738978861724036e-07
1983,2.084054306905614e-08,1.24411725366258e-07
1984,1.681712458179163e-08,1.2467868515386726e-07
1985,3.128090220183566e-08,1.3174072144295224e-07
1986,1.3187867908825979e-08,8.452224342647696e-08
1987,2.077677729861449e-08,9.655090504878672e-08
1988,1.798966176025374e-08,9.954279445167913e-08
1989,1.8659615408367358e-08,1.0043263642955935e-07
1990,1.9070277801347402e-08,9.208220230760844e-08
1991,2.2859715009815318e-08,9.261114897185507e-08
1992,1.1019888224161889e-08,9.036308235010893e-08
1993,2.4926434250005514e-08,8.419595021180726e-08
1994,2.215469208088905e-08,6.488159609574495e-08
1995,1.8436332793747567e-08,8.947043728113613e-08
1996,1.3345230698291743e-08,7.900376441938306e-08
1997,8.151320618488e-09,7.671830992705964e-08
1998,1.8118891276230897e-08,9.488576901972579e-08
1999,1.1882523187622951e-08,6.855301837305205e-08
2000,1.6788519130450652e-08,7.90827641150571e-08
2001,1.8401088985875447e-08,8.061429701555767e-08
2002,1.2267419968736704e-08,6.48420770410496e-08
2003,1.750107614384433e-08,8.417184105269371e-08
2004,1.3214373428827031e-08,9.117917620926619e-08
2005,1.0808999029165989e-08,7.115924338663149e-08
2006,1.4412614657288714e-08,5.888582466084813e-08
2007,1.2382886716011399e-08,6.391167017838484e-08
2008,1.0217855089811323e-08,5.917841128244561e-08
2009,1.1443661795951243e-08,5.435739591774791e-08
2010,1.1809482836078189e-08,4.015224019937591e-08
2011,6.1183551280930004e-09,4.359327898662002e-08
2012,7.829781378809741e-09,3.57446530152572e-08
2013,6.972812605088308e-09,3.932666420292108e-08
2014,9.311414264634443e-09,4.071037063013705e-08
2015,7.536356427806368e-09,3.147537142034196e-08
2016,7.45682449121432e-09,3.272717252755797e-08
2017,4.528100561174142e-09,2.6413918718937168e-08
2018,7.48625367252842e-09,3.17520414405692e-08
2019,5.35707450621814e-09,3.3417939082625026e-08
