year,mon_DET chantier_NOUN
1992,1.9284805363728452e-08
1993,1.2186256448387667e-08
1994,1.7934750518033837e-08
1995,1.1929391696696712e-08
1996,2.2419986978050588e-08
1997,1.6782131240233866e-08
1998,1.3350761385311216e-08
1999,1.3710603319339043e-08
2000,1.369589786026637e-08
2001,1.8401088985875447e-08
2002,1.0076809608960957e-08
2003,1.4167537920606321e-08
2004,2.2023956436356684e-08
2005,2.296912349208924e-08
2006,1.729513776638214e-08
2007,2.5964116634469292e-08
2008,1.8306990035021897e-08
2009,3.766872147537015e-08
2010,3.4011310212633816e-08
2011,4.741725279089337e-08
2012,3.880848131743164e-08
2013,3.932666414740993e-08
2014,4.590743651888829e-08
2015,4.277990373058316e-08
2016,3.2105771485824164e-08
2017,4.57841253798108e-08
2018,3.9754588287976844e-08
2019,4.693817468037764e-08
