year,son_DET hommage_NOUN,son_DET chômage_NOUN
1879,2.9935692680282955e-07,5.498392852132383e-09
1880,2.9137020729486096e-07,6.417846254436199e-10
1881,2.0150546198305364e-07,2.0917522713936876e-09
1882,2.8085725656268323e-07,5.324308105514319e-09
1883,3.418762487550353e-07,3.159669414998234e-09
1884,2.8057212198007164e-07,5.941527270181268e-09
1885,2.1206141109786358e-07,4.511945039809007e-09
1886,2.613652763105989e-07,1.936039106809062e-09
1887,1.7562806597926084e-07,4.570247291724172e-09
1888,3.4556350669845415e-07,1.268122939990235e-09
1889,2.418342837096077e-07,3.132568426877924e-09
1890,2.228491352562756e-07,6.554386366985909e-09
1891,2.2500996266217044e-07,7.0116419337296065e-09
1892,2.2378588560023616e-07,1.9432387698969933e-08
1893,2.500317186626688e-07,8.005941742883493e-09
1894,2.772677420992409e-07,1.3863386882917439e-08
1895,2.4736506110123457e-07,4.213029924926559e-09
1896,2.724427358713477e-07,1.7101383420481397e-08
1897,1.4741585663280432e-07,4.078699600285063e-09
1898,2.0709578985034227e-07,1.0185038590293516e-08
1899,2.6034894240467565e-07,1.326618814800895e-08
1900,1.967409185565927e-07,2.491705508589348e-08
1901,1.8778162447219415e-07,2.1237207548097103e-08
1902,2.057408995392862e-07,1.178468167495339e-08
1903,2.300493904261458e-07,2.052083658554693e-08
1904,2.337961984011372e-07,2.364835083312755e-08
1905,2.36362766248277e-07,2.37394921498435e-08
1906,2.5412271531521924e-07,1.4403716441790948e-08
1907,2.206279874350514e-07,5.142843484406967e-09
1908,1.9399987039037114e-07,1.3751889405000384e-08
1909,2.1948924366910205e-07,2.475442606453271e-08
1910,2.105595300339047e-07,8.550641084070776e-09
1911,2.8464002665984367e-07,2.2877609140437016e-08
1912,2.1098155666976481e-07,2.1879568379290504e-08
1913,1.919682290907332e-07,2.6514948459066545e-08
1914,2.0759905805523005e-07,2.343860217024485e-08
1915,1.9084834135263407e-07,1.4136913861761968e-08
1916,2.5710661022415593e-07,1.2086208478478966e-08
1917,2.7525725632138176e-07,1.4256351654751143e-08
1918,2.0101158071383907e-07,6.89182577673364e-09
1919,2.3111698888023113e-07,1.8415697411455767e-08
1920,2.1050803589162115e-07,1.665891025126598e-08
1921,2.7716254713539e-07,5.300923255902035e-09
1922,2.5380097579130734e-07,2.5084981203349344e-08
1923,2.059493859896122e-07,2.5478275489376756e-08
1924,2.3204924071151822e-07,2.0626599095407983e-08
1925,2.1556428730917787e-07,1.319781373076978e-08
1926,2.8088268444470543e-07,2.340688998181406e-08
1927,2.2186957215897252e-07,1.2264147031260109e-08
1928,2.159521721445401e-07,1.1426041446327417e-08
1929,2.0275539736047676e-07,1.2254447234738564e-08
1930,1.754101779383177e-07,2.6259009189288918e-08
1931,2.109990990817323e-07,1.9389105432310316e-08
1932,2.082311910678314e-07,3.507051549167528e-08
1933,2.225308504133494e-07,4.1294382802092855e-08
1934,2.5161317296351626e-07,3.235026646564165e-08
1935,2.2500373741962676e-07,3.4708023122220766e-08
1936,2.1581992148966833e-07,4.849885959501421e-08
1937,2.064943446233869e-07,2.266401277761787e-08
1938,2.2818777623001552e-07,3.889564348380503e-08
1939,2.5541063841671985e-07,1.8352861452797242e-08
1940,3.34723347039656e-07,1.2678914806940611e-08
1941,2.774412433126372e-07,2.6563522936839945e-08
1942,1.790184951389051e-07,9.102635090130207e-09
1943,2.2354910922395277e-07,3.193558839598154e-08
1944,2.2813621924910876e-07,3.855823393905666e-08
1945,2.788485318205858e-07,3.92130714566008e-08
1946,2.1160078578219554e-07,2.9234318077442367e-08
1947,2.0265479960812627e-07,1.7881307101674793e-08
1948,2.6527405871945575e-07,1.4133454406817236e-08
1949,1.9928526473478314e-07,1.3743811422273211e-08
1950,1.88245901977524e-07,3.084254984742074e-08
1951,1.823099635700487e-07,2.6653504292539765e-08
1952,1.9296991382589113e-07,3.1634410646574906e-08
1953,2.0254795618512844e-07,2.477980309834038e-08
1954,1.778601594892848e-07,2.8340354063516315e-08
1955,2.487186101518546e-07,4.223523575319632e-08
1956,1.9622568103727644e-07,3.488456457034772e-08
1957,2.2352645379086766e-07,2.297109880089465e-08
1958,1.6130874569419973e-07,3.9706769427994004e-08
1959,1.4958943328480245e-07,5.813060965920158e-08
1960,1.5225833438492486e-07,2.6991250123842292e-08
1961,2.1956183982041466e-07,4.377340445671507e-08
1962,2.0928456301305687e-07,4.883306559122502e-08
1963,2.107933312345267e-07,2.4571003010009917e-08
1964,1.7704347188285396e-07,2.7377858202726202e-08
1965,1.8495506637350445e-07,5.8003660541317004e-08
1966,1.7503476401614648e-07,2.4925835617750636e-08
1967,2.558844296451923e-07,2.3172576746333107e-08
1968,2.0076628937104601e-07,3.233819256820425e-08
1969,2.2799623611291508e-07,3.951329261009384e-08
1970,2.0510313936128455e-07,3.1271328998494496e-08
1971,2.1838189345757542e-07,2.1581270104320538e-08
1972,2.1238808223245087e-07,1.6416469961200164e-08
1973,2.00129302463381e-07,2.591205827684462e-08
1974,1.845187551641203e-07,2.025205780853412e-08
1975,2.0104410447530086e-07,3.7695770060963696e-08
1976,1.9425990815946648e-07,3.7709277478370495e-08
1977,1.8218023800642413e-07,2.4094805817220788e-08
1978,1.9722763822116463e-07,4.871284886576177e-08
1979,1.7263321661076247e-07,4.330460257051527e-08
1980,1.660064026243191e-07,6.310516909024955e-08
1981,2.0811057943603828e-07,3.795329561739891e-08
1982,1.551875525862556e-07,3.786576385778062e-08
1983,1.484099323434407e-07,7.010001112917053e-08
1984,1.6527174762082097e-07,4.813177112428235e-08
1985,1.6542784830875235e-07,5.353846788125338e-08
1986,1.38472609823026e-07,4.016305155118971e-08
1987,1.7660261253382714e-07,4.1553555263362796e-08
1988,2.0508214282344284e-07,4.557380950398482e-08
1989,1.8604734730587325e-07,5.103953493179603e-08
1990,1.8525412648351391e-07,5.884543119449859e-08
1991,1.98703663301103e-07,6.037309052686624e-08
1992,1.8072617313791284e-07,6.722132184222573e-08
1993,1.91656575943e-07,5.206855036021807e-08
1994,1.9147983909562072e-07,4.483687732204089e-08
1995,2.3045415264988378e-07,5.96469605929073e-08
1996,1.9537417106363364e-07,5.604996977659482e-08
1997,1.884393476814239e-07,5.418230686338177e-08
1998,2.1694987317744108e-07,5.578711148590543e-08
1999,2.0977223780249687e-07,4.7987110840530534e-08
2000,2.142745270106161e-07,4.7272937564457607e-08
2001,1.9803077222491083e-07,4.863145064426533e-08
2002,1.9408811580134966e-07,3.110667429195857e-08
2003,2.22513681702452e-07,3.500215317586708e-08
2004,2.6384700291259833e-07,5.1536056311363154e-08
2005,2.3779797375667044e-07,4.638862227679397e-08
2006,2.470733981851936e-07,4.1590688892867433e-08
2007,2.548477828767659e-07,3.075749291370222e-08
2008,2.2564430901539367e-07,3.278228399850036e-08
2009,1.9597270650706378e-07,2.7178696626606325e-08
2010,1.8611745122854018e-07,4.440365541924507e-08
2011,1.6251881240769706e-07,3.632773259987232e-08
2012,1.7736157298386956e-07,3.404252593708357e-08
2013,1.5925903396052377e-07,2.4544301036044658e-08
2014,2.1091435620235188e-07,3.3780943820005405e-08
2015,1.5826348587211214e-07,3.014542515611396e-08
2016,1.862134690888695e-07,2.5891750521367385e-08
2017,1.5068512215776764e-07,5.006066494672723e-08
2018,1.5953464327367328e-07,2.8912427396665663e-08
2019,1.9285467312002424e-07,3.03567536663607e-08
