year,en_ADP airs_NOUN,en_ADP chaire_NOUN
1845,5.580227835366713e-09,2.124950814419435e-06
1846,9.952652035849496e-09,2.2364195144675136e-06
1847,9.168480197274675e-09,1.9857849435922503e-06
1848,2.735375304041554e-08,1.7586854905715654e-06
1849,6.703531951757213e-09,1.923075785725814e-06
1850,2.0366988096043315e-09,2.071322676044929e-06
1851,3.8696632564949596e-09,1.9251574272516336e-06
1852,5.859490670445666e-09,1.6276363306033659e-06
1853,1.1943863675867306e-09,2.292027458494772e-06
1854,7.27393034694046e-09,1.8642043944083753e-06
1855,1.2736649068756378e-08,2.1413491531063755e-06
1856,1.0872097000458325e-08,2.332323710163564e-06
1857,7.322263684272912e-09,1.8369119167971348e-06
1858,2.4468379322684086e-08,1.8591075363616483e-06
1859,1.3748867822016564e-08,2.101539898546889e-06
1860,1.373155189554609e-08,1.976428015026954e-06
1861,1.2733101684148096e-08,2.2311224530113805e-06
1862,1.0843167252971853e-08,1.798158573151909e-06
1863,9.489779628779615e-09,1.7441215565128232e-06
1864,1.3904711160250827e-08,2.182560201902106e-06
1865,7.530950973944073e-09,2.078071755562405e-06
1866,1.0704348518686402e-08,1.780327758549305e-06
1867,2.426405742994575e-08,1.6611173716540861e-06
1868,1.1855697756857353e-08,1.6222546310729058e-06
1869,1.5627261262807224e-08,1.821552697123252e-06
1870,8.027668307875047e-09,1.7546188999517653e-06
1871,6.37270636261178e-09,1.2554231529904314e-06
1872,1.269941263259966e-08,1.757961545223452e-06
1873,1.496501056408306e-08,1.5036843201698957e-06
1874,3.5847653734322193e-09,1.7063483150892012e-06
1875,6.293679799540541e-09,1.4704325224101922e-06
1876,2.0556450763820067e-08,1.7684593416333882e-06
1877,7.421779191219002e-09,1.5455855306711896e-06
1878,2.8383716710322915e-08,1.7754920236257021e-06
1879,5.498392852132383e-09,1.665402105999192e-06
1880,1.2193908105473383e-08,1.5492680311979257e-06
1881,2.022027217885025e-08,1.4112354822515272e-06
1882,9.983077475794744e-09,1.543383763902284e-06
1883,7.583206784733676e-09,1.3270611693982914e-06
1884,1.9805090900604227e-08,1.3685317483691506e-06
1885,1.6114089618213256e-08,1.4928092673116566e-06
1886,1.5488312854472497e-08,1.5197907377029196e-06
1887,1.8933882017790893e-08,1.226132020804016e-06
1888,6.974675947901687e-09,1.4970191131169486e-06
1889,8.771191772893872e-09,1.5405971609538938e-06
1890,1.1797895993481688e-08,1.4150919902533587e-06
1891,1.1473596073230397e-08,1.3220132082381042e-06
1892,1.0656471260972467e-08,1.616022448303056e-06
1893,2.3401982574000613e-08,1.3222120305300678e-06
1894,9.452309157609307e-09,1.3579817075282108e-06
1895,9.027921299420427e-09,1.4715512399732233e-06
1896,1.4152869098893461e-08,1.25075979795497e-06
1897,1.6897470089816125e-08,1.2574047811853006e-06
1898,5.6583546736987955e-09,1.5096491399191336e-06
1899,1.1055156790007459e-08,1.2453634052889129e-06
1900,6.748368974740515e-09,1.2915339926422575e-06
1901,2.235495566438317e-09,1.2054909364067612e-06
1902,8.838511256215043e-09,1.284530208423007e-06
1903,1.1880484596105134e-08,1.2701318254926264e-06
1904,1.2361637935498493e-08,1.2469130119541205e-06
1905,4.644683138099737e-09,1.2556126982588012e-06
1906,2.0576738091193647e-09,1.2294600555406987e-06
1907,8.742833790265081e-09,1.0681685944646802e-06
1908,2.1118972570732808e-08,1.1748042485493215e-06
1909,9.351672325408344e-09,1.2421221260439097e-06
1910,1.2825961404061559e-08,1.325883772551606e-06
1911,1.702519769608557e-08,1.364676008641652e-06
1912,6.772247651554153e-09,1.1252350136103928e-06
1913,5.833288518886093e-09,1.2080210041176542e-06
1914,7.36641797560722e-09,1.1263923491711125e-06
1915,2.3561523843085297e-09,1.1085696476342832e-06
1916,1.0987462051303964e-09,1.2756443132921902e-06
1917,2.1932848870420685e-09,1.0604531865965328e-06
1918,1.4932289182922887e-08,7.902626855127437e-07
1919,1.289098744416961e-08,9.705072088195266e-07
1920,1.2872794385998532e-08,1.051025735776534e-06
1921,2.2718242898012164e-08,8.860114757425208e-07
1922,2.1396012073182646e-08,1.0402889554228523e-06
1923,1.9108707505210987e-08,8.938628086596623e-07
1924,2.9650736976805092e-08,8.534255639958133e-07
1925,2.3096173862313663e-08,9.194476773277671e-07
1926,1.8948435376309192e-08,9.061810679611426e-07
1927,2.0068604777989663e-08,1.0179242462271532e-06
1928,6.8556245125250825e-09,8.798051540637175e-07
1929,1.2254447234738564e-08,9.435924233081039e-07
1930,1.68057662230936e-08,8.738998120705332e-07
1931,7.983749661377715e-09,7.436292746021422e-07
1932,5.4797681947604815e-09,9.140253354189554e-07
1933,1.605892663292252e-08,6.939750747392281e-07
1934,2.3963160344919743e-09,8.578811403481268e-07
1935,4.787313656606784e-09,8.150401589190892e-07
1936,1.2124714565686645e-08,7.105082993064116e-07
1937,3.777335333410292e-09,6.988070806457358e-07
1938,1.0372171566075394e-08,8.75151954460307e-07
1939,0.0,6.989380914035337e-07
1940,2.5357829169792012e-09,2.5332471853545258e-06
1941,0.0,8.64790269616833e-07
1942,6.068423541449874e-09,1.1408636666487837e-06
1943,2.0322646676618206e-08,9.783902772397823e-07
1944,6.4263723231761105e-09,8.290020154788635e-07
1945,1.5249527862692958e-08,1.0217183437077892e-06
1946,1.3921104269343232e-08,9.14616543390423e-07
1947,7.152522574216391e-09,8.487659890477062e-07
1948,1.6307831529616124e-08,8.882332487303302e-07
1949,8.835307596655184e-09,6.430140229163328e-07
1950,7.444753036267571e-09,6.881078595810664e-07
1951,1.3859821956785368e-08,7.036525353498746e-07
1952,1.0544803696888039e-08,6.685405518069842e-07
1953,5.386913581872932e-09,6.981440314746123e-07
1954,7.818028890937967e-09,6.616006862358859e-07
1955,1.2201290200408721e-08,7.358316373995422e-07
1956,1.744228317335228e-09,6.157125849171052e-07
1957,8.835037590415595e-09,7.121040557223068e-07
1958,1.1581141212690937e-08,6.361355382455969e-07
1959,5.425523585955716e-09,7.363210254851538e-07
1960,2.2838749558218296e-08,7.758254430001443e-07
1961,4.863711378089164e-09,7.64992324597813e-07
1962,8.244543714397423e-09,8.815319381128006e-07
1963,1.6165133231993423e-08,7.229047707113523e-07
1964,6.083968384640315e-09,7.49544919464995e-07
1965,1.2038495811328431e-08,7.852382513107159e-07
1966,6.092982229866095e-09,7.43897738075816e-07
1967,1.5284040255636455e-08,8.958419570603837e-07
1968,1.5719955531734442e-08,8.322593583187654e-07
1969,8.629339798282842e-09,6.517422548313334e-07
1970,1.6095537708205043e-08,7.477526864363426e-07
1971,9.762954888969944e-09,7.635658532123557e-07
1972,2.3598676068825597e-08,5.761154735495211e-07
1973,9.372446541089374e-09,6.483527927869659e-07
1974,9.563471792262135e-09,6.28376375377826e-07
1975,3.4268881066168433e-09,7.139349991192034e-07
1976,6.8562320265641574e-09,6.547701589809662e-07
1977,7.639816335114347e-09,5.935549740598844e-07
1978,1.1287123569125868e-08,6.516828641167649e-07
1979,1.1118749476679568e-08,6.641989731548392e-07
1980,6.253665585376211e-09,6.077426153439092e-07
1981,1.2018544381930951e-08,6.401455969751169e-07
1982,7.449002747961231e-09,6.728932371302676e-07
1983,1.2630632317822688e-08,6.094279836332817e-07
1984,1.0438215292118969e-08,6.52388448596497e-07
1985,7.82022557821449e-09,5.943371217398408e-07
1986,8.392279760016663e-09,5.143268637652909e-07
1987,1.2221634038134255e-08,5.939714169400645e-07
1988,1.4991384134077634e-08,6.290384666485238e-07
1989,4.939309850016116e-09,7.156511498962459e-07
1990,8.717841171179685e-09,5.497688713163029e-07
1991,1.1722930182145319e-08,5.679759844667842e-07
1992,7.713921945651236e-09,6.424595149212564e-07
1993,8.862731548653358e-09,6.259304257127951e-07
1994,7.912389743403025e-09,6.783555459577428e-07
1995,1.3556126887692699e-08,5.86709170136146e-07
1996,4.270473752399084e-09,5.775815781206006e-07
1997,1.054876808126437e-08,5.538103367008773e-07
1998,7.629006981701991e-09,5.922016468318247e-07
1999,1.2339543165040823e-08,5.200888946177429e-07
2000,1.192868470667463e-08,5.716932696131494e-07
2001,7.0099388516098315e-09,6.216939585357295e-07
2002,1.0076809608960957e-08,6.076754175410315e-07
2003,1.2500768864498468e-08,6.417061531038826e-07
2004,1.4535811221350059e-08,6.285637113023768e-07
2005,1.1259373877692269e-08,5.926934498745595e-07
2006,1.070651389767363e-08,6.300371673262362e-07
2007,1.358123019601365e-08,5.895851522552675e-07
2008,1.021785517307805e-08,5.406948488939634e-07
2009,3.337734755248789e-09,6.274941313222371e-07
2010,8.9752067999882e-09,4.7285168136568245e-07
2011,2.2943831279320648e-09,4.252256733394688e-07
2012,4.425528637996834e-09,4.139571370131989e-07
2013,6.693900156395927e-09,4.7052538132419386e-07
2014,4.547434789836657e-09,5.935485205554869e-07
2015,6.871383573248124e-09,5.410660302018755e-07
2016,4.349813981230355e-09,6.272017776254302e-07
2017,4.024978267347379e-09,4.012400083297507e-07
2018,1.8070267504555204e-09,4.365260077854316e-07
2019,7.652963041060445e-09,4.622389830899465e-07
