year,son_DET art_NOUN,son_DET char_NOUN
1923,8.709323395805768e-06,8.015040862119349e-07
1924,8.616761817847873e-06,7.515816973224787e-07
1925,8.266230466347224e-06,8.006673279936649e-07
1926,7.890351270134488e-06,8.125534769476417e-07
1927,7.76320550244236e-06,6.277013380184826e-07
1928,7.903392628350048e-06,7.232683882918423e-07
1929,8.18597044371927e-06,7.530914540865297e-07
1930,7.902911249857425e-06,6.942881807248114e-07
1931,6.902521903384695e-06,5.976406614038865e-07
1932,6.696276670936641e-06,5.98390725414788e-07
1933,6.726396321710126e-06,5.448564728283145e-07
1934,5.969223280999358e-06,6.470053062201941e-07
1935,7.822470308838092e-06,5.972173937607295e-07
1936,6.902599906766227e-06,6.620094401554866e-07
1937,6.242676235501676e-06,6.950297288810248e-07
1938,6.9623200715795974e-06,7.636511263342527e-07
1939,6.720205846022509e-06,5.108212874915807e-07
1940,6.169559952695636e-06,7.125549768005612e-07
1941,7.198714939704587e-06,1.1274739577515902e-06
1942,8.46545077592964e-06,6.978686961645053e-07
1943,8.192929840333818e-06,8.506479236558562e-07
1944,8.26752776106332e-06,2.3295599760331243e-06
1945,7.20649140362184e-06,1.1829277433150764e-06
1946,8.198138345960615e-06,7.211131745066268e-07
1947,8.008440943285677e-06,8.42805595979712e-07
1948,7.779923038242487e-06,7.28416498674278e-07
1949,6.813003778916027e-06,6.057093924205503e-07
1950,6.765153372612076e-06,8.061604113152043e-07
1951,7.186850893958763e-06,6.993879297922945e-07
1952,6.238306070827093e-06,4.7029825633870814e-07
1953,7.064398744205391e-06,4.988282071849426e-07
1954,7.362628934970417e-06,6.293513052924027e-07
1955,7.370517749905048e-06,6.316514231663461e-07
1956,6.643765573244309e-06,5.773395459485187e-07
1957,7.0865835368749686e-06,5.398207987283854e-07
1958,6.428360336485639e-06,5.947742778289467e-07
1959,6.0510089667786815e-06,4.813214324883575e-07
1960,6.669607017784074e-06,5.70276693423466e-07
1961,6.408287276826741e-06,6.010157740377053e-07
1962,5.8789936900893736e-06,7.160068653533358e-07
1963,6.4770455026064155e-06,5.069385577982644e-07
1964,6.02860433218666e-06,6.28473933339535e-07
1965,6.175201150426801e-06,6.544564081778503e-07
1966,5.8874826436294825e-06,6.419787581535275e-07
1967,5.969650260340131e-06,7.775139057031311e-07
1968,7.761166784803208e-06,7.473715992745156e-07
1969,5.260718040744905e-06,7.053350010721715e-07
1970,6.050082475894669e-06,6.258864786445884e-07
1971,5.876271444549275e-06,6.315090264052969e-07
1972,6.541963429640418e-06,6.330601252102497e-07
1973,5.0732499232708506e-06,5.386400294682403e-07
1974,4.585403601709004e-06,4.5792153358092946e-07
1975,4.721109391425671e-06,4.5863185071937096e-07
1976,4.519970971728071e-06,4.713659733646125e-07
1977,4.415226314335996e-06,4.2077758344305494e-07
1978,5.114255031912762e-06,5.899007184950733e-07
1979,4.951940042019487e-06,6.308427149548379e-07
1980,5.413400359088882e-06,5.190542582411695e-07
1981,4.873835862895248e-06,5.73727321651063e-07
1982,5.115602419891729e-06,4.785984222266393e-07
1983,4.882370973291472e-06,4.4838744095443417e-07
1984,5.046877220138413e-06,5.387278703139486e-07
1985,5.179997273785375e-06,5.841107144632929e-07
1986,5.016185426143238e-06,5.377053620136962e-07
1987,5.203360785799305e-06,6.031376313941905e-07
1988,5.178624036261681e-06,4.827225676962144e-07
1989,5.061695119934484e-06,4.961262174418835e-07
1990,5.818069581664531e-06,5.04000213119582e-07
1991,5.1405048679953325e-06,4.906046324748559e-07
1992,5.452089823165807e-06,5.978289614461119e-07
1993,5.5995845684719825e-06,5.046218154447502e-07
1994,5.272289257618468e-06,5.95539203729345e-07
1995,5.391543055566217e-06,5.769487527729211e-07
1996,5.478483871002027e-06,4.820297219154668e-07
1997,5.283494147079182e-06,5.984028241812211e-07
1998,5.590154614765197e-06,5.488116645580021e-07
1999,5.475100977037073e-06,5.721891973564652e-07
2000,5.253481276668026e-06,5.367908011422173e-07
2001,5.190859752701726e-06,5.476514495228457e-07
2002,5.641260713673546e-06,8.744918140735081e-07
2003,5.425333540642896e-06,5.971200547350008e-07
2004,5.127617541234031e-06,5.563251086471155e-07
2005,5.461246843196932e-06,5.062214767370676e-07
2006,5.803754049793497e-06,5.423261284498437e-07
2007,5.238759641201796e-06,4.933182395916447e-07
2008,4.852204071426058e-06,5.632592969817551e-07
2009,4.872139058420544e-06,6.513350800929629e-07
2010,4.029395540783298e-06,5.14421033770418e-07
2011,3.671013146799851e-06,4.665245705304244e-07
2012,3.712337630190632e-06,6.570208004319511e-07
2013,3.5882093101236023e-06,7.566895998678547e-07
2014,4.054362918282095e-06,7.00521525232034e-07
2015,5.91559656015761e-06,8.363139158973354e-07
2016,3.9347175828652325e-06,9.176036179781022e-07
2017,3.2094168389562583e-06,8.532953899020868e-07
2018,3.6148277686720576e-06,6.781513111064896e-07
2019,3.592045850098202e-06,7.612147649993517e-07
