year,en_ADP art_NOUN,en_ADP char_NOUN
1845,2.310214348710815e-07,9.318980881412031e-08
1846,2.3418005912212436e-07,1.1533367461069588e-07
1847,2.448523579445805e-07,1.0139260631092384e-07
1848,2.0273959022709676e-07,1.2791902381792397e-07
1849,1.458018203948086e-07,5.111443202032717e-08
1850,2.0570657888185906e-07,9.436704662135753e-08
1851,2.2121575149469663e-07,1.7220001158335663e-07
1852,2.500049509635005e-07,1.145855994533207e-07
1853,1.9587936606058065e-07,8.898178460725603e-08
1854,2.51989728639046e-07,8.780672705599457e-08
1855,3.5874894521725764e-07,1.2152885986438378e-07
1856,2.4746964832900176e-07,7.765783971436235e-08
1857,1.9965372066721443e-07,1.1910882330434802e-07
1858,2.1630048152587733e-07,9.395857669680652e-08
1859,2.3373075563881685e-07,1.3443337754104334e-07
1860,2.0093836816670319e-07,9.245911325450606e-08
1861,1.876953561463779e-07,1.2120026787743043e-07
1862,2.218331287551223e-07,1.088834694074059e-07
1863,2.497310411797571e-07,1.0538649775071462e-07
1864,3.1213678575170434e-07,1.0068928579798353e-07
1865,2.4051974989447444e-07,1.4261738623400078e-07
1866,2.4182096414193666e-07,1.3429091083594358e-07
1867,3.2174139263929646e-07,1.2762893852880097e-07
1868,3.606107963349814e-07,1.857392714077477e-07
1869,2.6224497418070314e-07,1.6310954042975112e-07
1870,3.314280263566616e-07,1.85783174622145e-07
1871,2.570324895145859e-07,1.731251888514862e-07
1872,2.9087701491903317e-07,1.7658230055950241e-07
1873,2.9690581726526943e-07,1.7598853280231808e-07
1874,2.8976854693496534e-07,1.4757284416688776e-07
1875,3.684663383296538e-07,1.4132171599623433e-07
1876,4.867041951683859e-07,1.3482612692961027e-07
1877,2.9996358463790784e-07,1.2740721577753078e-07
1878,3.9314468480711184e-07,1.4735376818730828e-07
1879,4.1726692145971356e-07,1.4723473718003532e-07
1880,3.651754560962672e-07,1.3413299138065327e-07
1881,4.288092299020718e-07,1.8546870661495518e-07
1882,5.623800376497456e-07,1.4375632573226937e-07
1883,5.579976374292528e-07,1.5355993210341978e-07
1884,7.189247916983277e-07,1.293932561097222e-07
1885,5.343431936921661e-07,1.5147244381008562e-07
1886,5.97590766204803e-07,1.1745304007160229e-07
1887,5.490825607523675e-07,1.36454523347318e-07
1888,6.73373254045373e-07,1.6612409892147184e-07
1889,6.641044763000536e-07,1.2843530061701358e-07
1890,6.757572421633995e-07,1.4878457332834216e-07
1891,7.272985200756921e-07,1.1218627460340969e-07
1892,8.07384399337252e-07,1.9181648469590584e-07
1893,8.917387077644889e-07,1.2871090870891777e-07
1894,8.86626551732661e-07,2.104714065254143e-07
1895,8.925605605725195e-07,1.0713133780093642e-07
1896,1.0325697559210312e-06,1.2737583099386995e-07
1897,1.0447297391635857e-06,1.637306468182942e-07
1898,1.0603756770422024e-06,1.2901048762614664e-07
1899,9.557183062725016e-07,1.337673900536629e-07
1900,1.077143508609879e-06,1.2510437763513238e-07
1901,9.802648186507668e-07,1.240700023275032e-07
1902,1.0051350756157262e-06,8.887613855979026e-08
1903,1.1864283351314953e-06,1.4094575395695585e-07
1904,1.1963915405033276e-06,1.0695503860347344e-07
1905,1.253032266390619e-06,1.0992416737964916e-07
1906,1.1188601689582356e-06,1.373497287016079e-07
1907,1.1509683268684512e-06,8.537120049778579e-08
1908,1.2754877047882474e-06,1.0117461801684158e-07
1909,1.3389394126761545e-06,1.364243971124779e-07
1910,1.2344987538881469e-06,1.4482648680314014e-07
1911,1.2891266258918677e-06,1.2875305865911457e-07
1912,1.4065436957366728e-06,9.533241163151018e-08
1913,1.456200919847106e-06,1.4158982764023165e-07
1914,1.4284154019605921e-06,1.305865060530209e-07
1915,8.281875860660648e-07,1.2487607659039668e-07
1916,1.1295111193021512e-06,1.1756584217259558e-07
1917,1.1646342876758808e-06,8.115154137566805e-08
1918,1.202623650442547e-06,1.378365110937807e-07
1919,1.480621982352659e-06,1.3443458535267183e-07
1920,1.7787172410521634e-06,1.2115570591220148e-07
1921,1.535753170855969e-06,1.2040668118107334e-07
1922,1.690285010624848e-06,1.2985166553125538e-07
1923,1.5531132007140513e-06,1.592392209204263e-07
1924,1.5805131141632955e-06,2.0755514951176224e-07
1925,1.452859351047664e-06,1.1438105063099613e-07
1926,1.4512271810929178e-06,1.181490660862039e-07
1927,1.5765004022227913e-06,1.2152655115560407e-07
1928,1.5619398716637534e-06,1.4968114547819766e-07
1929,1.3279364559082296e-06,1.4036911921699868e-07
1930,1.3287059026367842e-06,1.354964868083286e-07
1931,1.2374812570215e-06,1.2659946069248917e-07
1932,1.0203328280056212e-06,1.38090154644388e-07
1933,1.2457138822696834e-06,1.1126542087680491e-07
1934,1.0028582657639618e-06,1.941016023465636e-07
1935,1.18845058949546e-06,2.0226400376799347e-07
1936,1.0851619407503676e-06,2.0005778766929438e-07
1937,1.1344597474760576e-06,1.1080183692779855e-07
1938,1.1318632360257652e-06,1.1020432100217192e-07
1939,9.925838426738665e-07,1.330582408698433e-07
1940,9.357038877055857e-07,1.6229010468826743e-07
1941,1.4167212469828883e-06,5.165129550732672e-07
1942,1.225821534944771e-06,1.5474480608013153e-07
1943,1.1903264542922898e-06,1.8580705440918166e-07
1944,1.1374679331765947e-06,3.7272960007328493e-07
1945,1.4225631375097691e-06,1.917083607416714e-07
1946,1.3238969991391514e-06,1.1136883415474585e-07
1947,1.391165618258583e-06,1.7046845846024894e-07
1948,1.3133240273077718e-06,1.4677048909561563e-07
1949,1.2585404540743639e-06,1.7081593817191987e-07
1950,1.1039505167786956e-06,1.4783152835207147e-07
1951,1.1610266525963198e-06,3.976702875885252e-07
1952,1.1198581582050338e-06,1.8031614845703814e-07
1953,1.0515255262077972e-06,1.3251807062797383e-07
1954,1.300724580488577e-06,1.3974726198462406e-07
1955,1.2773812763100523e-06,1.6237100952665173e-07
1956,1.3317183018557444e-06,1.2732866361275796e-07
1957,1.03369938386777e-06,1.6963272964076737e-07
1958,1.0174859284006743e-06,1.1746585520944208e-07
1959,1.1137824067475321e-06,1.247870391463124e-07
1960,1.0035208433123444e-06,1.1419374701393536e-07
1961,1.0102623697605395e-06,1.3062539494512748e-07
1962,1.0527647802405227e-06,1.8328254192123694e-07
1963,1.2725192561902077e-06,1.2802784732368622e-07
1964,1.0665196583659053e-06,1.3688929423327778e-07
1965,1.329159285745618e-06,1.493867878288313e-07
1966,1.118893070639615e-06,1.766964912164326e-07
1967,1.0669246464090065e-06,1.262165897908396e-07
1968,1.8221673983020992e-06,9.701457892585807e-08
1969,1.1640525485745457e-06,1.5441976272678737e-07
1970,1.3313308500073617e-06,1.2140634314539156e-07
1971,1.4998982180713938e-06,1.248630574490761e-07
1972,1.1804468265097512e-06,1.277406596056352e-07
1973,1.2057376821417165e-06,1.1191803711563253e-07
1974,9.659106261494799e-07,1.4626485866919836e-07
1975,1.1057425517435604e-06,1.2793715908898662e-07
1976,1.086712789089006e-06,1.0684295193019722e-07
1977,1.1935744268498638e-06,1.2341241562019434e-07
1978,1.2011875334394517e-06,1.1584152814769766e-07
1979,1.1095341534428371e-06,8.95351917051812e-08
1980,1.4355005859556513e-06,1.159770711134378e-07
1981,1.0557342129402514e-06,1.2461332793423097e-07
1982,1.0844506803664444e-06,9.869928729866473e-08
1983,1.2851667960944724e-06,1.2630632539867293e-07
1984,1.1731394771175019e-06,1.2351888267758682e-07
1985,1.1537839981201614e-06,1.2331894083672523e-07
1986,1.330775774022186e-06,1.5046158458043024e-07
1987,1.3517126618012298e-06,1.350490528850834e-07
1988,1.2676715250847792e-06,1.037403831727346e-07
1989,1.3648960042189628e-06,9.659094679648206e-08
1990,1.3212978799970188e-06,1.3185734665244198e-07
1991,1.3698244174520369e-06,9.964490860214781e-08
1992,1.3493852826229613e-06,1.101988870155779e-07
1993,1.5487623485910262e-06,1.4734292419493755e-07
1994,1.4384725339766646e-06,1.260707444550313e-07
1995,1.3306693880110743e-06,9.218166441282705e-08
1996,1.4834557653387037e-06,9.341661399986378e-08
1997,1.4499760467856504e-06,1.3090062467302488e-07
1998,1.420425721931906e-06,1.0966697250314184e-07
1999,1.4492107993646641e-06,1.5173067771656612e-07
2000,1.4049340499866503e-06,1.2237946966919822e-07
2001,1.5636544645758477e-06,1.0558720342501715e-07
2002,1.7196294628263331e-06,2.3439535590252802e-07
2003,1.5580125136693823e-06,1.0625653629192655e-07
2004,1.553569848766756e-06,9.910780388033835e-08
2005,1.5398320449833136e-06,1.0223511426321608e-07
2006,1.6945116705358032e-06,9.677041123978825e-08
2007,1.7495819939483681e-06,1.3940732901396302e-07
2008,1.8762536164729227e-06,1.2687170103387047e-07
2009,1.4280737055116788e-06,1.0299295727378421e-07
2010,1.3184106713026722e-06,9.022444902306859e-08
2011,1.4022505183675094e-06,7.494985054812275e-08
2012,1.1901267917835412e-06,9.87233306493085e-08
2013,1.1544188609491357e-06,8.925199940224005e-08
2014,1.065832080371365e-06,8.16372855150238e-08
2015,1.3982158009184786e-06,9.442611118015698e-08
2016,1.0690185696660137e-06,8.844621846026968e-08
2017,1.122214264626109e-06,7.546834090987886e-08
2018,1.205803044967979e-06,7.202292379160369e-08
2019,1.2114640455251902e-06,8.494789144330994e-08
