year,aucun_DET art_NOUN,aucun_DET char_NOUN
1895,1.0532575256405607e-07,6.018614495673091e-10
1896,1.1204355349070383e-07,5.89702897624278e-10
1897,8.448734689636694e-08,1.1653427112179315e-09
1898,9.166534586935171e-08,5.6583548957434e-10
1899,1.0170744424442546e-07,3.3165470370022376e-09
1900,1.1368406716005808e-07,1.5573159428683425e-09
1901,1.313353630849612e-07,3.353243460679778e-09
1902,8.789407868192711e-08,1.4730852093691738e-09
1903,1.1934486887632545e-07,8.100330184390714e-09
1904,1.1286712631175533e-07,1.6123875568041512e-09
1905,1.3159935524642563e-07,0.0
1906,9.876834550226476e-08,1.0288369045596824e-09
1907,1.2908537055933422e-07,1.028568674676933e-09
1908,1.1247080888843186e-07,5.893666887857307e-09
1909,1.4907664735996917e-07,3.850688656825696e-09
1910,1.0153886609298723e-07,3.740905363258662e-09
1911,1.393938030558317e-07,5.320374141248863e-10
1912,1.3700778056513485e-07,2.6047106693738442e-09
1913,1.2302936053254498e-07,1.060597942803554e-09
1914,1.2388976272648122e-07,0.0
1915,8.482148938782075e-08,3.5342285764627945e-09
1916,5.603605601756101e-08,1.648119329900055e-08
1917,8.8828034705557e-08,1.0966424435210342e-09
1918,1.1486376294556067e-07,1.1486376294556067e-08
1919,9.944476098144861e-08,4.603924352863942e-09
1920,1.0298235064709615e-07,4.543339038320937e-09
1921,1.2419305367439293e-07,2.2718242842501013e-09
1922,1.254249006876762e-07,2.2133805899215986e-09
1923,1.2845297092667352e-07,5.307974060286824e-09
1924,1.559886618762718e-07,0.0
1925,1.4737558440280907e-07,1.0998177923937646e-09
1926,1.1146138234607861e-07,3.343841648018042e-09
1927,1.5831899013996065e-07,1.1149224876660924e-09
1928,1.2111603975295537e-07,0.0
1929,1.7267629814909924e-07,0.0
1930,1.165900025412725e-07,0.0
1931,1.4028588779524398e-07,2.2810713318222042e-09
1932,1.106913227744144e-07,4.38381475564853e-09
1933,1.0323595622807602e-07,2.2941324395731044e-09
1934,8.626737901806791e-08,3.5944740517379614e-09
1935,1.436194079218467e-07,0.0
1936,8.608547386046439e-08,1.2124714565686645e-09
1937,1.284294091075111e-07,7.55467088886519e-09
1938,1.0112867465661424e-07,6.482607339819424e-09
1939,7.952906067032472e-08,7.647025235257843e-09
1940,1.0143131312645437e-07,1.01431314458722e-08
1941,9.444808490854939e-08,5.9030051957620344e-09
1942,1.3047110769548453e-07,9.102635090130207e-09
1943,1.0741970335459428e-07,0.0
1944,9.960876923287287e-08,6.4263723231761105e-09
1945,1.0674669725929675e-07,8.714016175304096e-09
1946,1.3225049233511754e-07,1.9489545977080525e-08
1947,1.2516914438265303e-07,2.1457567278559964e-08
1948,1.195907692874698e-07,3.2615663503321457e-09
1949,1.079870938225369e-07,6.871905600114303e-09
1950,1.7122931272872677e-07,4.2541445921528975e-09
1951,1.343336608616852e-07,1.1727542048589612e-08
1952,8.435843434906332e-08,8.435843135146115e-09
1953,7.972632332098328e-08,1.1851209791302608e-08
1954,1.3974726598142695e-07,0.0
1955,9.948744406074184e-08,3.754243138587299e-09
1956,1.0203735567593242e-07,3.488456634670456e-09
1957,1.0425344570963446e-07,1.0602045019680872e-08
1958,1.1002083688538278e-07,6.617794756635931e-09
1959,8.990867128577662e-08,3.8753740216890264e-09
1960,1.1696208446210221e-07,1.3841666701708277e-09
1961,1.202031551517102e-07,4.168895617606694e-09
1962,8.561641068327575e-08,7.610347574349419e-09
1963,1.0862969590519356e-07,7.759263787043835e-09
1964,1.0342746203928499e-07,4.867174552281028e-09
1965,1.203849511743904e-07,7.660860834590721e-09
1966,1.1465885085826244e-07,4.431259803538978e-09
1967,1.1191861559733951e-07,6.902469928959931e-09
1968,1.365390422392032e-07,4.042274182047834e-09
1969,1.0309790177132072e-07,7.720988071113766e-09
1970,9.519360721910175e-08,5.518469958776251e-09
1971,1.0482331003203171e-07,5.6522370117662035e-09
1972,8.977756915662383e-08,4.104117490300041e-09
1973,7.167165272381482e-08,5.513203726881244e-09
1974,8.944658813625495e-08,2.2502286700643026e-09
1975,9.652401367077346e-08,5.140332159925265e-09
1976,9.770130993125292e-08,6.856232248608762e-09
1977,9.285315594187438e-08,2.9383909749824966e-09
1978,6.891085968518951e-08,3.5643548113029055e-09
1979,6.378651140614977e-08,5.851973350345929e-09
1980,7.959210823749174e-08,6.253665696398514e-09
1981,5.3134616706529414e-08,4.427884725544118e-09
1982,6.704102306631654e-08,7.449002525916626e-09
1983,7.830991766155648e-08,6.315315825844436e-09
1984,9.742334017293075e-08,2.8995042478108246e-09
1985,6.075713732123234e-08,7.218669662023558e-09
1986,7.91272044553537e-08,1.1988970927134801e-09
1987,6.538574182091139e-08,6.110816963555976e-09
1988,7.735554219401308e-08,6.596209300990807e-09
1989,8.341945556544772e-08,5.488122178931576e-09
1990,7.30119225078596e-08,6.538381169818308e-09
1991,7.385446210150803e-08,2.9307325455363298e-09
1992,8.154717368036302e-08,3.305966445044106e-09
1993,9.85978948486732e-08,6.647048911290199e-09
1994,9.600366523976334e-08,1.1077345929422222e-08
1995,7.69987997806254e-08,7.049185846152994e-09
1996,8.38080458365198e-08,3.736664533349199e-09
1997,8.822605512825987e-08,7.671831170341648e-09
1998,8.296544751207335e-08,3.3376904573501065e-09
1999,9.094700170741987e-08,4.113180962495022e-09
2000,9.14532525264633e-08,1.0603275146792157e-08
2001,7.886181146998794e-08,5.695575344688564e-09
2002,8.981503873961572e-08,4.38122149670761e-09
2003,8.583861516031632e-08,5.416999848684156e-09
2004,1.0439355585534216e-07,6.166707811061656e-09
2005,7.656373968156771e-08,8.106749160852189e-09
2006,1.0582977089113044e-07,2.8825228870488218e-09
2007,8.907688880954723e-08,2.396687653893892e-09
2008,7.450519684537582e-08,9.36636732062901e-09
2009,7.867517748394448e-08,5.721831008997924e-09
2010,7.227403231446772e-08,8.030448139795254e-09
2011,5.50651959307924e-08,4.20636914189032e-09
2012,4.8340386804568425e-08,2.723402198201441e-09
2013,5.85716266598979e-08,6.972812660599459e-09
2014,6.77784330466169e-08,8.22869172800722e-09
2015,8.511649429721047e-08,3.768178130636457e-09
2016,8.658201444688984e-08,6.835422228235188e-09
2017,5.006066641777274e-08,4.2765391228272165e-09
2018,6.918330824889907e-08,6.969959998048836e-09
2019,7.091745740650524e-08,3.826481576041374e-09
