year,en_ADP oies_NOUN,en_ADP choix_NOUN
1800,9.432493897065797e-09,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,6.713520406265161e-09
1803,1.950339267864365e-08,7.801356893821776e-09
1804,1.9774807569206132e-08,0.0
1805,2.842877711017877e-09,1.421438877713399e-08
1806,0.0,5.76333825108577e-09
1807,1.9928686256776018e-08,0.0
1808,2.039466551195801e-08,0.0
1809,2.4849335034105025e-08,6.7770917766551975e-09
1810,2.106114038724627e-08,0.0
1811,2.5070768572277302e-08,1.504246105454854e-08
1812,5.3344164641089264e-09,2.6672082320544632e-09
1813,1.1502966579257645e-08,1.1502966579257645e-08
1814,0.0,6.293354282149721e-09
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,1.3905623319487859e-08
1817,0.0,1.2454987263765815e-08
1818,2.384235475716423e-09,8.344824387052086e-09
1819,1.035105001712111e-09,0.0
1820,1.3053129244156025e-08,1.1866481131050932e-09
1821,1.1833785507064931e-08,8.875339574387908e-09
1822,3.0076847679083585e-09,2.0051231786055723e-09
1823,2.668325471688604e-08,6.917880712720148e-09
1824,0.0,2.5263338088166165e-09
1825,3.522177216552791e-09,8.805443041381977e-10
1826,0.0,0.0
1827,1.8434546111834038e-09,9.217273055917019e-10
1828,4.586150570418113e-09,9.172301251858528e-10
1829,5.143905745796928e-09,5.915491385621863e-08
1830,8.349468672008697e-09,3.1310507520032616e-09
1831,3.1182412207897414e-09,3.897801548191637e-08
1832,0.0,2.705993873419743e-09
1833,2.548398292390175e-08,3.4750886612755494e-09
1834,2.42697808516823e-08,7.467624740797874e-09
1835,5.294161553592858e-09,1.4369867074037757e-08
1836,6.720750067579218e-10,8.064899859050456e-09
1837,0.0,6.957891041103892e-09
1838,1.8936485712828244e-09,8.837026443941909e-09
1839,1.2584655095793096e-08,6.292327547896548e-09
1840,1.4650283985950807e-08,2.611572397226425e-08
1841,5.778493683550323e-09,7.704658244733764e-09
1842,1.341653010911159e-08,6.708265054555795e-10
1843,4.7255288571079745e-09,1.00417489878879e-08
1844,9.330554162634286e-09,2.7442806360689076e-09
1845,3.9061593959388574e-09,3.9061593959388574e-09
1846,9.367202347121406e-09,4.6836012845830055e-09
1847,9.168480197274675e-09,1.6179670936367074e-09
1848,1.287235473768078e-08,1.448139919091318e-08
1849,1.1731180693530519e-08,1.256912263158938e-08
1850,6.1100964288129944e-09,6.1100964288129944e-09
1851,6.449438760824933e-10,5.159551230704551e-09
1852,5.208436348880241e-09,8.463709066930392e-09
1853,2.9859659189668264e-09,1.19438634538227e-08
1854,5.195664343204953e-09,2.5978321716024766e-09
1855,4.776243400783642e-09,4.2455496895854594e-09
1856,3.106313539724681e-09,1.8637881515903842e-08
1857,9.763018171682347e-10,2.2454941128735584e-08
1858,1.468102750479261e-09,3.914940760463281e-09
1859,3.5645213447565993e-09,9.675129808428551e-09
1860,5.95033897154984e-09,3.661747127736703e-09
1861,8.017138342086838e-09,7.545541802489453e-09
1862,9.035972525772706e-10,4.969784916930564e-09
1863,4.9946209945694875e-09,8.990317823531768e-09
1864,9.589455896019672e-10,5.2742009648554244e-09
1865,3.2947911621228343e-09,4.706844469737348e-09
1866,6.811858188626729e-09,7.298419479884188e-09
1867,4.85281148598915e-10,6.79393608038481e-09
1868,5.433861360870651e-09,1.1361710461343932e-08
1869,1.953407657850903e-09,2.441759683335931e-09
1870,1.1468097582678638e-09,6.307453670473251e-09
1871,1.0621177271019633e-09,3.18635318130589e-09
1872,1.2094678591978436e-09,2.4189357183956872e-09
1873,2.9930022349411445e-09,1.0176207598799891e-08
1874,4.182226565063729e-09,7.169531079931346e-09
1875,5.149374260327022e-09,5.149374260327022e-09
1876,8.464420275799966e-09,2.5997862973525798e-08
1877,2.4739263970730008e-09,9.89570592135891e-09
1878,1.3285995414946683e-08,6.0390887290928674e-09
1879,1.0996785704264767e-08,4.887460103297769e-09
1880,1.1552123035940554e-08,7.701415727368044e-09
1881,6.972507571312292e-10,7.669758161910067e-09
1882,6.655385131892899e-10,7.320923423037584e-09
1883,1.2006744043446815e-08,8.215140845369007e-09
1884,3.300848483434038e-09,1.1883054540362536e-08
1885,7.090199094506033e-09,1.740321670107292e-08
1886,1.5488312854472497e-08,3.2267319927115068e-09
1887,7.834709769838355e-09,1.1752064710268684e-08
1888,1.7119660356001987e-08,8.242799331981132e-09
1889,1.8795409673089125e-09,1.754238243556472e-08
1890,5.243509182406569e-09,1.1797895660414781e-08
1891,3.1871101313640793e-09,6.374220040683554e-10
1892,6.268512375839919e-09,3.761107425503951e-09
1893,6.158416498980301e-09,2.463366621796581e-09
1894,5.041231432301174e-09,5.041231432301174e-09
1895,1.745398137131815e-08,9.027921965554242e-09
1896,2.948514543632541e-09,7.076434882513638e-09
1897,6.992056045262984e-09,1.2818769379308037e-08
1898,1.923840653450526e-08,8.487532565659706e-09
1899,6.080336234504102e-09,6.633094074004475e-09
1900,4.15284251431558e-09,1.557315876254961e-08
1901,6.147612696683069e-09,1.0618603885070854e-08
1902,1.6694965410124496e-08,1.5712908307818907e-08
1903,1.0260418292773466e-08,1.29605282062073e-08
1904,2.6873125946735854e-09,5.374625189347171e-09
1905,5.160759042333041e-10,8.773290205432716e-09
1906,9.259531807970234e-09,7.716276839708769e-09
1907,6.685696440911215e-09,1.7999951751335175e-08
1908,4.4202501658929805e-09,1.178733355367001e-08
1909,6.60118004702781e-09,5.5009836685826485e-09
1910,2.137660271017694e-09,6.947395991829808e-09
1911,2.128149656499545e-09,1.2236860191805476e-08
1912,5.209421061191932e-09,1.4586379548653383e-08
1913,5.302989602995467e-09,6.363587878865928e-09
1914,4.018046340092951e-09,1.6072185360371805e-08
1915,5.890381071793627e-09,2.3561523843085297e-09
1916,3.2962386153911893e-09,1.2086208478478966e-08
1917,3.289927441585405e-09,4.386569774084137e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,2.762354511798293e-09,1.8415696745321952e-09
1920,9.086678076641874e-09,7.572231730534895e-09
1921,7.572747429129834e-10,2.2718242842501013e-09
1922,2.951174193910333e-09,8.115728866719962e-09
1923,2.1231896241147297e-09,1.0615948564662858e-08
1924,5.156649662829693e-09,5.156649773851996e-09
1925,7.698724768800957e-09,7.698724324711748e-09
1926,1.1146138456652466e-09,5.573069228326233e-09
1927,6.689535148041159e-09,1.1149224765638621e-08
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,3.342121912552898e-09,1.3368487650211591e-08
1930,2.100720708497761e-09,7.352522590764465e-09
1931,4.5621426636444085e-09,9.124285327288817e-09
1932,6.575722188983946e-09,2.1919073223131136e-09
1933,0.0,1.3764794637438627e-08
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,1.0771455727365264e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,0.0,3.777335333410292e-09
1938,9.075650453382877e-09,1.2965214679638848e-08
1939,1.070583532936098e-08,7.647025235257843e-09
1940,7.607348750937604e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,1.2136846860855144e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,1.2852744646352221e-08
1945,4.357008087652048e-09,1.742803235060819e-08
1946,0.0,1.3921104269343232e-08
1947,2.3841741914054637e-09,8.344609891963728e-09
1948,1.0871887834440486e-09,2.5005341797168512e-08
1949,9.817008317369869e-10,3.141442661558358e-08
1950,1.0635361480382244e-09,1.808011518278363e-08
1951,3.198420528427448e-09,2.1322803078760444e-08
1952,9.490323193972472e-09,1.898064760919027e-08
1953,8.619062019654677e-09,1.1851209791302608e-08
1954,9.772536113672459e-10,1.2704296947774196e-08
1955,1.8771215692936494e-09,1.5016972110259985e-08
1956,1.744228317335228e-09,1.9186510602509088e-08
1957,0.0,1.767007518083119e-08
1958,0.0,1.737171084759126e-08
1959,6.975672928177801e-09,2.7902692822934227e-08
1960,3.460416619915918e-09,2.353083289330371e-08
1961,3.47407969059077e-09,7.642975030641708e-09
1962,6.341956404476434e-10,2.0294260161257682e-08
1963,2.5864212993553792e-09,2.3924397463126468e-08
1964,2.4335873316516654e-09,1.703511098849475e-08
1965,1.6416130677043839e-09,2.5171399187229326e-08
1966,7.754704434148607e-09,2.547974453648294e-08
1967,5.916402701089396e-09,3.204717990978878e-08
1968,4.491415656060482e-09,4.221930713366184e-08
