year,en_ADP oies_NOUN,en_ADP choix_NOUN
1969,3.1792304344691047e-09,2.8158897852348375e-08
1970,9.197450023812337e-10,6.668151142363854e-08
1971,3.596878239697787e-09,2.31227891278607e-08
1972,2.0520587451500205e-09,4.360624855648254e-08
1973,4.410563025913916e-09,5.2375437320506535e-08
1974,2.812785782069227e-09,3.319087416020494e-08
1975,3.4268881066168433e-09,2.2845920266689745e-08
1976,1.7140580066410394e-09,4.285145194238282e-08
1977,2.3507127355770763e-09,5.2891035551283494e-08
1978,8.316827893040113e-09,2.9108897292573488e-08
1979,7.607565244427406e-09,3.628223343987713e-08
1980,2.8425752862659692e-09,3.752199373430187e-08
1981,8.223214109648325e-09,3.985096103109598e-08
1982,4.345251713999687e-09,2.483000915987077e-08
1983,6.315316158911344e-09,3.9154960829179686e-08
1984,5.219107812592938e-09,5.6830285033449e-08
1985,1.8046674155058895e-09,3.669490244995188e-08
1986,4.795588426365072e-09,3.7765256755140086e-08
1987,3.0554083707556856e-09,3.727598285596656e-08
1988,4.197587610832443e-09,3.777828883055889e-08
1989,6.585746614717891e-09,4.116091512074149e-08
1990,5.44865097484859e-10,3.8140555214116745e-08
1991,1.7584396161396398e-09,4.454713631307783e-08
1992,4.4079553340736766e-09,4.407955295215871e-08
1993,3.323524566667402e-09,4.4867579873653085e-08
1994,3.6924485691258724e-09,4.325439900698669e-08
1995,1.0844901643380922e-09,4.22951167422525e-08
1996,4.270473752399084e-09,4.056950242414814e-08
1997,7.192341833217597e-09,4.555149701879202e-08
1998,4.7681290027412615e-09,4.29131632451174e-08
1999,2.285100553223174e-09,4.570201186937517e-08
2000,3.97622823555821e-09,4.727293778650221e-08
2001,3.5049694258049158e-09,7.228999424069293e-08
2002,5.6955880012310445e-09,7.754762260114845e-08
2003,2.9168460979889232e-09,5.7503535988434606e-08
2004,1.7619165015858584e-09,4.669078582097974e-08
2005,4.503749373441224e-09,5.584649487300197e-08
2006,3.294311934354255e-09,4.241426621032218e-08
2007,3.1955835755326234e-09,5.2327681770991674e-08
2008,3.405951742863067e-09,5.917841280900227e-08
2009,9.53638501499654e-10,5.006602199486565e-08
2010,1.4171379625338432e-09,5.0072205270979e-08
2011,2.2943831279320648e-09,7.762662851407143e-08
2012,1.0212758416727752e-09,5.582974507700733e-08
2013,1.9523875849358774e-09,5.215663950730587e-08
2014,2.815078836704288e-09,5.543539574603962e-08
2015,4.43315073539452e-09,4.543979470472692e-08
2016,3.935546111222266e-09,4.4326676384986996e-08
2017,2.7671724911471074e-09,4.4777880875424e-08
2018,3.872199894061623e-09,4.672454656517999e-08
2019,4.08158040698936e-09,3.673422344085964e-08
