year,certain_ADJ hommage_NOUN,certain_ADJ chômage_NOUN
1916,7.69122365795738e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,0.0,2.762354567309444e-09
1920,3.786115865267448e-09,8.329454459499175e-09
1921,4.543648568500203e-09,1.2116395886607734e-08
1922,0.0,3.6889677978990676e-09
1923,0.0,6.369568872344189e-09
1924,0.0,1.1602462102189293e-08
1925,1.0998177923937646e-09,1.3197813508725176e-08
1926,0.0,1.0031524944054127e-08
1927,2.2298449753321847e-09,7.804457524684949e-09
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,3.342121912552898e-09,6.684243825105796e-09
1930,3.1510811737689437e-09,1.575540586884472e-08
1931,0.0,2.2810713318222042e-08
1932,2.1919073223131136e-09,1.0959536389520963e-08
1933,0.0,1.3764794637438627e-08
1934,3.5944740517379614e-09,1.4377896206951846e-08
1935,7.180970484910176e-09,1.795242710045386e-08
1936,6.0623572828433225e-09,1.2124714565686645e-08
1937,1.2591118370153254e-08,1.6368453259474336e-08
1938,1.2965214457594243e-09,1.5558256905023882e-08
1939,0.0,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.1806010391524069e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,1.927911696952833e-08
1945,0.0,1.3071024262956144e-08
1946,2.7842208538686464e-09,2.7842208538686464e-08
1947,1.1920870957027319e-09,3.099426493236024e-08
1948,1.0871887834440486e-09,2.9354097819123126e-08
1949,2.945102384188658e-09,6.086545312200542e-08
1950,2.1270722960764488e-09,3.19060831088791e-08
1951,2.1322803522849654e-09,4.051332780363737e-08
1952,4.2179215675730575e-09,3.1634410646574906e-08
1953,0.0,4.417269394707546e-08
1954,9.772536113672459e-10,4.29991580119804e-08
1955,1.8771215692936494e-09,5.9129330765017585e-08
1956,8.72114158667614e-10,5.319896345667985e-08
1957,3.534015080575159e-09,3.6223653410161205e-08
1958,0.0,5.542403158642628e-08
1959,7.750747821333448e-10,3.952881399982289e-08
1960,6.920833239831836e-09,3.114374891310945e-08
1961,2.779263708063695e-09,4.446821932901912e-08
1962,5.7077609305622445e-09,3.614915300431676e-08
1963,3.879631726988464e-09,4.2029345337368795e-08
1964,1.2167936658258327e-09,3.102823953327061e-08
1965,1.0944086747954884e-09,5.5267637577571804e-08
1966,2.769537488234164e-09,5.5944653354345064e-08
1967,2.465167847631733e-09,5.078245735035125e-08
1968,1.3474247273492779e-09,3.054162789339898e-08
1969,4.995933444718048e-09,1.8167030546578644e-08
1970,3.219107425067591e-09,3.357069289222636e-08
1971,3.083038491169532e-09,4.4704059121158934e-08
1972,1.0260293725750103e-09,3.1293897251316594e-08
1973,2.7566018356850464e-09,3.748978727458052e-08
1974,1.6876715580593782e-09,2.5877628928583363e-08
1975,1.1422960355389478e-09,2.1132477101559743e-08
1976,5.713526984862938e-09,1.8283285996290033e-08
1977,3.526069214387917e-09,3.2322301279918975e-08
1978,5.940591130126904e-09,2.0792070287711795e-08
1979,1.7555920051037788e-09,1.521513048885481e-08
1980,1.1370301367108482e-09,1.8760998088396263e-08
1981,5.060439622894819e-09,2.4669642328944974e-08
1982,1.8622506869903077e-09,1.4898005495922462e-08
1983,3.78918940668882e-09,7.57837881337764e-09
1984,2.3196033982486597e-09,7.538710988796993e-09
1985,3.0077789148208467e-09,8.421781494405423e-09
1986,2.997242676272549e-09,1.558566253834215e-08
1987,3.0554083707556856e-09,7.944062296871834e-09
1988,2.99827696004229e-09,2.1587593934668803e-08
1989,6.036934507847036e-09,1.1525056464734007e-08
1990,5.44865097484859e-10,1.2531897297662908e-08
1991,1.1722930404189924e-09,6.4476117778156095e-09
1992,2.7549720282848966e-09,8.815910668147353e-09
1993,1.661762283333701e-09,1.3848018731721368e-08
1994,5.274926717646622e-09,6.329911705904578e-09
1995,2.7112254663563817e-09,3.795715741716776e-09
1996,5.3380921904988554e-09,3.736664311304594e-09
1997,3.835915585170824e-09,1.3425704992187093e-08
1998,1.9072516899143466e-09,4.291316191284977e-09
1999,3.1991407301035224e-09,4.113180906983871e-09
2000,4.859834756842929e-09,3.092622158362701e-09
2001,5.257454027685071e-09,1.7524847129024579e-09
2002,1.752488598683044e-09,3.504977197366088e-09
2003,8.333845835650777e-10,2.083461403401543e-09
2004,3.9643119897903034e-09,3.0833537945085254e-09
2005,3.602999676388663e-09,4.954124666056714e-09
2006,1.2353669198716943e-09,1.6471559671771274e-09
2007,7.988958938831558e-10,1.1983438685803094e-09
2008,4.6831836186811415e-09,2.1287198670449925e-09
2009,9.53638501499654e-10,1.907277002999308e-09
2010,2.3618964561933353e-09,4.2514138876015295e-09
2011,7.64794394481072e-10,0.0
2012,6.808505426114664e-10,1.0212758416727752e-09
2013,1.1156500168141292e-09,1.6734750252211938e-09
2014,1.9489005964601347e-09,2.5985342766432495e-09
2015,1.5516027351836215e-09,0.0
2016,1.86420612280358e-09,2.6927420293532123e-09
2017,7.54683426862357e-10,1.7609279590047322e-09
2018,2.323319980845895e-09,1.8070267504555204e-09
2019,3.3162841361900064e-09,3.06118530524202e-09
