year,mon_DET entier_ADJ,mon_DET chantier_NOUN
1910,1.0688301577133075e-07,2.1911017000775246e-08
1911,1.3939380494321085e-07,7.448523575703803e-09
1912,1.578454635331461e-07,8.856016364688912e-09
1913,1.2408996497015323e-07,1.113627856597077e-08
1914,7.567320636781005e-08,4.68772043404897e-09
1915,1.4254721836248763e-07,5.890381071793627e-09
1916,1.0438089037556608e-07,7.69122365795738e-09
1917,1.140508111285854e-07,2.1932848870420685e-09
1918,1.1256648946300629e-07,1.1486376294556067e-09
1919,1.3627614908751084e-07,4.603924352863942e-09
1920,8.10228804049018e-08,6.815008557481406e-09
1921,6.133925722906497e-08,1.2116395886607734e-08
1922,6.861479712183538e-08,5.902348387820666e-09
1923,7.749642483290131e-08,8.492758496458919e-09
1924,4.383152329978657e-08,7.734974438733389e-09
1925,5.829034321891413e-08,6.598906754362588e-09
1926,5.684530501870455e-08,8.916910765321973e-09
1927,6.243565797703354e-08,7.804457524684949e-09
1928,1.2568644958133035e-07,1.0283437212876834e-08
1929,8.355304714768863e-08,6.684243825105796e-09
1930,5.0417296337812445e-08,4.201441416995522e-09
1931,9.808606549199794e-08,6.843213995466613e-09
1932,4.7126007984843454e-08,2.1919073223131136e-09
1933,8.602996359741155e-08,9.176529758292418e-09
1934,8.506921744810825e-08,3.5944740517379614e-09
1935,8.736847423307381e-08,1.4361940969820353e-08
1936,7.153581682572963e-08,9.699771652549316e-09
1937,9.065604933411464e-08,8.813782592653752e-09
1938,5.8343463393839556e-08,9.075650453382877e-09
1939,7.799965828780842e-08,1.2235240376412548e-08
1940,7.100192078723921e-08,7.607348528892999e-09
1941,7.969057236323351e-08,1.7709016475464523e-08
1942,9.406056733496371e-08,9.102635090130207e-09
1943,1.1612940653549231e-07,5.806470415592457e-09
1944,8.675602458652065e-08,1.2852744646352221e-08
1945,7.84261473540937e-08,1.742803235060819e-08
1946,6.682130049284751e-08,1.6705326011390298e-08
1947,1.0013531936969855e-07,9.536696765621855e-09
1948,1.1198044802540608e-07,1.4133454406817236e-08
1949,6.970076149581672e-08,1.2762110479513922e-08
1950,6.7002780212988e-08,7.444753036267571e-09
1951,9.168805725767726e-08,1.2793682557799002e-08
1952,3.585233443459401e-08,4.2179215675730575e-09
1953,6.141081598798337e-08,7.541679392097933e-09
1954,6.645324646115114e-08,1.2704296725729591e-08
1955,6.382213513234092e-08,6.569925492527773e-09
1956,5.058262297907845e-08,1.2209598665435806e-08
1957,3.534015036166238e-08,2.2971098134760837e-08
1958,5.6251255209360806e-08,5.790570245522986e-09
1959,6.510627947875491e-08,1.9376869886400527e-08
1960,4.983000068126131e-08,1.1073333139322017e-08
1961,5.072156383789661e-08,1.4591134689379004e-08
1962,1.9025868880362395e-07,1.6489086540616427e-08
1963,6.272071573221183e-08,7.759263898066138e-09
1964,1.0951143081250336e-07,2.007709554163739e-08
1965,4.760677896342713e-08,3.775710055720083e-08
1966,4.54204118760515e-08,1.6617224929404983e-08
1967,7.44480666003966e-08,1.232583901611406e-08
1968,5.928668797561265e-08,1.796566395650956e-08
1969,7.493900255894914e-08,1.090021850558287e-08
1970,5.7943936593307654e-08,1.655541020939566e-08
1971,7.861747908233241e-08,8.735275836002643e-09
1972,5.3866541005476165e-08,7.182205385980467e-09
1973,8.545465846054867e-08,6.064523994098181e-09
1974,4.331690039993674e-08,5.625571564138454e-09
1975,3.8838064764235014e-08,1.1994108817248161e-08
1976,3.028169359708954e-08,1.1427053969725876e-08
1977,3.467301257220612e-08,9.402850942308305e-09
1978,5.5841559931657514e-08,1.1881182260253809e-08
1979,4.7400984470868934e-08,7.607565355449708e-09
1980,4.77552646316326e-08,8.527726080842513e-09
1981,3.921840552312261e-08,1.2018544381930951e-08
1982,6.021277221268662e-08,1.8001756529884005e-08
1983,5.810090664137846e-08,1.136756910824488e-08
1984,4.001316011859046e-08,1.8556827463545034e-08
1985,4.391357255606465e-08,7.820225467192188e-09
1986,4.196139885559447e-08,1.3787316233138114e-08
1987,4.7053291041265766e-08,1.099947066762752e-08
1988,4.3774843250243833e-08,1.4391728697660255e-08
1989,8.122420647183048e-08,6.585746614717891e-09
1990,3.8140555214116745e-08,1.4166492978695544e-08
1991,4.865016178801085e-08,1.8756687980570064e-08
1992,4.0773585396891576e-08,1.9284805363728452e-08
1993,4.3205818145430896e-08,1.2186256448387667e-08
1994,6.066165525453471e-08,1.7934750518033837e-08
1995,6.073144626084215e-08,1.1929391696696712e-08
1996,4.377235618413522e-08,2.2419986978050588e-08
1997,5.370281996874837e-08,1.6782131240233866e-08
1998,3.480734178662459e-08,1.3350761385311216e-08
1999,5.849857648287937e-08,1.3710603319339043e-08
2000,5.5667197740305596e-08,1.369589786026637e-08
2001,2.93541191354052e-08,1.8401088985875447e-08
2002,3.461165015705703e-08,1.0076809608960957e-08
2003,4.291930721933568e-08,1.4167537920606321e-08
2004,3.259545469647129e-08,2.2023956436356684e-08
2005,4.2335246641656e-08,2.296912349208924e-08
2006,3.459027508867507e-08,1.729513776638214e-08
2007,3.2355284007579144e-08,2.5964116634469292e-08
2008,2.937633380994953e-08,1.8306990035021897e-08
2009,2.9562793102400065e-08,3.766872147537015e-08
2010,2.8342758917609956e-08,3.4011310212633816e-08
2011,1.30015047339338e-08,4.741725279089337e-08
2012,2.110636604379934e-08,3.880848131743164e-08
2013,2.9843637894266806e-08,3.932666414740993e-08
2014,3.5513299634359896e-08,4.590743651888829e-08
2015,3.45785770017315e-08,4.277990373058316e-08
2016,7.166836457628278e-08,3.2105771485824164e-08
2017,1.735771762434446e-08,4.57841253798108e-08
2018,3.2268333727270004e-08,3.9754588287976844e-08
2019,4.005050735500504e-08,4.693817468037764e-08
