year,en_ADP aise_NOUN,en_ADP chaise_NOUN
1800,0.0,1.8236154630812962e-07
1801,2.3811825844433088e-09,2.500241578218265e-07
1802,0.0,2.528759353026544e-07
1803,9.751696339321825e-09,1.794312112224361e-07
1804,0.0,3.4605912446750153e-07
1805,2.842877711017877e-09,2.9850215810256486e-07
1806,0.0,6.310855269475724e-07
1807,2.8469551160981155e-09,2.761546511464985e-07
1808,3.172503681980743e-08,3.8523256762346136e-07
1809,0.0,2.5075237886085233e-07
1810,0.0,2.3635280399503245e-07
1811,0.0,2.6073598746734206e-07
1812,0.0,2.0004061695999553e-07
1813,1.7254450312975678e-08,1.7542024011163448e-07
1814,0.0,9.754699448194515e-08
1815,5.3944472000466703e-08,1.1328339155625144e-07
1816,0.0,2.4798362119327066e-07
1817,1.556873407970727e-09,4.359245622254093e-07
1818,2.384235475716423e-09,4.4465991777542513e-07
1819,1.035105001712111e-09,2.825836702413653e-07
1820,3.5599443393152796e-09,3.15648406967739e-07
1821,2.7612166775270452e-08,2.3864802756179415e-07
1822,0.0,2.90742860897808e-07
1823,2.174191138237802e-08,2.1050122711585573e-07
1824,4.7158231097910175e-08,2.635808300510689e-07
1825,1.7610886082763955e-09,5.159989768799278e-07
1826,2.3781557056956615e-08,3.206106384823215e-07
1827,9.217273166939322e-09,2.5347500809402845e-07
1828,0.0,2.907619602865452e-07
1829,1.1145129263923081e-08,4.586649140492227e-07
1830,5.218417697960831e-09,3.64245579476119e-07
1831,0.0,2.0268568334813608e-07
1832,0.0,4.61371968185631e-07
1833,1.1583628500844156e-09,2.4209782623074716e-07
1834,2.8937046536725575e-08,3.127067884634016e-07
1835,1.5126175867408165e-09,3.6151561744190985e-07
1836,1.8818100577799868e-08,3.3469333970970183e-07
1837,1.7394726437025554e-08,3.0266826911429234e-07
1838,1.0730675237269338e-08,3.0550864948963863e-07
1839,6.9914749545318955e-09,3.8103539168332645e-07
1840,9.554533164646273e-09,3.6753104382114543e-07
1841,2.5682194149112547e-09,2.5746399501258566e-07
1842,9.391571076378114e-09,2.609515092899528e-07
1843,1.1813822142769936e-09,2.6462961955076025e-07
1844,2.744280691580059e-09,2.1515160142371315e-07
1845,0.0,2.382757315899653e-07
1846,1.7563504428608212e-08,2.798451532726176e-07
1847,5.393223645455691e-10,1.7743705882367067e-07
1848,2.413566457803995e-09,2.469882929290179e-07
1849,5.865590457787562e-09,2.5222038857464213e-07
1850,6.1100964288129944e-09,2.4304605972247373e-07
1851,7.094382858952031e-09,2.321798007187681e-07
1852,5.208436348880241e-09,1.7773788840713678e-07
1853,1.074947708623597e-08,2.962078156087955e-07
1854,6.234797400583858e-09,4.909903168481833e-07
1855,2.653468555990912e-09,4.3941440708294977e-07
1856,1.2942972693608112e-08,6.383474442372972e-07
1857,9.763017949637742e-09,6.692549163744843e-07
1858,6.8511463169329545e-09,4.952399876856362e-07
1859,6.619825576592575e-09,3.5339684245627723e-07
1860,9.154367819341758e-10,3.066713247790176e-07
1861,3.772771095533756e-09,3.4803812809514056e-07
1862,4.0661876643532935e-09,3.167108388879569e-07
1863,2.497310414018017e-09,3.1566003144689603e-07
1864,4.794727948009836e-09,2.661074063325941e-07
1865,1.6003271152698062e-08,2.9794324518661597e-07
1866,3.8924903300596725e-09,2.671221466243878e-07
1867,7.279217228983725e-09,2.455522576383373e-07
1868,1.975949626142892e-09,2.2081236750182143e-07
1869,8.790334682373668e-09,2.392924329797097e-07
1870,1.1468097582678638e-09,1.9151723051891167e-07
1871,5.310588635509816e-09,2.432249459616287e-07
1872,4.23313739617015e-09,2.8724861067530583e-07
1873,6.584604750337064e-09,2.603912037102418e-07
1874,9.559374625212058e-09,3.1127714805734286e-07
1875,1.1443054281912168e-09,2.780662100576592e-07
1876,1.0882826417812907e-08,2.7932588864132413e-07
1877,1.5462039981706255e-08,2.473926485890843e-07
1878,7.2469061862534545e-09,2.7115507350572443e-07
1879,7.94212295929242e-09,3.531189918248856e-07
1880,6.417846254436199e-09,2.7660917112370953e-07
1881,3.486253785656146e-09,2.6774429784381937e-07
1882,1.6638462829732248e-08,2.588944880699273e-07
1883,7.583206784733676e-09,2.704676944631501e-07
1884,1.5844072720483382e-08,2.997170440721675e-07
1885,9.66845359329227e-09,2.9585467586912273e-07
1886,5.808117542471791e-09,3.065395333123888e-07
1887,1.1752063988623718e-08,2.467933484240348e-07
1888,1.9021844099853524e-09,2.314324376584409e-07
1889,4.385595886446936e-09,2.029904351275036e-07
1890,5.243509182406569e-09,2.320252860954497e-07
1891,5.736798036615198e-09,3.2890974921429006e-07
1892,3.761107425503951e-09,2.9838119530722906e-07
1893,7.390099865389743e-09,2.3709904439783713e-07
1894,3.780923574225881e-09,2.4008863874769304e-07
1895,4.213030146971164e-09,2.1727198884491372e-07
1896,5.89702897624278e-10,2.559310701144568e-07
1897,1.4566783890224144e-08,1.7130537344201002e-07
1898,3.3950129374460403e-09,3.066828355713369e-07
1899,1.1055156790007459e-09,2.2939450161629793e-07
1900,3.633737311048435e-09,3.0627214187006757e-07
1901,1.8442838811694173e-08,1.9001711848432024e-07
1902,4.419255628107521e-09,2.4404110376963217e-07
1903,1.1340462569009446e-08,2.1978895858865144e-07
1904,5.374625189347171e-10,2.3702096996203181e-07
1905,2.0643036724443675e-09,2.1881618295083172e-07
1906,1.543255340186178e-08,2.8858875111836824e-07
1907,2.571421631181181e-09,2.170279884694537e-07
1908,2.9468334439286537e-09,2.2837959079424763e-07
1909,7.701377313651392e-09,2.6679771281123976e-07
1910,7.481810726517324e-09,2.714828610805853e-07
1911,4.25629931299909e-09,2.489935013727518e-07
1912,5.209421227725386e-10,2.5005221004903433e-07
1913,2.6514948014977335e-09,2.137104786470445e-07
1914,2.6786975415582504e-09,2.524672311210452e-07
1915,8.246533123035249e-09,1.0484878032457345e-07
1916,4.394984820521586e-09,1.582194499860634e-07
1917,1.0966424213165737e-08,1.4804672332502378e-07
1918,8.040463406189247e-09,1.206069555337308e-07
1919,1.8415696745321952e-09,1.6297892102556943e-07
