year,en_ADP aise_NOUN,en_ADP chaise_NOUN
1920,7.572231730534895e-09,2.165658230524059e-07
1921,3.7863738810983705e-09,2.6504616812417225e-07
1922,1.3280283539529592e-08,1.8961294756536518e-07
1923,2.1231896241147297e-09,2.1550374640355585e-07
1924,2.578324886925998e-09,2.4623003014312417e-07
1925,7.698724546756353e-09,1.9466774858756253e-07
1926,3.3438415369957397e-09,2.864557586690353e-07
1927,0.0,3.077186079281091e-07
1928,3.4278122562625413e-09,2.3080603739344951e-07
1929,7.798284462623428e-09,2.428608638638252e-07
1930,1.0503603542488804e-09,2.0482026741319714e-07
1931,6.843213995466613e-09,2.543394543863542e-07
1932,3.2878609834696704e-09,2.0713524406801298e-07
1933,5.735331320977366e-09,2.7300177407596493e-07
1934,3.5944740517379614e-09,1.9290344255296077e-07
1935,1.196828414151696e-08,2.058544907868054e-07
1936,2.424942913137329e-09,1.733834125161593e-07
1937,7.554670666820584e-09,2.0271700407192839e-07
1938,1.2965214679638848e-08,1.6725127238714776e-07
1939,1.2235240376412548e-08,1.1776418773479236e-07
1940,1.0143131667916805e-08,1.5468275194052694e-07
1941,1.1806010391524069e-08,1.8594465700516594e-07
1942,0.0,2.214974585967866e-07
1943,2.9032352077962287e-09,2.8742027780026547e-07
1944,0.0,6.297844947766862e-07
1945,2.178504043826024e-09,9.803267886354661e-08
1946,4.1763312808029696e-09,2.7285364012641367e-07
1947,4.7683483828109274e-09,1.9550228103071277e-07
1948,1.1959076617884534e-08,1.9786835991908447e-07
1949,9.817008317369869e-10,1.3841982138274034e-07
1950,1.1698897628420468e-08,1.733563976813457e-07
1951,6.396841278899501e-09,1.7911155225647235e-07
1952,4.2179215675730575e-09,2.1933192329015583e-07
1953,1.0773827385790469e-09,1.5298834910026926e-07
1954,2.9317608341017376e-09,1.3290649292230228e-07
1955,9.385607846468247e-10,1.736337509328223e-07
1956,8.72114158667614e-10,1.6046899986577046e-07
1957,1.7670075402875796e-09,1.404770983981507e-07
1958,3.3088973783179654e-09,2.3493171852351225e-07
1959,4.650448692800069e-09,1.356380892048037e-07
1960,2.629916640017882e-08,1.5779500017742976e-07
1961,6.25334317660986e-09,1.7231434412678936e-07
1962,2.536782617301725e-09,1.7947736807855108e-07
1963,1.2932106496776896e-09,1.3966675282972574e-07
1964,1.034274621503073e-08,1.7156790477201866e-07
1965,2.188817405102128e-09,1.4555635630131292e-07
1966,1.0524242255449678e-08,1.2684481021096872e-07
1967,2.9088979447422503e-08,1.2030018581299373e-07
1968,4.491415739327209e-09,1.446235842195165e-07
1969,2.2708788738334817e-09,1.362527370929456e-07
1970,9.657322413980651e-09,1.3520251229692803e-07
1971,7.707596116901527e-09,1.1098938301756789e-07
1972,3.5911026929902334e-09,1.3440984503176878e-07
1973,6.064524216142786e-09,1.008916257205783e-07
1974,4.500457451150908e-09,1.6032879557315027e-07
1975,6.282628195464213e-09,1.7934047491507954e-07
1976,6.28487961673585e-09,1.3598193504549272e-07
1977,5.289103488514968e-09,1.2635081247935886e-07
1978,4.158413835497754e-09,1.479207298871188e-07
1979,5.266776015311336e-09,1.410325580764038e-07
1980,2.8425753972882717e-09,1.6998600926854124e-07
1981,3.795329828193417e-09,1.6572940353398735e-07
1982,3.103751144983846e-09,1.2166704266292072e-07
1983,6.315316158911344e-09,1.288324540382746e-07
1984,2.319603453759811e-09,1.4497521760858945e-07
1985,7.820225356169885e-09,1.2452204600776895e-07
1986,8.99172813983995e-09,1.4266875325574802e-07
1987,2.4443267965246207e-09,1.1305011327067405e-07
1988,2.398621523624911e-09,1.2712693830962962e-07
1989,4.390497743145261e-09,1.43239986982735e-07
1990,3.8140557934163155e-09,1.34581682686985e-07
1991,1.1722930404189924e-09,1.4477818410796317e-07
1992,6.61193322315512e-09,1.2342275113041978e-07
1993,7.754890507527534e-09,1.4457332042638882e-07
1994,3.692448680148175e-09,1.2132331050906942e-07
1995,1.0302656505700725e-08,1.3013881527967897e-07
1996,5.338092190498855e-10,1.526694433096054e-07
1997,3.3564262480467733e-09,1.443263215605839e-07
1998,8.582632826659164e-09,1.1538872968230862e-07
1999,3.1991408688814005e-09,1.2248139569237537e-07
2000,3.976228346580513e-09,1.3519176889076334e-07
2001,5.257454110951798e-09,1.5202805059288949e-07
2002,4.81934359086722e-09,1.7086763648421766e-07
2003,4.583615376141381e-09,1.31258076407903e-07
2004,4.845270240583233e-09,1.6650110978844168e-07
2005,3.602999676388663e-09,1.8915748967174295e-07
2006,1.6471559671771274e-09,1.931290398715646e-07
2007,2.7961355453243186e-09,1.7775433036604227e-07
2008,2.9802078027607593e-09,1.8817883074007113e-07
2009,1.907277002999308e-09,2.0503227915469324e-07
2010,2.8342757585342326e-09,1.9792692285136582e-07
2011,5.735957792074586e-09,2.0840647607656138e-07
2012,2.382976926895708e-09,2.5157427785416075e-07
2013,4.741512515948898e-09,2.906268434799131e-07
2014,3.681256854903836e-09,2.734957149641559e-07
2015,3.54652054945781e-09,3.112071738087252e-07
2016,4.349814175519384e-09,3.175364327034913e-07
2017,1.7609279867603078e-09,2.1458164667365054e-07
2018,5.162933414126769e-10,2.3491347178605793e-07
2019,7.65296326310505e-10,2.7270058922113094e-07
