year,ton_DET hommage_NOUN,ton_DET chômage_NOUN
1993,3.323524566667402e-09,1.661762283333701e-09
1994,2.6374633033121597e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,0.0
1996,2.135236876199542e-09,0.0
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,6.198567881199324e-09,9.536258449571733e-10
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,8.762423564512289e-10,0.0
2002,3.0668549366730247e-09,1.752488598683044e-09
2003,7.083768904792009e-09,0.0
2004,5.726228741176342e-09,4.404791253964646e-10
2005,3.1526246058177776e-09,4.5037495954858286e-10
2006,3.7061009261485367e-09,0.0
2007,2.3966877371606188e-09,1.1983438685803094e-09
2008,5.960415355721338e-09,1.7029758714315335e-09
2009,6.675469732542183e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,6.118355155848576e-09,7.64794394481072e-10
2012,6.127654827992046e-09,2.0425516833455504e-09
2013,6.972812660599459e-09,1.3945624655065103e-09
2014,6.929424548052232e-09,4.547434873103384e-09
2015,1.2856137321382022e-08,1.5516027351836215e-09
2016,1.3049442193491245e-08,2.278474076078396e-09
2017,3.5218559180094644e-09,2.264050280587071e-09
2018,1.264918714216634e-08,2.8396134332808742e-09
2019,5.86727205709181e-09,2.5509878653906526e-09
