year,ton_DET hommage_NOUN,ton_DET chômage_NOUN
1800,3.144164395507687e-08,0.0
1801,3.095537337571841e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,6.631153581793114e-08,0.0
1804,4.449331569844617e-08,0.0
1805,1.7057265822018053e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,2.562259560079383e-08,0.0
1808,4.5321478125970316e-08,0.0
1809,3.388545621874073e-08,0.0
1810,6.084329839950442e-08,0.0
1811,1.7549536934780008e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,4.045835311217161e-08,0.0
1816,6.952811659743929e-09,0.0
1817,4.3592455867269564e-08,0.0
1818,2.6226590676969863e-08,0.0
1819,3.726378183799284e-08,0.0
1820,2.966620371580575e-08,0.0
1821,4.536284681222469e-08,0.0
1822,4.3110148340019805e-08,0.0
1823,1.9765374226210497e-08,0.0
1824,2.6947561515555662e-08,0.0
1825,5.3713203662653086e-08,0.0
1826,2.9066348328221636e-08,0.0
1827,2.1199727640031085e-08,0.0
1828,2.93513645610588e-08,0.0
1829,1.6289034676653102e-08,0.0
1830,2.5048406016026092e-08,0.0
1831,1.0913843828674885e-08,0.0
1832,3.3824925083081325e-08,0.0
1833,3.4750884836398654e-08,0.0
1834,1.1201436889152205e-08,0.0
1835,2.2689263801112247e-08,0.0
1836,2.0162249814159594e-08,0.0
1837,1.530735971311259e-08,0.0
1838,1.1361891427696946e-08,0.0
1839,1.0487212986909356e-08,0.0
1840,7.0066574764382494e-09,0.0
1841,1.926164561183441e-08,0.0
1842,2.0124795607756596e-08,0.0
1843,8.269675666472409e-09,0.0
1844,8.232841963717874e-09,0.0
1845,5.022205318283568e-09,0.0
1846,1.2879902477891392e-08,0.0
1847,1.0786447290911383e-08,0.0
1848,9.65426583121598e-09,0.0
1849,2.0948537793330502e-08,0.0
1850,8.146795238417326e-09,0.0
1851,1.0319102017319892e-08,0.0
1852,5.859490892490271e-09,0.0
1853,8.95789731281127e-09,0.0
1854,4.676098175337984e-09,0.0
1855,2.0697054736729115e-08,0.0
1856,4.659470143053568e-09,0.0
1857,5.369660049936442e-09,0.0
1858,1.3702293077955119e-08,1.468102750479261e-09
1859,1.6804171831807935e-08,0.0
1860,1.327383358784573e-08,0.0
1861,2.6880993708733314e-08,0.0
1862,7.228778048373741e-09,0.0
1863,9.489779906335372e-09,0.0
1864,1.582260222843246e-08,0.0
1865,8.47231973466478e-09,0.0
1866,4.865612801552288e-09,0.0
1867,7.279217228983725e-09,0.0
1868,9.385760613156435e-09,0.0
1869,1.1720445947105418e-08,0.0
1870,7.454263428741115e-09,0.0
1871,2.1242354542039266e-09,0.0
1872,6.047339518033823e-09,0.0
1873,7.183205141814142e-09,0.0
1874,1.3144140442733487e-08,0.0
1875,3.432916173551348e-09,0.0
1876,3.627608879952504e-09,0.0
1877,1.1132669008873108e-08,0.0
1878,4.22736201599605e-09,0.0
1879,3.0546627449723474e-09,0.0
1880,5.134277003548959e-09,0.0
1881,4.8807553554297556e-09,0.0
1882,1.9966155395678697e-09,0.0
1883,2.5277356319186595e-09,6.319338941018771e-10
1884,9.242375753615306e-09,0.0
1885,7.090199094506033e-09,0.0
1886,4.5174246565693466e-09,0.0
1887,3.264462256069578e-09,0.0
1888,5.706553452000662e-09,0.0
1889,2.5060546970934183e-09,0.0
1890,6.554386366985909e-09,0.0
1891,5.099375810502238e-09,0.0
1892,8.149066310636499e-09,0.0
1893,6.15841644346915e-09,0.0
1894,3.150769645188234e-09,0.0
1895,1.8055843487019274e-09,0.0
1896,6.486732040400511e-09,0.0
1897,6.992056267307589e-09,0.0
1898,6.224190496340043e-09,0.0
1899,7.738609753005221e-09,0.0
1900,3.1146317747143826e-09,0.0
1901,8.38310842965484e-09,0.0
1902,3.928227076954727e-09,0.0
1903,2.7001101354784396e-09,0.0
1904,2.6873125946735854e-09,0.0
1905,4.1286072338664326e-09,0.0
1906,3.0865106026567446e-09,0.0
1907,6.1714118260169926e-09,0.0
1908,4.4202499438483756e-09,4.911389073214423e-10
1909,4.9508852018043115e-09,0.0
1910,5.878565634276356e-09,0.0
1911,4.788336727123976e-09,0.0
1912,3.125652625612929e-09,0.0
1913,1.590896969716482e-09,0.0
1914,6.696743604095445e-09,0.0
1915,5.890381071793627e-09,0.0
1916,1.7579939282086343e-08,0.0
1917,6.5798546611262054e-09,0.0
1918,6.89182577673364e-09,0.0
1919,2.762354567309444e-09,0.0
1920,3.786115865267448e-09,0.0
1921,9.087297137000405e-09,0.0
1922,5.90234855435412e-09,0.0
1923,9.554353752605493e-09,0.0
1924,3.867487219366694e-09,0.0
1925,5.499089184013428e-09,0.0
1926,2.229227691330493e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,5.713020723163709e-09,0.0
1929,4.4561625500705304e-09,0.0
1930,4.201441416995522e-09,0.0
1931,7.983749661377715e-09,0.0
1932,0.0,0.0
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,2.393656828303392e-09,0.0
1936,4.849885826274658e-09,0.0
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,0.0,0.0
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,8.854507793643052e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.6129116870166058e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,9.744772988540262e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,4.2179215675730575e-09,0.0
1953,5.386913581872932e-09,0.0
1954,4.886268278880834e-09,0.0
1955,0.0,0.0
1956,4.36057079333807e-09,1.744228317335228e-09
1957,0.0,0.0
1958,1.6544486891589827e-09,0.0
1959,6.9756733722670106e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,2.779263652552544e-09,0.0
1962,5.7077609305622445e-09,0.0
1963,2.5864212993553792e-09,0.0
1964,5.475571496216247e-09,0.0
1965,1.6416130677043839e-09,5.472043373977442e-10
1966,2.769537488234164e-09,0.0
1967,7.395503098805989e-09,0.0
1968,1.033025617824812e-08,0.0
1969,2.725054598640142e-09,4.5417578031781147e-10
1970,5.518469958776251e-09,0.0
1971,5.6522370117662035e-09,5.138397485282553e-10
1972,2.0520587451500205e-09,0.0
1973,2.7566018356850464e-09,0.0
1974,7.313243344242437e-09,1.1251143350321513e-09
1975,4.569184142155791e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,0.0
1977,1.1753563677885381e-09,5.876781838942691e-10
1978,6.534650598410963e-09,5.940591352171509e-10
1979,2.9259866751729646e-09,5.851973350345929e-10
1980,3.411090521154847e-09,2.2740602734216964e-09
1981,6.325549528618524e-10,0.0
1982,4.345251713999687e-09,0.0
1983,1.89459470334441e-09,1.89459470334441e-09
1984,1.1598016991243298e-09,0.0
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,1.7983456945813714e-09,0.0
1987,6.110816852533674e-10,0.0
1988,5.3968984281560495e-09,1.1993107618124554e-09
1989,5.488122178931576e-09,5.488122178931576e-10
1990,1.089730194969718e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,1.65298330578878e-09
