year,son_DET an_NOUN,son_DET chant_NOUN
1800,1.1947824818392405e-07,1.9808235833806975e-06
1801,1.5715804924099075e-07,1.1120123009078497e-06
1802,1.1860552717735118e-07,1.2755688771903806e-06
1803,1.4042442475492578e-07,2.2974995903535245e-06
1804,9.887403673580764e-08,1.4262579695056843e-06
1805,1.7910129024301114e-07,9.097208764075049e-07
1806,1.0950343032334331e-07,1.1670760429183247e-06
1807,2.021338083579849e-07,7.088918287934121e-07
1808,1.4049658636494655e-07,1.452553476610774e-06
1809,9.713831272684104e-08,8.493954863908471e-07
1810,9.828532210320873e-08,1.1302812357172343e-06
1811,1.3036799018095735e-07,1.2886374989307114e-06
1812,1.0668832839400011e-07,9.121852277971243e-07
1813,8.914798788062228e-08,1.296959528218622e-06
1814,1.2272040805783035e-07,8.401628157628238e-07
1815,1.7262230644909948e-07,5.63719735779955e-07
1816,1.3442102897442965e-07,1.4994897696851694e-06
1817,1.1053801518556838e-07,1.6845370627294187e-06
1818,1.7762553694566918e-07,1.15396996114292e-06
1819,1.7079232339511918e-07,7.069767189449294e-07
1820,1.0798497562802822e-07,8.899860830524631e-07
1821,1.400331290923873e-07,7.258055596537361e-07
1822,1.1128433641260926e-07,7.910211223816077e-07
1823,1.462637607696493e-07,1.0149519225066683e-06
1824,1.3221146666353434e-07,8.446375900916792e-07
1825,1.5673689013340208e-07,9.36899149373005e-07
1826,1.1538459276927426e-07,8.129769746290094e-07
1827,1.4747636600809244e-07,5.346018108198791e-07
1828,1.2199160820403065e-07,8.456861545491634e-07
1829,8.74463982336593e-08,6.90998014363231e-07
1830,6.053364831615227e-08,1.1323966688792098e-06
1831,7.639690879912564e-08,9.074082178983645e-07
1832,7.71208219507713e-08,7.982681977658501e-07
1833,1.1583628245492861e-07,8.096956385372778e-07
1834,1.0641365477681575e-07,8.970484302039949e-07
1835,1.550433026409337e-07,1.0210168852609058e-06
1836,8.468145001883087e-08,9.34856350109925e-07
1837,9.393152344827627e-08,9.928910564838134e-07
1838,1.1677499323070606e-07,7.883890262849746e-07
1839,1.1326189996996305e-07,1.0263485794581584e-06
1840,9.427138925044432e-08,8.535382540753034e-07
1841,6.741575964142044e-08,9.810598449178087e-07
1842,7.714504635103481e-08,7.989543817643607e-07
1843,7.560846043697111e-08,8.860366822460719e-07
1844,8.232841669508772e-08,1.0104441487968074e-06
1845,7.812318997268974e-08,6.93064288626033e-07
1846,6.557041376531458e-08,6.568750237079257e-07
1847,7.065122886729114e-08,6.121308890882915e-07
1848,6.75798647598036e-08,6.291363163768438e-07
1849,6.703532084983976e-08,6.80408467346183e-07
1850,6.992665557703504e-08,7.882024490868389e-07
1851,6.384944617465749e-08,5.630359982689015e-07
1852,6.64075603395986e-08,7.773591494952825e-07
1853,1.361600512339578e-07,1.0689757878878936e-06
1854,8.78067258902604e-08,9.082021286133113e-07
1855,8.384960636931282e-08,1.073062705359007e-06
1856,6.885661679723043e-08,9.381066679026162e-07
1857,6.882927949813933e-08,8.625626382041673e-07
1858,7.780944633051234e-08,8.598188667718887e-07
1859,7.027199155906771e-08,9.82789458703337e-07
1860,6.316513795345813e-08,1.0605334779256737e-06
1861,5.4233584068086316e-08,1.0101594556388704e-06
1862,4.9246050931595065e-08,8.200145349412935e-07
1863,6.842630428938179e-08,8.685645820349919e-07
1864,6.376988459511068e-08,8.951757184405551e-07
1865,5.64821325821363e-08,9.084209837695312e-07
1866,5.936047775545461e-08,8.675388105672255e-07
1867,8.589476685472164e-08,9.928852442442349e-07
1868,1.0027944497004171e-07,9.133827267859829e-07
1869,5.71371735480497e-08,9.76215501324873e-07
1870,7.511604183108034e-08,9.042594708574825e-07
1871,7.22240054429335e-08,6.213388443754297e-07
1872,6.228759585891197e-08,7.123765506378277e-07
1873,5.028243821314504e-08,7.410673514840482e-07
1874,6.03435516555173e-08,7.259150311966778e-07
1875,6.122034090783046e-08,8.765379497788217e-07
1876,6.227395332736307e-08,8.567203018117198e-07
1877,6.061119739442233e-08,6.93317894651102e-07
1878,6.52221585073498e-08,1.0755616841606752e-06
1879,5.254019630474005e-08,8.375884767986008e-07
1880,6.096953786283166e-08,8.208425601452518e-07
1881,6.414706832380546e-08,8.16480632437333e-07
1882,6.988154366283084e-08,7.846699139335556e-07
1883,6.192952090033899e-08,7.734870868247867e-07
1884,5.0172896060018957e-08,8.456773912257631e-07
1885,6.832373844467554e-08,7.064416989166489e-07
1886,4.0656823463436353e-08,8.079736559807316e-07
1887,5.8760320276185496e-08,7.873883003384208e-07
1888,7.355113318396889e-08,6.632282749663432e-07
1889,3.696430755928404e-08,8.583237143255928e-07
1890,4.653614438243636e-08,6.626484516658593e-07
1891,4.398211705947119e-08,7.349475676932116e-07
1892,5.955086601616699e-08,6.494179043414761e-07
1893,4.3108915770417866e-08,7.648753328481916e-07
1894,5.6713853835432815e-08,7.795004108857029e-07
1895,4.333402414680165e-08,7.132058454928369e-07
1896,4.8945341502015793e-08,7.223860389871106e-07
1897,3.7290966981018414e-08,5.879154230115091e-07
1898,2.4330925163518202e-08,6.756075938696426e-07
1899,4.2009595802028343e-08,8.490360450252865e-07
1900,3.062721309898819e-08,7.163653190644936e-07
1901,5.58873880507349e-08,6.566768266935696e-07
1902,3.830021277906326e-08,4.699141715747146e-07
1903,4.3201761279476614e-08,6.512665606805967e-07
1904,4.245953988402107e-08,6.761278221745215e-07
1905,3.767354206374307e-08,6.100017060362006e-07
1906,3.7552547016428406e-08,7.232723415739883e-07
1907,5.2457003574257755e-08,7.251409286368471e-07
1908,4.2729083382653243e-08,6.306223401253419e-07
1909,4.950885273968808e-08,7.470335923187577e-07
1910,3.7409056519166484e-08,8.914043156948992e-07
1911,3.617854271720233e-08,7.932677821287371e-07
1912,4.1675368378513156e-08,7.720362233953892e-07
1913,7.424185671789374e-08,7.896151572595045e-07
1914,6.76371111341112e-08,8.163330633692567e-07
1915,3.062998121805549e-08,6.71503430638154e-07
1916,3.515987700986045e-08,6.141991146790815e-07
1917,3.9479127189601115e-08,7.830027257682559e-07
1918,4.020231880730307e-08,7.960058638900591e-07
1919,3.9593748335509105e-08,1.0073386143005791e-06
1920,3.256059644130005e-08,1.0540546675485984e-06
1921,4.695103461571648e-08,9.291761031704482e-07
1922,3.246291635505827e-08,1.1708783596020567e-06
1923,2.866305903737043e-08,1.204910166308082e-06
1924,3.996403508121915e-08,1.129306308911282e-06
1925,4.289289257108919e-08,1.147109934152013e-06
1926,4.0126098888038086e-08,8.838887843864995e-07
1927,3.2332752919472796e-08,1.155059685231663e-06
1928,2.5137290693422187e-08,9.666430855759245e-07
1929,3.7877380565376484e-08,9.26881803309243e-07
1930,3.886333299618627e-08,8.287343220558796e-07
1931,2.737285687004487e-08,9.386608788020112e-07
1932,3.835837958376942e-08,8.800508162210008e-07
1933,3.6706119699303486e-08,8.247405993699886e-07
1934,2.156684431042777e-08,8.063603331720515e-07
1935,2.992071124197082e-08,9.431008152205322e-07
1936,2.9099315845826368e-08,1.1045615408988851e-06
1937,2.392312392629492e-08,7.806493123041491e-07
1938,2.852347158466273e-08,1.026845012574995e-06
1939,3.823512795264605e-08,7.096439595954962e-07
1940,1.7750480196809804e-08,9.686690987109614e-07
1941,5.31270463177691e-08,8.913537961063867e-07
1942,4.2478965012193726e-08,1.1165899209686359e-06
1943,4.354852944921106e-08,1.2658105337237657e-06
1944,2.8918675454292497e-08,1.2435030853907847e-06
1945,1.742803235060819e-08,1.1458930799790323e-06
1946,2.7842208538686464e-08,1.3141522146042917e-06
1947,2.980217805870211e-08,1.0073136138544214e-06
1948,3.261566305923225e-08,9.96952110199345e-07
1949,2.4542519905246252e-08,7.490377385011016e-07
1950,2.4461331626923766e-08,8.63591370858785e-07
1951,3.624876732111204e-08,8.454491506881823e-07
1952,4.007025555807786e-08,1.0101921956717774e-06
1953,2.2625038065271497e-08,8.84531221601037e-07
1954,2.9317608785106586e-08,1.1140691000832703e-06
1955,2.5341140741375057e-08,8.756772409412861e-07
1956,1.8314397332019894e-08,9.322900531572031e-07
1957,1.943708272111877e-08,9.312129840566286e-07
1958,2.4816729671250926e-08,8.570044425226797e-07
1959,1.705164498488898e-08,8.45606592747572e-07
1960,2.9067500517676592e-08,1.0457378962769326e-06
1961,3.474079651732964e-08,9.31748143528921e-07
1962,1.775747771048941e-08,9.823690305665878e-07
1963,2.7157423310164575e-08,1.0972891786309447e-06
1964,2.2510682928800207e-08,9.503158384660537e-07
1965,3.666269171587189e-08,9.329833829951895e-07
1966,3.4342264032538594e-08,9.012074464465059e-07
1967,4.585212198815469e-08,9.87546219022306e-07
1968,4.805814923791729e-08,1.284095841214139e-06
1969,3.0883953477944814e-08,8.920012106727881e-07
1970,3.495030997946458e-08,9.671118768039833e-07
1971,3.442726392854922e-08,9.598526702347954e-07
1972,3.026786543625093e-08,1.387191748136729e-06
1973,3.19765822709428e-08,8.424175224064356e-07
1974,3.431598794012558e-08,8.185206947786128e-07
1975,3.1413141421410273e-08,7.647671829147384e-07
1976,3.4281162297755685e-08,8.056072751116972e-07
1977,2.4094806150287695e-08,7.481143207144214e-07
1978,3.0891073921068823e-08,1.014653024711265e-06
1979,3.39414459871179e-08,8.935963471401465e-07
1980,2.842575275163739e-08,9.192888477116412e-07
1981,3.921840530107801e-08,9.279581032473061e-07
1982,4.469401748696811e-08,9.956833935120812e-07
1983,3.599730202807905e-08,1.033185698773309e-06
1984,3.131464598737921e-08,1.0420818519207842e-06
1985,2.827312228781409e-08,9.197788024550846e-07
1986,4.07625022069702e-08,9.237502247572138e-07
1987,4.399788133824245e-08,8.396262440868441e-07
1988,2.9383113941960914e-08,8.910878825929558e-07
1989,2.4147736810142817e-08,9.626166317389107e-07
1990,7.79157096619798e-08,9.279052370914087e-07
1991,3.0479618662315744e-08,9.894153407685735e-07
1992,2.7549721615116596e-08,1.0028098245129513e-06
1993,3.877445237110422e-08,1.0097974900702411e-06
1994,3.059457520659947e-08,1.0940197636699622e-06
1995,3.958388955505043e-08,1.176129543978277e-06
1996,4.2704737523990843e-08,1.0387927318333823e-06
1997,4.363353844905049e-08,1.1181694095085959e-06
1998,5.6263925851673946e-08,1.1085900126772685e-06
1999,3.9760751607831324e-08,1.0909070180531444e-06
2000,3.843687301774423e-08,1.0669545957853188e-06
2001,2.716351366061076e-08,1.0519289457278092e-06
2002,3.811662852015729e-08,1.2206082988797107e-06
2003,3.5418845301116164e-08,1.0959006768729296e-06
2004,3.611928783842089e-08,1.020590158162804e-06
2005,4.4136746257805726e-08,1.0210000329635704e-06
2006,3.62374311668745e-08,1.14847949994612e-06
2007,3.8347003267213964e-08,1.1032752045281313e-06
2008,2.3415917621560922e-08,1.5373614772329347e-06
2009,2.384096209340214e-08,1.0132408885255018e-06
2010,1.936755145148794e-08,9.773527711587349e-07
2011,1.2619107203626356e-08,9.927031072720638e-07
2012,8.170206400315294e-09,9.87914155814451e-07
2013,8.646287685820653e-09,1.0431327659432554e-06
2014,2.9016966135442246e-08,1.049591253021731e-06
2015,6.871383573248124e-09,1.006546903603578e-06
2016,9.113895860224375e-09,1.1100311461120782e-06
2017,6.540589680970044e-09,9.916539944754277e-07
2018,5.162933414126769e-09,1.023293421553717e-06
2019,1.0459050070465992e-08,9.303452301878679e-07
