year,bon_ADJ ange_NOUN,bon_ADJ change_NOUN
1866,5.945778790428236e-07,0.0
1867,4.896486665018074e-07,0.0
1868,5.433861386405781e-07,0.0
1869,6.416944346998577e-07,0.0
1870,4.839537242062875e-07,0.0
1871,3.5368521644763007e-07,0.0
1872,4.741113999173763e-07,0.0
1873,4.938453770364504e-07,1.1972008939764578e-09
1874,5.58028483865769e-07,0.0
1875,5.572767522998845e-07,0.0
1876,4.1596582889269484e-07,0.0
1877,4.2242293130101416e-07,1.2369631985365004e-09
1878,4.450808468448031e-07,0.0
1879,3.952733351741955e-07,1.221865053580018e-09
1880,3.812200761732498e-07,0.0
1881,4.5600200149209513e-07,0.0
1882,3.6604618558477853e-07,0.0
1883,3.1154340507377754e-07,1.2638677882037541e-09
1884,3.9478147506599726e-07,6.601696966868076e-10
1885,3.010111810919369e-07,6.445635691854079e-10
1886,4.846551373005603e-07,0.0
1887,3.4668590020991985e-07,0.0
1888,3.100560659330398e-07,0.0
1889,3.0072657430935124e-07,0.0
1890,3.703228351747967e-07,0.0
1891,3.0150061558487096e-07,0.0
1892,3.0903766390366627e-07,0.0
1893,3.873643954488415e-07,2.463366621796581e-09
1894,3.087754194552872e-07,1.8904617871129403e-09
1895,2.756525487868089e-07,0.0
1896,2.700839233926722e-07,0.0
1897,2.3073785371252598e-07,0.0
1898,3.219603987858477e-07,0.0
1899,2.990419840642744e-07,0.0
1900,2.5695713734563697e-07,0.0
1901,2.3249153313642523e-07,0.0
1902,2.79395152347206e-07,0.0
1903,4.158169604195905e-07,1.0800440541913758e-09
1904,2.569070849389732e-07,0.0
1905,1.9094808312303257e-07,0.0
1906,2.3508923518988922e-07,5.144184522798412e-10
1907,2.5148504168015506e-07,0.0
1908,2.4213147686857894e-07,4.911389073214423e-10
1909,2.618468091242221e-07,5.5009836685826485e-09
1910,2.4903742668058726e-07,1.6032452032632705e-09
1911,2.2398775700871454e-07,1.5961122423746588e-09
1912,2.4953127297777655e-07,0.0
1913,2.3651333513896589e-07,5.30298971401777e-10
1914,2.2701961399640425e-07,0.0
1915,1.4490337596484437e-07,0.0
1916,1.922805867859978e-07,0.0
1917,1.217273117859463e-07,0.0
1918,1.619579039768837e-07,0.0
1919,1.9152323904592095e-07,0.0
1920,1.688607698113742e-07,2.2716695191604686e-09
1921,1.9537689077697706e-07,1.5145494858259667e-09
1922,2.2945379019034817e-07,0.0
1923,2.2187331039091873e-07,1.0615948120573648e-09
1924,5.788339398904441e-07,1.289162443462999e-09
1925,2.3316137687245941e-07,4.399271169575059e-09
1926,2.9314342853137276e-07,6.687683296036084e-09
1927,3.1217830565033466e-07,0.0
1928,1.976705150674718e-07,9.14083297942625e-09
1929,2.172379176546002e-07,0.0
1930,2.2372675201332015e-07,3.1510811737689437e-09
1931,2.0643695730626632e-07,0.0
1932,2.2467049487495672e-07,0.0
1933,1.376479483727877e-07,0.0
1934,2.1327212884614255e-07,2.3963160344919743e-09
1935,2.1662594029692173e-07,0.0
1936,1.4549657922913184e-07,1.2124714565686645e-09
1937,1.5990719504088702e-07,0.0
1938,1.4391387825885005e-07,0.0
1939,1.7894038872867668e-07,0.0
1940,1.014313188996141e-07,0.0
1941,2.0660517652260069e-07,0.0
1942,2.3060010079234416e-07,0.0
1943,2.2935558208203588e-07,0.0
1944,1.1888788442604437e-07,0.0
1945,1.699233123098054e-07,0.0
1946,1.8375857546715224e-07,0.0
1947,2.503382869889492e-07,2.3841741914054637e-09
1948,1.9351960967028958e-07,0.0
1949,2.0124866839665856e-07,0.0
1950,1.5527627206246564e-07,0.0
1951,2.1216190015937997e-07,0.0
1952,1.6871686492336835e-07,0.0
1953,1.7884553193958652e-07,0.0
1954,3.615838339854349e-07,0.0
1955,1.379684340108156e-07,0.0
1956,3.000072794634434e-07,0.0
1957,1.5461316715814633e-07,0.0
1958,1.8860715655932836e-07,0.0
1959,2.0151943769253222e-07,0.0
1960,2.076249928650853e-07,0.0
1961,2.0358106711526602e-07,0.0
1962,2.1499231728228096e-07,6.341956404476434e-10
1963,1.7910967109457943e-07,0.0
1964,2.1719766363226256e-07,6.083968329129164e-10
1965,1.4391473968089485e-07,1.0944086747954884e-09
1966,2.3042551622332041e-07,5.539074754423723e-10
1967,1.9524129313275296e-07,0.0
1968,1.931308868108328e-07,0.0
1969,1.4715295157397001e-07,4.5417578031781147e-10
1970,1.604955075507064e-07,0.0
1971,1.4747200527409632e-07,0.0
1972,1.487742526395941e-07,0.0
1973,1.5988290580359887e-07,0.0
1974,1.0013517548479456e-07,0.0
1975,1.1480075245984267e-07,0.0
1976,2.1654266818549317e-07,0.0
1977,1.08132783449566e-07,5.876781838942691e-10
1978,2.9465333506450975e-07,0.0
1979,1.585884833454898e-07,5.851973350345929e-10
1980,2.0864502486839243e-07,0.0
1981,1.5877129749819474e-07,0.0
1982,2.1229657298782456e-07,0.0
1983,1.1620181616933678e-07,0.0
1984,1.7223055159831802e-07,0.0
1985,1.4738117448676036e-07,0.0
1986,1.6784559031535196e-07,0.0
1987,2.9515244737154944e-07,6.110816852533674e-10
1988,3.346077028232308e-07,0.0
1989,1.3445899171848907e-07,5.488122178931576e-10
1990,2.468238911035314e-07,1.089730194969718e-09
1991,1.2953838268714435e-07,0.0
1992,1.5262545627336976e-07,0.0
1993,2.5591138808067626e-07,2.7696036575264316e-09
1994,1.1446590397756751e-07,0.0
1995,1.7243393091170844e-07,0.0
1996,1.4199325115704653e-07,1.6014276571496566e-09
1997,1.0069278144619886e-07,0.0
1998,1.2301773355538614e-07,0.0
1999,1.1562608881465763e-07,0.0
2000,1.3695897660426226e-07,0.0
2001,1.0208223510943526e-07,4.3812117822561447e-10
2002,1.586002138509457e-07,4.38122149670761e-10
2003,1.2584106867663536e-07,0.0
2004,1.2597703272221317e-07,4.404791253964646e-10
2005,1.432192302530666e-07,4.5037495954858286e-10
2006,1.5936234587510256e-07,3.706100981659688e-09
2007,1.561841412867082e-07,3.994479469415779e-10
2008,2.605553035550656e-07,0.0
2009,1.0346977652453404e-07,0.0
2010,1.743079645066814e-07,0.0
2011,1.0860080501551295e-07,0.0
2012,2.7370191268971666e-07,1.0212758416727752e-09
2013,1.6427946791797154e-07,2.789125042035323e-10
2014,1.7323561618542982e-07,4.330890368553497e-10
2015,3.094339309228644e-07,4.433150790905671e-10
2016,3.467423121961133e-07,2.0713400439298368e-10
2017,1.1747904921088903e-07,1.2578056374223934e-09
2018,2.150361775310472e-07,2.5814667070633845e-10
2019,2.783127615035852e-07,1.2754939326953263e-09
