year,en_ADP eau_NOUN,en_ADP chaud_NOUN
1800,3.1787503758096136e-06,0.0
1801,2.576439555923571e-06,1.1905912700171939e-08
1802,1.4859258499200223e-06,1.3427040812530322e-08
1803,2.201932985057553e-06,5.851017448321727e-09
1804,3.030489324373775e-06,1.2359254952798437e-08
1805,2.771805839074659e-06,1.1371510844071508e-08
1806,1.8154515828427975e-06,2.5935023018064385e-08
1807,1.3608445215140819e-06,3.131650672116848e-08
1808,1.4004336890138802e-06,6.798221985349073e-09
1809,2.3855361632740824e-06,6.7770917766551975e-09
1810,1.8884823020925978e-06,1.4040760554223652e-08
1811,1.5669229469494894e-06,0.0
1812,1.2935960285176407e-06,0.0
1813,4.155446731601842e-06,4.026038169513413e-08
1814,1.2838443126383936e-06,9.440030979135372e-09
1815,1.4484090797850513e-06,1.0788894222457657e-08
1816,2.1762300548289204e-06,4.6352077731626196e-09
1817,1.3918448757976876e-06,3.113746815941454e-09
1818,1.5902850138971303e-06,2.384235386898581e-08
1819,1.3725492635785486e-06,0.0
1820,9.97971028482425e-07,0.0
1821,1.6942037053269132e-06,2.9584463767662328e-09
1822,1.7294187273364514e-06,0.0
1823,1.5199573006885458e-06,7.906149512848515e-09
1824,1.6134852103277808e-06,6.736890156844311e-09
1825,9.906123521474797e-07,7.924898959288385e-09
1826,1.0745741292339517e-06,1.0569580766173203e-08
1827,1.295948550250614e-06,5.530363722527909e-09
1828,1.5776357807917307e-06,3.668920500743411e-09
1829,1.1325165587550146e-06,8.57317605795771e-10
1830,1.4121038334202751e-06,1.3567886369969528e-08
1831,1.3642305702887825e-06,1.5591206548037917e-08
1832,1.2853470745533002e-06,6.764984572527055e-09
1833,1.4502702546659307e-06,0.0
1834,1.1350789714814624e-06,0.0
1835,1.5663155323863975e-06,6.806779140333674e-09
1836,1.5007434512881446e-06,4.704525213838906e-09
1837,1.0840394311095736e-06,4.87052354003481e-09
1838,1.4972448525440996e-06,1.8936485712828244e-09
1839,1.4038881772648892e-06,0.0
1840,1.4242623365134932e-06,3.821813088222825e-09
1841,1.6276090946121258e-06,1.2841097074556274e-09
1842,1.3577528821251406e-06,0.0
1843,1.7366319041145495e-06,0.0
1844,1.482460447732592e-06,0.0
1845,1.506103540216408e-06,5.580227946389016e-10
1846,1.391614934398433e-06,5.854501328173001e-10
1847,1.3439913750801225e-06,0.0
1848,1.6235256907748408e-06,0.0
1849,1.2527224966252248e-06,8.379414939696517e-10
1850,1.2641111135636152e-06,0.0
1851,1.2840832823712844e-06,3.2247193804124663e-09
1852,9.987177236325806e-07,0.0
1853,1.5377724897902567e-06,5.971931837933653e-10
1854,1.4958318388380576e-06,1.558699391779328e-09
1855,1.4493245217295225e-06,5.306937111981824e-10
1856,1.6701612384206754e-06,5.177189343896771e-09
1857,1.3028747867793733e-06,3.905207268672939e-09
1858,1.2777388309626048e-06,2.936205500958522e-09
1859,1.353499639922262e-06,5.601390462572908e-09
1860,1.8111916695318087e-06,0.0
1861,1.883084323139883e-06,4.715963730639317e-10
1862,1.8085498547648626e-06,5.873382225018986e-09
1863,1.7695941867401643e-06,4.994620828036034e-10
1864,1.517531341921341e-06,0.0
1865,1.7208223508369258e-06,0.0
1866,1.852338885832694e-06,4.865612912574591e-10
1867,1.6955722994538291e-06,0.0
1868,2.0530117073036536e-06,0.0
1869,1.8576907141465426e-06,9.767038289254515e-10
1870,2.1290523042338805e-06,5.734048791339319e-10
1871,2.2368199523725707e-06,0.0
1872,1.9557096111455508e-06,6.047339295989218e-10
1873,2.254329380946274e-06,0.0
1874,2.2464530360366552e-06,4.779687312606029e-09
1875,1.9190002786828586e-06,5.721527140956084e-10
1876,2.4728200003210077e-06,4.836811839936672e-09
1877,2.013776033038539e-06,1.2369631985365004e-09
1878,2.335919546680998e-06,1.8117265465633636e-09
1879,2.146816937553808e-06,0.0
1880,2.432363761073475e-06,6.417846254436199e-10
1881,2.5191669088542312e-06,6.972507571312292e-10
1882,2.059841768264903e-06,0.0
1883,2.4588548654946862e-06,6.319338941018771e-10
1884,2.280226148343445e-06,6.601696966868076e-10
1885,2.480925262560163e-06,0.0
1886,2.509752055068759e-06,1.2906927748801422e-09
1887,2.944544934990745e-06,0.0
1888,2.8526426163466567e-06,0.0
1889,2.7836001859071757e-06,0.0
1890,2.89048454860108e-06,0.0
1891,2.7166926770405553e-06,1.2748440081367107e-09
1892,3.2270301826287096e-06,3.761107425503951e-09
1893,3.2183885432246484e-06,0.0
1894,3.520670052381547e-06,0.0
1895,3.2428293863517865e-06,0.0
1896,3.2221366303986088e-06,0.0
1897,3.4051314283800593e-06,0.0
1898,3.4408455000800586e-06,5.6583548957434e-10
1899,3.4834797926208694e-06,0.0
1900,3.6404855165983463e-06,5.191053142894475e-10
1901,4.084809301474479e-06,0.0
1902,4.2861866802468285e-06,4.910283846193408e-10
1903,4.779194757276173e-06,1.0800440541913758e-09
1904,4.806527314826781e-06,1.0749250378694342e-09
1905,4.8232454261665225e-06,7.2250627702885595e-09
1906,5.007863460804174e-06,1.5432553013283723e-09
1907,4.5509021333600685e-06,2.057137349353866e-09
1908,4.656979236017378e-06,0.0
1909,4.872221001761545e-06,5.500983557560346e-10
1910,5.38262861482508e-06,5.344150677544235e-10
1911,4.311099131015794e-06,5.320374141248863e-10
1912,4.8046492082676195e-06,2.0837684910901544e-09
1913,5.361322720887074e-06,2.121195885607108e-09
1914,5.214084865201585e-06,2.678697486047099e-09
1915,4.38362137167303e-06,0.0
1916,4.108212152686974e-06,0.0
1917,4.176014220647062e-06,0.0
1918,4.414214593850829e-06,0.0
1919,5.395798947205321e-06,0.0
1920,4.749303581519371e-06,3.786115865267448e-09
1921,5.319854864183071e-06,7.572747429129834e-10
1922,5.671419106789699e-06,0.0
1923,5.074423363282676e-06,0.0
1924,5.249469680279617e-06,0.0
1925,5.724551691344004e-06,2.1996355847875293e-09
1926,6.046779901680566e-06,0.0
1927,5.221181787362639e-06,1.1149224876660924e-09
1928,5.745013311297953e-06,0.0
1929,6.141706258233626e-06,0.0
1930,6.183471313647715e-06,5.2518016602221e-09
1931,7.438573604190424e-06,1.1405356659111021e-09
1932,7.076572863695674e-06,0.0
1933,7.257488171319437e-06,1.1470662197865522e-09
1934,6.84747317336587e-06,1.1981580172459871e-09
1935,8.338303565835758e-06,1.196828414151696e-09
1936,8.8195175464989e-06,1.2124714565686645e-09
1937,8.696685426912154e-06,0.0
1938,7.62354610372995e-06,1.2965214457594243e-09
1939,8.986784109765722e-06,0.0
1940,8.90566941080806e-06,5.0715658339584024e-09
1941,8.515085184512827e-06,8.854508237732261e-09
1942,9.093532824522299e-06,3.034211770724937e-09
1943,9.513901794377944e-06,0.0
1944,8.685242278261285e-06,0.0
1945,7.61169307139653e-06,0.0
1946,6.964728676450704e-06,0.0
1947,7.451736657060337e-06,2.3841741914054637e-09
1948,8.904076075566536e-06,0.0
1949,1.0255828883032336e-05,0.0
1950,1.000255775096548e-05,0.0
1951,9.75518294410449e-06,0.0
1952,1.1146911987225394e-05,0.0
1953,1.0788910842052246e-05,2.1547654771580937e-09
1954,1.1238416121273076e-05,9.772536113672459e-10
1955,1.0398314707060763e-05,0.0
1956,1.0689503376681841e-05,0.0
1957,1.202006853873172e-05,8.835037701437898e-10
1958,1.2178396730178065e-05,4.1361216673863055e-09
1959,1.144552912535346e-05,7.750747821333448e-10
1960,1.12657321125198e-05,6.920833350854139e-10
1961,1.199738642299053e-05,6.948159270159238e-10
1962,1.1731351079902197e-05,0.0
1963,1.2621735876905404e-05,0.0
1964,1.2107096566182918e-05,1.8251904432275978e-09
1965,1.113451425283074e-05,1.6416130677043839e-09
1966,1.1951107566687824e-05,5.539074754423723e-10
1967,1.2112848139622656e-05,0.0
1968,1.1193955401722633e-05,4.4914158503495116e-10
1969,1.2181448965975505e-05,4.5417578031781147e-10
1970,1.1858732534619776e-05,4.5987250119061684e-10
1971,1.1779776514231344e-05,1.541519245584766e-09
1972,1.1121132260427657e-05,1.0260293725750103e-09
1973,1.302163599348205e-05,2.205281512956958e-09
1974,1.202128431998517e-05,0.0
1975,1.197583124223911e-05,1.7134440533084216e-09
1976,1.2197808473501937e-05,5.713526873840635e-10
1977,1.330797223886293e-05,0.0
1978,1.1307915684710679e-05,2.3762365408686037e-09
1979,1.2330693010653704e-05,2.3407893401383717e-09
1980,1.1343581405753866e-05,2.8425752862659692e-09
1981,1.1329692057415741e-05,6.325549528618524e-10
1982,1.2385828924266207e-05,1.8622506869903077e-09
1983,1.1197686518471528e-05,1.2630632095778083e-09
1984,1.1788224739461839e-05,0.0
1985,1.2007053783236188e-05,0.0
1986,1.1037047073614303e-05,5.994485463567401e-10
1987,1.193320315451274e-05,0.0
1988,1.1320294731831382e-05,5.996553809062277e-10
1989,1.021778618337521e-05,1.0976244357863152e-09
1990,1.128688012386192e-05,5.44865097484859e-10
1991,1.1207707771632158e-05,5.861465202094962e-10
1992,1.0600581731523562e-05,0.0
1993,1.0196573356324734e-05,5.539207426075166e-10
1994,1.0445936752034868e-05,1.0549853213248639e-09
1995,1.04306267019183e-05,0.0
1996,9.974224809639054e-06,0.0
1997,1.0570824201749929e-05,0.0
1998,1.0249570138398667e-05,0.0
1999,9.188846185281818e-06,0.0
2000,9.242522168051437e-06,1.7672125984802278e-09
2001,9.386308008174638e-06,0.0
2002,8.724764299472554e-06,8.76244299341522e-10
2003,1.0066451999080073e-05,0.0
2004,8.588902609574234e-06,4.404791253964646e-10
2005,9.093971073070861e-06,4.5037495954858286e-10
2006,9.61403758381607e-06,1.2353669198716943e-09
2007,8.219840257339683e-06,0.0
2008,9.740596006224678e-06,4.257439678578834e-10
2009,9.427669930062166e-06,1.430457752249481e-09
2010,8.433387488793187e-06,0.0
2011,8.046019292606843e-06,7.64794394481072e-10
2012,7.813440756621048e-06,1.3617010852229328e-09
2013,6.205802995040699e-06,2.789125042035323e-10
2014,4.880263917428351e-06,1.0827225782605865e-09
2015,4.7656369064341675e-06,8.866301581811342e-10
2016,4.501021731329047e-06,1.0356699942093428e-09
2017,4.617656377270407e-06,2.515611330355938e-10
2018,5.414368375866729e-06,5.162933414126769e-10
2019,4.471881438483649e-06,1.53059265262101e-09
