year,en_ADP arme_NOUN,en_ADP charme_NOUN
1837,2.2265250976261086e-08,2.1569462660409044e-08
1838,1.9567702125300457e-08,2.1461350030449466e-08
1839,4.334714631681891e-08,1.4682098203877558e-08
1840,3.184844388215424e-08,3.05745047057826e-08
1841,4.687000298986277e-08,3.2102741354123054e-08
1842,3.6224630406422875e-08,3.7566284305512454e-08
1843,4.3120451209688326e-08,1.7130041385371442e-08
1844,3.402907822191992e-08,3.0735943568060975e-08
1845,3.348136701220028e-08,2.17628883802945e-08
1846,1.9319854160926297e-08,1.7563504428608212e-08
1847,5.770749211819748e-08,1.5640349459999925e-08
1848,2.896279838182636e-08,2.815827571112095e-08
1849,4.022119171054328e-08,2.262441967104678e-08
1850,4.1412874907109654e-08,2.851378333446064e-08
1851,2.902247508984601e-08,2.7087642351375507e-08
1852,2.6042181744401205e-08,2.6042181744401205e-08
1853,5.3747385209135246e-08,1.6124216628554677e-08
1854,3.636965217879151e-08,2.4419623489979614e-08
1855,2.9718847827098216e-08,4.82931277190346e-08
1856,3.36517302912398e-08,1.8120163147727908e-08
1857,4.930324237761852e-08,3.905207274224054e-08
1858,5.5787907626836386e-08,4.502182093801821e-08
1859,4.939408171367177e-08,2.953460587207246e-08
1860,4.073693560258107e-08,2.837853960158121e-08
1861,4.291527133659656e-08,3.914249901981748e-08
1862,4.292087041335435e-08,3.7499287230957634e-08
1863,2.6471489888990618e-08,6.592899381985262e-08
1864,3.3563097190381086e-08,4.507044337742627e-08
1865,4.565638889175716e-08,3.9066808454890634e-08
1866,6.227984528095476e-08,1.6494427806934553e-07
1867,3.154327288257264e-08,2.9602150064533816e-08
1868,4.4952855660085334e-08,3.754304245262574e-08
1869,4.248661511496721e-08,2.4417595057002472e-08
1870,4.587239033071455e-08,4.243196016773254e-08
1871,6.266494523288202e-08,2.5490825672491724e-08
1872,4.2936108002322726e-08,3.205089882385437e-08
1873,6.225444337815134e-08,2.573981916498269e-08
1874,5.735624597491551e-08,2.031367180022059e-08
1875,2.574687130163511e-08,2.5174719198162165e-08
1876,2.8416270225761764e-08,4.2322103821490487e-08
1877,4.886004489890183e-08,4.576763856789512e-08
1878,3.01954443671093e-08,3.140326043649111e-08
1879,4.2765275765077604e-08,2.688103051262658e-08
1880,6.28948910730287e-08,2.3746030919369332e-08
1881,4.113779539238749e-08,3.346803595372094e-08
1882,6.522277118392594e-08,3.460800113153084e-08
1883,3.917990198942789e-08,4.549924081942436e-08
1884,3.9610181801208455e-08,2.5086448474098688e-08
1885,4.7697703564608673e-08,4.576401479994274e-08
1886,5.2918402104751294e-08,4.130216829656419e-08
1887,4.504957828999068e-08,4.7661149693567495e-08
1888,4.311618084784641e-08,5.579740980365955e-08
1889,4.385595886446936e-08,4.57354966121315e-08
1890,4.7191583973926754e-08,4.3258950199742685e-08
1891,3.4420789774003424e-08,3.505821177807178e-08
1892,4.325273650351846e-08,3.823792482648969e-08
1893,4.865148994781521e-08,4.618812354806323e-08
1894,3.7179081147087345e-08,5.230277566603547e-08
1895,5.537125247201402e-08,5.777869915846168e-08
1896,6.722613221654683e-08,4.363801409112966e-08
1897,4.486569338268964e-08,5.185775009408644e-08
1898,5.149102833001962e-08,5.6583550400723936e-08
1899,1.9899282222013426e-08,3.040167939616367e-08
1900,2.595526638060619e-08,5.139142555954379e-08
1901,2.459045056468767e-08,4.918090112937534e-08
1902,4.17374117489544e-08,3.289890315727462e-08
1903,3.186130115295782e-08,5.6702311290735e-08
1904,3.493506284257819e-08,4.6759238259141966e-08
1905,2.631987072732045e-08,4.489860538914314e-08
1906,3.240836221607424e-08,2.7778596922711785e-08
1907,4.731415970127273e-08,2.982849228727602e-08
1908,2.7994918383456024e-08,6.581261624560852e-08
1909,2.475442606453271e-08,4.785855595157429e-08
1910,4.11499598840237e-08,3.90122991689168e-08
1911,3.2454281040372734e-08,3.830669470517023e-08
1912,2.6568049094066737e-08,3.4382179492364884e-08
1913,1.96210621083992e-08,3.7651226136858895e-08
1914,3.616241528447972e-08,4.553785615257766e-08
1915,4.005459075528961e-08,2.238344798399794e-08
1916,2.307367097387214e-08,2.197492321442951e-08
1917,3.61891991929042e-08,3.289927263949721e-08
1918,2.412139110674616e-08,1.1486376294556067e-08
1919,3.4069039145379065e-08,3.775217927159957e-08
1920,2.4988365154854364e-08,4.921950758074445e-08
1921,2.9533714140939082e-08,3.3320087633459394e-08
1922,3.024953443286904e-08,4.648099505288883e-08
1923,3.8217415010421973e-08,3.927900849021171e-08
1924,2.5783249313349188e-08,5.543398629015428e-08
1925,2.4195990988573612e-08,4.6192347724627325e-08
1926,6.35329868714507e-08,5.350146603522177e-08
1927,2.4528294062520217e-08,4.682674437095358e-08
1928,3.427812345080383e-08,4.570416389793053e-08
1929,4.3447585085232276e-08,5.3473950600846365e-08
1930,2.4158287814657342e-08,5.566909777598994e-08
1931,2.9653927313688655e-08,3.193499864551086e-08
1932,3.287861005674131e-08,3.616647248350091e-08
1933,3.670611903316967e-08,4.588265056781893e-08
1934,1.677421224144382e-08,4.313368862085554e-08
1935,1.9149254626427137e-08,4.547948151412129e-08
1936,1.6974599503782883e-08,3.8799086610197264e-08
1937,2.2664012888640173e-08,3.651424407280501e-08
1938,2.7226949583791793e-08,3.630259959308546e-08
1939,1.8352860564618823e-08,3.058810094103137e-08
1940,3.803674530900025e-08,2.5357828725702802e-08
1941,1.1806010391524069e-08,2.3612020783048138e-08
1942,7.58552971547033e-08,6.978687139280737e-08
1943,2.322588166236983e-08,3.4838822049465534e-08
1944,2.5705489292704442e-08,3.213186161588055e-08
1945,4.574858536443571e-08,2.178504132643866e-08
1946,3.201854070766785e-08,4.454753366189834e-08
1947,4.172304812755101e-08,4.410722120873345e-08
1948,3.152847583010043e-08,3.913879575989654e-08
1949,3.8286334103077024e-08,2.2579119018928395e-08
1950,4.2541444145172136e-08,2.5524867552917385e-08
1951,4.691016641800161e-08,2.4521224162299404e-08
1952,4.2179216563908994e-08,1.898064760919027e-08
1953,3.232148060305917e-08,3.3398865895151175e-08
1954,2.7363100230104465e-08,2.4431339840091937e-08
1955,2.9095383879962355e-08,3.660387193349379e-08
1956,1.744228228517386e-08,4.36057079333807e-08
1957,3.3573144264664734e-08,1.9437083775830644e-08
1958,2.3162280982091943e-08,1.4890038368964298e-08
1959,2.8677767716089875e-08,3.1778064624177205e-08
1960,3.8064584373387333e-08,2.145458388724819e-08
1961,5.141637871020066e-08,3.821487437605242e-08
1962,4.50278889729816e-08,3.297817485758969e-08
1963,5.108181966306802e-08,2.4571002010809195e-08
1964,4.137098486012292e-08,2.4335873705094713e-08
1965,3.447387442179206e-08,2.1340969269534327e-08
1966,5.095948907296588e-08,3.0464910594218964e-08
1967,5.2261558636246264e-08,3.007504645324843e-08
1968,4.8058151236318736e-08,3.907531720415136e-08
1969,4.087582183842642e-08,2.5433842920641325e-08
1970,4.092865424354386e-08,6.346240369325962e-08
1971,4.4704059121158934e-08,2.928886644326667e-08
1972,5.591860130493842e-08,2.565073486948677e-08
1973,5.402939606824475e-08,2.4258095976392724e-08
1974,5.456804430536977e-08,1.6876715136504572e-08
1975,6.225513260460502e-08,2.3988217190407113e-08
1976,5.3135799760184454e-08,1.9997344224975677e-08
1977,6.64076367229427e-08,3.0559267116814226e-08
1978,5.4653440884067095e-08,2.198018833610149e-08
1979,6.554210330023125e-08,1.931151172307466e-08
1980,5.969408078954075e-08,2.8425754194927322e-08
1981,7.527403766971474e-08,1.771153890217647e-08
1982,9.745778584147047e-08,2.4209258597807093e-08
1983,7.515225775023282e-08,2.2103606056589342e-08
1984,6.842829947117934e-08,2.7835241667162336e-08
1985,1.0828004803897784e-07,3.7296459254321235e-08
1986,8.572114040816814e-08,2.6375735373562748e-08
1987,7.210763897091965e-08,1.8332450224534114e-08
1988,1.0434003883119658e-07,2.278690475199241e-08
1989,8.232183290601824e-08,2.140367705294466e-08
1990,7.628111120538961e-08,2.3429199524915845e-08
1991,7.561290260582609e-08,2.7548885839223658e-08
1992,1.0028098529346607e-07,2.4794749364787094e-08
1993,8.751947433438545e-08,1.883330469354405e-08
1994,8.861876921173462e-08,2.2682185019107237e-08
1995,1.01399827201476e-07,2.3858783393393423e-08
1996,1.1263374233294599e-07,2.615665173344439e-08
1997,1.1124155463448915e-07,2.6371919759071716e-08
1998,1.3064673964890972e-07,2.288702027897216e-08
1999,1.051146298891581e-07,2.696418732739403e-08
2000,1.241466804913216e-07,1.988114206596947e-08
2001,1.1478774553097537e-07,1.9715452381774412e-08
2002,1.2617917377610866e-07,1.3581786362237835e-08
2003,1.3625837880226754e-07,2.4584844382502524e-08
2004,1.6297727256642247e-07,2.5107309481464668e-08
2005,1.355628569399414e-07,2.7022497239848065e-08
2006,1.4124361769063398e-07,1.93540827808647e-08
2007,1.5019243448932684e-07,2.9559148018165615e-08
2008,1.7285205444750318e-07,3.4911003865545354e-08
2009,1.4638351331086596e-07,3.623826461129909e-08
2010,1.4596520259146928e-07,3.7790342855004155e-08
2011,1.4837010553492291e-07,4.627005978363741e-08
2012,1.6714881212465116e-07,4.493613728340229e-08
2013,1.5674882547500602e-07,3.4864061471129304e-08
2014,1.7063707957731822e-07,4.4175080399222466e-08
2015,1.6025839499889116e-07,4.65480844979993e-08
2016,1.443724073624253e-07,4.03911323554329e-08
2017,1.6879752706699946e-07,4.201070780140981e-08
2018,1.6521386214662925e-07,3.9238294391452655e-08
2019,1.7729364287788485e-07,5.3315645232032693e-08
