year,en_ADP ans_NOUN,en_ADP chant_NOUN
1917,2.960934575302332e-08,8.005489604556715e-08
1918,2.5270027848023346e-08,6.087779613750399e-08
1919,5.893022841929607e-08,5.616787634998843e-08
1920,3.7861158652674476e-08,7.420786873879592e-08
1921,3.937828690903089e-08,8.784387045546183e-08
1922,2.9511741217458365e-08,7.082817832237964e-08
1923,4.671017128643484e-08,7.961961179248078e-08
1924,1.675911143195208e-08,1.0055467347669378e-07
1925,3.2994533993857544e-08,8.468597334498895e-08
1926,2.2292277579438746e-08,1.8168205606627907e-07
1927,4.236705530846763e-08,1.3379069230268215e-07
1928,2.627989537096198e-08,1.2797166426548046e-07
1929,1.893869105984436e-08,1.1029001978357655e-07
1930,1.8906487042613662e-08,8.0877747721253e-08
1931,2.9653928201867075e-08,8.55401722787974e-08
1932,3.0686703178517405e-08,5.808554548458744e-08
1933,2.40883908375622e-08,8.602996448558997e-08
1934,1.7972370258689807e-08,5.152079296522061e-08
1935,3.351119381989065e-08,5.6250937241486554e-08
1936,2.667437160042141e-08,1.0669748551350722e-07
1937,1.6368453148452033e-08,7.932404333388376e-08
1938,4.926781471681352e-08,8.038432619539293e-08
1939,2.2941075705773528e-08,5.505858169385647e-08
1940,2.7893612752905028e-08,9.635975373178951e-08
1941,6.493305493293633e-08,2.184111886904816e-07
1942,1.517105907566929e-08,9.4060562672027e-08
1943,2.6129116648121453e-08,7.548411695701418e-08
1944,2.5705489292704442e-08,1.0282195894717461e-07
1945,2.6142048081823077e-08,7.406913482554955e-08
1946,2.645009899993056e-08,1.0440828202007424e-07
1947,2.7418003201162833e-08,7.033313731419355e-08
1948,1.1959077061973744e-08,1.1741638972218027e-07
1949,2.552422173618396e-08,5.8902051014442236e-08
1950,2.339779547888554e-08,4.9986197181439707e-08
1951,2.345508343104541e-08,1.0234945746478985e-07
1952,2.741649052229178e-08,7.908602661643727e-08
1953,2.5857185836919427e-08,6.572034705332186e-08
1954,1.3681550781186047e-08,7.329402018640963e-08
1955,1.5016972554349195e-08,7.883910324579801e-08
1956,1.3953826982771034e-08,8.459507672142763e-08
1957,1.855357895097498e-08,8.039884069610537e-08
1958,2.2335056470978998e-08,6.038737782043668e-08
1959,1.9376869220266713e-08,9.068374962062364e-08
1960,1.3841666590685975e-08,9.758374719393004e-08
1961,2.0149661827950638e-08,9.657941668628212e-08
1962,8.87873902177816e-09,7.483508213113055e-08
1963,2.069137072790994e-08,9.4404379868962e-08
1964,2.737785814721505e-08,7.239922394930431e-08
1965,3.1190647065137966e-08,1.0944086858977187e-07
1966,2.3818021666066613e-08,9.361036612531848e-08
1967,3.3526280418527676e-08,1.3410512689215892e-07
1968,3.1439911063468884e-08,9.970943265491528e-08
1969,1.9529559247555284e-08,1.0945635975367907e-07
1970,2.7132478319646935e-08,1.1588786974492393e-07
1971,2.6205827285963323e-08,1.371952192963377e-07
1972,3.231992518060167e-08,1.169673495837742e-07
1973,3.087394190304238e-08,8.765994247150743e-08
1974,2.418995898034737e-08,7.819544667331257e-08
1975,2.1703624231150798e-08,6.79666145586566e-08
1976,1.199840671262109e-08,6.570555627360974e-08
1977,2.056873571465445e-08,7.345977376393975e-08
1978,2.6732660640682582e-08,9.980193271807991e-08
1979,1.5215130599877114e-08,9.187598126736418e-08
1980,1.9898026615283726e-08,1.3075846649890366e-07
1981,2.3404533255888538e-08,8.159959158371421e-08
1982,1.3035755141999061e-08,8.442203103253831e-08
1983,1.7682884045910896e-08,7.830991943791332e-08
1984,2.2036232061317662e-08,1.1076106104512817e-07
1985,2.0452897042666507e-08,1.0406915340599454e-07
1986,2.2779044428489215e-08,7.493106496392343e-08
1987,3.727598285596656e-08,1.3749337957058572e-07
1988,4.2575532321897924e-08,9.77438285865162e-08
1989,1.7013179198777095e-08,8.287064445777759e-08
1990,4.685839771756406e-08,1.0951788415036745e-07
1991,1.69982495301646e-08,1.0843710757102443e-07
1992,3.361065836759991e-08,9.697501979211154e-08
1993,1.606370203521834e-08,1.1576943359514758e-07
1994,1.8989735672825248e-08,1.1235593389002929e-07
1995,2.60277633890027e-08,1.2688535289129277e-07
1996,2.829188883168854e-08,1.0782946091580925e-07
1997,2.733089898843133e-08,9.63773767459486e-08
1998,2.9085588382216088e-08,1.2063367060832775e-07
1999,2.1479946238356362e-08,1.0877078882032265e-07
2000,1.8555731395863972e-08,1.0470734324030673e-07
2001,1.7962967807649832e-08,1.1610211003709736e-07
2002,2.0591740479414256e-08,1.3669411724759328e-07
2003,2.2501383034612132e-08,1.6125991464388534e-07
2004,3.479785087856513e-08,1.3742948939965416e-07
2005,2.3869873078119497e-08,1.621349834390884e-07
2006,1.7295138099449048e-08,1.6842169925368466e-07
2007,5.951774256773845e-08,1.1504100649872839e-07
2008,2.2138686828210297e-08,1.0601025088319282e-07
2009,1.4781396995289242e-08,1.3112529106962256e-07
2010,8.030448139795254e-09,1.1195389748586138e-07
2011,6.500752353089112e-09,8.145060226283363e-08
2012,6.468080182564506e-09,9.531907313453658e-08
2013,6.972812660599459e-09,7.112268562980972e-08
2014,2.165445156521173e-09,6.647916875324178e-08
2015,4.876465897751814e-09,7.42552789256834e-08
2016,4.556948124401217e-09,6.276160152696164e-08
2017,1.4590545660553289e-08,7.974488025475068e-08
2018,1.032586693927584e-08,7.641141797076756e-08
2019,1.989770437305083e-08,7.857042483294663e-08
