year,en_ADP armes_NOUN,en_ADP charmes_NOUN
1888,3.0168644116201904e-06,6.974675947901687e-09
1889,3.2898233257583342e-06,1.3156787437296202e-08
1890,2.4945995846792357e-06,6.554386478008212e-10
1891,2.7230667001276743e-06,1.6572972327821844e-08
1892,2.8534268494695425e-06,2.2566645441202127e-08
1893,2.5532795007165987e-06,8.621783287310336e-09
1894,2.8010342703055358e-06,1.5753848447985774e-08
1895,2.835369286913192e-06,7.22233739480771e-09
1896,2.78457719105063e-06,7.076434549446731e-09
1897,2.5596752948331414e-06,1.3984112534615178e-08
1898,2.637359330037725e-06,1.3014216371232123e-08
1899,2.239774858026067e-06,1.0502398950507086e-08
1900,2.3063848857418634e-06,1.1420317025390148e-08
1901,2.1645184915541904e-06,5.029864968975062e-09
1902,1.7917625427799067e-06,6.38336894454028e-09
1903,2.0412833237060113e-06,9.720396265677778e-09
1904,2.0176341877231607e-06,8.599400302955473e-09
1905,1.961088401003508e-06,9.805441791854719e-09
1906,1.8040655049844645e-06,8.230695236477459e-09
1907,1.8971949202750693e-06,9.257117739025489e-09
1908,2.012196091527585e-06,1.3751888960911174e-08
1909,1.9231438272981904e-06,7.701377313651392e-09
1910,1.917481313284952e-06,2.67207544979442e-09
1911,2.1435787402879214e-06,6.916486494645824e-09
1912,1.8972712041431805e-06,5.730363294986773e-09
1913,1.933470002768445e-06,1.590896969716482e-09
1914,2.182468733735732e-06,1.3393487430235496e-09
1915,3.6697074392577633e-06,1.1780761921542648e-09
1916,3.6368498967931373e-06,2.197492410260793e-09
1917,3.3776586860767566e-06,3.289927441585405e-09
1918,3.418345613681595e-06,1.033773866510046e-08
1919,2.6537018129602075e-06,9.207848372660976e-10
1920,2.0899360606563278e-06,2.2716695191604686e-09
1921,1.794741137928213e-06,4.543648568500203e-09
1922,1.6932361859289813e-06,6.640141769764796e-09
1923,1.7399538592144381e-06,5.307974060286824e-09
1924,1.7700200487524853e-06,5.156649773851996e-09
1925,1.9356793927727267e-06,4.399271169575059e-09
1926,1.8781242943077814e-06,1.226075263538462e-08
1927,1.6411659089499153e-06,6.689535148041159e-09
1928,1.646492592044524e-06,7.998228745975666e-09
1929,2.0843699530814774e-06,4.4561625500705304e-09
1930,1.9442170469119446e-06,7.352522590764465e-09
1931,1.8602136151457671e-06,4.5621426636444085e-09
1932,1.858737391557952e-06,4.383814644626227e-09
1933,1.7928645092979423e-06,6.882397318719313e-09
1934,1.806822297112376e-06,5.990790086229936e-09
1935,1.806014097383013e-06,5.98414207075848e-09
1936,1.7532337324155378e-06,9.699771652549316e-09
1937,1.8168983615396428e-06,3.777335333410292e-09
1938,1.7710483461996773e-06,1.2965214679638848e-08
1939,1.8811682593877777e-06,9.176430282309411e-09
1940,2.649893076522858e-06,1.7750480196809804e-08
1941,2.4497471713402774e-06,3.246652724442356e-08
1942,2.257453616039129e-06,6.068423541449874e-09
1943,2.1367811768868705e-06,5.806470415592457e-09
1944,2.4645137273182627e-06,3.2131861615880553e-09
1945,2.4159610347851412e-06,6.535512131478072e-09
1946,2.1201842628215672e-06,1.1136883415474585e-08
1947,1.9574069938244065e-06,8.344609447874518e-09
1948,2.034130147876567e-06,7.610321262063735e-09
1949,1.6993241160889738e-06,1.0798709482173763e-08
1950,1.879268324955774e-06,9.571825110299415e-09
1951,1.8209674408353749e-06,6.396841278899501e-09
1952,1.7420015865354799e-06,2.1089607837865287e-09
1953,1.781991045390896e-06,1.4005975934594517e-08
1954,1.4991070429459796e-06,4.886268278880834e-09
1955,1.528915504422912e-06,4.6928039232341234e-09
1956,1.4703845181429642e-06,8.72114158667614e-10
1957,1.8200178146798862e-06,5.301022731885041e-09
1958,1.7876318452181295e-06,9.099467679352102e-09
1959,1.6540095657546772e-06,4.650448914844674e-09
1960,1.8700092141443747e-06,7.612916519406099e-09
1961,1.8662756247067591e-06,1.2506686519753174e-08
1962,1.7808213215175783e-06,9.512934440181198e-09
1963,1.996070750465151e-06,1.0345685086399214e-08
1964,1.8215400814369787e-06,7.30076216148845e-09
1965,1.995654201891739e-06,5.47204326295514e-09
1966,2.16799389818334e-06,5.539074976468328e-09
1967,2.209776312156464e-06,7.3955032653394426e-09
1968,2.109617980750045e-06,1.1677680822330672e-08
1969,2.3903271539893467e-06,4.995933444718048e-09
1970,2.137487399522797e-06,1.1496812946099055e-08
1971,1.9931844690290745e-06,5.138397263237948e-09
1972,1.9581771084631328e-06,1.0260294114328161e-08
1973,1.8755919199975324e-06,1.6539611902288698e-09
1974,2.022955641223234e-06,1.6876715580593782e-09
1975,2.0921152099617757e-06,4.569184142155791e-09
1976,2.1065773125883425e-06,1.0284348483935446e-08
1977,1.9845892893499695e-06,5.289103655048422e-09
1978,1.981187324417988e-06,4.752473081737207e-09
1979,1.971529854927212e-06,4.681578680276743e-09
1980,1.8692775256567984e-06,9.096241093686785e-09
1981,1.9039904373130412e-06,2.5302198114474095e-09
1982,2.1726257273257943e-06,2.483000915987077e-09
1983,1.8870164240070153e-06,1.2630632095778083e-09
1984,1.9809413061011583e-06,7.538710988796993e-09
1985,1.9003148281626636e-06,9.023336966507145e-09
1986,1.9332214833411854e-06,5.3950369172106605e-09
1987,1.9224630705139134e-06,5.49973533381376e-09
1988,2.1911407657171367e-06,0.0
1989,2.365929503866937e-06,4.390497743145261e-09
1990,2.0601348751370097e-06,5.448650863826288e-09
1991,1.936627995746676e-06,4.689171995142516e-09
1992,2.194610715378076e-06,4.958949695321735e-09
1993,2.095482159347739e-06,4.985286850001103e-09
1994,2.1389828361861873e-06,4.747433890450736e-09
1995,2.2150711629365105e-06,7.0491861237087505e-09
1996,2.1053435830253875e-06,1.014237493990322e-08
1997,2.1390023903222755e-06,3.835915585170824e-09
1998,2.1699756871385034e-06,3.814503379828693e-09
1999,2.0127165498706745e-06,7.3123217758652714e-09
2000,2.0384798062877962e-06,3.97622823555821e-09
2001,2.3768072878738167e-06,7.009939018143285e-09
2002,2.2707870357407955e-06,8.32432084374446e-09
2003,2.4105650027195225e-06,1.6667691671301554e-09
2004,2.2204553715710063e-06,3.9643119897903034e-09
2005,2.327087486264645e-06,6.755624615273348e-09
2006,2.283369894939824e-06,7.823991232669414e-09
2007,2.254084847663762e-06,7.190063211481856e-09
2008,2.1747002847405383e-06,5.108927503272298e-09
2009,2.037448666669661e-06,4.291373478793048e-09
2010,2.172944732592441e-06,2.8342759250676863e-09
2011,1.7620862990952446e-06,2.6767803529281764e-09
2012,1.9060411204918637e-06,4.425528388196653e-09
2013,2.218748932136805e-06,7.809549951165451e-09
2014,2.2392869141185656e-06,4.7639794331644225e-09
2015,1.8665781453819363e-06,7.758014008985015e-09
2016,1.9886936115653953e-06,4.764082156549776e-09
2017,1.80922768322489e-06,1.8615524510767756e-08
2018,1.6828581692607258e-06,4.1303465647679616e-09
2019,1.658142082305858e-06,4.591778068885333e-09
