year,certain_ADJ an_NOUN,certain_ADJ champ_NOUN
1907,2.0571372938427146e-09,2.0057088434555226e-08
1908,2.9468334439286537e-09,1.964555629285769e-08
1909,5.500983557560346e-10,3.740668930163338e-08
1910,5.344150677544235e-10,4.9700602744451317e-08
1911,0.0,2.979409430281521e-08
1912,5.209421227725386e-10,3.334029585744247e-08
1913,2.121195885607108e-09,3.4999732889673396e-08
1914,0.0,2.5447626228469744e-08
1915,0.0,1.767114277129167e-08
1916,0.0,2.966614687238689e-08
1917,0.0,4.0575770299255964e-08
1918,1.1486376294556067e-09,4.9391417178412667e-08
1919,1.8415696745321952e-09,4.235610262526279e-08
1920,7.572231730534895e-10,3.63467123065675e-08
1921,3.0290989716519334e-09,8.784387262039672e-08
1922,2.2133805899215986e-09,4.869437475463201e-08
1923,1.0615948120573648e-09,3.1847843473542525e-08
1924,0.0,4.2542360745301266e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,4.124071395494866e-08
1927,0.0,2.0068604555945058e-08
1928,0.0,5.255979118601317e-08
1929,2.2280812750352652e-09,3.0079096546842266e-08
1930,2.100720708497761e-09,5.04172987803031e-08
1931,1.1405356659111021e-09,3.763767608688795e-08
1932,1.0959536611565568e-09,4.164623845781534e-08
1933,0.0,2.7529589274877253e-08
1934,0.0,3.834105655187159e-08
1935,0.0,3.8298509252854274e-08
1936,1.2124714565686645e-09,5.456121598967911e-08
1937,1.2591118148108649e-09,3.1477796369472344e-08
1938,1.2965214457594243e-09,4.019216603978748e-08
1939,0.0,3.364691281149135e-08
1940,0.0,3.803674530900025e-08
1941,0.0,4.7224041566096275e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,9.290352664947932e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,9.149717072887142e-08
1946,1.3921104269343232e-09,3.201854070766785e-08
1947,1.1920870957027319e-09,2.8610090296865565e-08
1948,1.0871887834440486e-09,2.5005341797168512e-08
1949,1.9634016634739737e-09,4.0249734212238764e-08
1950,0.0,5.8494489252325366e-08
1951,2.1322803522849654e-09,7.356366893418453e-08
1952,0.0,5.377849987553418e-08
1953,4.3095309543161875e-09,4.8482224457302436e-08
1954,0.0,4.397641362174909e-08
1955,4.6928039232341234e-09,5.255940394022218e-08
1956,2.616342476002842e-09,7.064124929456739e-08
1957,2.6505113659425206e-09,5.9194753987412696e-08
1958,8.272243445794913e-10,5.2942358053087446e-08
1959,2.3252243464000344e-09,3.952881399982289e-08
1960,2.7683333403416555e-09,5.329041741219953e-08
1961,6.948159270159238e-10,4.863711566827078e-08
1962,0.0,6.278536801573864e-08
1963,1.939815863494232e-09,6.660035012373555e-08
1964,6.083968329129164e-10,4.745495374436359e-08
1965,1.0944086747954884e-09,3.994591679656878e-08
1966,1.1078149508847446e-09,5.760637833418514e-08
1967,9.860671168482327e-10,4.53590871529741e-08
1968,1.7965663401398047e-09,5.7939264053175066e-08
1969,4.5417578031781147e-10,4.9505160859553143e-08
1970,1.3796175035718505e-09,6.162291299460776e-08
1971,5.138397485282553e-10,6.577148781161668e-08
1972,1.5390440588625154e-09,4.6171322765076184e-08
1973,1.102640756478479e-09,7.112032562872628e-08
1974,1.1251143350321513e-09,6.244384564979555e-08
1975,1.1422960355389478e-09,6.396857799018107e-08
1976,5.713526873840635e-10,5.5421210731765314e-08
1977,5.876781838942691e-10,5.465406971438824e-08
1978,5.940591352171509e-10,4.574255285660911e-08
1979,2.3407893401383717e-09,5.676414005506558e-08
1980,5.685150683554241e-10,6.253665674194053e-08
1981,1.2651099057237047e-09,4.8706731092806876e-08
1982,6.207502289967692e-10,5.710901973543514e-08
1983,1.2630632095778083e-09,6.378468953016636e-08
1984,1.1598016991243298e-09,4.465236713713239e-08
1985,1.2031116103372597e-09,5.2936911743017845e-08
1986,1.1988970927134801e-09,2.937297871596911e-08
1987,0.0,4.522004459772688e-08
1988,0.0,3.1781734577407406e-08
1989,1.0976244357863152e-09,4.390497565509577e-08
1990,0.0,3.868542108875772e-08
1991,0.0,4.0444110283033297e-08
1992,5.509944167592096e-10,4.7936513425383964e-08
1993,1.6617622278225497e-09,2.7696037463442735e-08
1994,0.0,3.270454485004848e-08
1995,0.0,3.416144167545099e-08
1996,2.135236876199542e-09,3.4697599460287165e-08
1997,4.79489448146353e-10,2.972834600711849e-08
1998,0.0,4.7681293580126294e-08
1999,9.140402323914998e-10,4.067479153491149e-08
2000,4.4180314962005696e-10,4.683113274950301e-08
2001,1.7524847129024579e-09,4.249775287235025e-08
2002,3.9430991805033955e-09,2.6725450297249154e-08
2003,8.333845835650777e-10,3.333538245442469e-08
2004,2.2023956547378987e-09,2.7750184372621334e-08
2005,9.007499190971657e-10,3.2877373712381086e-08
2006,0.0,3.87081655617294e-08
2007,3.994479469415779e-10,3.1955835311237024e-08
2008,4.257439678578834e-10,2.3415918093405708e-08
2009,1.907277002999308e-09,2.2410505451375684e-08
2010,9.447586046817946e-10,2.267420740054149e-08
2011,0.0,2.7150200310188666e-08
2012,1.0212758139171996e-09,1.9404239992582006e-08
2013,0.0,2.8170163091090217e-08
2014,2.1654451842767486e-10,1.8189739492413537e-08
2015,2.2165753954528356e-10,1.795426030071212e-08
2016,1.035670049720494e-09,1.905632807108759e-08
2017,0.0,2.0124890198758294e-08
2018,1.807026639433218e-09,2.2975052971219156e-08
2019,2.55098775436835e-10,1.6836519733942623e-08
