year,en_ADP as_NOUN,en_ADP chasse_NOUN
1918,2.9634850040594074e-07,5.812106422808938e-07
1919,2.541366124209077e-07,6.150842661867273e-07
1920,3.4377930724360795e-07,5.80032933683583e-07
1921,3.218417599648582e-07,5.278205055248009e-07
1922,4.190667302061968e-07,5.135042933090972e-07
1923,3.980980638473852e-07,6.125401910139772e-07
1924,4.486285209992502e-07,6.291112484291261e-07
1925,4.2233001984470775e-07,5.89502334946701e-07
1926,3.9791713002390594e-07,5.249831005471606e-07
1927,4.4708391400138936e-07,5.842193804284079e-07
1928,3.8734279761420964e-07,4.764659324862919e-07
1929,4.3670392324557383e-07,5.358535659638619e-07
1930,3.382160305154258e-07,5.577413606516757e-07
1931,3.3189588410920123e-07,4.995546118991001e-07
1932,3.704323338071802e-07,5.786635401960893e-07
1933,3.005313560233702e-07,5.333857675537956e-07
1934,3.2350267531455756e-07,5.044245110497059e-07
1935,4.057248297328897e-07,4.512043165760815e-07
1936,3.297922339662307e-07,5.189377940695294e-07
1937,3.9536109475157843e-07,5.036447383588438e-07
1938,3.721016561542001e-07,5.199051216209227e-07
1939,3.869394795685821e-07,5.505858364784899e-07
1940,2.865434600707317e-07,5.477291278310759e-07
1941,3.984528449407776e-07,6.434275920952359e-07
1942,5.643633826935002e-07,6.887660601861967e-07
1943,5.458082172893342e-07,7.519379467968434e-07
1944,4.7555155546774586e-07,6.265712979569571e-07
1945,5.969101186664716e-07,6.426587209062973e-07
1946,5.33178296180381e-07,6.709972275587006e-07
1947,5.364392037243704e-07,5.900831236971271e-07
1948,5.131530942392715e-07,6.001282351064674e-07
1949,4.476555710564156e-07,4.996857381200925e-07
1950,5.455940654819358e-07,5.775001383767631e-07
1951,4.2112536879912454e-07,5.575912851440989e-07
1952,3.9964806997083713e-07,4.79788586638108e-07
1953,4.6650671969850066e-07,5.225306409784025e-07
1954,4.944903166936854e-07,5.971019394479526e-07
1955,3.819942366867224e-07,5.274711734060133e-07
1956,4.6134837927702677e-07,5.07570414143288e-07
1957,5.16849691933885e-07,6.105010879053907e-07
1958,4.988162860541934e-07,5.070885080726839e-07
1959,4.402424780280967e-07,5.355766994341593e-07
1960,5.003762590938265e-07,5.273674963390818e-07
1961,4.967934006394614e-07,6.058794834729042e-07
1962,5.098932955860391e-07,5.485792042847493e-07
1963,5.347425994228772e-07,5.994031564426905e-07
1964,4.404793096934867e-07,5.043609530019921e-07
1965,4.985031392124029e-07,5.089000154612222e-07
1966,4.913159239450238e-07,4.940854907431458e-07
1967,4.7380523993112433e-07,5.822726398818645e-07
1968,4.540821489928959e-07,6.296964940588623e-07
1969,4.446380916789394e-07,5.145811732276684e-07
1970,3.8583302530703634e-07,5.946151624414142e-07
1971,4.377914790687498e-07,4.973968854571353e-07
1972,3.457718964483547e-07,5.022413969157924e-07
1973,4.377483728834619e-07,4.427102604509514e-07
1974,3.5159821631935984e-07,4.708603595915406e-07
1975,3.7410196407350327e-07,4.87760409839666e-07
1976,3.982328118379286e-07,4.4336968851865777e-07
1977,3.9668278306592697e-07,4.824837906980406e-07
1978,4.877225388000284e-07,4.764354164521478e-07
1979,4.3889798639895616e-07,4.786914136190035e-07
1980,4.178585761849263e-07,5.1450613547388e-07
1981,4.0989559701998246e-07,4.6556045396606294e-07
1982,4.475609056697749e-07,5.090152013220717e-07
1983,4.319676154551644e-07,5.639577311811195e-07
1984,4.4884324790217534e-07,5.677229459877253e-07
1985,4.511668638684796e-07,5.432049139386663e-07
1986,4.6577151557869456e-07,5.676777501406605e-07
1987,4.3203475463826635e-07,5.047534936686304e-07
1988,4.779253419684437e-07,5.03710536392532e-07
1989,4.4289146305942495e-07,5.658254007556707e-07
1990,4.544174814213875e-07,5.590315810266588e-07
1991,3.974073312651427e-07,4.6422804178547494e-07
1992,4.3142863326295355e-07,5.928700197443959e-07
1993,3.894062734488557e-07,6.065432227586598e-07
1994,4.293790212273052e-07,5.496473667321311e-07
1995,4.370495325645152e-07,5.661038811055619e-07
1996,4.099654749012416e-07,5.167273009476503e-07
1997,4.809279241513309e-07,5.614821487753829e-07
1998,4.4105196650434664e-07,5.569174947872568e-07
1999,4.935817319307034e-07,5.369986189052156e-07
2000,3.8348513342612023e-07,5.336982211723296e-07
2001,4.0920518795672933e-07,5.03401261120473e-07
2002,4.937636735036222e-07,5.875217956585743e-07
2003,4.891967542164366e-07,5.842025743163504e-07
2004,4.695507432317392e-07,6.166707624544188e-07
2005,4.6793958929924884e-07,5.620679530693451e-07
2006,4.7891058541083e-07,7.000413111413195e-07
2007,7.661411516313166e-07,6.902460283342293e-07
2008,8.872504198009779e-07,7.633589600430923e-07
2009,9.007115471248994e-07,7.867517357595943e-07
2010,1.3127420475100848e-06,9.872727906312662e-07
2011,1.4397254788356406e-06,1.2007271443792433e-06
2012,1.8437432953710697e-06,1.4229776450491727e-06
2013,1.957129092566845e-06,1.496644536302938e-06
2014,2.121486572193021e-06,1.6507188185244104e-06
2015,2.1358920470060383e-06,1.5655672207515181e-06
2016,2.1204307736333305e-06,1.4878435443677063e-06
2017,2.478631914076823e-06,1.5596789815219836e-06
2018,2.6754321372779444e-06,1.621677400365229e-06
2019,2.4678255622356815e-06,1.6288056645663573e-06
