year,son_DET entier_ADJ,son_DET chantier_NOUN
1930,1.2184179922769545e-06,8.823027286553042e-08
1931,1.0971953088301234e-06,8.325910272333203e-08
1932,1.1134889064123854e-06,9.863583017022393e-08
1933,1.3007730785830063e-06,8.602996359741155e-08
1934,1.2101395441277418e-06,1.2940105875713925e-07
1935,1.162120383924048e-06,1.2925747228109685e-07
1936,1.1894344424945302e-06,8.972288867425959e-08
1937,1.0274352462147363e-06,1.347249581895582e-07
1938,1.1694623935909476e-06,1.205764874612214e-07
1939,9.987014664147864e-07,1.0858775745248295e-07
1940,1.072636223398149e-06,8.114505334333444e-08
1941,1.2337280850260868e-06,7.969057236323351e-08
1942,1.2258215065230615e-06,1.2440268903901597e-07
1943,1.2106490885344101e-06,1.1612940675753691e-07
1944,1.1856657238240587e-06,1.44593382600533e-07
1945,9.389352157995745e-07,1.2853174080618146e-07
1946,9.870062740446883e-07,1.4617159038721184e-07
1947,1.0180423259953386e-06,8.821444197337769e-08
1948,1.100235067497124e-06,1.174163912764925e-07
1949,1.0199871667282423e-06,1.0307858788749513e-07
1950,1.1113952496089041e-06,1.020994730982494e-07
1951,1.212201368616661e-06,1.002171777786387e-07
1952,9.606316098142997e-07,1.413003669625823e-07
1953,1.0935434602288296e-06,9.050015137290757e-08
1954,1.039797894009098e-06,1.309519903625045e-07
1955,9.995671916840365e-07,1.1356585360999816e-07
1956,1.0046754823633819e-06,1.360498143032629e-07
1957,1.001009763967886e-06,1.2015651051910936e-07
1958,9.926692428052775e-07,1.3235589557680782e-07
1959,9.277645176553051e-07,1.0541017358978166e-07
1960,9.405412697560678e-07,1.0658083532399942e-07
1961,1.1818818848041701e-06,1.473009700880823e-07
1962,9.766613402462099e-07,1.0781325920916629e-07
1963,1.0106441550306045e-06,1.176821713411158e-07
1964,1.1072822871938115e-06,8.882593677261852e-08
1965,1.2624003602468292e-06,8.755269220728223e-08
1966,1.0812274240379338e-06,1.0302679376295032e-07
1967,1.1532055168572697e-06,1.1142558736798591e-07
1968,1.2072925983375171e-06,1.0554827534203781e-07
1969,1.4024948313817731e-06,1.3171098112163548e-07
1970,1.2195819181215484e-06,1.1174901648480784e-07
1971,1.2131756648159353e-06,1.2126617976448983e-07
1972,1.259451096302655e-06,1.0875911299335073e-07
1973,1.3303360901772976e-06,1.1302068125829123e-07
1974,1.1284896572760772e-06,1.3670138632182471e-07
1975,1.1023156503142673e-06,1.0737582556430425e-07
1976,1.1587032986426493e-06,1.5083710258601002e-07
1977,1.1365696082066279e-06,1.0343136169765899e-07
1978,1.177425247078645e-06,1.0930688421062484e-07
1979,1.3219607808423461e-06,1.2406183325097686e-07
1980,1.350791762888548e-06,1.1199746929868581e-07
1981,1.1733894780263654e-06,1.0626923052647896e-07
1982,1.2669512443608255e-06,8.752578273263367e-08
1983,1.2693785720330197e-06,1.1935947608066044e-07
1984,1.1429846153987455e-06,1.1482036610388491e-07
1985,1.156791768153198e-06,1.0406915085248158e-07
1986,1.171322423942911e-06,1.0670183941963174e-07
1987,1.3174920923120226e-06,1.1427227253335559e-07
1988,1.1663297527775285e-06,1.0733831579123887e-07
1989,1.2244000799910282e-06,1.2128750559448065e-07
1990,1.3387335684456048e-06,1.0406923567352067e-07
1991,1.3340694522412377e-06,1.3715828606208902e-07
1992,1.3692210814042483e-06,1.2838169882734007e-07
1993,1.3908950222685235e-06,1.3017137590054517e-07
1994,1.3155666920283693e-06,1.4769794587365936e-07
1995,1.4136329582470353e-06,1.1549820344569639e-07
1996,1.2768716715072514e-06,1.2117469072592257e-07
1997,1.3104446452416596e-06,1.155569586686056e-07
1998,1.331261728410027e-06,1.0823653695535285e-07
1999,1.3344987337404746e-06,1.2156735085255832e-07
2000,1.409793867424014e-06,1.2282127626050965e-07
2001,1.3971684893476777e-06,1.2530265403043472e-07
2002,1.3472256341628963e-06,1.130355125056326e-07
2003,1.3004965921936673e-06,1.3167476886621898e-07
2004,1.2663774668908445e-06,1.2597703191730147e-07
2005,1.2565461702251923e-06,1.4051698649097943e-07
2006,1.3683747965842485e-06,1.2971353324786605e-07
2007,1.2730406524497084e-06,1.1943493460897514e-07
2008,1.1699444257828873e-06,1.2857468378868475e-07
2009,1.2845511037085089e-06,1.3398620879456757e-07
2010,1.070883854481508e-06,1.5352327586981573e-07
2011,9.150764981313841e-07,2.1490722756922764e-07
2012,8.582121040490165e-07,1.4025521566374266e-07
2013,9.343568763142684e-07,1.612114326476899e-07
2014,9.712022119856556e-07,1.7128671503385817e-07
2015,9.101258342525398e-07,1.6978967920522336e-07
2016,1.0139209507542546e-06,1.4747940424442163e-07
2017,9.063747370419151e-07,1.4464765207833352e-07
2018,7.700515425312915e-07,1.5204838677007615e-07
2019,8.816213608042744e-07,1.5510004880425754e-07
