year,mon_DET are_NOUN,mon_DET char_NOUN
1887,6.528924623161458e-10,3.917354862714717e-08
1888,6.340614699951175e-10,6.150396369974942e-08
1889,0.0,5.262715008225172e-08
1890,0.0,2.7528423318656792e-08
1891,0.0,3.6970476458009216e-08
1892,1.8805537127519756e-09,8.149065955365131e-08
1893,6.158416554491453e-10,5.480990639128436e-08
1894,0.0,4.0960003833134806e-08
1895,6.018614495673091e-10,4.273216447359118e-08
1896,5.89702897624278e-10,3.3023362266959566e-08
1897,0.0,6.292850596167909e-08
1898,5.6583548957434e-10,3.5647636398294935e-08
1899,0.0,3.371822820952275e-08
1900,1.5573159428683425e-09,4.4123952047669945e-08
1901,5.588738916095792e-10,2.794369546865738e-08
1902,1.4730852093691738e-09,3.1425818058927746e-08
1903,0.0,5.7242333317830685e-08
1904,1.0749250378694342e-09,4.568431410945095e-08
1905,5.160759042333041e-10,3.612531429553201e-08
1906,0.0,1.9547901519700872e-08
1907,5.142843373384665e-10,3.1371342856800766e-08
1908,4.911389073214423e-10,2.2101250385375693e-08
1909,0.0,6.326131030132132e-08
1910,2.137660271017694e-09,3.740905352156432e-08
1911,2.6601871816467337e-09,4.8947440767221906e-08
1912,5.209421227725386e-10,3.334029585744247e-08
1913,2.121195885607108e-09,3.8711825744996986e-08
1914,0.0,3.549274207870212e-08
1915,0.0,2.0027295377644805e-08
1916,1.0987462051303964e-09,2.96661473164761e-08
1917,0.0,1.7546279096336548e-08
1918,0.0,4.9391419842947926e-08
1919,0.0,6.261336826796082e-08
1920,1.514446346106979e-09,6.284952291935042e-08
1921,1.5145494858259667e-09,3.483463739684112e-08
1922,0.0,5.3858929760508545e-08
1923,3.1847844361720945e-09,4.0340602414090654e-08
1924,1.289162443462999e-09,5.801231051094646e-08
1925,0.0,4.6192349056894955e-08
1926,1.1146138456652466e-09,2.6750732518010523e-08
1927,0.0,3.4562597672760376e-08
1928,1.1426041224282812e-09,5.255979096396857e-08
1929,0.0,6.684243691879033e-08
1930,2.100720708497761e-09,3.676261295382233e-08
1931,2.2810713318222042e-09,4.1059283084621256e-08
1932,2.1919073223131136e-09,5.260577418120249e-08
1933,1.1470662197865522e-09,3.9000251472742775e-08
1934,0.0,2.995395220750652e-08
1935,0.0,3.351119648442591e-08
1936,0.0,6.547345599017262e-08
1937,1.2591118148108649e-09,2.6441348222050465e-08
1938,0.0,4.797129271594258e-08
1939,0.0,1.8352861452797242e-08
1940,0.0,6.339457403470306e-08
1941,0.0,6.788455708672814e-08
1942,0.0,3.641054280301148e-08
1943,2.9032352077962287e-09,6.387117679196308e-08
1944,0.0,1.0282195894717461e-07
1945,0.0,7.842614424546923e-08
1946,0.0,7.935029699979168e-08
1947,0.0,5.3643919750712143e-08
1948,1.0871887834440486e-09,5.6533817183179735e-08
1949,0.0,2.257911879688379e-08
1950,1.0635361480382244e-09,4.3604983179790224e-08
1951,0.0,4.691016919355917e-08
1952,3.1634410646574906e-09,4.112473517281501e-08
1953,0.0,3.016671668021331e-08
1954,0.0,3.8112889733099564e-08
1955,0.0,4.1296674524460286e-08
1956,0.0,5.3198963234635244e-08
1957,8.835037701437898e-10,4.2408181188946514e-08
1958,0.0,5.873292918678885e-08
1959,7.750747821333448e-10,3.797866376942238e-08
1960,6.920833350854139e-10,4.014083376802091e-08
1961,6.948159270159238e-10,4.168895584300003e-08
1962,0.0,4.1856913046700583e-08
1963,6.466053248388448e-10,2.9743845497698373e-08
1964,1.8251904432275978e-09,5.5972509960255934e-08
1965,0.0,4.4870754778436606e-08
1966,5.539074754423723e-10,4.985167301185811e-08
1967,9.860671168482327e-10,6.803862939719352e-08
1968,4.4914158503495116e-10,5.434613159494006e-08
1969,0.0,5.223021304345821e-08
1970,4.5987250119061684e-10,5.1505721021527506e-08
1971,0.0,4.1107179882260425e-08
1972,5.130146862875051e-10,4.2580218462262565e-08
1973,0.0,3.528450331913291e-08
1974,0.0,4.331690162118207e-08
1975,0.0,3.940921411427212e-08
1976,0.0,3.0853044341583313e-08
1977,0.0,3.349765514970571e-08
1978,0.0,4.3366316759829715e-08
1979,5.851973350345929e-10,4.2134208788624505e-08
1980,2.8425752862659692e-09,4.548120569047853e-08
1981,6.325549528618524e-10,6.072527702905006e-08
1982,0.0,5.214301990186243e-08
1983,0.0,6.062703172826645e-08
1984,1.1598016991243298e-09,4.407246478876914e-08
1985,1.2031116103372597e-09,4.6319797331051404e-08
1986,0.0,4.31602960038191e-08
1987,6.110816852533674e-10,3.360949279995751e-08
1988,5.996553809062277e-10,3.358070066461494e-08
1989,0.0,3.018467209514597e-08
1990,0.0,2.1249738191286838e-08
1991,0.0,4.220254901099452e-08
1992,0.0,4.187557728352331e-08
1993,0.0,4.7637183975268726e-08
1994,5.274926606624319e-10,3.586950092504537e-08
1995,1.0844901643380922e-09,3.95838903877177e-08
1996,1.067618438099771e-09,2.7758079168549443e-08
1997,0.0,4.5551496352658205e-08
1998,4.768129224785866e-10,4.29131632451174e-08
1999,0.0,4.5244991975224025e-08
2000,8.836062992401139e-10,4.152949717450838e-08
2001,4.3812117822561447e-10,4.9945813707097386e-08
2002,1.3143663935011318e-09,6.265146756945228e-08
2003,0.0,4.250261265159594e-08
2004,0.0,4.80122261947713e-08
2005,0.0,4.4587122438599636e-08
2006,1.2353669198716943e-09,4.817931364975436e-08
2007,3.994479469415779e-10,4.353982707705484e-08
2008,4.257439678578834e-10,3.4911003865545354e-08
2009,0.0,5.006602155077644e-08
2010,9.447586046817946e-10,5.290648141809129e-08
2011,3.82397197240536e-10,6.462512902594142e-08
2012,3.404252713057332e-10,8.238291382411944e-08
2013,2.789125042035323e-10,8.534722750752621e-08
2014,4.330890368553497e-10,9.289759539399256e-08
2015,0.0,1.1747849937293608e-07
2016,0.0,8.741054813299343e-08
2017,5.031222660711876e-10,4.6287249588772283e-08
2018,0.0,9.938646838847376e-08
2019,2.55098775436835e-10,1.1045776737717006e-07
