year,bien_ADV armé_VERB,bien_ADV charmé_VERB
1800,2.1065902444661333e-07,5.0306631749208464e-08
1801,2.500241695901906e-07,5.2386017301842e-08
1802,4.095247447821748e-07,4.2518962573012686e-08
1803,1.3067273130218382e-07,1.0336798084153997e-07
1804,2.076354803648428e-07,1.2359254242255702e-07
1805,1.02343598484822e-07,1.02343598484822e-07
1806,2.795219131712656e-07,2.881669125542885e-08
1807,1.508886242618246e-07,3.9857372513552036e-08
1808,2.7872710894882857e-07,3.852325747288887e-08
1809,1.9427662323323602e-07,2.25903047379461e-08
1810,2.4805342491163174e-07,4.44624070894406e-08
1811,1.3036799373367103e-07,1.2535384286138651e-08
1812,9.868670636237198e-08,1.600324850414836e-08
1813,1.4378707646756084e-07,3.4508900625951355e-08
1814,1.6362720600682223e-07,5.664018942752591e-08
1815,1.4834729711310501e-07,2.1577788444915313e-08
1816,9.965696534663948e-08,2.3176038865813098e-08
1817,1.759266929912684e-07,6.694555310104988e-08
1818,2.1100484559610777e-07,4.6492591110336434e-08
1819,3.5090059213871427e-07,4.6579724966022695e-08
1820,2.468228217367141e-07,5.3399165977907614e-08
1821,1.8835442006093217e-07,1.617284084431958e-07
1822,2.817197923832282e-07,1.2732532184145384e-07
1823,4.0222536767942074e-07,6.226093063332883e-08
1824,2.627387232223555e-07,6.568468080558887e-08
1825,3.8655895195915946e-07,5.723537910284904e-08
1826,3.963593089295614e-07,5.9013494535520294e-08
1827,2.0646692178161175e-07,7.465990847776993e-08
1828,2.329764470232476e-07,6.328887991458032e-08
1829,2.563379553066625e-07,3.600733933240008e-08
1830,3.172798130890442e-07,8.140732177253085e-08
1831,2.650505166457151e-07,4.2096257146795324e-08
1832,1.8806657919867575e-07,1.6235962618793565e-07
1833,3.0812452678219415e-07,7.066013552048389e-08
1834,2.445647158122455e-07,1.4935249481595747e-08
1835,4.068941166224249e-07,5.218530674255817e-08
1836,3.508231429805164e-07,4.771732520225669e-08
1837,2.581377600563428e-07,2.7135774516295896e-08
1838,3.2633877822263457e-07,2.3354999711955315e-08
1839,3.705481841365099e-07,3.146163862766116e-08
1840,2.1656940984993156e-07,1.7835128929277744e-08
1841,1.9133234685497769e-07,1.4125206782011901e-08
1842,3.065677192104488e-07,2.0124794275488966e-08
1843,1.559424589459013e-07,2.539971788451112e-08
1844,2.425944193307217e-07,1.6465683927435748e-08
1845,1.612685824881055e-07,1.8414752389617206e-08
1846,2.166165526951147e-07,5.327596142024049e-08
1847,1.461563590154924e-07,1.3483059113639229e-08
1848,1.9791245620126574e-07,2.896279838182636e-08
1849,1.2317739606082512e-07,3.016589289472904e-08
1850,1.5954140053509036e-07,4.277067588986938e-08
1851,1.6381573986201658e-07,2.3217978650791338e-08
1852,1.6081047249372205e-07,4.427170807730363e-08
1853,2.376828920347407e-07,1.7318601663873778e-08
1854,2.3432446161208986e-07,3.065441944727354e-08
1855,2.1068541045110578e-07,4.82931277190346e-08
1856,1.620460243212385e-07,3.468716869292621e-08
1857,2.1234565039662812e-07,5.516105261449411e-08
1858,2.2951339939680793e-07,3.76813069635773e-08
1859,2.535902432487802e-07,2.8516170758052795e-08
1860,2.2657060583242128e-07,4.531412045594152e-08
1861,2.678667335165308e-07,6.272231445336729e-08
1862,2.277065080935614e-07,3.4336697041226216e-08
1863,3.0267403605677146e-07,3.446288232566985e-08
1864,2.406953569789039e-07,2.9727313943794798e-08
1865,2.1227867819106905e-07,4.424433797112215e-08
1866,2.281972522055753e-07,3.259960479340407e-08
1867,3.6201973330207693e-07,3.0572714138088486e-08
1868,2.5242755441468034e-07,7.409810987013543e-09
1869,1.9875923618073443e-07,6.202069613436834e-08
1870,2.6204601999424426e-07,3.7844721134661086e-08
1871,1.9861601985304844e-07,3.717412155879174e-08
1872,1.9109592130917008e-07,9.554796065458504e-08
1873,2.023269485285084e-07,4.19020302899753e-08
1874,2.2285292011758884e-07,5.616132625618775e-08
1875,2.483142842457653e-07,4.291145216939185e-08
1876,1.8379885080577196e-07,6.287855569553358e-08
1877,1.935847406819846e-07,4.4530676035492434e-08
1878,2.1801109978403233e-07,3.01954443671093e-08
1879,1.9916401083897028e-07,3.4823152361695975e-08
1880,2.0152037816245638e-07,1.078198152981713e-07
1881,2.1545047901305736e-07,5.2293806618308736e-08
1882,2.0964462832395725e-07,9.450646842878996e-08
1883,2.3887101829878077e-07,5.9401784824331116e-08
1884,2.62747538393171e-07,2.5746619058963915e-08
1885,2.3010919758537085e-07,3.7384687345820566e-08
1886,2.2780726893767422e-07,2.8395241713496944e-08
1887,1.899917110304017e-07,4.700825684267329e-08
1888,2.117765340869937e-07,3.360525724360741e-08
1889,2.41834285652498e-07,4.009687515349469e-08
1890,2.3333616283593983e-07,2.7528423984790606e-08
1891,1.9760082636821608e-07,3.314594465564369e-08
1892,2.7456083451227187e-07,3.19694137829174e-08
1893,2.0445942583435794e-07,2.894455697344256e-08
1894,1.9975879528288942e-07,2.7096618282484997e-08
1895,2.937083900533821e-07,7.643640742571733e-08
1896,2.093445296558194e-07,3.4202766840962795e-08
1897,2.336512103795485e-07,1.7480140002135158e-08
1898,2.4161175726788997e-07,3.281845906144554e-08
1899,2.8245925598469057e-07,3.537650172802387e-08
1900,1.920689721712776e-07,5.3467847038746186e-08
1901,2.2578504760284446e-07,9.165531622556955e-08
1902,1.910100360102973e-07,5.2049010434984666e-08
1903,1.9278786655974045e-07,3.2401320737562855e-08
1904,2.096103886017886e-07,3.3860139581065596e-08
1905,2.2139656241648709e-07,3.9221767167418875e-08
1906,2.0525295751916417e-07,1.388929860013377e-08
1907,1.979994639356164e-07,3.445705232252294e-08
1908,2.2052136894323837e-07,4.4202501214840595e-08
1909,2.2444013525468876e-07,1.8153246017504898e-08
1910,1.811667009743445e-07,4.008112952647025e-08
1911,2.3303238139149585e-07,4.415910481725405e-08
1912,1.875391581473984e-07,1.9795800554334164e-08
1913,2.0257420429992123e-07,3.075734156254839e-08
1914,2.0893840479985215e-07,4.486818383497848e-08
1915,2.462179224949068e-07,7.068456930880984e-09
1916,2.0986052207128125e-07,2.8567400889301098e-08
1917,2.8512702776595233e-07,7.676496771580332e-09
1918,2.549975590682152e-07,6.89182577673364e-09
1919,2.348001357788121e-07,1.1049418269237776e-08
1920,1.832480052144092e-07,2.1202248845497706e-08
1921,1.7947411157237525e-07,5.300923255902035e-09
1922,2.1764908986199316e-07,1.549366501762961e-08
1923,2.0701098835118614e-07,1.3800733000834953e-08
1924,2.1142263673112893e-07,2.707241186783449e-08
1925,2.2876209571087713e-07,2.3096173862313663e-08
1926,2.0731817862440494e-07,4.2355324580967135e-08
1927,2.2967402912854595e-07,3.7907366134959375e-08
1928,1.725332284818748e-07,2.2852082892654835e-08
1929,2.2615025585537296e-07,1.893869061575515e-08
1930,1.8486342523438282e-07,3.886333388436469e-08
1931,2.4293410660902737e-07,3.193499864551086e-08
1932,2.2795836018829618e-07,3.1782654730250215e-08
1933,1.6632459676202416e-07,1.8353059516584835e-08
1934,1.7612923031151695e-07,3.1152108448395666e-08
1935,1.6875280817174598e-07,4.4282650435434334e-08
1936,1.4670904535662999e-07,1.2124714565686645e-08
1937,1.6242542411060157e-07,2.7700460591972842e-08
1938,1.5039649303716374e-07,4.148868626430158e-08
1939,1.5446990975220842e-07,3.976452944698394e-08
1940,2.1046997544793555e-07,1.7750480196809804e-08
1941,2.390717099842732e-07,4.132103725851266e-08
1942,2.1542903527738133e-07,2.4273694165799498e-08
1943,1.683876433844489e-07,0.0
1944,2.923999264936583e-07,9.639558484764166e-09
1945,1.9170835230397643e-07,1.742803235060819e-08
1946,2.1299290153820039e-07,2.3665876369705074e-08
1947,1.7642888883173669e-07,2.1457568166738383e-08
1948,1.380729770517064e-07,1.4133454406817236e-08
1949,1.3449301095036503e-07,9.817008539414473e-09
1950,1.8292821568621775e-07,1.701657836861159e-08
1951,1.5459032232101322e-07,1.5992101864981123e-08
1952,2.4991186142742094e-07,3.057992969957013e-08
1953,1.7669076868287448e-07,2.0470272588113403e-08
1954,1.5636057537626868e-07,1.8567819282111486e-08
1955,1.9146640362066591e-07,4.6928040120519654e-08
1956,1.5610842840629857e-07,5.232684952005684e-09
1957,1.4047709984144063e-07,2.297109880089465e-08
1958,1.5138205577969188e-07,2.2335056470978998e-08
1959,1.619906311312036e-07,2.325224279786653e-08
1960,1.446454152009835e-07,1.7302083321624195e-08
1961,1.646713760905527e-07,2.36237411854745e-08
1962,2.0738197581415818e-07,2.980719671086263e-08
1963,1.4289977068315807e-07,2.2631185814248056e-08
1964,1.7339310431907506e-07,3.1636634645337836e-08
1965,1.7018055098461105e-07,4.049311996823235e-08
1966,1.8777464050323545e-07,1.495550172592175e-08
1967,1.809433138877381e-07,2.5144711202074177e-08
1968,1.7741091917766738e-07,1.661823922916028e-08
1969,1.8484954344977211e-07,2.361714024345929e-08
1970,1.6095537924698533e-07,1.977451802304131e-08
1971,1.8446846550279616e-07,2.4664307929356255e-08
1972,1.56469474155152e-07,2.1546616935097518e-08
1973,1.6980667461030663e-07,1.7090931336838366e-08
1974,1.4401463777069523e-07,1.2376257352286757e-08
1975,1.4392929648110453e-07,2.513051278185685e-08
1976,1.651209211583904e-07,2.856763359204706e-08
1977,1.710143518462992e-07,1.5279633558407113e-08
1978,1.3306924673273102e-07,1.485147826940647e-08
1979,1.5741808012670333e-07,2.5163485517509798e-08
1980,1.6145828074520807e-07,4.3207144528878416e-08
1981,1.6825961779431964e-07,2.9730083284107423e-08
1982,1.5891206550655568e-07,1.1794254461960918e-08
1983,1.4209461340897178e-07,1.0736036948344463e-08
1984,1.7049085343501247e-07,9.278413592994639e-09
1985,1.4136561254929347e-07,1.6843562988810845e-08
1986,1.756384286899504e-07,2.3977941410180392e-08
1987,1.4543744342176979e-07,8.555143260480236e-09
1988,1.2232969437420138e-07,7.195864348830128e-09
1989,1.4049592200748862e-07,1.3720305780395847e-08
1990,1.5474168879592298e-07,2.5063794595325817e-08
1991,1.4008901372264404e-07,1.992898113201136e-08
1992,1.3003467813632597e-07,1.2121876835635703e-08
1993,1.2463217180513908e-07,1.2740176913439427e-08
1994,1.3978555513105562e-07,1.5297286992677073e-08
1995,1.2905432278387252e-07,1.0302656505700725e-08
1996,1.2651277958575236e-07,3.5765218342476146e-08
1997,1.299416334532566e-07,5.753873377756236e-09
1998,1.2587860886981161e-07,1.4781200263769279e-08
1999,9.917336707410129e-08,6.8553016596695215e-09
2000,1.3165733880882158e-07,6.627047355323157e-09
2001,1.2398828896920122e-07,1.840108865280854e-08
2002,1.6955327075685034e-07,1.445803121669087e-08
2003,1.2542438487805896e-07,1.12506919336397e-08
2004,1.396318788648987e-07,1.497629043001325e-08
2005,1.1484561812658001e-07,1.3511249008502091e-08
2006,1.3012532451561754e-07,1.317724773741702e-08
2007,1.3101892060163323e-07,1.1983438241713884e-08
2008,1.1111917883055433e-07,9.79211112195344e-09
2009,1.1682071532348459e-07,9.53638501499654e-09
2010,1.3604523863008922e-07,8.030448306328708e-09
2011,1.2198470922264448e-07,1.1471915639660324e-09
2012,1.4910627021968992e-07,4.765953853791416e-09
2013,1.481025444505235e-07,6.693900100884775e-09
2014,1.442186499112097e-07,5.413613113347537e-09
2015,1.6424824211824784e-07,8.201329393386914e-09
