year,en_ADP are_NOUN,en_ADP char_NOUN
1842,1.341653010911159e-08,1.1471133021245805e-07
1843,1.1223130869097986e-08,9.746403534238723e-08
1844,1.152597856046711e-08,9.495211111820723e-08
1845,1.1718478631905782e-08,9.318980881412031e-08
1846,7.025401593807601e-09,1.1533367461069588e-07
1847,9.707802561820245e-09,1.0139260631092384e-07
1848,2.735375304041554e-08,1.2791902381792397e-07
1849,1.3407064125559032e-08,5.111443202032717e-08
1850,3.4623880651452055e-08,9.436704662135753e-08
1851,1.3543821175687754e-08,1.7220001158335663e-07
1852,2.7344290387532055e-08,1.145855994533207e-07
1853,4.478948767427937e-08,8.898178460725603e-08
1854,1.2989161413123895e-08,8.780672705599457e-08
1855,2.4942604426314574e-08,1.2152885986438378e-07
1856,1.6049286344355096e-08,7.765783971436235e-08
1857,2.0990488902583593e-08,1.1910882330434802e-07
1858,2.6425850618849722e-08,9.395857669680652e-08
1859,1.680417205385254e-08,1.3443337754104334e-07
1860,1.5562426014525954e-08,9.245911325450606e-08
1861,2.075024119196911e-08,1.2120026787743043e-07
1862,2.25899317307654e-08,1.088834694074059e-07
1863,1.498386242859695e-08,1.0538649775071462e-07
1864,2.1096803859421698e-08,1.0068928579798353e-07
1865,1.1767110841276462e-08,1.4261738623400078e-07
1866,2.578774882522339e-08,1.3429091083594358e-07
1867,2.6690463172940326e-08,1.2762893852880097e-07
1868,4.2482916740027576e-08,1.857392714077477e-07
1869,2.0510780074367574e-08,1.6310954042975112e-07
1870,3.2110673231500186e-08,1.85783174622145e-07
1871,3.611200227737754e-08,1.731251888514862e-07
1872,3.9912439575573444e-08,1.7658230055950241e-07
1873,3.890902905423488e-08,1.7598853280231808e-07
1874,6.870800672853505e-08,1.4757284416688776e-07
1875,2.0025345548457807e-08,1.4132171599623433e-07
1876,4.897271921322499e-08,1.3482612692961027e-07
1877,2.535774612510977e-08,1.2740721577753078e-07
1878,4.5293163830617544e-08,1.4735376818730828e-07
1879,3.42122213892182e-08,1.4723473718003532e-07
1880,3.850707597230496e-08,1.3413299138065327e-07
1881,1.4642266066289267e-08,1.8546870661495518e-07
1882,3.0614771162618126e-08,1.4375632573226937e-07
1883,3.5388296737437486e-08,1.5355993210341978e-07
1884,2.3105939384038265e-08,1.293932561097222e-07
1885,3.7384687345820566e-08,1.5147244381008562e-07
1886,2.8395241713496944e-08,1.1745304007160229e-07
1887,5.4842967500690065e-08,1.36454523347318e-07
1888,2.980088953385973e-08,1.6612409892147184e-07
1889,3.5084767091575486e-08,1.2843530061701358e-07
1890,5.112421624930974e-08,1.4878457332834216e-07
1891,3.250852154135231e-08,1.1218627460340969e-07
1892,3.19694137829174e-08,1.9181648469590584e-07
1893,1.9091091374434654e-08,1.2871090870891777e-07
1894,4.6631390526741257e-08,2.104714065254143e-07
1895,2.5278181325916194e-08,1.0713133780093642e-07
1896,2.7716035688740703e-08,1.2737583099386995e-07
1897,2.3306854779470143e-08,1.637306468182942e-07
1898,3.112095303681173e-08,1.2901048762614664e-07
1899,2.984892333302014e-08,1.337673900536629e-07
1900,1.8168686111152965e-08,1.2510437763513238e-07
1901,2.514932445629725e-08,1.240700023275032e-07
1902,2.1114220150053598e-08,8.887613855979026e-08
1903,2.8081145186931167e-08,1.4094575395695585e-07
1904,3.6009990544982884e-08,1.0695503860347344e-07
1905,3.3028859480754846e-08,1.0992416737964916e-07
1906,2.777859631208912e-08,1.373497287016079e-07
1907,1.851423608867364e-08,8.537120049778579e-08
1908,2.2101251717643322e-08,1.0117461801684158e-07
1909,2.53045246978445e-08,1.364243971124779e-07
1910,2.618633831996675e-08,1.4482648680314014e-07
1911,1.54290848985994e-08,1.2875305865911457e-07
1912,1.8753916974922902e-08,9.533241163151018e-08
1913,2.969674284258872e-08,1.4158982764023165e-07
1914,2.678697441638178e-08,1.305865060530209e-07
1915,1.0602685840410686e-08,1.2487607659039668e-07
1916,3.40611328031315e-08,1.1756584217259558e-07
1917,2.52227767560953e-08,8.115154137566805e-08
1918,4.020231614276781e-08,1.378365110937807e-07
1919,2.4861191438851904e-08,1.3443458535267183e-07
1920,3.028892692213958e-08,1.2115570591220148e-07
1921,1.5145495135815423e-08,1.2040668118107334e-07
1922,1.6231458566107193e-08,1.2985166553125538e-07
1923,1.8047112249064412e-08,1.592392209204263e-07
1924,1.6759112098085893e-08,2.0755514951176224e-07
1925,1.0998178145982251e-08,1.1438105063099613e-07
1926,1.560459372829115e-08,1.181490660862039e-07
1927,1.5608915049369898e-08,1.2152655115560407e-07
1928,2.8565102283550914e-08,1.4968114547819766e-07
1929,1.2254446790649354e-08,1.4036911921699868e-07
1930,2.2057568216382606e-08,1.354964868083286e-07
1931,1.1405356659111021e-08,1.2659946069248917e-07
1932,2.4110979879310435e-08,1.38090154644388e-07
1933,9.176529758292418e-09,1.1126542087680491e-07
1934,1.4377896206951846e-08,1.941016023465636e-07
1935,1.555876849579363e-08,2.0226400376799347e-07
1936,8.487299751891442e-09,2.0005778766929438e-07
1937,8.813782481631449e-09,1.1080183692779855e-07
1938,2.593042824905467e-08,1.1020432100217192e-07
1939,1.988226472349197e-08,1.330582408698433e-07
1940,7.607348528892999e-09,1.6229010468826743e-07
1941,1.4757512545315876e-08,5.165129550732672e-07
1942,6.068423541449874e-09,1.5474480608013153e-07
1943,8.709705845433291e-09,1.8580705440918166e-07
1944,6.4263723231761105e-09,3.7272960007328493e-07
1945,4.357008087652048e-09,1.917083607416714e-07
1946,1.8097434661967782e-08,1.1136883415474585e-07
1947,1.4305045148432782e-08,1.7046845846024894e-07
1948,6.523132700664291e-09,1.4677048909561563e-07
1949,4.908504269707237e-09,1.7081593817191987e-07
1950,3.190608444114673e-09,1.4783152835207147e-07
1951,1.2793681780642885e-08,3.976702875885252e-07
1952,1.1599284199803606e-08,1.8031614845703814e-07
1953,5.386913581872932e-09,1.3251807062797383e-07
1954,8.795282724349818e-09,1.3974726198462406e-07
1955,1.0324168187025862e-08,1.6237100952665173e-07
1956,1.22095984433912e-08,1.2732866361275796e-07
1957,7.951533653738352e-09,1.6963272964076737e-07
1958,9.099467845885556e-09,1.1746585520944208e-07
1959,5.425523585955716e-09,1.247870391463124e-07
1960,4.844583401109048e-09,1.1419374701393536e-07
1961,6.25334317660986e-09,1.3062539494512748e-07
1962,5.7077609305622445e-09,1.8328254192123694e-07
1963,7.1126584622049904e-09,1.2802784732368622e-07
1964,1.3384730601639916e-08,1.3688929423327778e-07
1965,8.755269065297e-09,1.493867878288313e-07
1966,3.046491048319666e-08,1.766964912164326e-07
1967,1.2818872185960117e-08,1.262165897908396e-07
1968,8.982831700699023e-09,9.701457892585807e-08
1969,4.541757636644661e-09,1.5441976272678737e-07
1970,1.241655755990223e-08,1.2140634314539156e-07
1971,4.624557625731995e-09,1.248630574490761e-07
1972,1.0773308800615666e-08,1.277406596056352e-07
1973,8.269805840122046e-09,1.1191803711563253e-07
1974,8.438357568252286e-09,1.4626485866919836e-07
1975,3.998036124386317e-09,1.2793715908898662e-07
1976,5.713526873840635e-09,1.0684295193019722e-07
1977,5.876781727920388e-09,1.2341241562019434e-07
1978,5.346532105932056e-09,1.1584152814769766e-07
1979,3.511183899185255e-09,8.95351917051812e-08
1980,6.253665585376211e-09,1.159770711134378e-07
1981,5.060439622894819e-09,1.2461332793423097e-07
1982,5.586751949948621e-09,9.869928729866473e-08
1983,3.78918940668882e-09,1.2630632539867293e-07
1984,1.7397025486864948e-09,1.2351888267758682e-07
1985,3.007779025843149e-09,1.2331894083672523e-07
1986,5.3950369172106605e-09,1.5046158458043024e-07
1987,4.277571852284723e-09,1.350490528850834e-07
1988,4.797243047249822e-09,1.037403831727346e-07
1989,3.292873196336643e-09,9.659094679648206e-08
1990,4.90378582185258e-09,1.3185734665244198e-07
1991,2.9307326565586322e-09,9.964490860214781e-08
1992,1.65298330578878e-09,1.101988870155779e-07
1993,2.2156829704300662e-09,1.4734292419493755e-07
1994,8.439882570598911e-09,1.260707444550313e-07
1995,3.795715741716776e-09,9.218166441282705e-08
1996,2.135236876199542e-09,9.341661399986378e-08
1997,3.835915585170824e-09,1.3090062467302488e-07
1998,1.43043876743576e-09,1.0966697250314184e-07
1999,2.2851006253876704e-08,1.5173067771656612e-07
2000,4.859834423776022e-09,1.2237946966919822e-07
2001,3.5049693702937645e-09,1.0558720342501715e-07
2002,3.9430991805033955e-09,2.3439535590252802e-07
2003,6.667076501987168e-09,1.0625653629192655e-07
2004,1.761916529341434e-09,9.910780388033835e-08
2005,4.9541245550344115e-09,1.0223511426321608e-07
2006,1.6471559671771274e-09,9.677041123978825e-08
2007,7.589511019645556e-09,1.3940732901396302e-07
2008,2.5544638071473003e-09,1.2687170103387047e-07
2009,1.430457752249481e-09,1.0299295727378421e-07
2010,7.085689812669216e-09,9.022444902306859e-08
2011,5.735957819830162e-09,7.494985054812275e-08
2012,3.063827413996023e-09,9.87233306493085e-08
2013,2.2313000336282585e-09,8.925199940224005e-08
2014,2.3819897165822113e-09,8.16372855150238e-08
2015,2.881548027966474e-09,9.442611118015698e-08
2016,1.86420612280358e-09,8.844621846026968e-08
2017,2.515611413622665e-09,7.546834090987886e-08
2018,3.0977600484760615e-09,7.202292379160369e-08
2019,3.826481576041374e-09,8.494789144330994e-08
