year,en_ADP an_NOUN,en_ADP chant_NOUN
1861,3.2870266553075567e-07,7.781339972368073e-08
1862,3.6189069990699707e-07,6.731799831460883e-08
1863,3.995696622460798e-07,5.843706346597699e-08
1864,3.452204173637341e-07,6.712619393667296e-08
1865,3.8266645119300335e-07,7.625087605767078e-08
1866,3.824371657135117e-07,5.4981426800271294e-08
1867,3.663872796266787e-07,6.599823620945244e-08
1868,4.5249248004086695e-07,7.212215891172491e-08
1869,3.8775141508740063e-07,8.594993483601598e-08
1870,4.157185449216172e-07,6.594156332084822e-08
1871,3.887350770170883e-07,6.79755323140796e-08
1872,5.049528292166983e-07,5.1402382683640724e-08
1873,5.453249966036466e-07,8.440266102693883e-08
1874,4.451083851497728e-07,5.43689417931148e-08
1875,3.804815484897972e-07,9.898241870587299e-08
1876,4.885179869518197e-07,7.376138100312346e-08
1877,3.525345166899285e-07,5.8755752263550676e-08
1878,5.398945350232331e-07,1.3829513001439864e-07
1879,4.1909971393305767e-07,1.1241158481833935e-07
1880,4.3577175246056754e-07,6.674560282249331e-08
1881,4.2741470163143447e-07,6.484431708253524e-08
1882,4.199548004901743e-07,3.7935693475432686e-08
1883,4.069654357952146e-07,9.479008333812544e-08
1884,3.366865382048445e-07,5.479408304864819e-08
1885,4.202554444443507e-07,6.703461119528242e-08
1886,4.491610913204269e-07,5.679048187268165e-08
1887,3.3166937818407405e-07,6.071899921744617e-08
1888,4.7237579248182726e-07,5.199304209391187e-08
1889,3.2265454574798014e-07,6.139833974572184e-08
1890,3.454161583427151e-07,4.588070423583446e-08
1891,3.5823116739663874e-07,3.4420788885825004e-08
1892,3.2658949455921515e-07,5.516290779716826e-08
1893,2.7528121826492224e-07,4.680396581413504e-08
1894,3.610781962315457e-07,8.696123932061539e-08
1895,2.8167116128408054e-07,9.38903896852139e-08
1896,2.954411550959435e-07,8.60966261062579e-08
1897,3.018237670904256e-07,6.817254749602597e-08
1898,2.8744442459593955e-07,8.374365212393542e-08
1899,2.802482299557596e-07,6.964748777704699e-08
1900,2.678583330695261e-07,7.527027223730443e-08
1901,2.732893396584224e-07,6.538824287583012e-08
1902,2.7595794294121845e-07,5.54862090718089e-08
1903,2.9323195738228947e-07,1.009841175125814e-07
1904,2.7410588554488413e-07,1.3974025048213434e-07
1905,2.342984628533884e-07,7.947569163890833e-08
1906,2.453775985733486e-07,6.893207116220879e-08
1907,2.7617068942831224e-07,5.7599847280709326e-08
1908,2.1462770916080842e-07,7.219742248487648e-08
1909,2.381925914285432e-07,1.0561888075244497e-07
1910,1.9345826018923873e-07,9.138497336635965e-08
1911,2.745313101293334e-07,7.55493151372022e-08
1912,2.3181924374560126e-07,8.387168204393447e-08
1913,2.2484676126532932e-07,7.265096180208985e-08
1914,2.276892898667171e-07,8.303962434341727e-08
1915,2.0969756231448144e-07,4.3588819442774707e-08
1916,2.64797828997132e-07,4.394984687294823e-08
1917,2.0836206238161736e-07,8.005489604556715e-08
1918,2.2857889092620098e-07,6.087779613750399e-08
1919,2.1822600482224175e-07,5.616787634998843e-08
1920,2.4761197181533134e-07,7.420786873879592e-08
1921,2.1203692424087706e-07,8.784387045546183e-08
1922,2.0363102271048206e-07,7.082817832237964e-08
1923,2.2081171513477216e-07,7.961961179248078e-08
1924,1.8950688063235077e-07,1.0055467347669378e-07
1925,2.2106337516092367e-07,8.468597334498895e-08
1926,2.5859040508890985e-07,1.8168205606627907e-07
1927,1.4493992472885964e-07,1.3379069230268215e-07
1928,2.1252436988028478e-07,1.2797166426548046e-07
1929,2.5511530887811773e-07,1.1029001978357655e-07
1930,2.951512604321138e-07,8.0877747721253e-08
1931,1.8704785009759917e-07,8.55401722787974e-08
1932,1.5233756045507363e-07,5.808554548458744e-08
1933,1.5944220788099983e-07,8.602996448558997e-08
1934,2.0009239420915037e-07,5.152079296522061e-08
1935,1.4242258306040867e-07,5.6250937241486554e-08
1936,1.624711774006471e-07,1.0669748551350722e-07
1937,2.5434058437134865e-07,7.932404333388376e-08
1938,1.8540257140653438e-07,8.038432619539293e-08
1939,1.8199920415185034e-07,5.505858169385647e-08
1940,2.3329202702981888e-07,9.635975373178951e-08
1941,2.6858673107810205e-07,2.184111886904816e-07
1942,5.006449512734434e-07,9.4060562672027e-08
1943,3.251623377220625e-07,7.548411695701418e-08
1944,1.670856821789357e-07,1.0282195894717461e-07
1945,1.7645882843808636e-07,7.406913482554955e-08
1946,1.767980171152317e-07,1.0440828202007424e-07
1947,1.2874540833429649e-07,7.033313731419355e-08
1948,1.7829895648802108e-07,1.1741638972218027e-07
1949,1.7277934827308883e-07,5.8902051014442236e-08
1950,2.0845308923433947e-07,4.9986197181439707e-08
1951,1.7697927001680824e-07,1.0234945746478985e-07
1952,1.7609822067221614e-07,7.908602661643727e-08
1953,1.8100030263479283e-07,6.572034705332186e-08
1954,1.3192924086524727e-07,7.329402018640963e-08
1955,1.9052783706285936e-07,7.883910324579801e-08
1956,1.7965551646348388e-07,8.459507672142763e-08
1957,2.31477991108342e-07,8.039884069610537e-08
1958,2.556123281927114e-07,6.038737782043668e-08
1959,2.1082034362684965e-07,9.068374962062364e-08
1960,1.986279155596904e-07,9.758374719393004e-08
1961,2.0913959231094736e-07,9.657941668628212e-08
1962,2.416285432849108e-07,7.483508213113055e-08
1963,2.133797532000159e-07,9.4404379868962e-08
1964,2.293656092833274e-07,7.239922394930431e-08
1965,2.1450410364609596e-07,1.0944086858977187e-07
1966,2.0549968060556978e-07,9.361036612531848e-08
1967,1.9770645359740158e-07,1.3410512689215892e-07
1968,1.8280062505371397e-07,9.970943265491528e-08
1969,1.630491064108508e-07,1.0945635975367907e-07
1970,1.692330778291229e-07,1.1588786974492393e-07
1971,1.6905328026339816e-07,1.371952192963377e-07
1972,1.8468528922843674e-07,1.169673495837742e-07
1973,1.3783009528145485e-07,8.765994247150743e-08
1974,2.3852424302361896e-07,7.819544667331257e-08
1975,2.2560346923938823e-07,6.79666145586566e-08
1976,1.5255116581069927e-07,6.570555627360974e-08
1977,1.4280580318271063e-07,7.345977376393975e-08
1978,1.188118274875194e-07,9.980193271807991e-08
1979,1.281582141521298e-07,9.187598126736418e-08
1980,1.5804718556111652e-07,1.3075846649890366e-07
1981,1.1449244580186146e-07,8.159959158371421e-08
1982,1.3904804907483026e-07,8.442203103253831e-08
1983,1.3388469954911386e-07,7.830991943791332e-08
1984,1.786094572242547e-07,1.1076106104512817e-07
1985,1.0527226579348792e-07,1.0406915340599454e-07
1986,1.0190625043815515e-07,7.493106496392343e-08
1987,1.1305011188289527e-07,1.3749337957058572e-07
1988,2.4645836249614916e-07,9.77438285865162e-08
1989,1.053719477228654e-07,8.287064445777759e-08
1990,1.0897301572221352e-07,1.0951788415036745e-07
1991,1.1781545167233176e-07,1.0843710757102443e-07
1992,1.4160556649489564e-07,9.697501979211154e-08
1993,1.0801454858322401e-07,1.1576943359514758e-07
1994,9.283870938681105e-08,1.1235593389002929e-07
1995,1.1441371272624679e-07,1.2688535289129277e-07
1996,1.2117468917161034e-07,1.0782946091580925e-07
1997,7.719779804293836e-08,9.63773767459486e-08
1998,8.201181977973704e-08,1.2063367060832775e-07
1999,8.27206416420534e-08,1.0877078882032265e-07
2000,8.350079627739149e-08,1.0470734324030673e-07
2001,1.0339659703428872e-07,1.1610211003709736e-07
2002,1.0602556049787992e-07,1.3669411724759328e-07
2003,8.500522735710447e-08,1.6125991464388534e-07
2004,1.0263163519041996e-07,1.3742948939965416e-07
2005,9.097574116267992e-08,1.621349834390884e-07
2006,7.782812000423078e-08,1.6842169925368466e-07
2007,7.869124660220272e-08,1.1504100649872839e-07
2008,7.705965823778804e-08,1.0601025088319282e-07
2009,6.53242375747709e-08,1.3112529106962256e-07
2010,8.077686158847186e-08,1.1195389748586138e-07
2011,3.7474924913238894e-08,8.145060226283363e-08
2012,3.6765930244708755e-08,9.531907313453658e-08
2013,2.8727987766430374e-08,7.112268562980972e-08
2014,3.3131311125145224e-08,6.647916875324178e-08
2015,2.1722439139115757e-08,7.42552789256834e-08
2016,2.7548822750800284e-08,6.276160152696164e-08
2017,2.440142932158551e-08,7.974488025475068e-08
2018,2.0135440093049795e-08,7.641141797076756e-08
2019,4.28565950505444e-08,7.857042483294663e-08
