year,ton_DET are_NOUN,ton_DET char_NOUN
1800,3.144164484325529e-09,1.603523944737617e-07
1801,0.0,2.809795489611133e-07
1802,2.2378401354217203e-09,2.0588129245879827e-07
1803,0.0,2.574447819370107e-07
1804,0.0,2.3235398582954758e-07
1805,0.0,2.58701862598798e-07
1806,0.0,2.305335300434308e-07
1807,0.0,2.448381430930624e-07
1808,2.2660739951163578e-09,2.3567169726845805e-07
1809,0.0,1.3780086405290604e-07
1810,0.0,1.8487001973710449e-07
1811,0.0,4.562879727387781e-07
1812,0.0,2.1871107236393073e-07
1813,5.751483289628823e-09,1.4378707646756084e-07
1814,0.0,1.0698702013201e-07
1815,0.0,1.1598061000483995e-07
1816,0.0,6.025769927475721e-08
1817,0.0,1.3856172964565872e-07
1818,0.0,8.940883056141047e-08
1819,0.0,1.4905512668583754e-07
1820,0.0,1.4477106269339401e-07
1821,0.0,2.080773975343675e-07
1822,0.0,1.5639960793123464e-07
1823,0.0,1.3934588327657593e-07
1824,0.0,2.172647066700506e-07
1825,0.0,1.8227267339909758e-07
1826,0.0,1.1978858882599752e-07
1827,0.0,9.770309605805494e-08
1828,0.0,1.1557099566239515e-07
1829,8.57317605795771e-10,9.173298698428312e-08
1830,0.0,1.3150413469276145e-07
1831,0.0,1.621485496983155e-07
1832,0.0,1.6912461209273033e-07
1833,0.0,1.4479535082045913e-07
1834,0.0,1.4935249303960063e-07
1835,0.0,1.1344631900556124e-07
1836,0.0,1.2903840529432387e-07
1837,6.957890930081589e-10,8.488626845881697e-08
1838,6.312161904276081e-10,1.0162580998951398e-07
1839,6.9914751765765e-10,1.0067723943407714e-07
1840,1.9109065441114126e-09,8.280595098497656e-08
1841,1.2841097074556274e-09,9.951850321598954e-08
1842,6.708265054555795e-10,1.6099836352978514e-07
1843,5.906911071384968e-10,1.1045923664632085e-07
1844,1.097712254427563e-09,7.354672360015968e-08
1845,0.0,8.48194630087562e-08
1846,5.854501328173001e-10,7.083946496067028e-08
1847,1.0786447290911383e-09,7.119055389637197e-08
1848,0.0,1.4964112349247216e-07
1849,8.379414939696517e-10,6.954914510970411e-08
1850,1.3577992064028876e-09,2.2471576155425055e-07
1851,6.449438760824933e-10,8.126292883048336e-08
1852,6.510545436100301e-10,4.882908899439542e-08
1853,0.0,4.2400716493418145e-08
1854,0.0,6.650450723455492e-08
1855,0.0,7.801197554613282e-08
1856,1.0354378465748937e-09,5.280733161860951e-08
1857,1.4644527812635033e-09,1.0690505214405732e-07
1858,0.0,1.1842696134856112e-07
1859,0.0,9.522363986214089e-08
1860,4.577183909670879e-10,1.2861886533599431e-07
1861,0.0,9.19612963556915e-08
1862,4.517986262886353e-10,1.2605182331260067e-07
1863,0.0,1.0738434763624127e-07
1864,0.0,9.493561448081778e-08
1865,9.41368871743009e-10,9.50782552688878e-08
1866,9.731225825149181e-10,1.746755060594296e-07
1867,4.85281148598915e-10,1.0239432413072791e-07
1868,0.0,7.55800723117872e-08
1869,4.883519144627257e-10,8.936840278916947e-08
1870,0.0,4.2259940746802727e-07
1871,0.0,4.673317932635257e-08
1872,0.0,3.4832673012630266e-07
1873,0.0,8.380406091301751e-08
1874,0.0,8.364452552811485e-08
1875,0.0,6.923047624063372e-08
1876,0.0,6.711076405707672e-08
1877,0.0,9.215375684767935e-08
1878,0.0,1.1897004670302636e-07
1879,0.0,5.315113127402071e-08
1880,0.0,7.380523325828392e-08
1881,0.0,5.0899305881202395e-08
1882,0.0,5.1912003140586194e-08
1883,0.0,5.6242115520355185e-08
1884,0.0,6.13957817918731e-08
1885,0.0,4.7697702676430254e-08
1886,0.0,6.77613698485402e-08
1887,0.0,4.8966935006777845e-08
1888,0.0,4.945679532575298e-08
1889,0.0,5.2000635575311094e-08
1890,0.0,4.260351060825229e-08
1891,0.0,3.697047656903152e-08
1892,0.0,4.7013844373111624e-08
1893,0.0,3.140792365075029e-08
1894,0.0,7.750892994096148e-08
1895,0.0,5.4769391688580527e-08
1896,5.89702897624278e-10,5.484236864639058e-08
1897,0.0,3.0881581292163673e-08
1898,5.6583548957434e-10,3.960848360406999e-08
1899,0.0,4.2009595802028343e-08
1900,0.0,5.191053276121238e-08
1901,0.0,3.0179190924073396e-08
1902,0.0,3.240787410652146e-08
1903,5.400220270956879e-10,5.994244434148754e-08
1904,0.0,4.3534463145533664e-08
1905,5.160759042333041e-10,3.715746643706552e-08
1906,0.0,2.41776678677752e-08
1907,5.142843373384665e-10,5.348557274853505e-08
1908,0.0,4.272908493696548e-08
1909,0.0,5.721023033089523e-08
1910,0.0,4.061554625955921e-08
1911,0.0,4.4159105705432466e-08
1912,0.0,4.7926675961207366e-08
1913,0.0,3.393913572402596e-08
1914,0.0,3.817143756634778e-08
1915,0.0,2.2383447872975637e-08
1916,0.0,3.406113324722071e-08
1917,0.0,3.1802629529842363e-08
1918,0.0,2.5270028736201766e-08
1919,0.0,4.143531939782008e-08
1920,0.0,4.164727585020955e-08
1921,0.0,3.7106463290914604e-08
1922,7.377935484775833e-10,5.0907753901263675e-08
1923,0.0,9.342034212878048e-08
1924,0.0,6.574728672603669e-08
1925,0.0,5.279125248058847e-08
1926,0.0,4.681378307225259e-08
1927,0.0,5.3516280407173156e-08
1928,0.0,3.884854038460617e-08
1929,0.0,5.3473950600846365e-08
1930,0.0,2.8359729342675166e-08
1931,0.0,5.1324104077821175e-08
1932,0.0,3.3974561830518724e-08
1933,0.0,1.605892663292252e-08
1934,1.1981580172459871e-09,4.553000465534751e-08
1935,0.0,6.343190506186147e-08
1936,0.0,5.334874497719966e-08
1937,1.2591118148108649e-09,3.5255131702882636e-08
1938,0.0,9.594258543188516e-08
1939,0.0,2.7529289958749814e-08
1940,0.0,2.2822045586678996e-08
1941,0.0,5.017554371988808e-08
1942,0.0,7.888950892542823e-08
1943,0.0,4.645176332473966e-08
1944,0.0,5.1410978585408884e-08
1945,0.0,3.267756198965799e-08
1946,0.0,3.7586979750869887e-08
1947,1.1920870957027319e-09,6.67568780254868e-08
1948,0.0,5.109787326595949e-08
1949,0.0,4.515823803785679e-08
1950,0.0,7.8701674732784e-08
1951,0.0,8.529121409139861e-09
1952,0.0,2.1089608281954497e-08
1953,0.0,4.5250075686453783e-08
1954,0.0,2.834035384147171e-08
1955,0.0,3.566531070475776e-08
1956,0.0,3.401245152190313e-08
1957,8.835037701437898e-10,3.180613572517643e-08
1958,0.0,6.452349987640105e-08
1959,0.0,2.9452841276977892e-08
1960,0.0,4.429333189115425e-08
1961,0.0,2.6403005282116254e-08
1962,0.0,2.72704117065814e-08
1963,0.0,4.2029344893279585e-08
1964,6.083968329129164e-10,3.224503286602953e-08
1965,0.0,4.322914171073222e-08
1966,0.0,3.489617261820399e-08
