year,un_DET entier_ADJ,un_DET chantier_NOUN
1940,2.206131057391758e-06,6.212668317573389e-07
1941,6.345730412249395e-07,8.264207167485438e-07
1942,9.679135928308824e-07,8.526135246711419e-07
1943,5.545178964894149e-07,8.680673353467228e-07
1944,6.36210870652576e-07,8.964789586229926e-07
1945,1.1262866337347077e-06,8.866511187477499e-07
1946,9.730852070788387e-07,9.17400743816188e-07
1947,9.274437502426736e-07,7.176364178462791e-07
1948,7.121086582628777e-07,9.371567326610375e-07
1949,7.303854090423556e-07,9.385060231181797e-07
1950,8.625278269391856e-07,9.827074229917798e-07
1951,7.388351264125959e-07,1.207936779934471e-06
1952,1.075570025932393e-06,1.1367298178299734e-06
1953,9.233170317202166e-07,1.0946208490736353e-06
1954,9.723673883854644e-07,1.1287279129135186e-06
1955,8.531517323717708e-07,1.1225187179775276e-06
1956,9.33162141336652e-07,1.1712493517279654e-06
1957,9.859902547759702e-07,1.090243609169761e-06
1958,7.850359224903514e-07,1.2218103933037128e-06
1959,9.936459264281439e-07,1.2253932091255137e-06
1960,8.21502908365801e-07,1.2644362712421753e-06
1961,1.037360220834671e-06,1.3875474280666822e-06
1962,8.066968462117075e-07,1.3432264154289442e-06
1963,7.92738148902572e-07,1.43999010049356e-06
1964,9.381479344483523e-07,1.195499795159094e-06
1965,7.294233910215553e-07,1.1398266650530786e-06
1966,1.0845508313650498e-06,1.137725988087368e-06
1967,9.998720997828059e-07,1.1438378137995642e-06
1968,9.086134014069103e-07,1.0864735173754525e-06
1969,9.460481464884651e-07,1.3398185956248199e-06
1970,9.523959647594893e-07,1.2600505989723843e-06
1971,1.2018712141070864e-06,1.3102913953844109e-06
1972,9.665196785135777e-07,1.4323369796898078e-06
1973,9.692212188383564e-07,1.6330109886553146e-06
1974,7.870174840718391e-07,1.6370413362665204e-06
1975,8.652892233840248e-07,1.5443842684703668e-06
1976,6.433431281038793e-07,1.7380548769097004e-06
1977,9.573277566232719e-07,1.4709584625904881e-06
1978,8.584154329582816e-07,1.4922765032565621e-06
1979,7.946979962980549e-07,1.3904289097865785e-06
1980,6.384424295902136e-07,1.3382844414877582e-06
1981,8.602747243457998e-07,1.4738530254021498e-06
1982,6.089559860811278e-07,1.5208380759190732e-06
1983,5.791144985778374e-07,1.5914596716015694e-06
1984,4.818975867237896e-07,1.241567723297976e-06
1985,6.364460318764031e-07,1.5947244804692673e-06
1986,6.090397164371097e-07,1.4218919446307154e-06
1987,6.037487310095457e-07,1.4372641459203805e-06
1988,6.392326099557977e-07,1.3138449688199216e-06
1989,4.478307573663187e-07,1.373677037008747e-06
1990,6.805365160289512e-07,1.4270016563955323e-06
1991,4.958799308951711e-07,1.3780304399801935e-06
1992,4.63386299998092e-07,1.4166066293341828e-06
1993,4.647395144274924e-07,1.437424366201867e-06
1994,4.87403212900972e-07,1.5239262793897979e-06
1995,4.6470404413412325e-07,1.3876051809802448e-06
1996,3.966202370975225e-07,1.5992924318197765e-06
1997,6.027182166690181e-07,1.5789587237691194e-06
1998,4.763361118875764e-07,1.6664612161321202e-06
1999,4.757579290526337e-07,1.5570675557796676e-06
2000,4.877506967204681e-07,1.6276028134143417e-06
2001,4.4031179413650534e-07,1.5614638897432087e-06
2002,5.082217171548109e-07,1.7989295457709886e-06
2003,5.575342925112636e-07,1.8138616013629871e-06
2004,5.373845510803221e-07,1.8160953771939603e-06
2005,8.075223263404041e-07,1.6159453579689398e-06
2006,7.667510999453953e-07,1.8382260265070727e-06
2007,6.706731028316426e-07,1.7200229009972645e-06
2008,5.994475031911861e-07,1.9184023400953265e-06
2009,6.332159614430566e-07,1.8257409593047669e-06
2010,4.70017397447009e-07,1.7246567978190797e-06
2011,9.066637289834034e-07,1.8370361658526235e-06
2012,6.978718261052563e-07,1.6936157649638517e-06
2013,6.805465204706707e-07,1.7529651330505658e-06
2014,6.994387717895734e-07,1.6920789249752488e-06
2015,7.511973763030255e-07,1.5633506365020367e-06
2016,8.444853278888331e-07,1.461744666642062e-06
2017,7.826066621419159e-07,1.6016897319559575e-06
2018,7.336528256018937e-07,1.6500735497970709e-06
2019,7.385109483948327e-07,1.6252343399969504e-06
