year,un_DET an_NOUN,un_DET chant_NOUN
1916,3.7198051359155215e-05,2.340329309902245e-06
1917,3.3523263709867024e-05,2.671420993749507e-06
1918,3.312326248305908e-05,2.292680608917408e-06
1919,3.3388580504833953e-05,2.644494045966894e-06
1920,3.45490661857184e-05,2.5457843406684333e-06
1921,3.5154208262611064e-05,2.6413742961750586e-06
1922,3.6175492368784035e-05,2.661959191740948e-06
1923,3.416636832298536e-05,2.868429216817958e-06
1924,3.598696980589011e-05,2.9766760434313255e-06
1925,3.3587336702112225e-05,3.0047023003021422e-06
1926,3.462659469732898e-05,2.5011934887686493e-06
1927,3.3354021525155986e-05,2.749398845480755e-06
1928,3.851947030852898e-05,2.4783083532042838e-06
1929,3.498310411487182e-05,2.6870659404210073e-06
1930,3.4511691865191096e-05,2.4651957559740367e-06
1931,3.524483372530085e-05,2.4282003607822844e-06
1932,3.519326310197357e-05,2.2938310131337403e-06
1933,3.501763762869814e-05,2.2092495584047356e-06
1934,3.4222988006149535e-05,2.250140843429449e-06
1935,3.49174683833553e-05,2.4558918241268657e-06
1936,3.470093247415207e-05,2.821421002607849e-06
1937,3.752027441805694e-05,2.1316763856304988e-06
1938,3.602903279897873e-05,2.7421429003027242e-06
1939,3.392985172467888e-05,2.5158712730899424e-06
1940,3.413924628148379e-05,2.064127265555271e-06
1941,3.2215650207945146e-05,2.3700567020057406e-06
1942,2.9865746682844474e-05,3.2769487425809984e-06
1943,2.9853967589588137e-05,3.077429328257608e-06
1944,2.7986850682282238e-05,3.630900380358071e-06
1945,3.248585267101589e-05,3.437679350071221e-06
1946,3.4439420687704114e-05,3.2157751448380623e-06
1947,3.399951697247161e-05,2.559411045766069e-06
1948,3.223406042707211e-05,2.5918580170980476e-06
1949,3.7681603089367854e-05,2.154833245171517e-06
1950,3.373749405000126e-05,2.6918099678141516e-06
1951,3.472205412435869e-05,2.3593681142131118e-06
1952,3.4287483686057385e-05,2.4485035208243744e-06
1953,3.339670911373105e-05,2.4435040941739317e-06
1954,3.455275441410777e-05,2.806672341648664e-06
1955,3.4060369443977834e-05,2.392391465377841e-06
1956,3.4037741670545074e-05,2.699193423438828e-06
1957,3.2210781228059204e-05,2.2281965890158517e-06
1958,3.4995727673958754e-05,2.319537053097065e-06
1959,3.4730324614429264e-05,2.5592970160914774e-06
1960,3.3031753218892845e-05,2.9953366471602294e-06
1961,3.346511289237242e-05,2.393640958331389e-06
1962,3.380896851012949e-05,2.4156512541395614e-06
1963,3.2984630479404586e-05,2.6756528974658522e-06
1964,3.346000085002743e-05,2.306432307364048e-06
1965,3.155125500597933e-05,2.825763282032767e-06
1966,3.1017710170999635e-05,2.706391974527378e-06
1967,3.258557444496546e-05,2.432134571961342e-06
1968,3.295037345196761e-05,3.383383493371639e-06
1969,3.405546226531442e-05,2.2077483947668952e-06
1970,3.4959509093823726e-05,2.378000761638077e-06
1971,3.5074702282145154e-05,2.7552086301341205e-06
1972,3.7289497413439676e-05,3.0914265494175197e-06
1973,3.58964714450849e-05,2.338149617031604e-06
1974,3.6983632071496686e-05,2.2389776006548345e-06
1975,3.883178214891814e-05,2.2880188410567825e-06
1976,3.787497053053812e-05,2.035729661287178e-06
1977,3.567441490304191e-05,2.1326841874724778e-06
1978,3.426236071391031e-05,2.637028568841515e-06
1979,3.388175377949665e-05,2.3905311259397877e-06
1980,3.336160034450586e-05,2.4394981146258488e-06
1981,3.475003813946387e-05,2.4296435015003226e-06
1982,3.5889295759261586e-05,2.5376269778831784e-06
1983,3.4388789117656415e-05,2.6505380539276757e-06
1984,3.530842423060676e-05,2.3897713319342984e-06
1985,3.640435079432791e-05,2.5012689235381913e-06
1986,3.707829205268354e-05,2.7196980987298502e-06
1987,3.676084224935039e-05,2.4046064446281434e-06
1988,3.607107009884203e-05,2.4807742242671793e-06
1989,3.7536011177508044e-05,2.504230138811181e-06
1990,3.68007331417175e-05,2.406669128873773e-06
1991,3.602749620768009e-05,2.544462127218594e-06
1992,3.53181894752197e-05,2.743401296356751e-06
1993,3.5620427297544666e-05,2.748554642550971e-06
1994,3.597605473260046e-05,2.8194483654431224e-06
1995,3.59530176865519e-05,3.174844934505927e-06
1996,3.502535923871619e-05,2.766733175008085e-06
1997,3.434247196310025e-05,2.7609002710704544e-06
1998,3.603132336138515e-05,2.9867561792684683e-06
1999,3.485235288280819e-05,2.719269716067174e-06
2000,3.479111410342739e-05,2.8505138409684605e-06
2001,3.466677685537434e-05,4.852192038384828e-06
2002,3.388305344742548e-05,3.0431963509158777e-06
2003,3.433836036492721e-05,2.7851712722792854e-06
2004,3.465205395514204e-05,2.9177337523833557e-06
2005,3.312913099762227e-05,2.849522381609404e-06
2006,3.3422030128349434e-05,2.861521810615386e-06
2007,3.3511286574139376e-05,2.8860113339135296e-06
2008,3.3643991400822415e-05,2.812464700241435e-06
2009,3.152204362777411e-05,2.6234595775775915e-06
2010,3.162768462061649e-05,2.6694154371398326e-06
2011,3.0130988079690724e-05,2.7987650703664713e-06
2012,3.136644363621599e-05,2.634551256264217e-06
2013,3.1708446840639226e-05,2.647716301318326e-06
2014,3.334828943479806e-05,2.9452220129400075e-06
2015,3.197853266101447e-05,2.634621436570228e-06
2016,3.05854066482425e-05,2.8099799553871208e-06
2017,3.302997720311396e-05,2.6690635834825116e-06
2018,3.129615288344212e-05,2.8259315456580225e-06
2019,3.147714801343682e-05,2.5688445735028154e-06
