year,en_ADP aire_NOUN,en_ADP chaire_NOUN
1853,2.26933418723263e-08,2.292027458494772e-06
1854,2.1821789930598356e-08,1.8642043944083753e-06
1855,1.1144567935161831e-08,2.1413491531063755e-06
1856,2.0191037064520856e-08,2.332323710163564e-06
1857,1.2691923956253959e-08,1.8369119167971348e-06
1858,4.502181916166137e-08,1.8591075363616483e-06
1859,2.6479301196147276e-08,2.101539898546889e-06
1860,1.373155189554609e-08,1.976428015026954e-06
1861,1.3204698334767784e-08,2.2311224530113805e-06
1862,3.6143891435358455e-08,1.798158573151909e-06
1863,1.947902072974017e-08,1.7441215565128232e-06
1864,2.5412057458318316e-08,2.182560201902106e-06
1865,2.9653119293371333e-08,2.078071755562405e-06
1866,1.8489329622894957e-08,1.780327758549305e-06
1867,2.8631587767335986e-08,1.6611173716540861e-06
1868,3.112120594561674e-08,1.6222546310729058e-06
1869,3.174287332985415e-08,1.821552697123252e-06
1870,4.0711745086241535e-08,1.7546188999517653e-06
1871,3.929835434846041e-08,1.2554231529904314e-06
1872,2.0560953717385644e-08,1.757961545223452e-06
1873,3.8909028887701425e-08,1.5036843201698957e-06
1874,5.616132481289782e-08,1.7063483150892012e-06
1875,2.4030413270370587e-08,1.4704325224101922e-06
1876,3.748529087133079e-08,1.7684593416333882e-06
1877,5.999271590617639e-08,1.5455855306711896e-06
1878,2.2344627481629686e-08,1.7754920236257021e-06
1879,1.8327976358811782e-08,1.665402105999192e-06
1880,4.492492533536563e-08,1.5492680311979257e-06
1881,6.83305714233029e-08,1.4112354822515272e-06
1882,6.25606177973026e-08,1.543383763902284e-06
1883,3.475636339844712e-08,1.3270611693982914e-06
1884,3.6969503902639644e-08,1.3685317483691506e-06
1885,3.287274280561192e-08,1.4928092673116566e-06
1886,5.0982363997142954e-08,1.5197907377029196e-06
1887,3.199173115309151e-08,1.226132020804016e-06
1888,2.4728397107764977e-08,1.4970191131169486e-06
1889,3.8217333020451605e-08,1.5405971609538938e-06
1890,3.211649390877369e-08,1.4150919902533587e-06
1891,3.44207886637804e-08,1.3220132082381042e-06
1892,2.7581454897784852e-08,1.616022448303056e-06
1893,2.832871559554917e-08,1.3222120305300678e-06
1894,3.591877373310126e-08,1.3579817075282108e-06
1895,2.106515117894503e-08,1.4715512399732233e-06
1896,2.122930492509667e-08,1.25075979795497e-06
1897,2.9133568113515196e-08,1.2574047811853006e-06
1898,2.6594268232038587e-08,1.5096491399191336e-06
1899,2.984892333302014e-08,1.2453634052889129e-06
1900,2.0764213348734017e-08,1.2915339926422575e-06
1901,3.409130783227354e-08,1.2054909364067612e-06
1902,2.8970674414985353e-08,1.284530208423007e-06
1903,3.0781254878320397e-08,1.2701318254926264e-06
1904,3.117282521003517e-08,1.2469130119541205e-06
1905,2.5803795267176355e-08,1.2556126982588012e-06
1906,2.05767382577271e-08,1.2294600555406987e-06
1907,2.8799923057487575e-08,1.0681685944646802e-06
1908,2.897719486583128e-08,1.1748042485493215e-06
1909,1.925344239595006e-08,1.2421221260439097e-06
1910,1.9238942772226153e-08,1.325883772551606e-06
1911,1.9685384544665396e-08,1.364676008641652e-06
1912,2.5005221671037248e-08,1.1252350136103928e-06
1913,2.1742257383383645e-08,1.2080210041176542e-06
1914,1.808120764223986e-08,1.1263923491711125e-06
1915,2.3561524287174507e-08,1.1085696476342832e-06
1916,2.4172415624690302e-08,1.2756443132921902e-06
1917,5.3735480065597585e-08,1.0604531865965328e-06
1918,1.033773866510046e-08,7.902626855127437e-07
1919,1.6574127070789757e-08,9.705072088195266e-07
1920,1.8930578438158818e-08,1.051025735776534e-06
1921,2.4990065738972334e-08,8.860114757425208e-07
1922,2.360939327372691e-08,1.0402889554228523e-06
1923,1.4862327812892318e-08,8.938628086596623e-07
1924,5.156649773851996e-09,8.534255639958133e-07
1925,8.798542339150117e-09,9.194476773277671e-07
1926,6.687683296036084e-09,9.061810679611426e-07
1927,1.0034302388994831e-08,1.0179242462271532e-06
1928,1.4853853258500749e-08,8.798051540637175e-07
1929,2.116677166874581e-08,9.435924233081039e-07
1930,1.1553964007759987e-08,8.738998120705332e-07
1931,2.5091784650044247e-08,7.436292746021422e-07
1932,4.055028668403793e-08,9.140253354189554e-07
1933,4.1294382802092855e-08,6.939750747392281e-07
1934,2.875579241390369e-08,8.578811403481268e-07
1935,2.0346082152400413e-08,8.150401589190892e-07
1936,1.9399542861009422e-08,7.105082993064116e-07
1937,2.1404900962807005e-08,6.988070806457358e-07
1938,2.333738657878115e-08,8.75151954460307e-07
1939,1.2235240376412548e-08,6.989380914035337e-07
1940,1.5214697057785997e-08,2.5332471853545258e-06
1941,1.1806010391524069e-08,8.64790269616833e-07
1942,1.517105907566929e-08,1.1408636666487837e-06
1943,2.9032351855917682e-08,9.783902772397823e-07
1944,4.4984606262232774e-08,8.290020154788635e-07
1945,1.3071024707045353e-08,1.0217183437077892e-06
1946,3.062643028073353e-08,9.14616543390423e-07
1947,1.6689218895749036e-08,8.487659890477062e-07
1948,2.5005341575123907e-08,8.882332487303302e-07
1949,2.2579119796084512e-08,6.430140229163328e-07
1950,2.4461330738745346e-08,6.881078595810664e-07
1951,2.3455083209000804e-08,7.036525353498746e-07
1952,3.374337254058446e-08,6.685405518069842e-07
1953,3.124409986288157e-08,6.981440314746123e-07
1954,3.029486128625081e-08,6.616006862358859e-07
1955,2.2525458831523792e-08,7.358316373995422e-07
1956,2.703553869665143e-08,6.157125849171052e-07
1957,7.951533903538532e-08,7.121040557223068e-07
1958,2.8125628048769613e-08,6.361355382455969e-07
1959,1.9376869886400527e-08,7.363210254851538e-07
1960,2.629916601160076e-08,7.758254430001443e-07
1961,3.265634873628187e-08,7.64992324597813e-07
1962,5.45408234131628e-08,8.815319381128006e-07
1963,3.039045082253722e-08,7.229047707113523e-07
1964,4.0154192526564714e-08,7.49544919464995e-07
1965,4.0493119801698896e-08,7.852382513107159e-07
1966,5.151339477205141e-08,7.43897738075816e-07
1967,2.5144710702473816e-08,8.958419570603837e-07
1968,3.413475932467769e-08,8.322593583187654e-07
1969,3.451736046988785e-08,6.517422548313334e-07
1970,3.3570694335516293e-08,7.477526864363426e-07
1971,3.956565930440803e-08,7.635658532123557e-07
1972,3.5398013353837854e-08,5.761154735495211e-07
1973,4.300298939163838e-08,6.483527927869659e-07
1974,4.050411750444738e-08,6.28376375377826e-07
1975,4.16938057412608e-08,7.139349991192034e-07
1976,2.228275491900078e-08,6.547701589809662e-07
1977,4.8189612078530786e-08,5.935549740598844e-07
1978,5.287126469966097e-08,6.516828641167649e-07
1979,5.442335160310563e-08,6.641989731548392e-07
1980,3.581644952843632e-08,6.077426153439092e-07
1981,6.135783220395652e-08,6.401455969751169e-07
1982,3.165826112372372e-08,6.728932371302676e-07
1983,3.6628833299801045e-08,6.094279836332817e-07
1984,3.537395104613594e-08,6.52388448596497e-07
1985,4.9327574580537714e-08,5.943371217398408e-07
1986,5.874595604415944e-08,5.143268637652909e-07
1987,4.8275453745638686e-08,5.939714169400645e-07
1988,3.238138990280248e-08,6.290384666485238e-07
1989,7.079677288857056e-08,7.156511498962459e-07
1990,8.554382369130309e-08,5.497688713163029e-07
1991,3.8099522925438833e-08,5.679759844667842e-07
1992,4.573253731265936e-08,6.424595149212564e-07
1993,5.760775678709251e-08,6.259304257127951e-07
1994,4.378189177867142e-08,6.783555459577428e-07
1995,6.181593642518024e-08,5.86709170136146e-07
1996,5.8719012541175175e-08,5.775815781206006e-07
1997,4.842843426278165e-08,5.538103367008773e-07
1998,5.912480360859007e-08,5.922016468318247e-07
1999,4.295989214364582e-08,5.200888946177429e-07
2000,5.610899900254651e-08,5.716932696131494e-07
2001,6.790878490092744e-08,6.216939585357295e-07
2002,5.651775714099472e-08,6.076754175410315e-07
2003,6.833753474211335e-08,6.417061531038826e-07
2004,6.7393305602792e-08,6.285637113023768e-07
2005,6.71058666412705e-08,5.926934498745595e-07
2006,5.8474035113942335e-08,6.300371673262362e-07
2007,3.794755376596015e-08,5.895851522552675e-07
2008,4.385162938325138e-08,5.406948488939634e-07
2009,6.103286476211167e-08,6.274941313222371e-07
2010,4.91274465552749e-08,4.7285168136568245e-07
2011,4.0916501159449226e-08,4.252256733394688e-07
2012,5.106378955788138e-08,4.139571370131989e-07
2013,4.62994750871637e-08,4.7052538132419386e-07
2014,3.5729847039367435e-08,5.935485205554869e-07
2015,3.568686279820099e-08,5.410660302018755e-07
2016,3.749125579433077e-08,6.272017776254302e-07
2017,4.150758609045013e-08,4.012400083297507e-07
2018,3.252648211882203e-08,4.365260077854316e-07
2019,3.851991381420561e-08,4.622389830899465e-07
