year,en_ADP aire_NOUN,en_ADP chair_NOUN
1924,5.156649773851996e-09,8.186181617020338e-07
1925,8.798542339150117e-09,8.204640948861197e-07
1926,6.687683296036084e-09,8.493357768202259e-07
1927,1.0034302388994831e-08,8.807887752482202e-07
1928,1.4853853258500749e-08,9.175111017611925e-07
1929,2.116677166874581e-08,7.709161309321644e-07
1930,1.1553964007759987e-08,7.961731398609118e-07
1931,2.5091784650044247e-08,8.017965456019738e-07
1932,4.055028668403793e-08,7.02506270044978e-07
1933,4.1294382802092855e-08,7.192105044850905e-07
1934,2.875579241390369e-08,7.1170586579683e-07
1935,2.0346082152400413e-08,7.587892127958185e-07
1936,1.9399542861009422e-08,7.699193815824401e-07
1937,2.1404900962807005e-08,7.239892738652998e-07
1938,2.333738657878115e-08,7.532789823017083e-07
1939,1.2235240376412548e-08,6.652911679339013e-07
1940,1.5214697057785997e-08,5.528006568056298e-07
1941,1.1806010391524069e-08,8.500327339788782e-07
1942,1.517105907566929e-08,8.829556463751942e-07
1943,2.9032351855917682e-08,9.754870688993833e-07
1944,4.4984606262232774e-08,8.804129834061314e-07
1945,1.3071024707045353e-08,9.737913160279277e-07
1946,3.062643028073353e-08,9.75869397734641e-07
1947,1.6689218895749036e-08,9.000257819025137e-07
1948,2.5005341575123907e-08,9.317207627645985e-07
1949,2.2579119796084512e-08,7.156598940127878e-07
1950,2.4461330738745346e-08,7.997791726666037e-07
1951,2.3455083209000804e-08,7.932083008199697e-07
1952,3.374337254058446e-08,7.782065267747384e-07
1953,3.124409986288157e-08,9.308586754741555e-07
1954,3.029486128625081e-08,8.120977668113483e-07
1955,2.2525458831523792e-08,8.437661449534062e-07
1956,2.703553869665143e-08,9.113592795984005e-07
1957,7.951533903538532e-08,8.437460792265483e-07
1958,2.8125628048769613e-08,7.676641757825564e-07
1959,1.9376869886400527e-08,7.8282550930453e-07
1960,2.629916601160076e-08,8.443416845693719e-07
1961,3.265634873628187e-08,8.643510227557272e-07
1962,5.45408234131628e-08,8.212833790821605e-07
1963,3.039045082253722e-08,8.127829005388776e-07
1964,4.0154192526564714e-08,8.71832639859349e-07
1965,4.0493119801698896e-08,8.837350264911947e-07
1966,5.151339477205141e-08,8.358463787772052e-07
1967,2.5144710702473816e-08,6.833445240772562e-07
1968,3.413475932467769e-08,8.421404800174059e-07
1969,3.451736046988785e-08,7.475733241335547e-07
1970,3.3570694335516293e-08,7.07743765815394e-07
1971,3.956565930440803e-08,8.565708640162484e-07
1972,3.5398013353837854e-08,7.356630362664873e-07
1973,4.300298939163838e-08,7.034848295006668e-07
1974,4.050411750444738e-08,7.662028451704828e-07
1975,4.16938057412608e-08,6.362589033415134e-07
1976,2.228275491900078e-08,7.581850240967469e-07
1977,4.8189612078530786e-08,8.544840852664493e-07
1978,5.287126469966097e-08,8.661382366881298e-07
1979,5.442335160310563e-08,7.566601425423869e-07
1980,3.581644952843632e-08,8.396967814405798e-07
1981,6.135783220395652e-08,9.709718824524316e-07
1982,3.165826112372372e-08,8.653258305457712e-07
1983,3.6628833299801045e-08,9.630856538933585e-07
1984,3.537395104613594e-08,9.92210402728233e-07
1985,4.9327574580537714e-08,9.474504167883424e-07
1986,5.874595604415944e-08,9.027695000440872e-07
1987,4.8275453745638686e-08,9.166225254375604e-07
1988,3.238138990280248e-08,9.162734500023362e-07
1989,7.079677288857056e-08,9.648118748373236e-07
1990,8.554382369130309e-08,9.447960565012181e-07
1991,3.8099522925438833e-08,9.718309001982561e-07
1992,4.573253731265936e-08,1.0011568747358979e-06
1993,5.760775678709251e-08,1.0203219744653325e-06
1994,4.378189177867142e-08,9.452668336962233e-07
1995,6.181593642518024e-08,1.0253854725306155e-06
1996,5.8719012541175175e-08,9.8754708233173e-07
1997,4.842843426278165e-08,1.0299432915417128e-06
1998,5.912480360859007e-08,1.091901594918454e-06
1999,4.295989214364582e-08,1.0392637932454818e-06
2000,5.610899900254651e-08,1.169894744634803e-06
2001,6.790878490092744e-08,1.0602532256598352e-06
2002,5.651775714099472e-08,1.1268501793892938e-06
2003,6.833753474211335e-08,1.1809059969891678e-06
2004,6.7393305602792e-08,1.1628649190242868e-06
2005,6.71058666412705e-08,1.1615170478762593e-06
2006,5.8474035113942335e-08,1.2143657386332052e-06
2007,3.794755376596015e-08,1.3533295941670076e-06
2008,4.385162938325138e-08,1.4607275033995393e-06
2009,6.103286476211167e-08,1.4814773976468132e-06
2010,4.91274465552749e-08,1.743079678817594e-06
2011,4.0916501159449226e-08,1.7800589375838172e-06
2012,5.106378955788138e-08,1.950977321030223e-06
2013,4.62994750871637e-08,2.021836735366378e-06
2014,3.5729847039367435e-08,2.0703821519418852e-06
2015,3.568686279820099e-08,2.070724804070778e-06
2016,3.749125579433077e-08,1.9557592167984694e-06
2017,4.150758609045013e-08,1.918908310472034e-06
2018,3.252648211882203e-08,2.094085857606842e-06
2019,3.851991381420561e-08,1.927016228364664e-06
