year,en_ADP aire_NOUN,en_ADP chair_NOUN
1800,4.7162466820793725e-08,6.917161954334006e-07
1801,1.619204113012529e-07,4.381375902084983e-07
1802,3.3567602031325805e-08,1.7455153056289419e-07
1803,2.9255089017965474e-08,7.801356787240366e-07
1804,1.730295728918918e-08,3.435872883983393e-07
1805,3.695740935505398e-08,5.742613211623393e-07
1806,4.8988376022407465e-08,3.4003696214313095e-07
1807,1.1387820464392462e-08,2.3629726797480544e-07
1808,4.5321479014148736e-08,2.4020383193601447e-07
1809,7.00299480627109e-08,3.140052342587296e-07
1810,5.3822916346035754e-08,4.5398459747048037e-07
1811,5.0141535368197765e-09,2.582289084784861e-07
1812,3.200649700829672e-08,2.1604387256957125e-07
1813,2.0130190847567064e-08,1.6679301495514665e-07
1814,4.090680150170556e-08,1.2901375612273114e-07
1815,8.091670444798638e-09,2.0498899289123074e-07
1816,7.184571870766376e-08,5.51589721453638e-07
1817,1.2454987263765815e-08,4.3748141820287856e-07
1818,7.152706427149269e-09,4.077042774497386e-07
1819,2.484252026313527e-08,2.774081337975076e-07
1820,1.7799721696576398e-08,2.3020973571874492e-07
1821,3.7473656067099625e-08,4.5560076955553086e-07
1822,3.0076847679083585e-08,2.917454366979655e-07
1823,3.2612866407433216e-08,1.927123918221696e-07
1824,1.431589158329416e-08,2.896862838497327e-07
1825,1.3208164117983756e-08,4.2706398062364315e-07
1826,2.466235649034587e-08,2.536699525990116e-07
1827,2.027800155568471e-08,2.359621902314757e-07
1828,2.384798225563145e-08,2.7058288765147154e-07
1829,4.800978425922864e-08,2.63196511696151e-07
1830,1.6698937788106605e-08,3.4024085948658467e-07
1831,1.4032085493553836e-08,5.831111025145219e-07
1832,9.470978445946798e-09,4.370180022306158e-07
1833,1.2741991461950875e-08,4.6913694973227393e-07
1834,2.1469421573883096e-08,3.6591362118088e-07
1835,2.571449897459388e-08,5.294161837809952e-07
1836,2.9571301130015826e-08,6.176369424792938e-07
1837,1.8786305289175687e-08,3.924250506770477e-07
1838,3.8504186727905676e-08,4.1407781736779725e-07
1839,2.6567605448946097e-08,4.341706016930402e-07
1840,5.860113566624747e-08,5.019314812670927e-07
1841,4.173356549230789e-08,6.067418212296616e-07
1842,3.287049921141261e-08,5.272696057545545e-07
1843,3.0125246297529884e-08,5.298498990669032e-07
1844,5.488561261035585e-08,5.603820909527713e-07
1845,2.7343117381395388e-08,4.94408197937446e-07
1846,1.3465352832753297e-08,4.238658846134058e-07
1847,2.480882788091776e-08,4.3469381694194453e-07
1848,2.0113054055581614e-08,4.038701320041582e-07
1849,2.3462362719328667e-08,4.591919378071907e-07
1850,2.1724787302446202e-08,6.089729254199483e-07
1851,2.1283148576856092e-08,6.778359988857119e-07
1852,1.9531636752390114e-08,5.839959271725093e-07
1853,2.26933418723263e-08,4.4968646761844866e-07
1854,2.1821789930598356e-08,6.047753231541719e-07
1855,1.1144567935161831e-08,6.299334245341015e-07
1856,2.0191037064520856e-08,7.336076919273182e-07
1857,1.2691923956253959e-08,6.399658332156832e-07
1858,4.502181916166137e-08,6.029009114172368e-07
1859,2.6479301196147276e-08,6.655470770056127e-07
1860,1.373155189554609e-08,7.60727971282904e-07
1861,1.3204698334767784e-08,6.479734224740241e-07
1862,3.6143891435358455e-08,6.686619826723472e-07
1863,1.947902072974017e-08,6.697786716358678e-07
1864,2.5412057458318316e-08,7.772254093652009e-07
1865,2.9653119293371333e-08,7.380331794593076e-07
1866,1.8489329622894957e-08,7.162182100728387e-07
1867,2.8631587767335986e-08,7.036576903374225e-07
1868,3.112120594561674e-08,5.957488156127511e-07
1869,3.174287332985415e-08,6.954131208658509e-07
1870,4.0711745086241535e-08,5.613633788925654e-07
1871,3.929835434846041e-08,5.225619474913401e-07
1872,2.0560953717385644e-08,6.252948878682218e-07
1873,3.8909028887701425e-08,5.650788352795644e-07
1874,5.616132481289782e-08,5.347275191525114e-07
1875,2.4030413270370587e-08,5.343906082089234e-07
1876,3.748529087133079e-08,5.411183110481943e-07
1877,5.999271590617639e-08,7.471257958968636e-07
1878,2.2344627481629686e-08,4.933935429107805e-07
1879,1.8327976358811782e-08,7.227332048387325e-07
1880,4.492492533536563e-08,5.082933967059944e-07
1881,6.83305714233029e-08,5.947549084339698e-07
1882,6.25606177973026e-08,6.5089665213236e-07
1883,3.475636339844712e-08,5.782194989478739e-07
1884,3.6969503902639644e-08,5.604840680462075e-07
1885,3.287274280561192e-08,5.904202566853201e-07
1886,5.0982363997142954e-08,6.234046168174245e-07
1887,3.199173115309151e-08,5.745453677263868e-07
1888,2.4728397107764977e-08,7.234641543618636e-07
1889,3.8217333020451605e-08,7.292618988685717e-07
1890,3.211649390877369e-08,6.200449433890753e-07
1891,3.44207886637804e-08,6.705679425067501e-07
1892,2.7581454897784852e-08,6.932974656592705e-07
1893,2.832871559554917e-08,6.133782903816609e-07
1894,3.591877373310126e-08,6.093588353905943e-07
1895,2.106515117894503e-08,5.826018991683668e-07
1896,2.122930492509667e-08,6.115218980085046e-07
1897,2.9133568113515196e-08,5.716005944123026e-07
1898,2.6594268232038587e-08,6.201556743690162e-07
1899,2.984892333302014e-08,5.809484946439625e-07
1900,2.0764213348734017e-08,6.291556360338291e-07
1901,3.409130783227354e-08,6.466170816565864e-07
1902,2.8970674414985353e-08,5.420953357315739e-07
1903,3.0781254878320397e-08,6.728674293299264e-07
1904,3.117282521003517e-08,6.858021492917032e-07
1905,2.5803795267176355e-08,6.368376830323541e-07
1906,2.05767382577271e-08,5.818072850161116e-07
1907,2.8799923057487575e-08,5.888555847377575e-07
1908,2.897719486583128e-08,6.718780127812352e-07
1909,1.925344239595006e-08,6.777211751796131e-07
1910,1.9238942772226153e-08,6.557272627105704e-07
1911,1.9685384544665396e-08,7.283592253770621e-07
1912,2.5005221671037248e-08,6.772247616027016e-07
1913,2.1742257383383645e-08,7.371155561486376e-07
1914,1.808120764223986e-08,6.000282155582681e-07
1915,2.3561524287174507e-08,5.807915499644878e-07
1916,2.4172415624690302e-08,6.174953455229115e-07
1917,5.3735480065597585e-08,6.568888011315721e-07
1918,1.033773866510046e-08,6.260075338104798e-07
1919,1.6574127070789757e-08,7.753008048894117e-07
1920,1.8930578438158818e-08,7.731248388154199e-07
1921,2.4990065738972334e-08,7.762066047689586e-07
1922,2.360939327372691e-08,8.263288009402459e-07
1923,1.4862327812892318e-08,8.153048156600562e-07
