year,en_ADP arts_NOUN,en_ADP chars_NOUN
1800,5.345079756580162e-08,3.458580977167003e-08
1801,6.42919282256571e-08,2.3811825844433088e-09
1802,9.398928568771225e-08,4.475680270843441e-09
1803,7.80135707145746e-08,0.0
1804,6.921182560404304e-08,2.9662210465630778e-08
1805,2.558589917711629e-08,0.0
1806,4.8988375134229045e-08,0.0
1807,4.27043254092041e-08,2.8469551160981155e-09
1808,4.5321479902327155e-09,5.6651849433819734e-08
1809,1.581321384946932e-08,1.129515236897305e-08
1810,5.616304221689461e-08,0.0
1811,3.7606150637969904e-08,0.0
1812,5.06769564090348e-08,1.0668832928217853e-08
1813,4.3136123117903935e-08,0.0
1814,9.440030979135372e-09,3.4613449884091096e-08
1815,2.6972236000233352e-08,2.697223555614414e-09
1816,8.57513455798653e-08,0.0
1817,2.1796228488746294e-08,1.556873407970727e-09
1818,4.4108355412575406e-08,3.099506074022429e-08
1819,9.212434237682032e-08,2.6912729822470283e-08
1820,3.44127952800477e-08,2.4919611263385377e-08
1821,7.001656854299654e-08,6.903041582795311e-09
1822,3.308453244699194e-08,2.7069162911175226e-08
1823,6.32491954366543e-08,2.4706716672540097e-08
1824,3.1158117863583357e-08,4.21055617039201e-08
1825,4.3146671568905504e-08,2.641632912414593e-09
1826,8.807984186454121e-08,1.8496766784892316e-08
1827,3.686909327837995e-08,1.7512819638909605e-08
1828,3.3937512911030865e-08,9.53919290225258e-08
1829,3.686465693819585e-08,2.1432940588983485e-08
1830,3.131050774207722e-08,2.400472176589119e-08
1831,3.741889442743229e-08,9.354723662369224e-09
1832,5.276688019861808e-08,3.92369123858316e-08
1833,4.51761508202253e-08,9.266902800675325e-09
1834,2.4269779741459274e-08,1.5868701908061666e-08
1835,3.932805725526123e-08,3.327758690829796e-08
1836,6.922372786100084e-08,1.008112526790228e-08
1837,3.89641890974346e-08,2.435261770017405e-08
1838,4.102905393210676e-08,4.1660268124132926e-08
1839,2.8665047335785232e-08,1.1885507689157748e-08
1840,5.8601136720959346e-08,3.630722389402763e-08
1841,3.2102741354123054e-08,8.988767952189392e-09
1842,4.9641161403712886e-08,1.6770663080478698e-08
1843,4.075768533784441e-08,2.3036953678001737e-08
1844,5.1592476069117765e-08,3.2382512671347286e-08
1845,1.3392547348889394e-08,2.1762888213761045e-08
1846,3.981060747726417e-08,2.4588905134237393e-08
1847,1.5101026207275936e-08,1.88762818709165e-08
1848,2.735375304041554e-08,6.43617736884039e-09
1849,3.26797175986826e-08,4.1897072478036534e-09
1850,3.6660578572877967e-08,2.9192683825840504e-08
1851,2.3217978650791338e-08,3.805169002113473e-08
1852,4.9480144648228475e-08,1.8229528109259263e-08
1853,2.926246556178569e-08,1.9707374621091844e-08
1854,4.0006617019194834e-08,1.506742641765868e-08
1855,1.0083180512765466e-08,1.963566731433275e-08
1856,2.0708756043319454e-08,1.5531567143511893e-08
1857,1.3668224996266076e-08,1.4644527368545823e-08
1858,4.8447393652395476e-08,1.5170396494568195e-08
1859,3.5645212559387573e-08,2.036869295451993e-08
1860,3.249800525906288e-08,1.7393299245327398e-08
1861,3.301174633651982e-08,1.9335450573976232e-08
1862,5.0149648683772696e-08,1.400575744270327e-08
1863,3.9457503930862003e-08,2.6970951694238465e-08
1864,1.726102105692462e-08,1.582260189536555e-08
1865,3.4830647810402127e-08,1.694464046853028e-08
1866,2.7733993435141713e-08,2.0922136301226857e-08
1867,1.5043715606566366e-08,1.6984840200962026e-08
1868,1.778354707937524e-08,6.076044911651479e-08
1869,1.12320943657096e-08,2.6371003158942585e-08
1870,2.5803219116937726e-08,5.9060702994884196e-08
1871,1.1683294776076991e-08,3.186353225714811e-08
1872,1.8746751706544273e-08,3.809823923006661e-08
1873,5.566984079274917e-08,2.6338419778504374e-08
1874,2.031367180022059e-08,3.0470506118263074e-08
1875,1.3731665304828056e-08,4.2911454556371353e-08
1876,6.16693476285235e-08,1.813804395567331e-08
1877,2.1028374708187414e-08,1.855444864418132e-08
1878,2.5364172762110115e-08,2.8987624745013818e-08
1879,1.7717042943843353e-08,1.649517855639715e-08
1880,2.7596738449986447e-08,3.0805662021293756e-08
1881,1.2550513517339823e-08,1.8825771164188154e-08
1882,2.5290463057103807e-08,2.5290463057103807e-08
1883,2.7805092117638708e-08,3.222862687835004e-08
1884,1.914492120391742e-08,1.8484751507230612e-08
1885,3.931837805337679e-08,6.445635536422856e-08
1886,4.130216729736347e-08,4.323820945728585e-08
1887,4.178511875396751e-08,1.566941953967671e-08
1888,2.1558089979833994e-08,1.9655905347804037e-08
1889,2.6940088715399213e-08,1.1903759755682586e-08
1890,4.194807196045147e-08,1.8352281472289178e-08
1891,5.0993758771156195e-08,1.529812720946211e-08
1892,4.701384459515623e-08,1.6924984080901595e-08
1893,2.5249507429325746e-08,4.187723234849727e-08
1894,2.9617235108858608e-08,4.4740929183717526e-08
1895,4.6343330728504384e-08,3.189865793729041e-08
1896,5.071444997284402e-08,2.889544248318998e-08
1897,2.4472196047398143e-08,3.3212266714599536e-08
1898,3.734514275599565e-08,8.487532454637403e-09
1899,3.59292577911674e-08,2.04520400615138e-08
1900,3.9971108201086736e-08,4.2047531678690575e-08
1901,3.297355899434251e-08,2.2913829056392387e-08
1902,3.731815834129293e-08,1.6694965410124496e-08
1903,4.104167294904926e-08,2.1060859722865644e-08
1904,5.159640092955442e-08,2.418581246388385e-08
1905,2.3223415412942927e-08,1.7546580910465792e-08
1906,5.452835516450705e-08,1.6975809202790515e-08
1907,2.2114226339020604e-08,2.1599941391059474e-08
1908,5.549869519505535e-08,1.5716445034286153e-08
1909,3.6306490647231016e-08,1.3752458727367411e-08
1910,3.42025641142385e-08,1.7635697346918278e-08
1911,5.32037401912433e-08,2.181353409014264e-08
1912,6.355493675780366e-08,2.5526164293410147e-08
1913,2.0681660051202755e-08,2.598465048686549e-08
1914,5.0895253012051e-08,2.5447626228469744e-08
1915,1.8849218963445935e-08,1.4136913861761968e-08
1916,4.944358011904626e-08,3.076489463182952e-08
1917,3.728584374584898e-08,3.728584374584898e-08
1918,6.776962369059447e-08,2.5270027848023346e-08
1919,2.1178050757519884e-08,3.038589824200244e-08
1920,4.46761680983343e-08,5.149117665581571e-08
1921,4.240738515903786e-08,3.559191341651058e-08
1922,3.32007097370024e-08,3.541408943874558e-08
1923,3.6094222277682775e-08,7.749642350063368e-08
1924,2.707241186783449e-08,2.5783249313349188e-08
1925,3.849362140151413e-08,1.7597084678300234e-08
1926,3.566764272822098e-08,2.6750733184144337e-08
1927,4.682674314970825e-08,2.3413372574054847e-08
1928,3.8848539829494655e-08,3.19929166492372e-08
1929,3.3421218015305953e-08,3.4535258208734376e-08
1930,5.566909955234678e-08,2.6259009189288918e-08
1931,2.3951248984133144e-08,4.219981875053236e-08
1932,4.7126008873021874e-08,4.822195975862087e-08
1933,5.850037565480193e-08,3.785318369864399e-08
1934,5.990790441501304e-08,5.870974462141021e-08
1935,6.582556189016486e-08,3.949533677882755e-08
1936,5.698615890281644e-08,3.516167268458048e-08
1937,5.791914281516597e-08,3.9032466037092206e-08
1938,3.889564470505036e-08,4.797129216083107e-08
1939,3.8235125288110794e-08,3.364691014695609e-08
1940,3.803674530900025e-08,6.593035806190528e-08
1941,7.378756183840096e-08,1.3576911328527785e-07
1942,5.158160121254696e-08,1.061974117533282e-07
1943,2.6129116870166058e-08,6.096794180621146e-08
1944,3.855823393905666e-08,8.675602458652065e-08
1945,2.6142048525912287e-08,2.396354488176655e-07
1946,4.315542145860718e-08,1.0858461507723405e-07
1947,3.457052732969146e-08,1.454346214568858e-07
1948,2.3918153901902883e-08,7.284165093324191e-08
1949,5.203014352694879e-08,9.031647607571358e-08
1950,1.0103593162114066e-07,9.678178969352302e-08
1951,5.01085888338082e-08,1.204738424576135e-07
1952,3.796129288691219e-08,9.49032354924384e-08
1953,5.279175385730639e-08,6.356558146514146e-08
1954,3.811289239763482e-08,4.29991580119804e-08
1955,3.566531070475776e-08,6.288357212724804e-08
1956,3.7500909488841216e-08,4.0117249966442614e-08
1957,3.003912851795576e-08,4.240818185508033e-08
1958,4.880623505343351e-08,4.1361218450219894e-08
1959,4.960478516835565e-08,2.1702094343822864e-08
1960,7.543708591128961e-08,3.5988332314218496e-08
1961,4.446822099435366e-08,2.779263752472616e-08
1962,5.77118033362467e-08,6.151697962142322e-08
1963,8.082566393952106e-08,3.36234755593523e-08
1964,7.848319272252269e-08,6.083968517867078e-08
1965,7.058936013493167e-08,5.307882133820385e-08
1966,6.979234279391733e-08,4.3204781974282014e-08
1967,7.543413310662217e-08,6.902470062186694e-08
1968,7.051523109868896e-08,8.533690021295115e-08
1969,1.2626086995370933e-07,4.496340366699769e-08
1970,1.3106366436588246e-07,4.6447123480675145e-08
1971,1.3051529534902073e-07,5.60085311462899e-08
1972,1.1132418914483466e-07,4.822338084409239e-08
1973,1.334195335322974e-07,7.553089492740028e-08
1974,1.5020276666888321e-07,5.906850120140916e-08
1975,1.1765649432504688e-07,4.7976434824903436e-08
1976,1.2512623959182179e-07,5.484985621251326e-08
1977,1.569100801512846e-07,3.526069036752233e-08
1978,1.657425026113657e-07,2.673266052966028e-08
1979,2.0598946381955585e-07,4.6230589134665934e-08
1980,2.0523393451377103e-07,5.173487238607777e-08
1981,1.5371085165805098e-07,3.921840552312261e-08
1982,3.1720337467788795e-07,4.8418517195614186e-08
1983,2.1408921646592916e-07,5.999550012347754e-08
1984,2.696539020963229e-07,4.697196942515802e-08
1985,3.326603521536242e-07,3.9101127669027846e-08
1986,4.5797868297725586e-07,3.5367463624425e-08
1987,2.7804215485538464e-07,2.4443266966045485e-08
1988,4.17360150439805e-07,4.137622156008547e-08
1989,3.605696310415851e-07,5.268597191854241e-08
1990,3.639698877844211e-07,6.102489180648263e-08
1991,4.185086017738371e-07,5.275318781805538e-08
1992,3.4051454278483106e-07,3.967159756257388e-08
1993,4.5975422180433156e-07,3.1573480996360814e-08
1994,3.6502492362089356e-07,5.2221771740246226e-08
1995,5.232664950227672e-07,4.2837359770508954e-08
1996,3.9501881499148794e-07,2.7224270837677977e-08
1997,4.909971869082597e-07,2.8289877107567918e-08
1998,3.4425893347123093e-07,4.338997716679671e-08
1999,5.246590891738734e-07,2.9249287436527993e-08
2000,3.892285849182997e-07,3.4902447265672265e-08
2001,6.361519561681739e-07,3.329720960065785e-08
2002,5.555388691291796e-07,2.7601695151702188e-08
2003,4.6169506306981134e-07,2.25013838672794e-08
2004,3.9731216042171447e-07,3.4357370282123156e-08
2005,5.17480829742567e-07,2.567137258324692e-08
2006,5.270899150477959e-07,2.182481573242967e-08
2007,4.841309169112407e-07,3.0358044966760644e-08
2008,4.849223698144556e-07,2.8950589481269162e-08
2009,4.0481954499682615e-07,1.8119131084404216e-08
2010,3.80265337884822e-07,2.5036102968556406e-08
2011,5.74360592808798e-07,2.2943831723409858e-08
2012,4.54808154914943e-07,3.029784778618705e-08
2013,3.7932100527271473e-07,3.095928807761439e-08
2014,3.6596023633705954e-07,3.161549955166265e-08
2015,3.6396168223706837e-07,3.2583656661699933e-08
2016,3.5005647902597303e-07,2.6927420848643635e-08
2017,4.857645619082973e-07,2.1885819379008353e-08
2018,4.0451583177558703e-07,2.6330960523068825e-08
2019,3.499955180119585e-07,2.602007498353487e-08
