year,un_DET hommage_NOUN,un_DET chômage_NOUN
1948,2.7223206728876903e-06,4.316139570192945e-07
1949,2.7389453620685345e-06,8.717503217070544e-07
1950,2.891754867562213e-06,6.179144751428112e-07
1951,2.842329770658125e-06,6.034353443595819e-07
1952,2.6045664895946175e-06,6.611592144878387e-07
1953,2.7063853522690806e-06,6.733642301526288e-07
1954,2.7607415020725057e-06,5.638753570735844e-07
1955,2.737781805706163e-06,4.777274318357172e-07
1956,2.5770972698069272e-06,6.540856212211565e-07
1957,2.4994322274096703e-06,5.804619629401486e-07
1958,2.3137464921774153e-06,7.726275130792715e-07
1959,2.508917063437366e-06,8.59557928833965e-07
1960,2.48665536162207e-06,6.138778951836343e-07
1961,2.5374678429557207e-06,6.392306737268427e-07
1962,2.4194564147705933e-06,6.050226604159548e-07
1963,2.4474010515973532e-06,6.879880407595351e-07
1964,2.4871262809256223e-06,5.505991333976112e-07
1965,2.5516137398540195e-06,5.340714235302357e-07
1966,2.2843144478201793e-06,6.231458895555875e-07
1967,2.436078830214683e-06,5.561418294774967e-07
1968,2.6979935796589416e-06,5.766977837495801e-07
1969,2.4511867948717736e-06,5.640863340872215e-07
1970,2.432725636936084e-06,5.339119706349038e-07
1971,2.4540986203192006e-06,6.52062634998174e-07
1972,2.5235193064077066e-06,6.310080862270695e-07
1973,2.2537977244496687e-06,5.662060460487339e-07
1974,2.2676679094502106e-06,6.283763713810231e-07
1975,2.2611750907231e-06,7.739055778444026e-07
1976,2.329404829026771e-06,7.856099291103646e-07
1977,2.3677554850110027e-06,9.161902809751155e-07
1978,2.46653347346637e-06,8.798015969091466e-07
1979,2.484747810171939e-06,8.567289118133203e-07
1980,2.560591838118853e-06,8.465189633710679e-07
1981,2.4112994907454777e-06,9.292232121538291e-07
1982,2.588528545288682e-06,8.746370578904816e-07
1983,2.9113605961583744e-06,8.563568290043122e-07
1984,2.7133559825642806e-06,7.799666299490582e-07
1985,2.9109284298556304e-06,8.644356768172656e-07
1986,2.8611680278345375e-06,8.038604839555319e-07
1987,2.897138287494272e-06,7.913507644730089e-07
1988,3.1170085748044585e-06,7.597633775446866e-07
1989,2.9926729609996983e-06,7.974241551522709e-07
1990,2.953168760200242e-06,9.366230848684154e-07
1991,3.037411332229567e-06,8.510847209208805e-07
1992,2.862416010884772e-06,9.04732821993548e-07
1993,3.123559153550559e-06,9.865328465252787e-07
1994,3.1185366395902747e-06,1.1098445114043898e-06
1995,3.2106331815384692e-06,9.538090726124437e-07
1996,3.0758086921878203e-06,1.0676183883617796e-06
1997,3.126271124642699e-06,1.057753724609256e-06
1998,3.374881799800278e-06,1.1357684144286395e-06
1999,3.1717195980718316e-06,9.748239158113847e-07
2000,3.33473025193598e-06,9.808029801661178e-07
2001,3.2477922218276944e-06,7.469965925821498e-07
2002,3.2372846590078552e-06,6.882898944127191e-07
2003,3.2806183867251093e-06,7.671305333190048e-07
2004,3.337510420919898e-06,7.408858966329035e-07
2005,3.3805145420728877e-06,8.309417864893476e-07
2006,3.5920354406471233e-06,7.712807565951607e-07
2007,3.42766281846707e-06,6.399155836334103e-07
2008,3.1560399378349757e-06,5.888038847601251e-07
2009,2.8418426865073343e-06,6.189113967991489e-07
2010,2.5848594731314734e-06,6.372396788023593e-07
2011,2.346389152307893e-06,5.563879259540272e-07
2012,2.1794025144572515e-06,4.86467703453286e-07
2013,1.9696801558666266e-06,5.357909103054226e-07
2014,2.1028637462450206e-06,4.556096566687984e-07
2015,1.9423849764166334e-06,3.584202419304461e-07
2016,2.029084711807627e-06,3.9314033539739057e-07
2017,1.927209893892723e-06,4.148243073487379e-07
2018,1.9859223243656743e-06,3.438513545006572e-07
2019,1.980586901595416e-06,3.630055580572389e-07
