year,ton_DET an_NOUN,ton_DET chant_NOUN
1800,0.0,1.8864987794131594e-08
1801,0.0,5.9529563944948904e-08
1802,0.0,2.0140561218795483e-08
1803,1.950339223455444e-09,2.145373123596528e-08
1804,7.4155526164076946e-09,3.707776263794926e-08
1805,2.842877711017877e-09,8.528632911009026e-09
1806,0.0,2.305335300434308e-08
1807,5.693910232196231e-09,3.4163461393177386e-08
1808,0.0,4.078933102391602e-08
1809,0.0,1.581321384946932e-08
1810,2.3401267590372754e-09,6.31834211617388e-08
1811,2.5070767684098882e-09,2.2563690915688994e-08
1812,0.0,8.00162425207418e-09
1813,2.8757416448144113e-09,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,1.0788894222457657e-08
1816,6.952811659743929e-09,1.622322720606917e-08
1817,0.0,3.113746771532533e-08
1818,1.1921177378582115e-09,4.768470951432846e-09
1819,1.035105001712111e-09,1.449146980192495e-08
1820,1.1866481131050932e-09,2.4919611263385377e-08
1821,1.97229765852569e-09,2.465371995441501e-08
1822,3.0076847679083585e-09,1.804610860745015e-08
1823,1.9765373782121287e-09,3.656594138590208e-08
1824,2.5263338088166165e-09,3.8737118401854786e-08
1825,0.0,1.5849796808353744e-08
1826,8.807984341885344e-10,3.6112735912752214e-08
1827,0.0,1.935627302884768e-08
1828,2.7516903755575584e-09,3.026859407562199e-08
1829,0.0,1.8003669333133132e-08
1830,2.0873671680021744e-09,3.861629238599562e-08
1831,0.0,7.01604285779922e-08
1832,1.3529969367098715e-09,2.0294954161670375e-08
1833,1.1583628500844156e-09,3.01174338801502e-08
1834,9.334530925997342e-10,3.9205028556921206e-08
1835,2.2689263801112247e-09,3.932805725526123e-08
1836,1.3441500135158435e-09,5.511014844472584e-08
1837,2.087367279024477e-09,5.148839310464837e-08
1838,1.8936485712828244e-09,3.3454457870618626e-08
1839,2.7965900706306e-09,6.222412984868697e-08
1840,6.369688665408546e-10,5.6690229843781026e-08
1841,6.420548537278137e-10,8.475123980389299e-08
1842,2.683306021822318e-09,5.36661222128032e-08
1843,2.3627644285539873e-09,7.265500556741245e-08
1844,2.1954245643662773e-09,4.7750481790842514e-08
1845,1.2834524554250493e-08,6.863680379609605e-08
1846,1.1709002656346001e-09,7.610851504580296e-08
1847,5.393223645455691e-10,2.588747349818732e-08
1848,1.6090443422100975e-09,3.7812542208470745e-08
1849,1.6758829879393033e-09,2.011059585527164e-08
1850,1.3577992064028876e-09,3.394498104825061e-08
1851,1.9348316282474798e-09,5.0305623666702104e-08
1852,1.3021090872200602e-09,2.9948509894239805e-08
1853,1.1943863675867306e-09,3.76231701348928e-08
1854,5.195664454227256e-10,3.3771819119010615e-08
1855,2.653468555990912e-09,4.192480318465641e-08
1856,1.5531567143511893e-09,4.814785881102068e-08
1857,9.763018171682347e-10,6.004256158931298e-08
1858,9.787352039936081e-10,6.312841893674204e-08
1859,1.018434669930457e-09,7.892868358894134e-08
1860,2.746310290291376e-09,8.147387209334056e-08
1861,1.8863854922557266e-09,7.828499715145654e-08
1862,0.0,4.4728065029531194e-08
1863,1.9978483867255648e-09,7.142307900664946e-08
1864,1.9178911792039344e-09,6.856461087778598e-08
1865,1.882737743486018e-09,6.307171496189312e-08
1866,0.0,5.2548618789671764e-08
1867,1.94112459439566e-09,7.473329510787607e-08
1868,2.4699371437009177e-09,3.951899141263482e-08
1869,4.883519144627257e-10,5.56721166944385e-08
1870,2.8670243956696595e-09,4.6445795209848484e-08
1871,4.248470908407853e-09,4.460894276192562e-08
1872,2.4189357183956872e-09,2.237515595027162e-08
1873,1.1972008939764578e-09,4.309923262724169e-08
1874,5.974609140757536e-10,3.3457811188242204e-08
1875,1.716458086775674e-09,5.0921591387975695e-08
1876,6.04601479992084e-10,5.441413342133217e-08
1877,0.0,7.48362749547482e-08
1878,6.039088673581716e-10,3.5630623562710184e-08
1879,1.221865053580018e-09,5.1929263555905436e-08
1880,0.0,7.059631101924424e-08
1881,6.972507571312292e-10,5.159655547259945e-08
1882,1.9966155395678697e-09,5.390861890219867e-08
1883,1.2638677882037541e-09,4.3603439969785995e-08
1884,6.601696966868076e-10,5.74347653881091e-08
1885,1.2891271383708158e-09,3.867381348499066e-08
1886,1.936039106809062e-09,7.356949183190409e-08
1887,3.917354773896875e-09,5.2231398761648506e-08
1888,0.0,5.072491582325256e-08
1889,1.8795409673089125e-09,3.821733463027499e-08
1890,0.0,3.4082811239954935e-08
1891,6.374220040683554e-10,2.6134301389646453e-08
1892,6.268512375839919e-10,3.949162952210372e-08
1893,6.158416554491453e-10,4.0645550036799705e-08
1894,0.0,5.608369768594912e-08
1895,1.2037228991346183e-09,4.393588515227975e-08
1896,0.0,5.6021774774706046e-08
1897,5.826713556089658e-10,3.3212266714599536e-08
1898,5.6583548957434e-10,3.055511643701436e-08
1899,1.1055156790007459e-09,4.477338677588705e-08
1900,0.0,4.879590065343109e-08
1901,5.588738916095792e-10,4.3033289820471055e-08
1902,4.910283846193408e-10,3.093478806448502e-08
1903,1.6200660812870638e-09,5.94024243127933e-08
1904,1.0749250378694342e-09,5.750849041419315e-08
1905,5.160759042333041e-10,6.141303376949736e-08
1906,1.5432553013283723e-09,4.835533395919356e-08
1907,1.5428529565042481e-09,6.53141114526079e-08
1908,4.911389073214423e-10,7.072400265428769e-08
1909,2.2003934230241384e-09,7.481337416237466e-08
1910,2.137660271017694e-09,1.0153886265129586e-07
1911,1.5961122423746588e-09,4.735132907995876e-08
1912,1.0418842455450772e-09,7.13690688769475e-08
1913,5.833288740930698e-09,8.431753961701816e-08
1914,2.678697486047099e-09,4.419850885284404e-08
1915,3.534228465440492e-09,4.830112443343637e-08
1916,0.0,3.955486160833743e-08
1917,1.0966424435210342e-09,9.10213211469113e-08
1918,2.2972752589112133e-09,7.121553480260445e-08
1919,0.0,1.2983066355332085e-07
1920,1.514446346106979e-09,7.950843494697324e-08
1921,1.5145494858259667e-09,7.497019804958427e-08
1922,7.377935484775833e-10,1.2616269451370954e-07
1923,0.0,1.273913738941701e-07
1924,0.0,8.637388670962309e-08
1925,0.0,1.132812297299779e-07
1926,3.3438415369957397e-09,7.579374017296914e-08
1927,2.2298449753321847e-09,8.250426164480018e-08
1928,0.0,1.1426041268691733e-07
1929,1.1140406375176326e-09,9.135133183235666e-08
1930,0.0,5.7769818262443096e-08
1931,1.1405356659111021e-09,7.641588872786542e-08
1932,0.0,7.233294230246656e-08
1933,1.1470662197865522e-09,5.047091189425146e-08
1934,1.1981580172459871e-09,6.110605887954534e-08
1935,0.0,6.82192204948251e-08
1936,1.2124714565686645e-09,7.153581460528358e-08
1937,0.0,6.421470377659944e-08
1938,2.5930428915188486e-09,9.464606431919265e-08
1939,0.0,3.6705722905594484e-08
1940,0.0,7.353770170581697e-08
1941,2.9515025978810172e-09,6.198155411141215e-08
1942,0.0,9.102635090130207e-08
1943,0.0,1.422585294008627e-07
1944,0.0,8.675602636287749e-08
1945,0.0,1.2635323187737413e-07
1946,2.7842208538686464e-09,1.350347176298783e-07
1947,1.1920870957027319e-09,6.556479004160565e-08
1948,0.0,6.523132922708896e-08
1949,9.817008317369869e-10,6.282885323116716e-08
1950,0.0,1.1060775939597534e-07
1951,0.0,9.275419188270462e-08
1952,1.0544803918932644e-09,9.595771377490792e-08
1953,0.0,5.8178668105313136e-08
1954,9.772536113672459e-10,8.795282635531976e-08
1955,0.0,4.59894780036052e-08
1956,0.0,7.849027472417447e-08
1957,1.7670075402875796e-09,9.983592441642486e-08
1958,3.3088973783179654e-09,7.775908494878081e-08
1959,5.425523585955716e-09,8.060777734186786e-08
1960,6.920833350854139e-10,1.0035208575231991e-07
1961,1.3896318540318475e-09,8.824161845666367e-08
1962,2.5367825617905737e-09,9.57635410969715e-08
1963,6.466053248388448e-10,8.729171518950807e-08
1964,6.083968329129164e-10,9.308471504709814e-08
1965,1.0944086747954884e-09,9.794957911424262e-08
1966,3.3234448526542337e-09,9.361036212851559e-08
1967,1.9721342336964653e-09,1.0501614511326807e-07
1968,1.7965663401398047e-09,1.1318367754142855e-07
1969,9.083515606356229e-10,6.767219140613179e-08
1970,4.5987250119061684e-10,8.323692313183528e-08
1971,1.0276794970565106e-09,1.0996170196619914e-07
1972,1.0260293725750103e-09,6.771793703563844e-08
1973,1.102640756478479e-09,8.049277777644193e-08
1974,1.1251143350321513e-09,5.963106008977093e-08
1975,3.4268881066168433e-09,5.8257098700664756e-08
1976,1.142705374768127e-09,7.199043627892365e-08
1977,1.7630345516828072e-09,6.817066999786903e-08
1978,1.1881182704343018e-09,8.910887405733092e-08
1979,0.0,8.368322212959356e-08
1980,1.1370301367108482e-09,5.230338739892204e-08
1981,1.897664858585557e-09,7.780425992365281e-08
1982,1.8622506869903077e-09,7.883527608498753e-08
1983,6.315316047889041e-10,9.346667884102544e-08
1984,1.7397025486864948e-09,9.046453008920707e-08
1985,6.015558051686298e-10,6.25618037375375e-08
1986,1.1988970927134801e-09,5.2751471191214705e-08
1987,2.4443267965246207e-09,6.599682222940828e-08
1988,2.99827696004229e-09,6.296381638293269e-08
1989,1.6464366536794728e-09,5.81740948746301e-08
1990,0.0,7.246705902019812e-08
1991,1.1722930404189924e-09,6.623455917065257e-08
1992,5.509944167592096e-10,5.7303419787047005e-08
1993,1.6617622278225497e-09,6.370088501128635e-08
1994,1.0549853213248639e-09,1.0022360807937503e-07
1995,1.0844901643380922e-09,7.48298187858154e-08
1996,0.0,6.565853549744816e-08
1997,1.438468344439059e-09,7.000546276003661e-08
1998,1.43043876743576e-09,7.485962782993738e-08
1999,2.7421207526856506e-09,6.809600039403563e-08
2000,4.4180314962005696e-10,8.880243473896599e-08
2001,3.0668482198237257e-09,8.06142983478253e-08
2002,4.38122149670761e-10,7.667137591482742e-08
2003,8.333845835650777e-10,7.792146128338118e-08
2004,4.404791253964646e-10,5.682180681532145e-08
2005,9.007499190971657e-10,6.935774266025874e-08
2006,0.0,6.588623957526352e-08
2007,0.0,6.710725442005128e-08
2008,8.514879357157668e-10,9.408941537003557e-08
2009,9.53638501499654e-10,5.6741490839229414e-08
2010,0.0,8.739017065551025e-08
2011,1.1471915639660324e-09,6.69195130420519e-08
2012,3.404252713057332e-10,6.80850571477265e-08
2013,0.0,7.419072289849282e-08
2014,3.248167693148396e-09,7.319204531341938e-08
2015,2.2165753954528356e-10,6.893549420183831e-08
2016,6.214020409345267e-10,9.756011465356096e-08
2017,7.54683426862357e-10,8.653702732175361e-08
